Hour,Year,Zone,Price [Eur/MWh]
490,2030,DE4-N,24.8859686145081
491,2030,DE4-N,23.1628412100804
492,2030,DE4-N,22.1189453729625
493,2030,DE4-N,23.3703719746514
494,2030,DE4-N,25.2411047894896
495,2030,DE4-N,27.3331830468726
496,2030,DE4-N,27.9362784630703
497,2030,DE4-N,28.447344700881
498,2030,DE4-N,28.7370615253163
499,2030,DE4-N,29.1176457202749
500,2030,DE4-N,28.9858726114686
501,2030,DE4-N,29.2585838911226
502,2030,DE4-N,28.8286413282428
503,2030,DE4-N,28.5887537615209
504,2030,DE4-N,28.0623333841267
505,2030,DE4-N,29.6232035775369
506,2030,DE4-N,29.7075864103212
507,2030,DE4-N,30.2048110211607
508,2030,DE4-N,35.8388759724344
509,2030,DE4-N,35.8757490245969
510,2030,DE4-N,38.2669356546445
511,2030,DE4-N,50.0905595524014
512,2030,DE4-N,69.9012632392482
513,2030,DE4-N,50.7547259440583
514,2030,DE4-N,37.9159715700655
515,2030,DE4-N,37.3301759440323
516,2030,DE4-N,35.7633795231385
517,2030,DE4-N,35.7495466851279
518,2030,DE4-N,37.1899012762447
519,2030,DE4-N,38.7155026011564
520,2030,DE4-N,87.5294764552556
521,2030,DE4-N,106.539872533185
522,2030,DE4-N,107.420149818437
523,2030,DE4-N,109.192255213251
524,2030,DE4-N,108.233655980696
525,2030,DE4-N,107.279898543452
526,2030,DE4-N,106.539872533185
527,2030,DE4-N,106.539872533185
528,2030,DE4-N,85.6577422229427
529,2030,DE4-N,79.9048537702644
530,2030,DE4-N,76.9522014423323
531,2030,DE4-N,76.9522014423323
532,2030,DE4-N,79.4989431828757
533,2030,DE4-N,79.4989431828757
534,2030,DE4-N,89.1908690562167
535,2030,DE4-N,106.539872533185
536,2030,DE4-N,109.192255213251
537,2030,DE4-N,107.62272802054
538,2030,DE4-N,76.9522014423323
539,2030,DE4-N,47.1666602361586
540,2030,DE4-N,39.3706969936038
541,2030,DE4-N,37.763762305815
542,2030,DE4-N,47.4378817776707
543,2030,DE4-N,79.9048537702644
544,2030,DE4-N,109.192255213251
545,2030,DE4-N,109.192255213251
546,2030,DE4-N,109.192255213251
547,2030,DE4-N,109.192255213251
548,2030,DE4-N,109.192255213251
549,2030,DE4-N,109.192255213251
550,2030,DE4-N,109.192255213251
551,2030,DE4-N,109.192255213251
552,2030,DE4-N,107.279932338886
553,2030,DE4-N,105.998658368974
554,2030,DE4-N,105.998658368974
555,2030,DE4-N,104.339849520406
556,2030,DE4-N,104.339849520406
557,2030,DE4-N,104.339849520406
558,2030,DE4-N,105.998658368974
559,2030,DE4-N,109.192255213251
560,2030,DE4-N,109.192255213251
561,2030,DE4-N,109.192255213251
562,2030,DE4-N,78.2548615903043
563,2030,DE4-N,37.4269825401647
564,2030,DE4-N,28.9788515800264
565,2030,DE4-N,28.9788515800264
566,2030,DE4-N,29.3764359622351
567,2030,DE4-N,37.6793296503766
568,2030,DE4-N,78.2548615903043
569,2030,DE4-N,104.339849520406
570,2030,DE4-N,104.339849520406
571,2030,DE4-N,104.339849520406
572,2030,DE4-N,93.0819659580604
573,2030,DE4-N,39.6332001515478
574,2030,DE4-N,37.4632287307183
575,2030,DE4-N,31.0185456787687
576,2030,DE4-N,29.8194578302014
577,2030,DE4-N,29.552263242725
578,2030,DE4-N,30.0267079871648
579,2030,DE4-N,30.7895480627638
580,2030,DE4-N,30.7895480627638
581,2030,DE4-N,30.7895480627638
582,2030,DE4-N,31.0850609082653
583,2030,DE4-N,36.7112219978224
584,2030,DE4-N,38.1451523818347
585,2030,DE4-N,37.0482060605346
586,2030,DE4-N,28.9788676317157
587,2030,DE4-N,28.0369800241906
588,2030,DE4-N,25.6097150670061
589,2030,DE4-N,25.0016305414415
590,2030,DE4-N,25.1892390477876
591,2030,DE4-N,26.9146792382746
592,2030,DE4-N,28.7261444138182
593,2030,DE4-N,30.7895480627638
594,2030,DE4-N,34.0104827444167
595,2030,DE4-N,33.9593128780124
596,2030,DE4-N,32.1346550566636
597,2030,DE4-N,30.7496911666345
598,2030,DE4-N,30.4515893587001
599,2030,DE4-N,29.4656075588054
600,2030,DE4-N,28.2200260323601
601,2030,DE4-N,27.4533278935361
602,2030,DE4-N,27.1035310246836
603,2030,DE4-N,27.1104062116917
604,2030,DE4-N,28.2200260323601
605,2030,DE4-N,28.2345251109093
606,2030,DE4-N,28.8052595016367
607,2030,DE4-N,35.540864165601
608,2030,DE4-N,36.5873683182095
609,2030,DE4-N,37.5627064516258
610,2030,DE4-N,37.1270260690859
611,2030,DE4-N,39.3938796342428
612,2030,DE4-N,36.5501016332177
613,2030,DE4-N,36.5501016332177
614,2030,DE4-N,38.4714291544984
615,2030,DE4-N,49.3346726391018
616,2030,DE4-N,104.339849520406
617,2030,DE4-N,104.339849520406
618,2030,DE4-N,104.339849520406
619,2030,DE4-N,104.339849520406
620,2030,DE4-N,104.339849520406
621,2030,DE4-N,104.339849520406
622,2030,DE4-N,104.339849520406
623,2030,DE4-N,104.339849520406
624,2030,DE4-N,104.339849520406
625,2030,DE4-N,104.339849520406
626,2030,DE4-N,104.339849520406
627,2030,DE4-N,97.6503542142327
628,2030,DE4-N,104.339849520406
629,2030,DE4-N,104.339849520406
630,2030,DE4-N,104.339849520406
631,2030,DE4-N,104.339849520406
632,2030,DE4-N,106.539872533185
633,2030,DE4-N,106.539872533185
634,2030,DE4-N,84.82981542238
635,2030,DE4-N,49.1512469267642
636,2030,DE4-N,43.6979081306061
637,2030,DE4-N,41.0752639765891
638,2030,DE4-N,44.7858594577714
639,2030,DE4-N,50.3749574440154
640,2030,DE4-N,107.119688701114
641,2030,DE4-N,109.192255213251
642,2030,DE4-N,109.192255213251
643,2030,DE4-N,109.192255213251
644,2030,DE4-N,109.192255213251
645,2030,DE4-N,109.189510047906
646,2030,DE4-N,108.233655980696
647,2030,DE4-N,108.233655980696
648,2030,DE4-N,108.233655980696
649,2030,DE4-N,106.539872533185
650,2030,DE4-N,93.4618438501374
651,2030,DE4-N,84.9442059740003
652,2030,DE4-N,53.6328221631818
653,2030,DE4-N,50.3749574440154
654,2030,DE4-N,49.1512469267642
655,2030,DE4-N,46.6960244488909
656,2030,DE4-N,48.8069473521566
657,2030,DE4-N,46.6960174391775
658,2030,DE4-N,45.0958051974966
659,2030,DE4-N,39.7256024179038
660,2030,DE4-N,38.1173559636725
661,2030,DE4-N,38.1173559636725
662,2030,DE4-N,38.1173559636725
663,2030,DE4-N,39.2826715447747
