Scenario,Type of unit,Year data,Location,Profile,Fuel,Electrolyser,CO2 capture,CO2 tax level upstream (Eur/kgCO2),CO2 tax level operational(Eur/kgCO2),Weight costs vs emissions,Max yearly emission treshhold,Renewable criterion,Criterion application,Installed capacity(MW or t/h),Total investment(MEuros),Annualised investment(MEuros),Fixed O&M(MEuros),Variable O&M(MEuros),CO2 tax infrastructure (MEuros),CO2 tax process (MEuros),Fuel cost(MEuros),Cost per unit(MEuros),Production(kton or GWh),Sale (MEuros),Electricity consumption(GWh),Production cost fuel (Euros/kgfuel),Production cost fuel (Euros/GJfuel),Production cost fuel (Euros/MWhfuel),Production cost per unit (Euros/kg or kWh output),Load average,Full load hours,CO2e per unit total (kgCO2e/GJfuel),CO2e per unit counted (kgCO2e/GJfuel),CO2e total all system (kg CO2e/GJfuel),CO2e counted all system (kg CO2e/GJfuel),Land use per unit (km2),Land use per unit (km2/GJfuel),Land use total system (km2/GJfuel),Av electricity cost(Euros/MWh)
Bornholm - offshore,NH3 plant + ASU - SOEC,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,74.61430247788287,497.0924213960522,44.713463304574894,19.883696855842093,0.0,0.0,0.0,0.0,64.59716016041699,425.8064516128958,0.0,251.2258064516012,0.8978750286699234,48.27285100375932,173.78226361353356,0.15170545189189102,0.677361088140362,5706.7671675825495,0.21398872127866322,0.0,5.628629262498451,0.0,0.0,0.0,0.016331463934043947,56.129122037741716
Bornholm - offshore,Waste water plant,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,182.043696793633,19.579221931531794,2.287431588462202,0.5873766579459537,0.0,0.0,0.0,0.05606845485564255,2.930876701263798,862.5916131637448,0.0,2.156479032909286,0.0,0.0,0.0,0.003397757011007981,0.5624186006420192,4738.376710409012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,Electrolysers SOEC heat integrated,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,16.181661937211825,640.5345519347618,57.616082946531826,54.76570419042214,0.0,0.0,0.0,0.0,112.38178713695396,76.67481005899816,0.0,2905.9753012360825,0.0,0.0,0.0,1.46569371414785,0.5624186006420192,4738.376710409012,0.24669512095039867,0.0,0.0,0.0,0.2578709646314077,3.2559465231238914e-5,0.0,56.129122037741716
Bornholm - offshore,H2 pipeline to NH3 plant,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,13.430574446018918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64516129032742,0.0,0.0,0.0,0.0,0.0,0.0,0.677361088140362,5706.7671675825495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,Heat from district heating,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,Heat sent to district heating,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,Heat sent to other process,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,Sale of oxygen,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,129.4532954976946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.3984804719853,0.0,0.0,0.0,0.0,0.0,0.0,0.5624186006420192,4738.376710409012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,H2 pipes compressor,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,709.8447281645545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.461584388632684,0.0,17.35388932531347,0.0,0.0,0.0,0.0,0.0030869933858809905,26.007919276047346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,H2 pipes valve,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,723.2753026105734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.431935619959585,0.0,0.0,0.0,0.0,0.0,0.0,0.003024805120910076,25.48398314366739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,H2 buried pipes,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,329.43076303059325,82.35769075764831,6.370367380104097,2.4707307227294497,0.0,0.0,0.0,0.0,8.841098102833547,1409.3331671385033,0.0,0.0,0.0,0.0,0.0,0.006273249157106284,0.5077846999021752,4278.086096675826,0.0002589722642559663,0.0,0.0,0.0,0.32943076303059327,4.159479331194432e-5,0.0,56.129122037741716
Bornholm - offshore,OFF_SP379-HH100,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,OFF_SP379-HH150,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,748.712087301718,1719.504077100297,146.02028622735722,28.148360912933335,9.197984649686035,0.0,0.0,0.0,183.36663178997657,3266.871547833569,0.0,0.0,0.0,0.0,0.0,0.056129122037741716,0.5179016617210578,4363.321499999912,5.060423994098694,0.0,0.0,0.0,128.74853053240346,0.01625612759247547,0.0,56.129122037741716
Bornholm - offshore,OFF_SP450-HH100,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
Bornholm - offshore,OFF_SP450-HH150,2030 bench,Bornholm,2020,NH3,SOEC,None,0.0,0.0,C1_E0,-1.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.129122037741716
