Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Base case,1,60640.154718777245,122796.3133055239,10915.227849379902,10915.227849379904,0.0,0.0,0.0,87321.82279503922,0.0,0.0,0.0,0.0,449771.81755884073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10915.227849379904,449771.81755884073,1.0
Profile: 2020,2,66444.19744360536,134549.4998233009,11959.955539848968,11959.955539848965,0.0,0.0,0.0,95679.64431879175,0.0,0.0,0.0,0.0,492820.76520156127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11959.955539848968,492820.7652015613,1.0
Location: Bornholm,3,68550.17822396837,138814.1109035359,12339.032080314304,12339.032080314306,0.0,0.0,0.0,98712.25664251443,0.0,0.0,0.0,0.0,508440.95627331233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12339.032080314306,508440.95627331233,1.0
Fuel: NH3,4,74677.66966021938,171727.37543572884,15264.655594287009,13441.980538839489,0.0,0.0,0.0,122117.24475429607,1822.6750554475213,0.0,1822.6750554475213,0.0,624732.9051137171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15264.655594287009,624732.9051137171,1.0
Electrolyser: SOEC,5,74677.66966021938,154724.5328675203,13753.291810446248,13441.980538839489,0.0,0.0,0.0,110026.33448356998,311.31127160675777,0.0,2133.986327054282,0.0,565989.0286429214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13753.291810446248,565989.0286429214,1.0
CO2 capture: None,6,74677.66966021938,172982.03811887914,15376.181166122591,13441.980538839489,0.0,0.0,0.0,123009.44932898073,1934.2006272830995,0.0,4068.1869543373814,0.0,629067.6949805189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15376.18116612259,629067.6949805189,1.0
CO2taxWTTup: 0,7,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367553,0.0,6840.752225074137,0.0,687811.5714513146,0.0,0.0,0.0,26158.21471345867,0.0,0.0,0.0,16214.545809576244,661653.3567378559,1.0
CO2taxWTTop: 0,8,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367553,0.0,9613.317495810892,0.0,693865.3297135722,0.0,0.0,0.0,32211.972975716228,0.0,0.0,0.0,16214.545809576244,661653.3567378559,1.0
CO2WTTop_treshhold -1,9,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367863,0.0,12385.882766547678,0.0,696705.3644538906,0.0,0.0,0.0,0.0,33382.86449146146,0.0,33382.86449146146,16214.545809576244,663322.499962429,1.0
Renewable criterion: None,10,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367553,0.0,15158.448037284434,0.0,704104.4023299832,0.0,0.0,0.0,0.0,40429.56723059727,0.0,73812.43172205874,16214.545809576244,663674.8350993858,1.0
Renewable application: 0,11,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367553,0.0,17931.01330802119,0.0,710008.6850795924,0.0,0.0,0.0,48355.32834173646,0.0,0.0,73812.43172205874,16214.545809576244,661653.3567378559,1.0
 ,12,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367553,0.0,20703.578578757944,0.0,710008.6850795924,0.0,0.0,0.0,0.0,46052.69365879652,0.0,119865.12538085526,16214.545809576244,663955.9914207958,1.0
 ,13,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367553,0.0,23476.1438494947,0.0,710008.6850795924,0.0,0.0,0.0,0.0,46052.69365879663,0.0,165917.8190396519,16214.545809576244,663955.9914207958,1.0
 ,14,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367553,0.0,26248.709120231455,0.0,710008.6850795924,0.0,0.0,0.0,0.0,46052.69365879663,0.0,211970.51269844853,16214.545809576244,663955.9914207958,1.0
 ,15,74677.66966021938,182413.64035773274,16214.545809576244,13441.980538839489,0.0,0.0,0.0,129716.36647660995,2772.5652707367553,0.0,29021.27439096821,0.0,710008.6850795924,0.0,0.0,0.0,48355.32834173646,0.0,0.0,211970.51269844853,16214.545809576244,661653.3567378559,1.0
