Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Esbjerg - bp sale,1,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,3695.151752634616,0.0,0.0,0.0,1.0697083684139892e6,0.0,145386.50472695113,774.9609962192189,0.0,774.9609962192189,17758.568482534352,923546.9026908188,1.0
Profile: 2020ma,2,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,7390.303505269234,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
Location: Esbjerg,3,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,11085.45525790385,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
Fuel: NH3,4,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.1517526346142,0.0,14780.607010538479,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
Electrolyser: AEC,5,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.1517526346142,0.0,18475.758763173093,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
CO2 capture: None,6,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,22170.910515807707,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
CO2taxWTTup: 0,7,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,25866.06226844233,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
CO2taxWTTop: 0,8,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,29561.214021076943,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
CO2WTTop_treshhold -1,9,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,33256.36577371156,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
Renewable criterion: None,10,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.1517526346142,0.0,36951.51752634617,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
Renewable application: 0,11,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,40646.6692789808,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
 ,12,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,44341.821031615415,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,774.9609962192189,17758.568482534352,923508.1546410079,1.0
 ,13,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,48036.97278425003,0.0,0.0,0.0,1.0697083684139892e6,0.0,0.0,139238.29883141076,0.0,140013.25982762998,17758.568482534352,930470.0695825784,1.0
 ,14,43607.48795750688,88305.16311395142,7849.347832351237,7849.347832351238,0.0,44552.898296425614,0.0,62794.7826588099,0.0,0.0,48036.97278425003,0.0,0.0,0.0,277729.05770350614,0.0,0.0,0.0,140013.25982762998,0.0,7849.347832351237,417742.3175311361,1.0
 ,15,78130.09294388743,41959.67893389513,3729.749238568456,14063.416729899738,0.0,21170.056678114554,0.0,29837.993908547647,0.0,10333.66749133128,37703.30529291877,0.0,0.0,0.0,221004.9531027932,0.0,0.0,0.0,0.0,0.0,3729.749238568456,221004.9531027932,1.0
 ,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37703.30529291877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37703.30529291877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,18,64270.420569480404,130147.6016531978,11568.67570250647,11568.675702506473,0.0,65663.80328742672,0.0,92549.40562005177,0.0,0.0,37703.30529291877,0.0,0.0,0.0,605367.1082452214,0.0,0.0,0.0,0.0,0.0,11568.67570250647,605367.1082452213,1.0
 ,19,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.1517526346142,0.0,41398.45704555338,0.0,0.0,0.0,967459.4349340807,0.0,43951.28029307281,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,20,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.1517526346142,0.0,45093.608798188005,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,21,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,48788.76055082262,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,22,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.1517526346142,0.0,52483.91230345724,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,23,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,56179.064056091855,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,24,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,59874.21580872648,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,25,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,63569.3675613611,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,26,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,67264.51931399571,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,27,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,70959.67106663033,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,28,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.1517526346142,0.0,74654.82281926494,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,29,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,78349.97457189955,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,30,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,82045.12632453417,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,31,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,85740.27807716878,0.0,0.0,0.0,1.0697083684139892e6,0.0,146200.2137729813,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,32,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.151752634616,0.0,89435.4298298034,0.0,0.0,0.0,1.0687036605414003e6,0.0,145195.50590039243,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
 ,33,78130.09294388743,199783.89542851146,17758.568482534352,14063.416729899738,0.0,100797.63470686498,0.0,142068.54786027482,3695.1517526346142,0.0,93130.58158243801,0.0,0.0,0.0,1.064131544951731e6,0.0,140623.39031072322,0.0,0.0,0.0,17758.568482534352,923508.1546410079,1.0
