Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Morocco - offshore,1,0.0,69945.70919416008,6217.39637281423,0.0,0.0,0.0,0.0,49739.17098251384,6217.39637281423,0.0,6217.39637281423,0.0,0.0,0.0,241658.5393930901,0.0,0.0,0.0,0.0,0.0,6217.39637281423,241658.5393930901,1.0
Profile: 2020ma,2,0.0,97177.49347627535,8637.999420113365,0.0,0.0,0.0,0.0,69103.99536090692,8637.999420113365,0.0,14855.395792927595,0.0,0.0,0.0,335742.8412108938,0.0,0.0,0.0,0.0,0.0,8637.999420113365,335742.84121089376,1.0
Location: Morocco,3,61064.1659284624,123654.93600513636,10991.549867123233,10991.549867123233,0.0,0.0,0.0,87932.39893698586,0.0,0.0,14855.395792927595,0.0,0.0,0.0,452916.7352017762,0.0,0.0,0.0,0.0,0.0,10991.549867123233,452916.73520177614,1.0
Fuel: NH3,4,69107.68507167509,146985.3966284883,13065.368589198959,12439.383312901517,0.0,0.0,0.0,104522.94871359167,625.9852762974418,0.0,15481.381069225048,0.0,0.0,0.0,536906.8933742197,0.0,0.0,0.0,0.0,0.0,13065.368589198959,536906.8933742197,1.0
Electrolyser: SOEC,5,69107.68507167509,157047.792366877,13959.803765944622,12439.383312901517,0.0,0.0,0.0,111678.43012755697,1520.4204530431018,0.0,17001.80152226815,0.0,0.0,0.0,571671.9116283671,0.0,0.0,0.0,0.0,0.0,13959.803765944622,571671.9116283671,1.0
CO2 capture: None,6,36480.64805942527,160476.8350151248,14264.60755689998,6566.516650696549,0.0,0.0,0.0,114116.86045519984,7698.090906203432,0.0,24699.89242847158,0.0,0.0,0.0,569789.6063009392,0.0,0.0,0.0,0.0,0.0,14264.60755689998,569789.6063009391,1.0
CO2taxWTTup: 0,7,69107.68507167509,150530.4491535731,13380.484369206499,12439.383312901517,0.0,0.0,0.0,107043.87495365199,941.1010563049836,0.0,25640.99348477656,0.0,0.0,0.0,549154.8529010252,0.0,0.0,0.0,0.0,0.0,13380.484369206499,549154.8529010252,1.0
CO2taxWTTop: 0,8,63487.47481873959,128562.13650794768,11427.745467373128,11427.745467373126,0.0,0.0,0.0,91421.96373898502,0.0,0.0,25640.99348477656,0.0,0.0,0.0,470890.5686977678,0.0,0.0,0.0,0.0,0.0,11427.745467373128,470890.56869776774,1.0
CO2WTTop_treshhold -1,9,60267.5682210235,122041.82564757258,10848.16227978423,10848.16227978423,0.0,0.0,0.0,86785.29823827384,0.0,0.0,25640.99348477656,0.0,0.0,0.0,447008.32021834515,0.0,0.0,0.0,0.0,0.0,10848.16227978423,447008.3202183451,1.0
Renewable criterion: None,10,58654.3997146738,118775.15942221443,10557.791948641283,10557.791948641283,0.0,0.0,0.0,84462.33558913026,0.0,0.0,25640.99348477656,0.0,0.0,0.0,435043.3485837177,0.0,0.0,0.0,0.0,0.0,10557.791948641283,435043.34858371766,1.0
Renewable application: 0,11,69107.68507167509,160476.8350151248,14264.60755689998,12439.383312901517,0.0,0.0,0.0,114116.86045519984,1825.2242439984639,0.0,27466.217728775024,0.0,0.0,0.0,596313.3946685542,0.0,0.0,12185.077326533617,0.0,12185.077326533617,14264.60755689998,584128.3173420206,1.0
 ,12,69107.68507167509,141432.10392649655,12571.742571244138,12439.383312901517,0.0,0.0,0.0,100573.9405699531,132.3592583426215,0.0,27598.576987117645,0.0,0.0,0.0,517720.57560509944,0.0,0.0,0.0,0.0,12185.077326533617,12571.742571244138,517720.5756050994,1.0
 ,13,55705.94490268198,112804.53842793101,10027.070082482756,10027.070082482756,0.0,0.0,0.0,80216.56065986205,0.0,0.0,27598.576987117645,0.0,0.0,0.0,413174.47496474866,0.0,0.0,0.0,0.0,12185.077326533617,10027.070082482756,413174.4749647486,1.0
 ,14,42031.80115355451,85114.39733594791,7565.724207639815,7565.7242076398115,0.0,0.0,0.0,60525.79366111852,0.0,0.0,27598.576987117645,0.0,0.0,0.0,311752.496143486,0.0,0.0,0.0,0.0,12185.077326533617,7565.724207639815,311752.496143486,1.0
 ,15,30789.472694044016,62348.68220543913,5542.105084927923,5542.105084927923,0.0,0.0,0.0,44336.84067942338,0.0,0.0,27598.576987117645,0.0,0.0,0.0,228367.44331376784,0.0,0.0,0.0,0.0,12185.077326533617,5542.105084927923,228367.4433137678,1.0
 ,16,24683.414827859648,49983.91502641579,4443.014669014737,4443.014669014737,0.0,0.0,0.0,35544.11735211789,0.0,0.0,27598.576987117645,0.0,0.0,0.0,171502.60703145483,0.0,0.0,0.0,12185.077326533617,0.0,4443.014669014737,183687.68435798842,1.0
 ,17,23066.54720330914,46709.75808670102,4151.978496595646,4151.978496595645,0.0,0.0,0.0,33215.82797276517,0.0,0.0,27598.576987117645,0.0,0.0,0.0,171086.02226614414,0.0,0.0,0.0,0.0,0.0,4151.978496595646,171086.0222661441,1.0
 ,18,28671.95201871053,58060.70283788883,5160.951363367896,5160.951363367895,0.0,0.0,0.0,41287.61090694317,0.0,0.0,27598.576987117645,0.0,0.0,0.0,212661.6601197772,0.0,0.0,0.0,0.0,0.0,5160.951363367896,212661.6601197772,1.0
 ,19,26399.747878451108,73498.73710488463,6533.221075989745,4751.9546181212,0.0,0.0,0.0,52265.76860791796,1781.2664578685444,0.0,29379.84344498619,0.0,0.0,0.0,265043.06734145613,0.0,0.0,0.0,0.0,0.0,6533.221075989745,265043.06734145613,1.0
 ,20,44430.12748754809,89971.00816228488,7997.422947758656,7997.422947758656,0.0,0.0,0.0,63979.38358206925,0.0,0.0,29379.84344498619,0.0,0.0,0.0,329541.03245811217,0.0,0.0,0.0,0.0,0.0,7997.422947758656,329541.03245811217,1.0
 ,21,58950.95670568974,119375.68732902175,10611.172207024156,10611.172207024154,0.0,0.0,0.0,84889.37765619325,0.0,0.0,29379.84344498619,0.0,0.0,0.0,437242.930320895,0.0,0.0,0.0,0.0,0.0,10611.172207024156,437242.930320895,1.0
 ,22,69107.68507167509,160476.8350151248,14264.60755689998,12439.383312901517,0.0,0.0,0.0,114116.86045519984,1825.2242439984639,0.0,31205.067688984655,0.0,0.0,0.0,606193.0612644417,0.0,0.0,21594.283608331247,0.0,21594.283608331247,14264.60755689998,584598.7776561105,1.0
 ,23,69107.68507167509,160476.8350151248,14264.607556899982,12439.383312901517,0.0,0.0,0.0,114116.86045519986,1825.2242439984657,0.0,33030.29193298312,0.0,0.0,0.0,673012.5625933018,0.0,0.0,85231.90392153118,0.0,106826.18752986242,14264.607556899982,587780.6586717706,1.0
 ,24,69107.68507167509,160476.8350151248,14264.60755689998,12439.383312901517,0.0,0.0,0.0,114116.86045519984,1825.2242439984639,0.0,34855.51617698158,0.0,0.0,0.0,648935.6776634043,0.0,0.0,62301.53732162895,0.0,169127.72485149137,14264.60755689998,586634.1403417753,1.0
