Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,34,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,39881.93712746152,0.0,112638.41419002159,201899.85667723886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137357.24992982898,649410.0209193474,10800.094848075994,451895.52079708944,1.0
 ,35,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,39881.93712746152,0.0,0.0,184451.6475703743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274290.5376107603,375119.4833085871,10800.09484807596,458742.1851811347,1.0
 ,36,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,39881.93712746152,0.0,0.0,216219.2560187912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240850.94977032152,134268.5335382656,10800.09484807596,457070.2057891127,1.0
 ,37,60000.52693375533,72265.19906563616,6423.5732502787705,10800.09484807596,0.0,0.0,0.0,51388.586002230164,0.0,4376.521597797189,35505.41552966433,0.0,0.0,279034.4000741451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134268.5335382656,6423.5732502787705,279034.4000741451,1.0
 ,38,60000.52693375533,92115.36332105297,8188.032295204709,10800.09484807596,0.0,0.0,0.0,65504.25836163767,0.0,2612.062552871251,32893.35297679308,0.0,0.0,345957.02328747674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134268.5335382656,8188.032295204709,345957.02328747674,1.0
 ,39,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,32893.35297679308,0.0,0.0,375738.8808183421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72935.55524447847,61332.97829378712,10800.09484807596,448674.43606282055,1.0
 ,40,60000.52693375533,101678.67132914405,9038.104118146139,10800.09484807596,0.0,0.0,0.0,72304.83294516911,0.0,1761.990729929821,31131.362246863253,0.0,0.0,378198.6536469772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61332.97829378712,9038.10411814614,378198.6536469772,1.0
 ,41,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,31131.362246863253,0.0,0.0,398686.1754542796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48780.508259281174,12552.470034505946,10800.094848075962,447466.68371356075,1.0
 ,42,60000.52693375533,126145.01026321668,11212.889801174817,10800.09484807596,0.0,0.0,0.0,89703.11840939854,412.7949530988577,0.0,31544.157199962112,0.0,0.0,461072.22413701226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12552.470034505946,11212.889801174819,461072.22413701226,1.0
 ,43,60000.52693375533,141867.63098369425,12610.45608743949,10800.09484807596,0.0,0.0,0.0,100883.64869951592,1810.3612393635303,0.0,33354.51843932564,0.0,0.0,515393.00524733326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12552.470034505946,12610.45608743949,515393.0052473332,1.0
 ,44,60000.52693375533,146000.6920245999,12977.839291075548,10800.09484807596,0.0,0.0,0.0,103822.71432860439,2177.744442999588,0.0,35532.26288232523,0.0,0.0,517747.654996379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12552.470034505946,0.0,12977.839291075548,530300.1250308853,1.0
 ,45,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,38339.63434178258,0.0,250833.44336433383,491419.6690564626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188108.18931257934,0.0,0.0,0.0,13607.466307533303,554144.9231082171,1.0
 ,46,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,41147.005801239924,0.0,444874.4089857995,434965.7866748868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325695.2725524693,0.0,0.0,0.0,13607.466307533303,554144.9231082171,1.0
 ,47,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.3714594573394,0.0,43954.37726069726,0.0,576443.6490901106,363131.17050854943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385429.8964904429,0.0,0.0,0.0,13607.466307533303,554144.9231082171,1.0
 ,48,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,419492.0834953866,416684.71203592926,46761.74872015459,0.0,636075.750720122,309752.80170186854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13607.466307533301,945828.5524219904,1.0
 ,49,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,49569.12017961193,0.0,672990.8612529861,311665.34418737947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430511.2823321485,0.0,0.0,0.0,13607.466307533303,554144.9231082171,1.0
 ,50,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,52376.49163906927,0.0,685295.8980972742,371050.8235277812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502201.79851683835,0.0,0.0,0.0,13607.466307533303,554144.9231082171,1.0
 ,51,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,55183.863098526606,0.0,687188.9806887031,344534.0281780982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477578.08575858426,0.0,0.0,0.0,13607.466307533303,554144.9231082171,1.0
 ,52,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,57991.234557983946,0.0,679616.6503229875,237371.6671980631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345565.1375360319,0.0,345565.1375360319,13607.466307533303,571423.1799850187,1.0
 ,53,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,60798.60601744129,0.0,663525.4482958415,148545.06934387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245643.4233633279,0.0,591208.5608993598,13607.466307533303,566427.0942763835,1.0
 ,54,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,21173.025151500926,18365.65369204358,63605.97747689864,0.0,634182.668128693,78013.0080148563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134082.8938712486,0.0,725291.4547706083,13607.466307533303,578112.7822723005,1.0
 ,55,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,66413.34893635598,0.0,575497.107794396,43197.422196317675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61475.816078568096,0.0,786767.2708491764,13607.466307533303,557218.7139121455,1.0
 ,56,60000.52693375533,138885.7806198235,12345.402721762088,10800.09484807596,0.0,0.0,0.0,98763.2217740967,1545.307873686128,0.0,67958.6568100421,0.0,495041.0976586664,10049.78023984693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786767.2708491764,12345.402721762088,505090.8778985133,1.0
 ,57,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,67958.6568100421,0.0,360632.233667212,2557.5095685085653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86145.17375250114,700622.0970966753,10800.09484807596,449334.9169882217,1.0
 ,58,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,67958.6568100421,0.0,125889.99233002414,2668.7871115490116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333125.1356410774,367496.9614555979,10800.09484807596,461683.9150826505,1.0
 ,59,60000.52693375533,0.0,0.0,10800.09484807596,0.0,0.0,0.0,0.0,0.0,10800.09484807596,57158.561961966145,0.0,0.0,965.034396512062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36247.659467793244,331249.30198780465,0.0,37212.69386430531,1.0
 ,60,60000.52693375533,114439.7858489406,10172.425408794721,10800.09484807596,0.0,0.0,0.0,81379.40327035777,0.0,627.6694392812351,56530.89252268491,0.0,0.0,421221.3333488579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331249.30198780465,10172.425408794721,421221.33334885794,1.0
 ,61,60000.52693375533,142026.38469592325,12624.567528526512,10800.09484807596,0.0,0.0,0.0,100996.54022821209,1824.4726804505517,0.0,58355.36520313546,0.0,0.0,515941.4905034338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331249.30198780465,12624.567528526513,515941.4905034338,1.0
 ,62,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,58355.36520313546,0.0,0.0,418339.35782850836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28092.94786535608,303156.3541224486,10800.09484807596,446432.3056938645,1.0
 ,63,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,58355.36520313546,0.0,0.0,384810.329158862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63386.66225445704,239769.69186799155,10800.09484807596,448196.9914133195,1.0
 ,64,60000.52693375533,93072.4729249087,8273.108704436328,10800.09484807596,0.0,0.0,0.0,66184.86963549063,0.0,2526.9861436396313,55828.37905949583,0.0,0.0,349183.8119713648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239769.69186799155,8273.10870443633,349183.8119713648,1.0
 ,65,60000.52693375533,121501.06704085454,10800.09484807596,10800.09484807596,0.0,0.0,0.0,86400.75878460768,0.0,0.0,55828.37905949583,0.0,0.0,307913.38554529264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144330.81342663604,95438.87844135551,10800.094848075965,452244.1989719287,1.0
 ,66,60000.52693375533,88778.51405129166,7891.423471225925,10800.09484807596,0.0,0.0,0.0,63131.3877698074,0.0,2908.671376850035,52919.70768264579,0.0,0.0,334707.2067355064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95438.87844135551,7891.423471225925,334707.2067355064,1.0
 ,67,60000.52693375533,118232.27129869511,10509.535226550677,10800.09484807596,0.0,0.0,0.0,84076.28181240542,0.0,290.5596215252881,52629.148061120504,0.0,0.0,343340.3421361452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95438.87844135551,0.0,10509.535226550677,438779.22057750076,1.0
 ,68,60000.52693375533,94105.05309699799,8364.893608622044,10800.09484807596,0.0,0.0,0.0,66919.14886897635,0.0,2435.201239453916,50193.946821666585,0.0,0.0,352665.0412904336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8364.893608622044,352665.0412904336,1.0
 ,69,60000.52693375533,149716.0688055146,13308.095004934632,10800.09484807596,0.0,0.0,0.0,106464.76003947706,2508.0001568586717,0.0,52701.94697852526,0.0,141981.19435717008,400527.72754022904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13308.095004934632,542508.9218973991,1.0
 ,70,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,55509.3184379826,0.0,371990.7292157856,448998.38470968587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266844.1908172544,0.0,0.0,0.0,13607.466307533303,554144.9231082171,1.0
 ,71,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,2807.371459457343,0.0,58316.689897439945,0.0,547100.868922962,487817.6251760879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480773.5709908328,0.0,0.0,0.0,13607.466307533303,554144.9231082171,1.0
 ,72,60000.52693375533,153083.99595974965,13607.466307533303,10800.09484807596,0.0,0.0,0.0,108859.73046026642,292837.40692677296,290030.03546731564,61124.06135689729,0.0,580229.8142729683,425267.17934243387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170213.1782551507,0.0,170213.1782551507,13607.466307533303,835283.8153602513,1.0
