Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Renewable application: 0,11,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,17206.888235377377,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,98252.05036332028,16424.688792027693,856785.5685634797,1.0
 ,12,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,20046.48082524644,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,133095.34653034556,16424.688792027693,856785.5685634797,1.0
 ,13,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,22886.0734151155,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,167938.64269737084,16424.688792027693,856785.5685634797,1.0
 ,14,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,25725.666004984563,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,202781.93886439613,16424.688792027693,856785.5685634797,1.0
 ,15,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,28565.258594853625,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,237625.2350314214,16424.688792027693,856785.5685634797,1.0
 ,16,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.5925898690875,0.0,31404.851184722713,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,272468.5311984467,16424.688792027693,856785.5685634797,1.0
 ,17,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,34244.443774591775,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,307311.827365472,16424.688792027693,856785.5685634797,1.0
 ,18,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,37084.03636446084,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,342155.12353249727,16424.688792027693,856785.5685634797,1.0
 ,19,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,39923.6289543299,0.0,891628.8647305049,0.0,0.0,0.0,0.0,34843.29616702528,0.0,376998.41969952255,16424.688792027693,856785.5685634797,1.0
 ,20,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,42763.22154419896,0.0,890314.8853509022,0.0,0.0,0.0,0.0,33591.88723407032,0.0,410590.3069335929,16424.688792027693,856722.9981168319,1.0
 ,21,75472.75667865906,184732.108686216,16420.6318832192,13585.096202158631,0.0,93203.50656915217,0.0,131365.0550657536,2835.5356810605663,0.0,45598.75722525953,0.0,854837.4421016253,0.0,0.0,0.0,0.0,0.0,0.0,410590.3069335929,16420.6318832192,854837.4421016253,1.0
 ,22,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,48438.34981512859,0.0,750376.0814231987,0.0,0.0,0.0,0.0,0.0,110176.12877045223,300414.1781631422,16424.688792027693,860552.210193651,1.0
 ,23,75472.75667865906,160741.12265579283,14288.09979162603,13585.096202158631,0.0,81099.25441726933,0.0,114304.79833300824,703.0035894674065,0.0,49141.353404596,0.0,635027.4630280628,0.0,0.0,0.0,0.0,0.0,117416.12976952505,182998.04839361715,14288.09979162603,752443.5927975879,1.0
 ,24,75472.75667865906,184777.74891031155,16424.688792027693,13585.096202158631,0.0,93226.53358354917,0.0,131397.51033622155,2839.592589869062,0.0,51980.94599446506,0.0,765017.5659387733,0.0,0.0,0.0,0.0,0.0,94764.03980668953,88234.00858692761,16424.688792027693,859781.6057454628,1.0
