Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Arica - onshore,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Profile: 2020ma,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Location: Arica,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fuel: NH3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Electrolyser: SOEC,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO2 capture: All,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO2taxWTTup: 0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO2taxWTTop: 0,8,7058.981539559024,14294.437617607024,1270.6166771206244,1270.6166771206244,0.0,0.0,0.0,10164.933416964996,0.0,0.0,0.0,0.0,52356.90726525551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.6166771206244,52356.907265255504,1.0
CO2WTTop_treshhold -1,9,50713.20948156879,102694.2492001768,9128.377706682382,9128.377706682382,0.0,0.0,0.0,73027.02165345906,0.0,0.0,0.0,0.0,376143.0443003883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9128.377706682382,376143.0443003883,1.0
Renewable criterion: None,10,56132.5884773066,194953.3407083212,17329.18584073966,10103.865925915188,0.0,0.0,0.0,138633.4867259173,7225.319914824473,0.0,7225.319914824473,0.0,775708.9155352329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74795.58180750805,0.0,74795.58180750805,17329.18584073966,700913.3337277252,1.0
Renewable application: 0,11,56132.5884773066,194953.3407083212,17329.18584073966,10103.865925915188,0.0,0.0,0.0,138633.4867259173,7225.319914824473,0.0,14450.639829648946,0.0,928646.1972837426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220450.1358537073,0.0,295245.71766121534,17329.18584073966,708196.0614300352,1.0
 ,12,56132.5884773066,194953.3407083212,17329.18584073966,10103.865925915188,0.0,0.0,0.0,138633.4867259173,7225.319914824473,0.0,21675.959744473417,0.0,1.00580374483254e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293933.5144716097,0.0,589179.2321328251,17329.18584073966,711870.2303609303,1.0
 ,13,56132.5884773066,194953.3407083212,17329.18584073966,10103.865925915188,0.0,0.0,0.0,138633.4867259173,7225.319914824473,0.0,28901.279659297892,0.0,1.0374934518615105e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324114.187832534,0.0,913293.419965359,17329.18584073966,713379.2640289764,1.0
 ,14,56132.5884773066,194953.3407083212,17329.18584073966,10103.865925915188,0.0,0.0,0.0,138633.4867259173,7225.319914824473,0.0,36126.59957412237,0.0,1.0278487584179108e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314928.76550529606,0.0,1.228222185470655e6,17329.18584073966,712919.9929126146,1.0
 ,15,56132.5884773066,194953.3407083212,17329.18584073966,10103.865925915188,0.0,0.0,0.0,138633.4867259173,7225.319914824473,0.0,43351.91948894684,0.0,974114.0378035696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263752.8411106854,0.0,1.4919750265813405e6,17329.18584073966,710361.1966928841,1.0
 ,16,56132.5884773066,194953.3407083212,17329.18584073966,10103.865925915188,0.0,0.0,0.0,138633.4867259173,7225.319914824473,0.0,50577.23940377132,0.0,826688.0094514028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123347.0998229076,0.0,1.6153221264042482e6,17329.18584073966,703340.9096284951,1.0
 ,17,56132.5884773066,168234.09937951184,14954.142167067721,10103.865925915188,0.0,0.0,0.0,119633.13733654177,4850.276241152534,0.0,55427.51564492385,0.0,604860.0602486097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6153221264042482e6,14954.142167067721,604860.0602486096,1.0
 ,18,56132.5884773066,113668.49166654362,10103.865925914988,10103.865925915188,0.0,0.0,0.0,80830.9274073199,0.0,0.0,55427.51564492385,0.0,340319.89722416084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80020.02084083633,1.535302105563412e6,10103.865925914988,420339.91806499707,1.0
 ,19,56132.5884773066,41261.46404900328,3667.6856932447367,10103.865925915188,0.0,0.0,0.0,29341.485545957894,0.0,6436.180232670452,48991.3354122534,0.0,172226.66863570892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535302105563412e6,3667.6856932447367,172226.66863570892,1.0
 ,20,7802.032227933659,15799.115261565661,1404.3658010280587,1404.3658010280585,0.0,0.0,0.0,11234.92640822447,0.0,0.0,48991.3354122534,0.0,57868.1606615982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535302105563412e6,1404.3658010280587,57868.1606615982,1.0
 ,21,56132.5884773066,113668.49166654586,10103.865925915188,10103.865925915188,0.0,0.0,0.0,80830.9274073215,0.0,0.0,48991.3354122534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438251.4916031189,1.0970506139602931e6,10103.865925915188,438251.49160311883,1.0
