Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_AEC,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,44,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,75.04013278188077,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,45,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,77.31407619951352,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,46,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,79.58801961714627,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,47,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,81.86196303477902,0.0,0.0,0.0,0.0,0.0,6687.2113813598935,0.0,0.0,-1.679031183094163e-11,1.679031183094163e-11,134.1626616403347,6687.211381359876,1.0
 ,48,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,84.13590645241177,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,8.395155915470816e-12,134.1626616403347,6687.211381359878,1.0
 ,49,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,86.40984987004452,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,0.0,134.1626616403347,6687.211381359878,1.0
 ,50,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,88.68379328767728,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-8.395155915470816e-12,134.1626616403347,6687.211381359878,1.0
 ,51,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,90.95773670531003,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-1.679031183094163e-11,134.1626616403347,6687.211381359878,1.0
 ,52,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,93.23168012294278,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-2.5185467746412448e-11,134.1626616403347,6687.211381359878,1.0
 ,53,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,95.50562354057553,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-3.358062366188326e-11,134.1626616403347,6687.211381359878,1.0
 ,54,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,97.77956695820828,0.0,0.0,0.0,0.0,0.0,6687.21138135993,0.0,5.059204517309761e-11,0.0,1.7011421511214347e-11,134.1626616403347,6687.21138135988,1.0
 ,55,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,100.05351037584103,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,8.616265595743532e-12,134.1626616403347,6687.211381359878,1.0
 ,56,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,102.32745379347378,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.616265595743532e-12,0.0,134.1626616403347,6687.211381359878,1.0
 ,57,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,104.60139721110653,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,58,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,106.87534062873928,27.902133719165,0.0,0.0,0.0,0.0,6659.309247640712,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,59,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,109.14928404637203,55.80426743833,0.0,0.0,0.0,0.0,6631.4071139215475,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,60,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,111.42322746400478,83.706401157495,0.0,0.0,0.0,0.0,6603.504980202382,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,61,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,113.69717088163753,65.10497867805167,0.0,0.0,0.0,0.0,6622.106402681826,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,62,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,115.97111429927028,27.902133719165,0.0,0.0,0.0,0.0,6659.309247640712,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,63,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,118.24505771690303,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,64,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,120.51900113453578,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,65,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,122.79294455216854,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,66,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,125.06688796980129,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,67,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,127.34083138743404,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,68,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,129.6147748050668,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,69,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,131.88871822269954,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,70,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,134.1626616403323,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,71,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,136.43660505796504,0.0,0.0,0.0,0.0,0.0,6687.211381359918,0.0,0.0,-4.2639108618172224e-11,4.2639108618172224e-11,134.1626616403347,6687.211381359875,1.0
 ,72,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,138.7105484755978,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.616265595743532e-12,3.4022843022428694e-11,134.1626616403347,6687.211381359878,1.0
 ,73,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,140.98449189323054,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,2.562768710695788e-11,134.1626616403347,6687.211381359878,1.0
 ,74,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,143.2584353108633,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.616265595743532e-12,1.7011421511214347e-11,134.1626616403347,6687.211381359878,1.0
 ,75,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,145.53237872849604,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.616265595743532e-12,8.395155915470816e-12,134.1626616403347,6687.211381359878,1.0
 ,76,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,147.8063221461288,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,0.0,134.1626616403347,6687.211381359878,1.0
 ,77,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,150.08026556376154,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-8.395155915470816e-12,134.1626616403347,6687.211381359878,1.0
 ,78,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,152.3542089813943,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-1.679031183094163e-11,134.1626616403347,6687.211381359878,1.0
 ,79,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,154.62815239902704,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-2.5185467746412448e-11,134.1626616403347,6687.211381359878,1.0
 ,80,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,156.9020958166598,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-3.358062366188326e-11,134.1626616403347,6687.211381359878,1.0
 ,81,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,159.17603923429255,0.0,0.0,0.0,0.0,0.0,6687.211381359869,0.0,0.0,8.395155915470816e-12,-4.1975779577354076e-11,134.1626616403347,6687.211381359878,1.0
 ,82,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,161.4499826519253,83.706401157495,0.0,0.0,0.0,0.0,6603.504980202426,0.0,4.1975779577354076e-11,0.0,0.0,134.1626616403347,6687.211381359879,1.0
 ,83,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,163.72392606955805,232.51778099304167,0.0,0.0,0.0,0.0,6454.693600366835,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
