Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_AEC,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,49,2514.506466028927,3160.3086731511103,1073.5240143112542,95.42435682766704,95.42435682766705,0.0,541.628649353838,0.0,763.3948546213363,0.0,0.0,2379.9566346104007,0.0,0.0,0.0,0.0,0.0,4754.816780053597,0.0,0.0,0.0,0.0,0.0,95.42435682766704,4754.816780053597,1.0
 ,50,3719.779413624979,4675.132596359263,1292.9765892269702,114.9312523757307,141.16390746313422,0.0,652.3497884846473,0.0,919.4500190058455,0.0,26.23265508740353,2353.723979522997,0.0,0.0,0.0,0.0,0.0,5726.808809784456,0.0,0.0,0.0,0.0,0.0,114.9312523757307,5726.808809784456,1.0
 ,51,3719.779413624979,4675.132596359263,1634.2099706436911,145.26310850166143,141.16390746313422,0.0,824.5134038554302,0.0,1162.1048680132915,4.099201038527225,0.0,2357.823180561524,0.0,0.0,0.0,0.0,0.0,7242.041577285565,0.0,0.0,0.0,0.0,0.0,145.26310850166143,7242.041577285564,1.0
 ,52,3719.779413624979,4675.132596359263,2210.22098921229,196.46408792998136,141.16390746313422,0.0,1115.1301630905741,0.0,1571.7127034398509,55.30018046684714,0.0,2413.123361028372,0.0,0.0,0.0,0.0,0.0,9841.41930102494,0.0,0.0,0.0,0.0,0.0,196.46408792998136,9841.419301024938,1.0
 ,53,3719.779413624979,4675.132596359263,2409.559633840525,214.1830785636022,141.16390746313422,0.0,1215.703153927006,0.0,1713.4646285088177,73.01917110046799,0.0,2486.1425321288402,0.0,0.0,0.0,0.0,0.0,10740.979232386431,0.0,0.0,0.0,0.0,0.0,214.1830785636022,10740.97923238643,1.0
 ,54,3719.779413624979,4675.132596359263,2488.2595662651784,221.1786281124603,141.16390746313422,0.0,1255.4098931663245,0.0,1769.4290248996824,80.01472064932602,0.0,2566.1572527781664,0.0,0.0,0.0,0.0,0.0,11096.130166326551,0.0,0.0,0.0,1.9147256879430067e-12,-1.9147256879430067e-12,221.1786281124603,11096.130166326553,1.0
 ,55,3719.779413624979,4675.132596359263,2488.7773289784986,221.22465146475542,141.16390746313422,0.0,1255.6711217139516,0.0,1769.7972117180434,80.0607440016212,0.0,2646.2179967797874,0.0,0.0,0.0,0.0,0.0,11098.46668562879,0.0,0.0,0.0,-1.9147256879430067e-12,0.0,221.22465146475542,11098.46668562879,1.0
 ,56,3719.779413624979,4675.132596359263,2488.7773289784986,221.22465146475542,141.16390746313422,0.0,1255.6711217139516,0.0,1769.7972117180434,80.0607440016212,0.0,2726.2787407814085,0.0,0.0,0.0,0.0,0.0,11098.46668562879,0.0,0.0,0.0,0.0,0.0,221.22465146475542,11098.46668562879,1.0
 ,57,3719.779413624979,4675.132596359263,2488.7773289784986,221.22465146475542,141.16390746313422,0.0,1255.6711217139516,0.0,1769.7972117180434,80.0607440016212,0.0,2806.33948478303,0.0,0.0,0.0,0.0,0.0,11098.46668562879,0.0,0.0,0.0,0.0,0.0,221.22465146475542,11098.46668562879,1.0
 ,58,3719.779413624979,4675.132596359263,2488.7773289784986,221.22465146475542,141.16390746313422,0.0,1255.6711217139516,0.0,1769.7972117180434,80.0607440016212,0.0,2886.400228784651,0.0,45.19002647606126,0.0,0.0,0.0,11098.46668562879,0.0,45.19002647606126,0.0,0.0,0.0,221.22465146475542,11098.46668562879,1.0
 ,59,3719.779413624979,4675.132596359263,2488.7773289784986,221.22465146475542,141.16390746313422,0.0,1255.6711217139516,0.0,1769.7972117180434,80.0607440016212,0.0,2966.4609727862726,0.0,90.38005295212253,0.0,0.0,0.0,11098.46668562879,0.0,90.38005295212253,0.0,0.0,0.0,221.22465146475542,11098.46668562879,1.0
 ,60,3719.779413624979,4675.132596359263,2488.7773289784986,221.22465146475542,141.16390746313422,0.0,1255.6711217139516,0.0,1769.7972117180434,80.0607440016212,0.0,3046.5217167878936,0.0,135.57007942818376,0.0,0.0,0.0,11098.46668562879,0.0,135.57007942818376,0.0,0.0,0.0,221.22465146475542,11098.46668562879,1.0
 ,61,763.9113667488494,960.1071822526521,2488.7773289784986,221.22465146475542,28.99008287716785,0.0,1255.6711217139516,0.0,1769.7972117180434,192.23456858758757,0.0,3238.756285375481,0.0,105.4433951108096,0.0,0.0,0.0,11098.46668562879,0.0,0.0,0.0,0.0,0.0,221.22465146475542,11203.910080739599,1.0
 ,62,2452.9788221066574,3082.9788474564543,2488.7773289784986,221.22465146475542,93.08941121200652,0.0,1255.6711217139516,0.0,1769.7972117180434,128.1352402527489,0.0,3366.8915256282303,0.0,45.19002647606126,0.0,0.0,0.0,11098.46668562879,0.0,0.0,0.0,0.0,0.0,221.22465146475542,11143.65671210485,1.0
 ,63,3719.779413624979,4675.132596359263,2403.8642439940036,213.6768216883559,141.16390746313422,0.0,1212.8296399031078,0.0,1709.414573506847,72.51291422522168,0.0,3439.404439853452,0.0,0.0,0.0,0.0,0.0,10715.277520061816,0.0,0.0,0.0,0.0,0.0,213.6768216883559,10715.277520061816,1.0
 ,64,3719.779413624979,4675.132596359263,1810.2492931725212,160.9110482820019,141.16390746313422,0.0,913.3311100486427,0.0,1287.2883862560152,19.7471408188677,0.0,3459.1515806723196,0.0,0.0,0.0,0.0,0.0,8036.458140046362,0.0,0.0,0.0,0.0,0.0,160.9110482820019,8036.458140046361,1.0
 ,65,3719.779413624979,4675.132596359263,1776.3358354500554,157.8965187066716,141.16390746313422,0.0,896.2206401790679,0.0,1263.1721496533728,16.73261124353738,0.0,3475.884191915857,0.0,0.0,0.0,0.0,0.0,7883.416125749796,0.0,0.0,0.0,0.0,0.0,157.8965187066716,7883.416125749796,1.0
 ,66,3627.808837474659,4559.541161853396,1548.8287498859181,137.67366665652605,137.67366665652605,0.0,781.4357319424417,0.0,1101.3893332522084,0.0,0.0,3475.884191915857,0.0,0.0,0.0,0.0,0.0,6860.020671369712,0.0,0.0,0.0,0.0,0.0,137.67366665652605,6860.020671369712,1.0
 ,67,2458.9031289422924,3090.424697577744,1049.7851540439292,93.31423591501594,93.31423591501594,0.0,529.6516030536304,0.0,746.5138873201275,0.0,0.0,3475.884191915857,0.0,0.0,0.0,0.0,0.0,4649.673411452904,0.0,0.0,0.0,0.0,0.0,93.31423591501594,4649.673411452904,1.0
 ,68,2707.8825161191126,3403.349610422928,1156.082495018729,102.76288844610926,102.76288844610927,0.0,583.282154820116,0.0,822.1031075688741,0.0,0.0,3475.884191915857,0.0,0.0,0.0,0.0,0.0,5120.482050853788,0.0,0.0,0.0,0.0,0.0,102.76288844610926,5120.482050853787,1.0
 ,69,2570.1098031155616,3230.192648724476,1097.2628745785792,97.53447774031815,97.53447774031815,0.0,553.6056956540458,0.0,780.2758219225452,0.0,0.0,3475.884191915857,0.0,0.0,0.0,0.0,0.0,4859.960148654291,0.0,0.0,0.0,0.0,0.0,97.53447774031815,4859.96014865429,1.0
 ,70,1682.3098542989603,2114.3785054030645,718.2324056436229,63.84288050165537,63.84288050165538,0.0,362.37218972739583,0.0,510.743044013243,0.0,0.0,3475.884191915857,0.0,0.0,0.0,0.0,0.0,3181.1710299965466,0.0,0.0,0.0,0.0,0.0,63.84288050165537,3181.171029996546,1.0
 ,71,1012.5985498332706,1272.6648440527442,432.31102197939697,38.42764639816862,38.42764639816862,0.0,218.11532095600506,0.0,307.42117118534895,0.0,0.0,3475.884191915857,0.0,0.0,0.0,0.0,0.0,1914.7775681837459,0.0,0.0,0.0,0.0,0.0,38.42764639816862,1914.7775681837456,1.0
 ,72,137.77271300355054,173.15696169845148,58.819620440149805,5.228410705791094,5.228410705791093,0.0,29.67645916607025,0.0,41.827285646328754,0.0,0.0,3475.884191915857,0.0,0.0,0.0,0.0,0.0,260.5219021994969,0.0,0.0,0.0,0.0,0.0,5.228410705791094,260.5219021994969,1.0
 ,73,743.9558827249958,935.0265192718525,0.0,0.0,28.232781492626845,0.0,0.0,0.0,0.0,0.0,28.232781492626845,3447.6514104231446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,74,743.9558827249958,935.0265192718525,0.0,0.0,28.232781492626845,0.0,0.0,0.0,0.0,0.0,28.232781492626845,3419.4186289305176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,75,743.9558827249958,935.0265192718525,20.04614867018558,1.781879881794274,28.232781492626845,0.0,10.113950209064297,0.0,14.255039054354192,0.0,26.45090161083257,3392.9677273196853,0.0,0.0,0.0,0.0,0.0,88.78773348503032,0.0,0.0,0.0,0.0,0.0,1.781879881794274,88.7877334850303,1.0
 ,76,743.9558827249958,935.0265192718525,74.90929239911455,6.658603768810183,28.232781492626845,0.0,37.794234991766594,0.0,53.26883015048146,0.0,21.57417772381666,3371.3935495958685,0.0,0.0,0.0,0.0,0.0,331.7857409177449,0.0,0.0,0.0,0.0,0.0,6.658603768810183,331.7857409177449,1.0
 ,77,743.9558827249958,935.0265192718525,128.45361055763655,11.418098716234361,28.232781492626845,0.0,64.80912831334622,0.0,91.34478972987489,0.0,16.814682776392484,3354.5788668194764,0.0,0.0,0.0,0.0,0.0,568.9424500948653,0.0,0.0,0.0,0.0,0.0,11.418098716234361,568.9424500948653,1.0
 ,78,1861.548882365864,2339.6516007876976,303.06611607951623,26.939210318179224,70.6449186760538,0.0,152.90695776598525,0.0,215.5136825454338,0.0,43.705708357874585,3310.8731584616016,0.0,0.0,0.0,0.0,0.0,1342.3303391355241,0.0,0.0,0.0,0.0,0.0,26.939210318179224,1342.330339135524,1.0
 ,79,1039.1645886635515,1306.0538546044636,443.6529218848967,39.435815278657486,39.435815278657486,0.0,223.83768752165986,0.0,315.4865222292599,0.0,0.0,3310.8731584616016,0.0,0.0,0.0,0.0,0.0,1965.012733181855,0.0,0.0,0.0,0.0,0.0,39.435815278657486,1965.0127331818549,1.0
 ,80,971.8227693030717,1221.4165952989424,414.9025244500253,36.8802243955578,36.8802243955578,0.0,209.33215366918606,0.0,295.0417951644624,0.0,0.0,3310.8731584616016,0.0,0.0,0.0,0.0,0.0,1837.6724312099038,0.0,0.0,0.0,0.0,0.0,36.8802243955578,1837.6724312099036,1.0
 ,81,1179.4085610931747,1482.3167707728423,503.5276027813721,44.75800913612196,44.75800913612196,0.0,254.04645985662822,0.0,358.0640730889757,0.0,0.0,3310.8731584616016,0.0,0.0,0.0,0.0,0.0,2230.207673985827,0.0,0.0,0.0,0.0,0.0,44.75800913612196,2230.2076739858267,1.0
 ,82,2554.6919098382637,3210.8149686491834,1090.6804780300404,96.94937582489248,96.94937582489248,0.0,550.2846571820896,0.0,775.5950065991399,0.0,0.0,3310.8731584616016,0.0,135.57007942818376,0.0,0.0,0.0,4695.235537846537,0.0,0.0,0.0,0.0,0.0,96.94937582489248,4830.805617274721,1.0
 ,83,3719.779413624979,4675.132596359263,1553.6677233633336,138.10379763229633,141.16390746313422,0.0,783.8771553609139,0.0,1104.8303810583707,0.0,3.060109830837888,3307.8130486307637,0.0,376.5835539671772,0.0,0.0,0.0,6504.869737429589,0.0,0.0,0.0,0.0,0.0,138.10379763229633,6881.453291396766,1.0
 ,84,3719.779413624979,4675.132596359263,1879.703038376666,167.08471452237032,141.16390746313422,0.0,948.3728396289738,0.0,1336.6777161789626,25.920807059236097,0.0,3333.73385569,0.0,527.2169755540481,0.0,0.0,0.0,7822.666623891618,0.0,0.0,0.0,0.0,0.0,167.08471452237032,8349.883599445664,1.0
