Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas SOEC - Worst fuel,1,1829.8622153356537,2299.826828017488,781.2272736549874,69.44242432488777,69.44242432488777,0.0,0.0,0.0,555.5393945991021,0.0,0.0,0.0,0.0,0.0,722.9858634290916,0.0,2278.8799355901974,0.0,0.0,0.0,0.0,0.0,69.44242432488777,3001.865799019289,1.0
Profile: 2019,2,1415.4671662907976,1779.0024494365214,604.3086446629928,53.71632397004381,53.71632397004381,0.0,0.0,0.0,429.7305917603505,0.0,0.0,0.0,0.0,0.0,554.5656383919131,0.0,1767.490328725637,0.0,0.0,0.0,0.0,0.0,53.7163239700438,2322.05596711755,1.0
Location: Bornholm,3,2199.544792798317,2764.455204063458,939.0567045752433,83.47170707335496,83.47170707335496,0.0,0.0,0.0,667.7736565868397,0.0,0.0,0.0,0.0,0.0,871.5919443442491,0.0,2736.7334429861244,0.0,0.0,0.0,0.0,0.0,83.47170707335498,3608.3253873303734,1.0
Fuel: MeOH,4,2792.2489338930245,3509.3839059857683,1192.101243312005,105.96455496106711,105.96455496106712,0.0,0.0,0.0,847.7164396885369,0.0,0.0,0.0,0.0,0.0,1109.5920708331755,0.0,3471.0569565932037,0.0,0.0,0.0,0.0,0.0,105.96455496106712,4580.64902742638,1.0
Electrolyser: SOEC,5,3713.6448602309083,4667.422501929556,2344.3980452334645,208.39093735408574,140.9311040005213,0.0,0.0,0.0,1667.127498832686,67.4598333535645,0.0,67.4598333535645,0.0,0.0,2139.236374104243,0.0,6932.525358057697,0.0,0.0,0.0,0.0,0.0,208.3909373540858,9071.76173216194,1.0
CO2 capture: Biogas,6,3713.6448602309083,4667.422501929556,2524.7188453661665,224.41945292143703,140.9311040005213,0.0,0.0,0.0,1795.3556233714962,83.48834892086862,-4.715161594504025e-11,150.94818227448027,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,0.0,0.0,0.0,224.41945292143703,9779.711211305113,1.0
CO2taxWTTup: 0,7,3713.6448602321507,4667.422501931118,2524.7188453661665,224.41945292143703,140.9311040005684,0.0,0.0,0.0,1795.3556233714962,83.48834892086862,0.0,234.4365311953489,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,0.0,0.0,0.0,224.41945292143703,9779.711211305113,1.0
CO2taxWTTop: 0,8,3713.644860232102,4667.422501931057,2524.7188453661665,224.41945292143703,140.93110400056656,0.0,0.0,0.0,1795.3556233714962,83.48834892087045,0.0,317.92488011621936,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,0.0,0.0,0.0,224.419452921437,9779.711211305113,1.0
CO2WTTop_treshhold -1,9,3713.6448602309083,4667.422501929556,2524.7188453661665,224.41945292143703,140.9311040005213,0.0,0.0,0.0,1795.3556233714962,83.48834892091577,0.0,401.4132290371351,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,-4.274625098332759e-10,-4.274625098332759e-10,0.0,224.41945292143703,9779.711211305113,1.0
Renewable criterion: None,10,3713.6448602309083,4667.422501929556,2524.7188453661665,224.41945292143703,140.9311040005213,0.0,0.0,0.0,1795.3556233714962,83.48834892091577,0.0,484.9015779580509,423.9258921306184,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,423.92589213057636,0.0,0.0,0.0,224.41945292143703,9779.711211305157,1.0
Renewable application: 0,11,0.0,0.0,2524.7188453661665,224.41945292143703,0.0,0.0,0.0,0.0,1795.3556233714962,224.41945292143703,0.0,709.3210308794879,1205.539255746446,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,1073.0640179859129,0.0,0.0,0.0,224.41945292143703,9912.186449065646,1.0
 ,12,0.0,0.0,2524.7188453661665,224.41945292143703,0.0,0.0,0.0,0.0,1795.3556233714962,224.41945292143703,0.0,933.740483800925,662.3842064540913,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,529.9089686935577,0.0,0.0,0.0,224.41945292143703,9912.186449065646,1.0
 ,13,0.0,0.0,2524.7188453661665,224.41945292143703,0.0,0.0,0.0,0.0,1795.3556233714962,224.41945292143703,0.0,1158.159936722362,543.1550492923549,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,410.67981153182154,0.0,0.0,0.0,224.41945292143703,9912.186449065646,1.0
 ,14,0.0,0.0,2524.7188453661665,224.41945292143703,0.0,0.0,0.0,0.0,1795.3556233714962,224.41945292143703,0.0,1382.579389643799,317.9444190979638,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,185.4691813374302,0.0,0.0,0.0,224.41945292143703,9912.186449065646,1.0
 ,15,0.0,0.0,2524.7188453661665,224.41945292143703,0.0,0.0,0.0,0.0,1795.3556233714962,224.41945292143703,0.0,1606.998842565236,225.21063019439103,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,92.73539243378036,0.0,-8.228761587469351e-11,8.228761587469351e-11,224.41945292143703,9912.186449065643,1.0
 ,16,3713.6448602309083,4667.422501929556,2524.7188453661665,224.41945292143703,140.9311040005213,0.0,0.0,0.0,1795.3556233714962,83.48834892091577,0.0,1690.4871914861517,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,-4.157690065247672e-11,0.0,4.0710715222216785e-11,224.41945292143703,9779.711211305155,1.0
 ,17,3713.6448602309083,4667.422501929556,2524.7188453661665,224.41945292143703,140.9311040005213,0.0,0.0,0.0,1795.3556233714962,83.48834892091531,0.0,1773.975540407067,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,-4.0710715222216785e-11,0.0,0.0,224.41945292143703,9779.711211305155,1.0
 ,18,3713.644860232102,4667.422501931057,2524.7188453661665,224.41945292143703,140.93110400056656,0.0,0.0,0.0,1795.3556233714962,83.48834892087045,0.0,1857.4638893279375,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,0.0,0.0,0.0,224.419452921437,9779.711211305113,1.0
 ,19,3713.644860232102,4667.422501931057,2524.7188453661665,224.41945292143703,140.93110400056656,0.0,0.0,0.0,1795.3556233714962,83.48834892087045,0.0,1940.952238248808,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,0.0,0.0,0.0,224.419452921437,9779.711211305113,1.0
 ,20,3713.644860234449,4667.4225019340065,2524.7188453661665,224.41945292143703,140.93110400065564,0.0,0.0,0.0,1795.3556233714962,83.48834892078138,0.0,2024.4405871695894,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,0.0,-8.661854302599317e-11,8.661854302599317e-11,224.41945292143703,9779.711211305026,1.0
 ,21,3713.6448602309083,4667.422501929556,2524.7188453661665,224.41945292143703,140.9311040005213,0.0,0.0,0.0,1795.3556233714962,83.48834892091577,0.0,2107.928936090505,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,-4.504164237351644e-11,0.0,4.157690065247672e-11,224.4194529214371,9779.711211305159,1.0
 ,22,3713.6448602309083,4667.422501929556,2524.7188453661665,224.41945292143703,140.9311040005213,0.0,0.0,0.0,1795.3556233714962,83.48834892091577,0.0,2191.417285011421,0.0,0.0,2188.7717344092957,0.0,7590.939476895818,0.0,0.0,-4.157690065247672e-11,0.0,0.0,224.41945292143703,9779.711211305155,1.0
 ,23,3713.6448602309083,4667.422501929556,2489.305681339589,221.27161611907457,140.9311040005213,0.0,0.0,0.0,1770.1729289525965,80.3405121185533,0.0,2271.7577971299747,0.0,0.0,2188.7717344092957,0.0,7451.905427529516,0.0,0.0,0.0,0.0,0.0,221.2716161190746,9640.677161938811,1.0
 ,24,3713.6448602309083,4667.422501929556,2466.934298101603,219.2830487201425,140.9311040005213,0.0,0.0,0.0,1754.26438976114,78.35194471962122,0.0,2350.109741849596,0.0,0.0,2183.242205817104,0.0,7369.603662674751,0.0,0.0,0.0,0.0,0.0,219.28304872014252,9552.845868491855,1.0
 ,25,3713.6448602309083,4667.422501929556,2467.4000300608814,219.3244471165228,140.9311040005213,0.0,0.0,0.0,1754.5955769321824,78.39334311600156,0.0,2428.5030849655977,0.0,0.0,2183.4726028417786,0.0,7371.201755196203,0.0,0.0,0.0,0.0,0.0,219.32444711652286,9554.674358037983,1.0
 ,26,3713.6448602309083,4667.422501929556,2461.1419906590695,218.76817694747285,140.9311040005213,0.0,0.0,0.0,1750.1454155797828,77.83707294695205,0.0,2506.34015791255,0.0,0.0,2180.477441521008,0.0,7349.627506156604,0.0,0.0,0.0,0.0,0.0,218.76817694747288,9530.104947677612,1.0
 ,27,3713.6448602309083,4667.422501929556,2275.9816229397366,202.30947759464325,140.9311040005213,0.0,0.0,0.0,1618.475820757146,61.37837359412197,0.0,2567.7185315066718,0.0,0.0,2112.7407162666573,0.0,6690.414341057757,0.0,0.0,0.0,0.0,0.0,202.3094775946433,8803.155057324415,1.0
 ,28,3713.6448602309083,4667.422501929556,1821.4901234779175,161.9102331980371,140.9311040005213,0.0,0.0,0.0,1295.2818655842968,20.979129197515846,0.0,2588.6976607041875,0.0,0.0,1739.4975362937037,0.0,5279.29864461586,0.0,0.0,0.0,0.0,0.0,161.9102331980371,7018.796180909562,1.0
 ,29,3281.570154813702,4124.377790203013,1401.0082747582335,124.53406886739853,124.53406886739855,0.0,0.0,0.0,996.2725509391882,0.0,0.0,2588.6976607041875,0.0,0.0,1313.0326436209027,0.0,4070.3416521376103,0.0,0.0,0.0,0.0,0.0,124.53406886739853,5383.374295758513,1.0
 ,30,2214.8862296253237,2783.7367913323737,945.6064593960533,84.05390750187141,84.05390750187141,0.0,0.0,0.0,672.4312600149713,0.0,0.0,2588.6976607041875,0.0,0.0,877.5822669857904,0.0,2755.9105532435447,0.0,0.0,0.0,0.0,0.0,84.05390750187141,3633.492820229335,1.0
