Informations,Time,MeOH-straw,Biomass wood,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,33,1121.2538683085397,1297.2907256329804,922.0837732800492,81.9630020693377,81.9630020693377,0.0,943.9547053839533,0.0,655.7040165547016,0.0,0.0,4082.5865246450744,105.37594503222219,0.0,0.0,0.0,3295.247618481059,0.0,0.0,0.0,0.0,208.10280692724305,81.96300206933769,3400.623563513281,1.0
 ,34,2123.607169815364,2457.013495476376,1746.3874751771084,155.2344422379652,155.23444223796523,0.0,1787.8100909995724,0.0,1241.8755379037216,0.0,0.0,4082.5865246450744,1967.0176406014807,0.0,0.0,0.0,4473.618851662272,0.0,0.0,0.0,0.0,208.10280692724305,155.2344422379652,6440.636492263753,1.0
 ,35,2591.7301619290683,2998.631797351932,2131.3570410600887,189.45395920534122,189.45395920534125,0.0,2181.910761323905,0.0,1515.6316736427298,0.0,0.0,4082.5865246450744,3512.531501074073,0.0,0.0,0.0,4347.8638188721825,0.0,0.0,0.0,0.0,208.10280692724305,189.45395920534122,7860.395319946255,1.0
 ,36,5118.155964028241,5921.706450380675,2415.867350512918,214.7437644900372,374.1342078968013,0.0,4308.843466842741,0.0,1717.9501159202975,0.0,159.39044340676404,3923.1960812383104,3758.408706149258,0.0,0.0,0.0,4874.171919067744,0.0,0.0,0.0,0.0,208.10280692724305,214.7437644900372,8632.580625217,1.0
 ,37,2894.579481015877,3349.0284595353696,2380.4107574143723,211.59206732572198,211.59206732572198,0.0,2436.8717900921492,0.0,1692.7365386057759,0.0,0.0,3923.1960812383104,4109.6618562566655,0.0,0.0,0.0,4669.237791557968,0.0,0.0,0.0,0.0,208.10280692724305,211.59206732572198,8778.899647814633,1.0
 ,38,3297.1275109849403,3814.776530209576,2711.4535452178784,241.01809290825585,241.01809290825588,0.0,2775.7665915036846,0.0,1928.1447432660468,0.0,0.0,3923.1960812383104,3793.5340211599987,0.0,0.0,0.0,6206.243747881289,0.0,0.0,0.0,0.0,208.10280692724305,241.01809290825585,9999.777769041288,1.0
 ,39,3344.6844700795823,3869.7999318820766,2750.5628865786034,244.494478806987,244.49447880698702,0.0,2815.8035684809506,0.0,1955.955830455896,0.0,0.0,3923.1960812383104,1650.8898055048141,0.0,0.0,0.0,8493.12230713811,0.0,0.0,0.0,0.0,208.10280692724305,244.49447880698702,10144.012112642924,1.0
 ,40,2903.308756080023,3359.128230784587,2387.5894375658077,212.2301722280718,212.23017222807186,0.0,2444.2207415689654,0.0,1697.8413778245745,0.0,0.0,3923.1960812383104,35.12531501074073,0.0,0.0,0.0,8770.249138657011,0.0,0.0,0.0,0.0,208.10280692724305,212.23017222807192,8805.374453667753,1.0
 ,41,2900.173596533582,3355.5008511893543,2385.011181359853,212.0009938986536,212.00099389865366,0.0,2441.5813316283275,0.0,1696.0079511892288,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,8795.865904595732,0.0,0.0,0.0,0.0,208.10280692724305,212.00099389865363,8795.865904595732,1.0
 ,42,3351.6700420622415,3877.8822386660136,2756.307600380132,245.00512003378952,245.00512003378958,0.0,2821.6845413178844,0.0,1960.0409602703162,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,10165.1984838656,0.0,0.0,0.0,0.0,208.10280692724305,245.00512003378955,10165.1984838656,1.0
 ,43,3148.189501135209,3642.455252813437,2588.9716292230332,230.13081148649184,230.1308114864919,0.0,2650.3795233455494,0.0,1841.0464918919347,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,9548.06730443275,0.0,0.0,0.0,0.0,208.10280692724305,230.13081148649187,9548.06730443275,1.0
 ,44,3810.8449985692796,4409.147663344656,3133.9185843497357,278.5705408310876,278.57054083108767,0.0,3208.2520913082844,0.0,2228.564326648701,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,11557.81903217067,0.0,0.0,0.0,0.0,208.10280692724305,278.5705408310876,11557.819032170668,1.0
 ,45,4533.392881634702,5245.13556405135,3728.1191460811688,331.38836854054836,331.38836854054836,0.0,3816.5465136175917,0.0,2651.106948324387,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,13749.216918383163,0.0,0.0,0.0,0.0,208.10280692724305,331.38836854054836,13749.216918383163,1.0
 ,46,3827.737722721712,4428.692545189021,3147.8106272382493,279.8053890878444,279.80538908784445,0.0,3222.4736399701383,0.0,2238.443112702755,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,11609.052564048114,0.0,0.0,0.0,0.0,208.10280692724305,279.8053890878444,11609.052564048112,1.0
 ,47,3899.1478748206328,4511.314091167472,3206.5360812669674,285.0254294459527,285.0254294459527,0.0,3282.5920047679765,0.0,2280.2034355676215,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,11825.630676075492,0.0,0.0,0.0,0.0,208.10280692724305,285.0254294459527,11825.630676075492,1.0
 ,48,3577.418264826571,4139.072932404342,2941.9558098902717,261.5071831013575,261.50718310135755,0.0,3011.736146162663,0.0,2092.05746481086,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,10849.864773500534,0.0,0.0,0.0,0.0,208.10280692724305,261.5071831013575,10849.864773500534,1.0
 ,49,3125.1539702365017,3615.8031435636326,2570.027934442407,228.44692750599174,228.44692764886707,0.0,2630.9865041574376,0.0,1827.575420047934,0.0,0.0,3923.1960812383104,0.0,0.0,0.0,0.0,9478.203397327146,0.0,0.0,0.0,0.0,208.10280692724305,228.4469275059917,9478.203397327146,1.0
 ,50,5118.155964028241,5921.706450380675,3140.1827170292327,279.1273526248207,374.1342078968013,0.0,4308.843466842741,0.0,2233.0188209985654,0.0,95.00685527198056,3828.1892259663355,0.0,0.0,0.0,0.0,11415.762421055939,0.0,0.0,0.0,0.0,208.10280692724305,279.1273526248207,11415.762421055937,1.0
