Informations,Time,MeOH-straw,Biomass wood,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,2592,5118.155964028241,5921.706450380675,1479.5702210903125,131.51735298580556,374.1342078968013,0.0,4308.843466842741,0.0,1052.1388238864445,0.0,242.61685491099567,7792.606932437358,0.0,0.0,0.0,0.0,5034.858905410636,0.0,0.0,0.0,0.0,0.0,131.5173529858055,5034.858905410635,1.0
 ,2593,5118.155964028241,5921.706450380675,1178.962995548084,104.79671071538526,374.1342078968013,0.0,4308.843466842741,0.0,838.3736857230821,0.0,269.3374971814159,7523.269435255943,0.0,0.0,0.0,0.0,3879.7756412646254,0.0,0.0,0.0,0.0,0.0,104.79671071538526,3879.7756412646254,1.0
 ,2594,5118.155964028241,5921.706450380675,1171.0841771366952,104.09637130103957,374.1342078968013,0.0,4308.843466842741,0.0,832.7709704083165,0.0,270.03783659576163,7253.231598660182,0.0,0.0,0.0,0.0,3849.501281518863,0.0,0.0,0.0,0.0,0.0,104.09637130103958,3849.501281518863,1.0
 ,2595,5118.155964028241,5921.706450380675,1320.1756639983646,117.34894791096575,374.1342078968013,0.0,4308.843466842741,0.0,938.791583287726,0.0,256.7852599858354,6996.4463386743455,0.0,0.0,0.0,0.0,4422.385319784828,0.0,0.0,0.0,0.0,0.0,117.34894791096576,4422.385319784828,1.0
 ,2596,5118.155964028241,5921.706450380675,1436.5397513050336,127.69242233822521,374.1342078968013,0.0,4308.843466842741,0.0,1021.5393787058017,0.0,246.44178555857602,6750.004553115769,0.0,0.0,0.0,0.0,4869.514325260703,0.0,0.0,0.0,0.0,0.0,127.69242233822519,4869.514325260702,1.0
 ,2597,5118.155964028241,5921.706450380675,1321.387789907809,117.4566924362497,374.1342078968013,0.0,4308.843466842741,0.0,939.6535394899976,0.0,256.67751546055155,6493.327037655218,0.0,0.0,0.0,0.0,4427.0429135918685,0.0,0.0,0.0,0.0,0.0,117.45669243624972,4427.042913591869,1.0
 ,2598,5118.155964028241,5921.706450380675,2378.031032245905,211.380536199636,374.1342078968013,0.0,4308.843466842741,0.0,1691.044289597088,0.0,162.75367169716523,6330.573365958053,5268.797251611109,0.0,0.0,0.0,3218.397320664893,0.0,0.0,0.0,0.0,0.0,211.38053619963597,8487.194572276001,1.0
 ,2599,5118.155964028241,5921.706450380675,4634.788972240261,411.9812419769121,374.1342078968013,0.0,4308.843466842741,0.0,3295.8499358152967,37.84703408011092,0.0,6368.420400038164,15384.88797470444,0.0,0.0,0.0,1809.4751940351825,0.0,0.0,0.0,0.0,0.0,411.98124197691226,17194.363168739626,1.0
 ,2600,5118.155964028241,5921.706450380675,6080.347865613987,540.4753658323544,374.1342078968013,0.0,4308.843466842741,0.0,4323.8029266588355,166.34115793555327,0.0,6534.761557973718,21742.56999164851,0.0,0.0,0.0,1127.1377013037686,0.0,0.0,0.0,0.0,0.0,540.4753658323544,22869.70769295228,1.0
 ,2601,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.3600392034641,0.0,6709.121597177182,25290.22680773332,0.0,0.0,0.0,668.3647113102926,0.0,2734.7048758900637,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2602,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,6883.481636380647,27222.119133324064,0.0,0.0,0.0,176.98856466753392,0.0,4175.22105483805,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2603,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.3600392034641,0.0,7057.841675584111,27854.3748035174,0.0,0.0,0.0,0.0,0.0,4630.48816036385,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2604,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7232.201714787576,27819.24948850666,0.0,0.0,0.0,0.0,0.0,4595.362845353109,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2605,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7406.561753991041,27713.873543474434,0.0,0.0,0.0,0.0,0.0,4489.986900320884,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2606,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.3600392034641,0.0,7580.921793194505,27503.12165340999,0.0,0.0,0.0,0.0,0.0,4279.2350102564415,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2607,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7755.281832397969,26484.487518098507,0.0,0.0,0.0,0.0,0.0,3260.6008749449575,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2608,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7929.641871601434,24517.469877497027,0.0,0.0,0.0,0.0,0.0,924.3511083279991,351.64964382426473,0.0,351.64964382426473,548.4942471002659,23241.469125344764,1.0
 ,2609,5118.155964028241,5921.706450380675,5587.481700281032,496.66504002498067,374.1342078968013,0.0,4308.843466842741,0.0,3973.3203201998454,122.5308321281795,0.0,8052.172703729613,20934.687746401472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.64964382426473,496.6650400249807,20934.687746401472,1.0
 ,2610,5118.155964028241,5921.706450380675,4004.1212713508485,355.9218907867421,374.1342078968013,0.0,4308.843466842741,0.0,2847.375126293937,0.0,18.212317110059075,8033.960386619558,14401.379154403698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.64964382426473,0.0,355.9218907867421,14753.028798227962,1.0
 ,2611,5118.155964028241,5921.706450380675,1421.6155694470704,126.36582839529514,374.1342078968013,0.0,4308.843466842741,0.0,1010.9266271623611,0.0,247.7683795015061,7786.192007118052,4812.16815647148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.36582839529514,4812.16815647148,1.0
 ,2612,5118.155964028241,5921.706450380675,169.26211298084286,15.045521153852699,374.1342078968013,0.0,4308.843466842741,0.0,120.36416923082159,0.0,359.0886867429486,7427.103320375103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0455211538527,0.0,1.0
 ,2613,5118.155964028241,5921.706450380675,169.26211298084286,15.045521153852699,374.1342078968013,0.0,4308.843466842741,0.0,120.36416923082159,0.0,359.0886867429485,7068.014633632155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0455211538527,0.0,1.0
 ,2614,5118.155964028241,5921.706450380675,169.26211298084286,15.045521153852699,374.1342078968013,0.0,4308.843466842741,0.0,120.36416923082159,0.0,359.0886867429485,6708.925946889207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0455211538527,0.0,1.0
 ,2615,5118.155964028241,5921.706450380675,264.4139968722335,23.50346638864298,374.1342078968013,0.0,4308.843466842741,0.0,188.02773110914384,0.0,350.6307415081582,6358.295205381049,0.0,0.0,0.0,0.0,365.62111385266877,0.0,0.0,0.0,0.0,0.0,23.50346638864298,365.6211138526687,1.0
 ,2616,5118.155964028241,5921.706450380675,306.23234074806766,27.22065251093935,374.1342078968013,0.0,4308.843466842741,0.0,217.7652200875148,0.0,346.91355538586186,6011.381649995186,0.0,0.0,0.0,0.0,526.3081001955615,0.0,0.0,0.0,0.0,0.0,27.220652510939352,526.3081001955615,1.0
 ,2617,5118.155964028241,5921.706450380675,368.65682508445775,32.76949556306291,374.1342078968013,0.0,4308.843466842741,0.0,262.1559645045033,0.0,341.3647123337383,5670.016937661448,0.0,0.0,0.0,0.0,766.1741812581403,0.0,0.0,0.0,0.0,0.0,32.76949556306292,766.1741812581405,1.0
 ,2618,5118.155964028241,5921.706450380675,483.80878648168215,43.005225465038414,374.1342078968013,0.0,4308.843466842741,0.0,344.0418037203073,0.0,331.1289824317628,5338.887955229685,0.0,0.0,0.0,0.0,1208.6455929269753,0.0,0.0,0.0,0.0,0.0,43.00522546503842,1208.6455929269755,1.0
 ,2619,5118.155964028241,5921.706450380675,654.1124767586298,58.14333126743376,374.1342078968013,0.0,4308.843466842741,0.0,465.14665013947007,0.0,315.99087662936745,5022.897078600317,0.0,0.0,0.0,0.0,1863.0375228161467,0.0,0.0,0.0,0.0,0.0,58.14333126743377,1863.037522816147,1.0
 ,2620,5118.155964028241,5921.706450380675,877.1436440964118,77.96832391968105,374.1342078968013,0.0,4308.843466842741,0.0,623.7465913574484,0.0,296.16588397712013,4726.731194623198,0.0,0.0,0.0,0.0,2720.0347833115743,0.0,0.0,0.0,0.0,0.0,77.96832391968105,2720.034783311574,1.0
 ,2621,5118.155964028241,5921.706450380675,981.386472308636,87.23435309410098,374.1342078968013,0.0,4308.843466842741,0.0,697.8748247528079,0.0,286.89985480270025,4439.831339820497,0.0,0.0,0.0,0.0,3120.587850717046,0.0,0.0,0.0,0.0,0.0,87.234353094101,3120.587850717046,1.0
 ,2622,5118.155964028241,5921.706450380675,1194.7184308332528,106.1971938518447,374.1342078968013,0.0,4308.843466842741,0.0,849.5775508147576,0.0,267.9370140449565,4171.894325775541,421.50378012888876,0.0,0.0,0.0,3518.812121218997,0.0,0.0,0.0,0.0,0.0,106.19719385184469,3940.3159013478853,1.0
 ,2623,5118.155964028241,5921.706450380675,1763.7524173822326,156.77799265619845,374.1342078968013,0.0,4308.843466842741,0.0,1254.2239412495876,0.0,217.35621524060343,3954.5381105349375,2072.393585633703,0.0,0.0,0.0,4054.4354090286392,0.0,0.0,0.0,0.0,0.0,156.7779926561985,6126.828994662343,1.0
 ,2624,5118.155964028241,5921.706450380675,2654.4001426744626,235.94667934884112,374.1342078968013,0.0,4308.843466842741,0.0,1887.573434790729,0.0,138.1875285479601,3816.3505819869774,4425.789691353331,0.0,0.0,0.0,5123.353187744403,0.0,0.0,0.0,0.0,0.0,235.9466793488411,9549.142879097733,1.0
 ,2625,5118.155964028241,5921.706450380675,4141.306567231023,368.1161393094243,374.1342078968013,0.0,4308.843466842741,0.0,2944.9291144753943,0.0,6.018068587376945,3810.3325133996004,7973.446507438145,0.0,0.0,0.0,7289.134308018174,0.0,0.0,0.0,0.0,0.0,368.1161393094243,15262.580815456318,1.0
 ,2626,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,3984.692552603065,17211.404355262956,0.0,0.0,0.0,9827.522932855174,0.0,3815.0406449645798,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2627,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,4159.05259180653,24025.715467346658,0.0,0.0,0.0,9364.092349054657,0.0,10165.921173247765,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2628,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,4333.412631009995,25360.477437754806,0.0,0.0,0.0,10663.561021218919,0.0,12800.151815820174,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2629,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346502,0.0,4507.77267021346,25430.728067776286,0.0,0.0,0.0,12407.829901955538,0.0,14614.671326578275,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2630,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,4682.132709416925,26379.111573066286,0.0,0.0,0.0,15272.250093285364,0.0,18427.4750231981,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2631,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,4856.492748620389,26905.991298227396,0.0,0.0,0.0,19305.72633018232,0.0,22987.830985256165,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2632,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,5030.852787823854,25500.978697797767,0.0,0.0,0.0,21431.917903096248,0.0,23709.009957740465,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2633,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346502,0.0,5205.212827027319,21988.447196723697,0.0,0.0,0.0,21795.210220045396,0.0,20559.770773615543,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2634,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346457,0.0,5379.572866230783,15525.389234747401,0.0,0.0,0.0,21948.91081567773,0.0,14250.41340727158,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2635,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,5553.932905434248,5163.421306578886,0.0,0.0,0.0,22118.9129896347,0.0,3689.2155270445583,351.64964382426473,0.0,351.64964382426473,548.4942471002659,23241.469125344764,1.0
 ,2636,5118.155964028241,5921.706450380675,5975.390118061385,531.1457882721231,374.1342078968013,0.0,4308.843466842741,0.0,4249.166306176985,157.01158037532196,0.0,5710.94448580957,0.0,0.0,0.0,0.0,22123.570583441742,0.0,0.0,0.0,351.64964382426473,0.0,531.1457882721234,22475.220227266014,1.0
 ,2637,5118.155964028241,5921.706450380675,5890.300348722708,523.5822532197963,374.1342078968013,0.0,4308.843466842741,0.0,4188.65802575837,149.4480453229952,0.0,5860.392531132566,0.0,0.0,0.0,0.0,22123.570583441742,0.0,0.0,0.0,0.0,0.0,523.5822532197965,22123.570583441742,1.0
 ,2638,5118.155964028241,5921.706450380675,5890.300348722708,523.5822532197963,374.1342078968013,0.0,4308.843466842741,0.0,4188.65802575837,149.4480453229952,0.0,6009.840576455561,0.0,0.0,0.0,0.0,22123.570583441742,0.0,0.0,0.0,0.0,0.0,523.5822532197965,22123.570583441742,1.0
 ,2639,5118.155964028241,5921.706450380675,5871.319083720691,521.8950296640614,374.1342078968013,0.0,4308.843466842741,0.0,4175.1602373124915,147.7608217672602,0.0,6157.601398222821,0.0,0.0,0.0,0.0,22049.049082529094,0.0,0.0,0.0,0.0,0.0,521.8950296640616,22049.049082529098,1.0
 ,2640,5118.155964028241,5921.706450380675,5798.359846369184,515.4097641217053,374.1342078968013,0.0,4308.843466842741,0.0,4123.278112973642,141.27555622490408,0.0,6298.876954447725,0.0,0.0,0.0,0.0,21762.607063396114,0.0,0.0,0.0,0.0,0.0,515.4097641217053,21762.607063396114,1.0
 ,2641,5118.155964028241,5921.706450380675,5739.043393237876,510.13719051003346,374.1342078968013,0.0,4308.843466842741,0.0,4081.0975240802677,136.0029826132323,0.0,6434.879937060958,0.0,0.0,0.0,0.0,21529.727373044094,0.0,0.0,0.0,0.0,0.0,510.1371905100335,21529.727373044094,1.0
 ,2642,5118.155964028241,5921.706450380675,5701.674027765154,506.81546913468037,374.1342078968013,0.0,4308.843466842741,0.0,4054.523753077443,132.68126123787917,0.0,6567.561198298837,0.0,0.0,0.0,0.0,21383.013168122325,0.0,0.0,0.0,0.0,0.0,506.81546913468037,21383.013168122325,1.0
 ,2643,5118.155964028241,5921.706450380675,5644.730232759099,501.75379846747546,374.1342078968013,0.0,4308.843466842741,0.0,4014.0303877398037,127.61959057067425,0.0,6695.180788869511,0.0,0.0,0.0,0.0,21159.448665384385,0.0,0.0,0.0,0.0,0.0,501.7537984674755,21159.448665384385,1.0
 ,2644,5118.155964028241,5921.706450380675,5604.988209161123,498.2211741476554,374.1342078968013,0.0,4308.843466842741,0.0,3985.7693931812432,124.08696625085415,0.0,6819.267755120365,0.0,0.0,0.0,0.0,21003.419272848536,0.0,0.0,0.0,0.0,0.0,498.2211741476555,21003.419272848536,1.0
 ,2645,5118.155964028241,5921.706450380675,5583.634286033853,496.32304764745356,374.1342078968013,0.0,4308.843466842741,0.0,3970.5843811796285,122.18883975065235,0.0,6941.456594871018,0.0,0.0,0.0,0.0,20919.582584321808,0.0,0.0,0.0,0.0,0.0,496.3230476474537,20919.582584321808,1.0
 ,2646,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7115.816634074483,8781.328752685182,0.0,0.0,0.0,20288.478623467836,0.0,5845.920732999468,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2647,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.3600392034623,0.0,7290.176673277945,20548.309281283324,0.0,0.0,0.0,19710.936991394832,0.0,17035.359629524606,0.0,0.0,0.0,548.4942471002659,23223.886643153546,1.0
 ,2648,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.3600392034341,0.0,7464.536712481379,26062.98373796962,0.0,0.0,0.0,20165.05238758127,0.0,23004.149482397366,0.0,0.0,0.0,548.4942471002659,23223.88664315352,1.0
 ,2649,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7638.896751684844,28556.88110373221,0.0,0.0,0.0,19827.376836570842,0.0,25160.3712971495,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2650,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7813.256790888309,29786.267129108135,0.0,0.0,0.0,19233.533626173194,0.0,25795.91411212778,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2651,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7987.616830091774,30242.896224247765,0.0,0.0,0.0,16688.158610625633,0.0,23707.168191719848,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2652,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,8161.976869295239,29821.392444118876,0.0,0.0,0.0,17610.362184419628,0.0,24207.867985384953,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2653,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,8336.336908498704,29821.392444118876,0.0,0.0,0.0,19408.19339393721,0.0,26005.699194902536,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2654,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,8510.696947702168,30067.269649194062,0.0,0.0,0.0,20833.417098891558,0.0,27676.80010493207,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2655,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,8685.056986905633,29505.26460902221,0.0,0.0,0.0,21250.271744621674,0.0,27531.649710490336,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2656,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,8859.417026109097,28100.252008592583,0.0,0.0,0.0,21196.70941584071,0.0,26073.07478127974,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2657,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,9033.77706531256,25536.104012808508,0.0,0.0,0.0,20903.281005997163,0.0,23215.49837565212,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2658,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,9208.137104516025,20442.933336251102,0.0,0.0,0.0,19368.603846577364,0.0,16587.650539674916,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2659,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,9382.497143719489,9870.213518018145,0.0,0.0,0.0,17053.7797244783,0.0,3330.874473327416,351.64964382426473,0.0,351.64964382426473,548.4942471002659,23241.469125344764,1.0
 ,2660,5118.155964028241,5921.706450380675,3855.0039931983833,342.6670216176341,374.1342078968013,0.0,4308.843466842741,0.0,2741.3361729410726,0.0,31.46718627916715,9351.029957440322,0.0,0.0,0.0,0.0,13828.396013102849,0.0,0.0,0.0,351.64964382426473,0.0,342.667021617634,14180.04565692711,1.0
 ,2661,5118.155964028241,5921.706450380675,2976.5457192542294,264.5818417114871,374.1342078968013,0.0,4308.843466842741,0.0,2116.6547336918966,0.0,109.55236618531416,9241.477591255007,0.0,0.0,0.0,0.0,10786.98725710549,0.0,0.0,0.0,0.0,0.0,264.5818417114871,10786.98725710549,1.0
 ,2662,5118.155964028241,5921.706450380675,2235.330725628937,198.69606450035,374.1342078968013,0.0,4308.843466842741,0.0,1589.5685160028,0.0,175.43814339645124,9066.039447858555,0.0,0.0,0.0,0.0,7938.868644100305,0.0,0.0,0.0,0.0,0.0,198.69606450035002,7938.868644100305,1.0
 ,2663,5118.155964028241,5921.706450380675,1835.3291755122632,163.1403711566456,374.1342078968013,0.0,4308.843466842741,0.0,1305.122969253165,0.0,210.99383674015556,8855.0456111184,0.0,0.0,0.0,0.0,6401.862687776984,0.0,0.0,0.0,0.0,0.0,163.14037115664564,6401.862687776984,1.0
 ,2664,5118.155964028241,5921.706450380675,1522.6006908755908,135.34228363338585,374.1342078968013,0.0,4308.843466842741,0.0,1082.7382690670868,0.0,238.79192426341535,8616.253686854983,0.0,0.0,0.0,0.0,5200.20348556057,0.0,0.0,0.0,0.0,0.0,135.34228363338588,5200.203485560571,1.0
 ,2665,5118.155964028241,5921.706450380675,1348.6606228703095,119.88094425513863,374.1342078968013,0.0,4308.843466842741,0.0,959.047554041109,0.0,254.2532636416626,8362.000423213321,0.0,0.0,0.0,0.0,4531.838774250276,0.0,0.0,0.0,0.0,0.0,119.88094425513862,4531.8387742502755,1.0
 ,2666,5118.155964028241,5921.706450380675,1179.5690585028062,104.85058297802723,374.1342078968013,0.0,4308.843466842741,0.0,838.8046638242179,0.0,269.28362491877397,8092.716798294548,0.0,0.0,0.0,0.0,3882.1044381681454,0.0,0.0,0.0,0.0,0.0,104.85058297802723,3882.104438168145,1.0
 ,2667,5118.155964028241,5921.706450380675,947.4469468441907,84.21750638615029,374.1342078968013,0.0,4308.843466842741,0.0,673.7400510892023,0.0,289.9167015106509,7802.800096783898,0.0,0.0,0.0,0.0,2990.175224119915,0.0,0.0,0.0,0.0,0.0,84.2175063861503,2990.175224119915,1.0
 ,2668,5118.155964028241,5921.706450380675,737.7491645102981,65.5777035120265,374.1342078968013,0.0,4308.843466842741,0.0,524.621628096212,0.0,308.5565043847747,7494.243592399123,0.0,0.0,0.0,0.0,2184.4114955019318,0.0,0.0,0.0,0.0,0.0,65.57770351202649,2184.4114955019313,1.0
 ,2669,5118.155964028241,5921.706450380675,540.7787042255721,48.06921815338419,374.1342078968013,0.0,4308.843466842741,0.0,384.55374522707353,0.0,326.064989743417,7168.1786026557065,0.0,0.0,0.0,0.0,1427.5525018578724,0.0,0.0,0.0,0.0,0.0,48.06921815338419,1427.5525018578724,1.0
 ,2670,5118.155964028241,5921.706450380675,2839.1748051662803,252.37109379255824,374.1342078968013,0.0,4308.843466842741,0.0,2018.968750340466,0.0,121.76311410424299,7046.415488551464,9027.205957760367,0.0,0.0,0.0,1231.933561962177,0.0,0.0,0.0,0.0,0.0,252.3710937925582,10259.139519722543,1.0
 ,2671,5118.155964028241,5921.706450380675,5183.401830097692,460.7468293420171,374.1342078968013,0.0,4308.843466842741,0.0,3685.974634736137,86.61262144521595,0.0,7133.02810999668,18300.28912059592,0.0,0.0,0.0,1047.9586065840824,0.0,0.0,0.0,0.0,0.0,460.7468293420173,19348.247727180005,1.0
 ,2672,5118.155964028241,5921.706450380675,5617.390490317401,499.32359913932453,374.1342078968013,0.0,4308.843466842741,0.0,3994.5887931145962,125.18939124252337,0.0,7258.217501239203,20267.306761197397,0.0,0.0,0.0,784.8045564863017,0.0,0.0,0.0,0.0,0.0,499.3235991393246,21052.1113176837,1.0
 ,2673,5118.155964028241,5921.706450380675,5788.46382007112,514.5301173396551,374.1342078968013,0.0,4308.843466842741,0.0,4116.240938717241,140.39590944285388,0.0,7398.613410682056,21285.94089650888,0.0,0.0,0.0,437.81381786179446,0.0,0.0,0.0,0.0,0.0,514.5301173396551,21723.754714370676,1.0
 ,2674,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346462,0.0,7572.973449885521,23463.710427174807,0.0,0.0,0.0,0.0,0.0,239.82378402125687,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2675,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346457,0.0,7747.3334890889855,24763.34708257221,0.0,0.0,0.0,0.0,0.0,1539.4604394186608,0.0,0.0,0.0,548.4942471002659,23223.88664315355,1.0
 ,2676,5118.155964028241,5921.706450380675,6170.560279877991,548.4942471002659,374.1342078968013,0.0,4308.843466842741,0.0,4387.953976802127,174.36003920346457,0.0,7921.69352829245,24798.47239758295,0.0,0.0,0.0,0.0,0.0,1205.3536284139227,351.64964382426473,0.0,351.64964382426473,548.4942471002659,23241.469125344764,1.0
 ,2677,5118.155964028241,5921.706450380675,6124.2848277004105,544.3808735733699,374.1342078968013,0.0,4308.843466842741,0.0,4355.046988586959,170.24666567656914,0.0,8091.940193969019,23042.206647045918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.64964382426473,544.3808735733699,23042.206647045914,1.0
 ,2678,5118.155964028241,5921.706450380675,5390.653886893927,479.1692343905713,374.1342078968013,0.0,4308.843466842741,0.0,3833.3538751245705,105.03502649377016,0.0,8196.97522046279,20161.930816165175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.64964382426473,479.1692343905715,20161.93081616518,1.0
