Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas - Grid conn.,1,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
Profile: 2019,2,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
Location: Bornholm,3,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
Fuel: MeOH,4,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
Electrolyser: SOEC,5,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
CO2 capture: Biogas,6,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
CO2taxWTTup: 0,7,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
CO2taxWTTop: 0,8,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
CO2WTTop_treshhold -1,9,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
Renewable criterion: None,10,3475.3709198813062,3753.400593471811,1500.5270267250335,133.3801801533363,131.88871822270195,0.0,0.0,0.0,1067.0414412266905,1.4914619306343582,0.0,1.4914619306343582,256.67547479969573,0.0,0.0,0.0,0.0,5510.501599606043,0.0,0.0,0.0,0.0,133.3801801533363,5767.177074405738,1.0
Renewable application: 0,11,3475.3709198813062,3753.400593471811,1500.5270267250335,133.3801801533363,131.88871822270195,0.0,0.0,0.0,1067.0414412266905,1.4914619306343582,0.0,2.9829238612687163,729.9208814616347,0.0,0.0,0.0,0.0,5037.2561929441035,0.0,0.0,0.0,0.0,133.3801801533363,5767.177074405738,1.0
 ,12,3475.3709198813062,3753.400593471811,1500.5270267250335,133.3801801533363,131.88871822270195,0.0,0.0,0.0,1067.0414412266905,1.4914619306343582,0.0,4.4743857919030745,401.05542937452464,0.0,0.0,0.0,0.0,5366.121645031214,0.0,0.0,0.0,0.0,133.3801801533363,5767.177074405738,1.0
 ,13,3475.3709198813062,3753.400593471811,1500.5270267250335,133.3801801533363,131.88871822270195,0.0,0.0,0.0,1067.0414412266905,1.4914619306343582,0.0,5.965847722537433,328.8654520871102,0.0,0.0,0.0,0.0,5438.311622318628,0.0,0.0,0.0,0.0,133.3801801533363,5767.177074405738,1.0
 ,14,3475.3709198813062,3753.400593471811,1500.5270267250337,133.38018015333634,131.88871822270195,0.0,0.0,0.0,1067.0414412266907,1.4914619306343866,0.0,7.457309653171819,192.5066060997718,0.0,0.0,0.0,0.0,5574.670468305967,0.0,0.0,0.0,0.0,133.38018015333634,5767.1770744057385,1.0
 ,15,3475.3709198813062,3753.400593471811,1500.5270267250335,133.3801801533363,131.88871822270195,0.0,0.0,0.0,1067.0414412266905,1.4914619306343582,0.0,8.948771583806177,136.35884598733838,0.0,0.0,0.0,0.0,5630.8182284184,0.0,0.0,0.0,0.0,133.3801801533363,5767.177074405738,1.0
 ,16,3475.3709198813062,3753.400593471811,1483.748080005397,131.88871822270195,131.88871822270195,0.0,0.0,0.0,1055.1097457816156,0.0,0.0,8.948771583806177,0.0,0.0,0.0,0.0,0.0,5701.301997420738,0.0,0.0,0.0,0.0,131.88871822270195,5701.301997420738,1.0
