Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas - Grid conn. 2030hgp,1,3475.3709198813062,4367.952522255193,1737.070922933147,154.40630426072417,131.88871822270195,0.0,0.0,0.0,1235.2504340857934,22.517586038022216,0.0,22.517586038022216,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,0.0,0.0,154.40630426072417,6695.861552246358,1.0
Profile: 2030hgp_DE,2,3475.3709198813062,4367.952522255193,1737.070922933147,154.40630426072417,131.88871822270195,0.0,0.0,0.0,1235.2504340857934,22.517586038022216,0.0,45.03517207604443,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,0.0,0.0,154.40630426072417,6695.861552246358,1.0
Location: Bornholm,3,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,67.55275811406668,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,-1.3958425059076705e-12,154.4063042607242,6695.86155224636,1.0
Fuel: MeOH,4,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,90.07034415208892,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,-2.791685011815341e-12,154.4063042607242,6695.86155224636,1.0
Electrolyser: SOEC,5,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,112.58793019011117,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,-4.187527517723012e-12,154.4063042607242,6695.86155224636,1.0
CO2 capture: Biogas,6,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,135.1055162281334,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,-5.583370023630682e-12,154.4063042607242,6695.86155224636,1.0
CO2taxWTTup: 0,7,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,157.62310226615566,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,-6.979212529538352e-12,154.4063042607242,6695.86155224636,1.0
CO2taxWTTop: 0,8,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,180.1406883041779,0.0,0.0,0.0,0.0,0.0,6695.86155224636,0.0,0.0,0.0,-6.979212529538352e-12,154.4063042607242,6695.86155224636,1.0
CO2WTTop_treshhold -1,9,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,202.65827434220014,0.0,0.0,0.0,0.0,0.0,6695.861552246366,0.0,0.0,-6.979212529538352e-12,0.0,154.4063042607242,6695.86155224636,1.0
Renewable criterion: None,10,3475.3709198813062,4367.952522255193,1737.0709229331458,154.40630426072408,131.88871822270195,0.0,0.0,0.0,1235.2504340857927,22.51758603802213,0.0,225.17586038022228,276.1180021544891,0.0,0.0,0.0,0.0,6419.7435500918655,0.0,0.0,0.0,0.0,154.40630426072408,6695.861552246354,1.0
Renewable application: 0,11,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,247.69344641824452,785.2105686268284,0.0,0.0,0.0,0.0,5910.650983619531,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,12,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,270.21103245626676,431.43437836638924,0.0,0.0,0.0,0.0,6264.427173879971,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,13,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,292.728618494289,353.7761902604392,0.0,0.0,0.0,0.0,6342.085361985921,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,14,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,315.24620453231125,207.08850161586685,0.0,0.0,0.0,0.0,6488.773050630492,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,15,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,337.7637905703335,146.68768864457235,0.0,0.0,0.0,0.0,6549.173863601787,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,16,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,360.2813766083558,0.0,0.0,0.0,0.0,0.0,6695.86155224636,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,17,3475.3709198813062,4367.952522255193,1737.070922933147,154.40630426072417,131.88871822270195,0.0,0.0,0.0,1235.2504340857934,22.517586038022216,0.0,382.798962646378,0.0,0.0,0.0,0.0,0.0,6695.861552246358,0.0,0.0,0.0,0.0,154.40630426072417,6695.861552246358,1.0
 ,18,3475.3709198813062,4367.952522255193,1737.070922933147,154.40630426072417,131.88871822270195,0.0,0.0,0.0,1235.2504340857934,22.517586038022216,0.0,405.31654868440023,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,0.0,0.0,154.40630426072417,6695.861552246358,1.0
 ,19,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,427.8341347224225,0.0,0.0,0.0,0.0,0.0,6695.86155224636,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,20,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,450.3517207604448,0.0,0.0,0.0,0.0,0.0,6695.86155224636,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,21,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,472.86930679846705,0.0,0.0,0.0,0.0,0.0,6695.86155224636,0.0,0.0,0.0,0.0,154.4063042607242,6695.86155224636,1.0
 ,22,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,495.3868928364893,0.0,0.0,0.0,0.0,0.0,6695.861552246364,0.0,0.0,-5.144890361694515e-12,5.144890361694515e-12,154.4063042607242,6695.86155224636,1.0
 ,23,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,517.9044788745116,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,3.7490478557868445e-12,154.4063042607242,6695.86155224636,1.0
 ,24,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,540.4220649125339,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,2.353205349879174e-12,154.4063042607242,6695.86155224636,1.0
 ,25,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,562.9396509505561,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,9.573628439715034e-13,1.3958425059076705e-12,154.4063042607242,6695.86155224636,1.0
 ,26,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,585.4572369885784,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,0.0,154.4063042607242,6695.86155224636,1.0
 ,27,3475.3709198813062,4367.952522255193,1737.0709229331458,154.40630426072408,131.88871822270195,0.0,0.0,0.0,1235.2504340857927,22.51758603802213,0.0,607.9748230266006,0.0,0.0,0.0,0.0,0.0,6695.861552246354,0.0,0.0,0.0,0.0,154.40630426072408,6695.861552246354,1.0
 ,28,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,630.4924090646228,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,9.573628439715034e-13,-9.573628439715034e-13,154.4063042607242,6695.86155224636,1.0
 ,29,3475.3709198813062,4367.952522255193,1737.0709229331462,154.4063042607241,131.88871822270195,0.0,0.0,0.0,1235.250434085793,22.51758603802216,0.0,653.009995102645,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,-2.8720885319145103e-12,1.914725687943007e-12,154.4063042607241,6695.861552246356,1.0
 ,30,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,675.5275811406673,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.16678596609027e-12,7.479397218527371e-13,154.4063042607242,6695.86155224636,1.0
 ,31,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,698.0451671786896,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,7.479397218527371e-13,0.0,154.4063042607242,6695.86155224636,1.0
 ,32,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,720.5627532167118,0.0,0.0,0.0,0.0,0.0,6695.861552246359,0.0,0.0,1.3958425059076705e-12,-1.3958425059076705e-12,154.4063042607242,6695.86155224636,1.0
 ,33,3475.3709198813062,4367.952522255193,1737.0709229331471,154.4063042607242,131.88871822270195,0.0,0.0,0.0,1235.2504340857936,22.517586038022245,0.0,743.0803392547341,25.886062701983356,0.0,0.0,0.0,0.0,6669.975489544378,0.0,1.3958425059076705e-12,0.0,0.0,154.4063042607242,6695.86155224636,1.0
