Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas SOEC - CO2 tax,1,1829.862215335681,2299.826828017522,781.2272736549991,69.4424243248888,69.4424243248888,0.0,0.0,0.0,555.5393945991104,0.0,0.0,0.0,0.0,0.0,722.9858634304766,0.0,2278.8799355888577,0.0,0.0,0.0,0.0,0.0,69.4424243248888,3001.865799019334,1.0
Profile: 2019,2,1415.4671662908117,1779.002449436539,604.3086446629989,53.71632397004435,53.71632397004435,0.0,0.0,0.0,429.7305917603548,0.0,0.0,0.0,0.0,0.0,554.5656383929754,0.0,1767.490328724598,0.0,0.0,0.0,0.0,0.0,53.71632397004434,2322.0559671175733,1.0
Location: Bornholm,3,2199.544792798354,2764.455204063505,939.0567045752591,83.47170707335637,83.47170707335638,0.0,0.0,0.0,667.773656586851,0.0,0.0,0.0,0.0,0.0,871.5919443459187,0.0,2736.7334429845155,0.0,0.0,0.0,0.0,0.0,83.47170707335638,3608.3253873304343,1.0
Fuel: MeOH,4,2792.2489338930764,3509.3839059858333,1192.1012433120272,105.96455496106908,105.96455496106908,0.0,0.0,0.0,847.7164396885527,0.0,0.0,0.0,0.0,0.0,1109.592070835301,0.0,3471.0569565911637,0.0,0.0,0.0,0.0,0.0,105.96455496106908,4580.649027426465,1.0
Electrolyser: SOEC,5,3713.6448602309147,4667.4225019295645,2344.3980452334704,208.39093735408628,140.93110400052151,0.0,0.0,0.0,1667.1274988326902,67.45983335356475,0.0,67.45983335356475,0.0,0.0,2139.2363741083414,0.0,6932.525358053623,0.0,0.0,0.0,0.0,0.0,208.39093735408628,9071.761732161962,1.0
CO2 capture: Biogas,6,3713.6448602309147,4667.4225019295645,2524.718845366088,224.41945292143004,140.93110400052151,0.0,0.0,0.0,1795.3556233714403,83.48834892090852,0.0,150.94818227447325,0.0,0.0,2188.7717344134885,0.0,7590.939476891356,0.0,0.0,-4.1167069753100766e-11,-4.1167069753100766e-11,0.0,224.41945292143004,9779.711211304844,1.0
CO2taxWTTup: 0,7,3713.6448602309147,4667.4225019295645,2524.718845366088,224.41945292143004,140.93110400052151,0.0,0.0,0.0,1795.3556233714403,83.48834892090852,0.0,234.43653119538178,0.0,0.0,2188.7717344134885,0.0,7590.939476891356,0.0,0.0,-4.764019866429624e-12,0.0,-4.764019866429624e-12,224.41945292143004,9779.711211304848,1.0
CO2taxWTTop: 0,8,3713.6448602309147,4667.4225019295645,2524.718845366088,224.41945292143004,140.93110400052151,0.0,0.0,0.0,1795.3556233714403,83.48834892090875,0.0,317.9248801162905,0.0,0.0,2188.7717344134885,0.0,7590.939476891356,0.0,0.0,-3.0316490059097605e-12,0.0,-7.795668872339385e-12,224.41945292143004,9779.711211304848,1.0
CO2WTTop_treshhold -1,9,3713.6448602309147,4667.4225019295645,2524.718845366088,224.41945292143004,140.93110400052151,0.0,0.0,0.0,1795.3556233714403,83.48834892090852,0.0,401.413229037199,0.0,0.0,2188.7717344134885,0.0,7590.939476891356,0.0,-1.2278178473934531e-11,0.0,-7.795668872339385e-12,0.0,224.41945292143004,9779.711211304848,1.0
Renewable criterion: None,10,3713.6448602309147,4667.4225019295645,2524.718845366088,224.41945292143004,140.93110400052151,0.0,0.0,0.0,1795.3556233714403,83.48834892090852,0.0,484.9015779581075,423.9258921306041,0.0,2188.7717344134885,0.0,7590.939476891356,0.0,423.9258921305991,0.0,0.0,0.0,224.41945292143004,9779.711211304848,1.0
Renewable application: 0,11,0.0,0.0,2524.718845366088,224.41945292143004,0.0,0.0,0.0,0.0,1795.3556233714403,224.41945292143004,0.0,709.3210308795376,1205.5392557464054,0.0,2188.7717344134885,0.0,7590.939476891356,0.0,1073.0640179859113,0.0,0.0,0.0,224.41945292143004,9912.186449065339,1.0
 ,12,0.0,0.0,2524.718845366088,224.41945292143004,0.0,0.0,0.0,0.0,1795.3556233714403,224.41945292143004,0.0,933.7404838009677,662.3842064540689,0.0,2188.7717344134885,0.0,7590.939476891356,0.0,529.9089686935748,0.0,0.0,0.0,224.41945292143004,9912.186449065339,1.0
