Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas SOEC - Best fuel,1,1829.8622153356837,1976.2511925625386,781.2272736550001,69.4424243248889,69.4424243248889,0.0,0.0,0.0,555.5393945991112,0.0,0.0,0.0,0.0,0.0,722.9858634299675,0.0,2278.879935589371,0.0,0.0,0.0,0.0,0.0,69.44242432488892,3001.8657990193387,1.0
Profile: 2019,2,1415.4671662908163,1528.7045395940818,604.3086446630008,53.71632397004452,53.71632397004452,0.0,0.0,0.0,429.73059176035616,0.0,0.0,0.0,0.0,0.0,554.5656383925849,0.0,1767.490328724996,0.0,0.0,0.0,0.0,0.0,53.71632397004452,2322.055967117581,1.0
Location: Bornholm,3,2199.5447927983555,2375.508376222224,939.0567045752598,83.47170707335643,83.47170707335643,0.0,0.0,0.0,667.7736565868514,0.0,0.0,0.0,0.0,0.0,871.5919443453049,0.0,2736.7334429851317,0.0,0.0,0.0,0.0,0.0,83.47170707335644,3608.325387330437,1.0
Fuel: MeOH,4,2792.248933893076,3015.6288486045223,1192.1012433120272,105.96455496106908,105.96455496106907,0.0,0.0,0.0,847.7164396885527,0.0,0.0,0.0,0.0,0.0,1109.5920708345197,0.0,3471.056956591945,0.0,0.0,0.0,0.0,0.0,105.96455496106908,4580.649027426465,1.0
Electrolyser: SOEC,5,3713.6448602308865,4010.736449049358,2344.398045233484,208.39093735408747,140.93110400052043,0.0,0.0,0.0,1667.1274988326998,67.45983335356706,0.0,67.45983335356706,0.0,0.0,2139.236374106835,0.0,6932.5253580551835,0.0,0.0,0.0,0.0,0.0,208.3909373540875,9071.761732162018,1.0
CO2 capture: Biogas,6,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892094601,3.3452351999585517e-11,150.94818227447962,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,0.0,0.0,0.0,224.419452921433,9779.711211305012,1.0
CO2taxWTTup: 0,7,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892091256,0.0,234.43653119539218,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,3.021413806977978e-11,0.0,3.021413806977978e-11,224.419452921433,9779.71121130498,1.0
CO2taxWTTop: 0,8,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892091256,0.0,317.92488011630473,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,2.9450304628837675e-11,0.0,5.966444269861746e-11,224.419452921433,9779.71121130498,1.0
CO2WTTop_treshhold -1,9,3713.6448602283726,4010.7364490466425,2524.718845366121,224.419452921433,140.93110400042505,0.0,0.0,0.0,1795.355623371464,83.48834892100794,0.0,401.4132290373127,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,0.0,5.966444269861746e-11,0.0,224.419452921433,9779.711211305072,1.0
Renewable criterion: None,10,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892091256,0.0,484.9015779582253,423.92589213061217,0.0,2188.771734411947,0.0,7590.939476893065,0.0,423.92589213064275,0.0,0.0,0.0,224.419452921433,9779.711211304979,1.0
Renewable application: 0,11,0.0,0.0,2524.718845366121,224.419452921433,0.0,0.0,0.0,0.0,1795.355623371464,224.419452921433,0.0,709.3210308796583,1205.5392557464284,0.0,2188.771734411947,0.0,7590.939476893065,0.0,1073.064017985971,0.0,0.0,0.0,224.419452921433,9912.186449065468,1.0
 ,12,0.0,0.0,2524.718845366121,224.419452921433,0.0,0.0,0.0,0.0,1795.355623371464,224.419452921433,0.0,933.7404838010914,662.3842064540815,0.0,2188.771734411947,0.0,7590.939476893065,0.0,529.908968693624,0.0,0.0,0.0,224.419452921433,9912.186449065468,1.0
 ,13,0.0,0.0,2524.718845366121,224.419452921433,0.0,0.0,0.0,0.0,1795.355623371464,224.419452921433,0.0,1158.1599367225244,543.1550492923468,0.0,2188.771734411947,0.0,7590.939476893065,0.0,410.67981153189066,0.0,0.0,0.0,224.419452921433,9912.186449065468,1.0
 ,14,0.0,0.0,2524.718845366121,224.419452921433,0.0,0.0,0.0,0.0,1795.355623371464,224.419452921433,0.0,1382.5793896439575,317.94441909795916,0.0,2188.771734411947,0.0,7590.939476893065,0.0,185.46918133750296,0.0,0.0,0.0,224.419452921433,9912.186449065468,1.0
 ,15,0.0,0.0,2524.718845366121,224.419452921433,0.0,0.0,0.0,0.0,1795.355623371464,224.419452921433,0.0,1606.9988425653905,225.21063019438773,0.0,2188.771734411947,0.0,7590.939476893065,0.0,92.73539243398955,0.0,6.063298011819521e-11,-6.063298011819521e-11,224.419452921433,9912.186449065472,1.0
 ,16,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892091256,0.0,1690.4871914863018,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,3.118267548935754e-11,0.0,-2.9450304628837675e-11,224.419452921433,9779.71121130498,1.0
 ,17,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892091259,0.0,1773.9755404072143,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,2.9450304628837675e-11,0.0,0.0,224.419452921433,9779.71121130498,1.0
 ,18,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.4883489210331,1.205364696943434e-10,1857.463889328127,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,0.0,8.835091388651303e-11,-8.835091388651303e-11,224.419452921433,9779.711211305097,1.0
 ,19,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892091256,0.0,1940.9522382490395,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,2.9450304628837675e-11,0.0,-5.890060925767535e-11,224.419452921433,9779.71121130498,1.0
 ,20,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892091256,0.0,2024.440587169953,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,2.9450304628837675e-11,0.0,-2.9450304628837675e-11,224.419452921433,9779.71121130498,1.0
 ,21,3713.6448602308865,4010.736449049358,2524.718845366121,224.419452921433,140.93110400052043,0.0,0.0,0.0,1795.355623371464,83.48834892091256,0.0,2107.9289360908656,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,2.9450304628837675e-11,0.0,0.0,224.419452921433,9779.71121130498,1.0
 ,22,3713.6448602308865,4010.736449049358,2524.7188453661292,224.41945292143373,140.93110400052043,0.0,0.0,0.0,1795.3556233714698,83.48834892091325,0.0,2191.417285011779,0.0,0.0,2188.771734411947,0.0,7590.939476893065,0.0,0.0,0.0,0.0,0.0,224.4194529214337,9779.711211305012,1.0
 ,23,3713.6448602308865,4010.736449049358,2489.305681339575,221.27161611907337,140.93110400052043,0.0,0.0,0.0,1770.172928952587,80.34051211855298,0.0,2271.7577971303317,0.0,0.0,2188.771734411947,0.0,7451.905427526814,0.0,0.0,0.0,0.0,0.0,221.2716161190734,9640.67716193876,1.0
 ,24,3713.6448602308865,4010.736449049358,2466.9342981015952,219.2830487201418,140.93110400052043,0.0,0.0,0.0,1754.2643897611345,78.35194471962137,0.0,2350.109741849953,0.0,0.0,2183.2422058197485,0.0,7369.603662672079,0.0,0.0,0.0,0.0,0.0,219.2830487201419,9552.845868491828,1.0
 ,25,3713.6448602308865,4010.736449049358,2467.400030060874,219.32444711652215,140.93110400052043,0.0,0.0,0.0,1754.5955769321772,78.3933431160017,0.0,2428.5030849659547,0.0,0.0,2183.4726028444234,0.0,7371.20175519353,0.0,0.0,0.0,0.0,0.0,219.32444711652224,9554.674358037955,1.0
 ,26,3713.6448602308865,4010.736449049358,2461.141990659063,218.76817694747228,140.93110400052043,0.0,0.0,0.0,1750.1454155797783,77.83707294695205,0.0,2506.3401579129068,0.0,0.0,2180.4774415236493,0.0,7349.627506153938,0.0,0.0,0.0,0.0,0.0,218.7681769474723,9530.104947677586,1.0
 ,27,3713.6448602308865,4010.736449049358,2275.98162293977,202.30947759464627,140.93110400052043,0.0,0.0,0.0,1618.4758207571701,61.378373594125605,0.0,2567.7185315070324,0.0,0.0,2112.7407162692166,0.0,6690.414341055331,0.0,0.0,0.0,0.0,0.0,202.3094775946463,8803.155057324548,1.0
 ,28,3713.6448602308865,4010.736449049358,1821.4901234779663,161.91023319804145,140.93110400052043,0.0,0.0,0.0,1295.2818655843316,20.97912919752102,0.0,2588.6976607045535,0.0,0.0,1739.4975362958107,0.0,5279.298644613946,0.0,0.0,0.0,0.0,0.0,161.91023319804145,7018.796180909756,1.0
 ,29,3281.5701548137718,3544.0957671988735,1401.0082747582633,124.53406886740117,124.53406886740117,0.0,0.0,0.0,996.2725509392094,0.0,0.0,2588.6976607045535,0.0,0.0,1313.0326436224932,0.0,4070.341652136134,0.0,0.0,0.0,0.0,0.0,124.53406886740119,5383.374295758627,1.0
 ,30,2214.8862296253624,2392.0771279953915,945.6064593960699,84.05390750187289,84.05390750187287,0.0,0.0,0.0,672.4312600149831,0.0,0.0,2588.6976607045535,0.0,0.0,877.5822669868534,0.0,2755.9105532425456,0.0,0.0,0.0,0.0,0.0,84.05390750187289,3633.492820229399,1.0
 ,31,1477.1885005472716,1595.3635805910535,630.6594754979192,56.058620044259484,56.058620044259484,0.0,0.0,0.0,448.4689603540759,0.0,0.0,2588.6976607045535,0.0,0.0,579.9093111068285,0.0,1843.3997234939266,0.0,0.0,0.0,0.0,0.0,56.05862004425949,2423.309034600755,1.0
 ,32,956.8615519663416,1033.410476123649,408.51509760849694,36.312453120755286,36.312453120755286,0.0,0.0,0.0,290.4996249660423,0.0,0.0,2588.6976607045535,0.0,0.0,381.53747286170363,0.0,1188.1817896989462,0.0,0.0,0.0,0.0,0.0,36.31245312075529,1569.7192625606501,1.0
 ,33,934.7827224222272,1009.5653402160054,399.0889322580759,35.47457175627341,35.47457175627341,0.0,0.0,0.0,283.7965740501873,0.0,0.0,2588.6976607045535,39.743052387244894,0.0,363.10571088770826,0.0,1130.6504589267038,0.0,0.0,0.0,0.0,0.0,35.47457175627341,1533.4992222016567,1.0
 ,34,1681.7129188889282,1816.2499524000427,717.9775546395314,63.82022707906946,63.82022707906946,0.0,0.0,0.0,510.5618166325557,0.0,0.0,2588.6976607045535,741.8703112285713,0.0,481.99057561997824,0.0,1534.9678668538504,0.0,0.0,0.0,0.0,0.0,63.82022707906946,2758.8287537024,1.0
 ,35,2003.427658957394,2163.701871673986,855.327966693484,76.02915259497635,76.02915259497635,0.0,0.0,0.0,608.2332207598108,0.0,0.0,2588.6976607045535,1324.768412908163,0.0,470.00993033688127,0.0,1491.8193687746689,0.0,0.0,0.0,0.0,0.0,76.02915259497637,3286.5977120197126,1.0
 ,36,2202.3377946576816,2378.524818230296,940.2491272667542,83.57770020148926,83.57770020148928,0.0,0.0,0.0,668.6216016119141,0.0,0.0,2588.6976607045535,1417.5022018117345,0.0,523.0012460121179,0.0,1672.4038236986512,0.0,0.0,0.0,0.0,0.0,83.57770020148928,3612.907271522504,1.0
 ,37,2226.606350697049,2404.734858752813,950.6101575734544,84.49868067319595,84.49868067319596,0.0,0.0,0.0,675.9894453855676,0.0,0.0,2588.6976607045535,1549.9790431025508,0.0,500.65273461864854,0.0,1602.0877527547998,0.0,0.0,0.0,0.0,0.0,84.49868067319596,3652.7195304759994,1.0
 ,38,2581.4345253468746,2787.949287374625,1102.097764221921,97.9642457086152,97.9642457086152,0.0,0.0,0.0,783.7139656689216,0.0,0.0,2588.6976607045535,1430.749885940816,0.0,674.6024882482296,0.0,2129.4582848336863,0.0,0.0,0.0,0.0,0.0,97.96424570861522,4234.810659022733,1.0
 ,39,2722.1933143399374,2939.9687794871325,1162.1922369349154,103.30597661643692,103.30597661643694,0.0,0.0,0.0,826.4478129314954,0.0,0.0,2588.6976607045535,622.6411540668366,0.0,928.9608034893654,0.0,2914.121712866212,0.0,0.0,0.0,0.0,0.0,103.30597661643696,4465.723670422414,1.0
 ,40,2427.3637544251137,2621.5528547791228,1036.3199765238178,92.11733124656158,92.11733124656159,0.0,0.0,0.0,736.9386499724926,0.0,0.0,2588.6976607045535,13.24768412908163,0.0,959.6036077711326,0.0,3009.208217892556,0.0,0.0,0.0,0.0,0.0,92.1173312465616,3982.0595097927708,1.0
 ,41,3713.6448602308865,4010.736449049358,1035.9392311912673,92.08348721700153,140.93110400052043,0.0,0.0,0.0,736.6678977360123,0.0,48.8476167835189,2539.8500439210343,0.0,0.0,962.5987690919069,0.0,3017.9977267605377,0.0,0.0,0.0,0.0,0.0,92.08348721700153,3980.5964958524446,1.0
 ,42,2805.707802180809,3030.164426355274,1197.8472688273844,106.4753127846564,106.4753127846564,0.0,0.0,0.0,851.8025022772512,0.0,0.0,2539.8500439210343,0.0,0.0,1114.8912024020433,0.0,3487.8369280671823,0.0,0.0,0.0,0.0,0.0,106.47531278465641,4602.728130469226,1.0
 ,43,2634.920031673233,2845.713634207092,1124.9324541440433,99.99399592391497,99.99399592391497,0.0,0.0,0.0,799.9519673913197,0.0,0.0,2539.8500439210343,0.0,0.0,1046.4632860735856,0.0,3276.089668974902,0.0,0.0,0.0,0.0,0.0,99.993995923915,4322.552955048488,1.0
 ,44,3713.6448602308865,4010.736449049358,1364.4730505605621,121.28649338316107,140.93110400052043,0.0,0.0,0.0,970.2919470652886,0.0,19.644610617359376,2520.205433303675,0.0,0.0,1277.3211047978773,0.0,3965.6665919810825,0.0,0.0,0.0,0.0,0.0,121.28649338316106,5242.98769677896,1.0
 ,45,3713.6448602308865,4010.736449049358,1625.8905331238525,144.52360294434246,140.93110400052043,0.0,0.0,0.0,1156.1888235547397,3.592498943822012,0.0,2523.797932247497,0.0,0.0,1533.2921992117376,0.0,4717.5691233238595,0.0,0.0,0.0,0.0,0.0,144.52360294434246,6250.861322535597,1.0
 ,46,3210.220835168926,3467.0385019824403,1370.5469460329982,121.82639520293317,121.82639520293317,0.0,0.0,0.0,974.6111616234654,0.0,0.0,2523.797932247497,0.0,0.0,1283.0810304147508,0.0,3983.2456097170457,0.0,0.0,0.0,0.0,0.0,121.82639520293318,5266.326640131796,1.0
 ,47,3713.6448602308865,4010.736449049358,1396.5418378967322,124.13705225748731,140.93110400052043,0.0,0.0,0.0,993.0964180598985,0.0,16.794051743033123,2507.003880504464,0.0,0.0,1308.6551001536693,0.0,4057.556911964525,0.0,0.0,0.0,0.0,0.0,124.13705225748731,5366.212012118194,1.0
 ,48,2997.221731850035,3236.9994703980383,1279.610750191471,113.74317779479742,113.74317779479742,0.0,0.0,0.0,909.9454223583793,0.0,0.0,2507.003880504464,0.0,0.0,1194.1477788902234,0.0,3722.7565287205043,0.0,0.0,0.0,0.0,0.0,113.74317779479743,4916.904307610728,1.0
 ,49,2615.392124998456,2824.6234949983327,1116.5953601465442,99.25292090191505,99.25292090191506,0.0,0.0,0.0,794.0233672153204,0.0,0.0,2507.003880504464,0.0,0.0,1038.3993902099626,0.0,3252.1182811531344,0.0,0.0,0.0,0.0,0.0,99.25292090191505,4290.517671363097,1.0
