Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas SOEC - Worst fuel,1,1829.8622153356212,2299.826828017447,781.2272736549733,69.44242432488652,69.44242432488653,0.0,0.0,0.0,555.5393945990921,0.0,0.0,0.0,0.0,0.0,0.0,722.9858634297607,0.0,2278.879935589475,0.0,0.0,0.0,0.0,0.0,69.44242432488652,3001.865799019235,1.0
Profile: 2019,2,1415.4671662907685,1779.0024494364848,604.3086446629804,53.71632397004271,53.71632397004271,0.0,0.0,0.0,429.73059176034167,0.0,0.0,0.0,0.0,0.0,0.0,554.5656383924263,0.0,1767.4903287250766,0.0,0.0,0.0,0.0,0.0,53.71632397004271,2322.055967117503,1.0
Location: Bornholm,3,2199.54479279828,2764.4552040634117,939.0567045752275,83.47170707335356,83.47170707335357,0.0,0.0,0.0,667.7736565868285,0.0,0.0,0.0,0.0,0.0,0.0,871.5919443450556,0.0,2736.7334429852567,0.0,0.0,0.0,0.0,0.0,83.47170707335356,3608.325387330312,1.0
Fuel: MeOH,4,2792.248933892979,3509.383905985711,1192.1012433119856,105.96455496106539,105.96455496106539,0.0,0.0,0.0,847.7164396885231,0.0,0.0,0.0,0.0,0.0,0.0,1109.5920708342023,0.0,3471.0569565921032,0.0,0.0,0.0,0.0,0.0,105.96455496106539,4580.649027426305,1.0
Electrolyser: SOEC,5,3713.6448602308437,4667.422501929475,2344.3980452334085,208.39093735408076,140.93110400051881,0.0,0.0,0.0,1667.127498832646,67.45983335356195,0.0,67.45983335356195,0.0,0.0,0.0,2139.2363741062227,0.0,6932.5253580555,0.0,0.0,0.0,0.0,0.0,208.39093735408076,9071.761732161722,1.0
CO2 capture: None,6,3713.6448602308437,4667.422501929475,2524.7188453660547,224.41945292142708,140.93110400051881,0.0,0.0,0.0,1795.3556233714166,83.48834892090827,0.0,150.94818227447007,0.0,0.0,0.0,2188.771734411321,0.0,7590.939476893412,0.0,4.3655745685100555e-11,-2.8584119198577743e-11,0.0,-2.8584119198577743e-11,224.41945292142708,9779.711211304717,1.0
CO2taxWTTup: 0,7,3713.6448602308437,4667.422501929475,2524.7188453660547,224.41945292142708,140.93110400051881,0.0,0.0,0.0,1795.3556233714166,83.48834892090827,0.0,234.43653119537834,0.0,0.0,0.0,2188.771734411321,0.0,7590.939476893412,0.0,0.0,1.4725152314418838e-11,0.0,-1.3858966884158906e-11,224.41945292142708,9779.711211304719,1.0
CO2taxWTTop: 0,8,3713.6448602308437,4667.422501929475,2524.7188453660547,224.41945292142708,140.93110400051881,0.0,0.0,0.0,1795.3556233714166,83.48834892090827,0.0,317.9248801162865,0.0,0.0,0.0,2188.771734411321,0.0,7590.939476893412,0.0,0.0,1.3858966884158906e-11,0.0,0.0,224.41945292142708,9779.711211304719,1.0
CO2WTTop_treshhold -1,9,3713.6448602308437,4667.422501929475,2524.7188453660547,224.41945292142708,140.93110400051881,0.0,0.0,0.0,1795.3556233714166,83.48834892090827,0.0,401.41322903719475,0.0,0.0,0.0,2188.771734411321,0.0,7590.939476893412,0.0,0.0,1.5461409930139767e-10,1.5461409930139767e-10,0.0,224.41945292142708,9779.711211304733,1.0
Renewable criterion: None,10,3713.6448602308437,4667.422501929475,2524.7188453660547,224.41945292142708,140.93110400051881,0.0,0.0,0.0,1795.3556233714166,83.48834892090827,0.0,484.901577958103,0.0,423.92589213060086,0.0,2188.771734411321,0.0,7590.939476893412,0.0,423.92589213061547,0.0,0.0,0.0,224.41945292142708,9779.711211304719,1.0
