Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1739,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,111325.07855055496,4506.490845427076,146517.7249436539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14464.519134559247,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1740,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,111325.07855055496,6073.965922097364,143993.8513697374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64596.683200629464,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1741,52101.06288778122,65482.210186828845,32528.406164022545,2891.4138812464485,1977.2112274405904,0.0,0.0,0.0,914.2026538058581,0.0,112239.28120436084,4114.622076259505,121735.12910357464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2891.4138812464485,125849.75117983414,1.0
 ,1742,52101.06288778122,65482.210186828845,25818.162865129445,2294.9478102337284,1977.2112274405904,0.0,0.0,0.0,317.73658279313804,0.0,112557.01778715398,3526.8189225081464,95978.1442745773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294.9478102337284,99504.96319708545,1.0
 ,1743,52101.06288778122,65482.210186828845,18909.97964247115,1680.887079330769,1977.2112274405904,0.0,0.0,0.0,0.0,296.324148109823,112260.69363904416,2547.146999589217,70114.4497766062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.887079330769,72661.59677619541,1.0
 ,1744,52101.06288778122,65482.210186828845,0.0,0.0,1977.2112274405904,0.0,0.0,0.0,0.0,1977.2112274405904,110283.48241160356,1371.5406920865016,33158.553165728044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34530.09385781454,0.0,0.0,0.0,0.0,0.0,1.0
 ,1745,52101.06288778122,65482.210186828845,8304.23456557788,738.1541836069227,1977.2112274405904,0.0,0.0,0.0,0.0,1239.0570438336676,109044.42536776989,391.8687691675719,31517.152549065442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.1541836069229,31909.021318233015,1.0
 ,1746,52101.06288778122,65482.210186828845,0.0,0.0,1977.2112274405904,0.0,0.0,0.0,0.0,1977.2112274405904,107067.21414032929,0.0,62006.05670227144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62006.05670227144,0.0,0.0,0.0,0.0,0.0,1.0
 ,1747,52101.06288778122,65482.210186828845,28135.3485037906,2500.919867003609,1977.2112274405904,0.0,0.0,0.0,523.7086395630187,0.0,107590.92277989231,0.0,108602.36274700463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.919867003609,108602.36274700462,1.0
 ,1748,52101.06288778122,65482.210186828845,32899.28970443633,2924.3813070610067,1977.2112274405904,0.0,0.0,0.0,947.1700796204163,0.0,108538.09285951272,0.0,127305.86056413979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924.3813070610067,127305.86056413977,1.0
 ,1749,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,108538.09285951272,0.0,132472.11401036894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47000.979919163656,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1750,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,108538.09285951272,0.0,145234.4083945058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59763.27430330051,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1751,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,5635.222467483223,4478.538488633851,109694.77683836212,0.0,140769.52283383757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3133.895206289964,140769.52283383757,1.0
 ,1752,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,110851.46081721148,0.0,154932.9493967146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18373.252742192853,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1753,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,112008.14479606085,0.0,161318.4232708596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24758.726616337866,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1754,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,112008.14479606085,0.0,146694.41535204867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61223.28126084339,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1755,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,112008.14479606085,0.0,108490.3003947317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23019.16630352642,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1756,52101.06288778122,65482.210186828845,19872.642185912624,1766.4570831922333,1977.2112274405904,0.0,0.0,0.0,0.0,210.7541442483573,111797.39065181249,0.0,76360.62759936927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.4570831922335,76360.62759936927,1.0
 ,1757,52101.06288778122,65482.210186828845,0.0,0.0,1977.2112274405904,0.0,0.0,0.0,69408.54792307162,71385.75915051221,109820.17942437192,0.0,65244.03504768731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65244.03504768731,1.0
 ,1758,52101.06288778122,65482.210186828845,0.0,0.0,1977.2112274405904,0.0,0.0,0.0,0.0,1977.2112274405904,107842.96819693132,0.0,63703.52669409039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63703.52669409039,0.0,0.0,0.0,0.0,0.0,1.0
 ,1759,52101.06288778122,65482.210186828845,17574.999539979086,1562.2221813314743,1977.2112274405904,0.0,0.0,0.0,0.0,414.9890461091161,107427.97915082221,4898.3596145946485,62633.576117775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.2221813314743,67531.93573236965,1.0
 ,1760,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,107427.97915082221,13323.538151697445,79363.68638883486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7216.090449327021,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1761,52101.06288778122,65482.210186828845,34107.12901895031,3031.7448016844723,1977.2112274405904,0.0,0.0,0.0,1054.533574243882,0.0,108482.51272506609,23708.060534638098,108339.84428046773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.7448016844723,132047.90481510584,1.0
 ,1762,52101.06288778122,65482.210186828845,28955.15557189684,2573.7916063908306,1977.2112274405904,0.0,0.0,0.0,596.58037895024,0.0,109079.09310401633,26647.07630339489,85173.89453783198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2573.7916063908306,111820.97084122685,1.0
 ,1763,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,109079.09310401633,28214.55138006517,133162.1197502418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75905.53703910169,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1764,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,110235.77708286571,28410.485764648958,141738.68128010846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33589.47039023567,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1765,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,110235.77708286571,12735.734997946085,148866.49040403203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76131.09131077283,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1766,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,111392.46106171508,22728.38861171917,162682.97647482145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48851.66843201888,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1767,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,112549.14504056444,39186.87691675719,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65572.22755971427,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1768,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,113705.82901941381,27430.813841730032,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53816.16448468712,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1769,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,113705.82901941381,5682.097152929792,162941.53912979143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83152.50219151595,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1770,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,114862.5129982632,0.0,162939.78358738887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26380.086932867125,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1771,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.6839788493671,0.0,116019.19697711257,0.0,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26385.350642957084,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1772,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,117175.88095596194,0.0,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26385.350642957084,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1773,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,118332.56493481131,0.0,162869.14731859532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26309.450664073578,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1774,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,118332.56493481131,0.0,162676.15876746588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77205.0246762606,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1775,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,119489.24891366069,0.0,162674.7157880631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26115.019133541355,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1776,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.6839788493817,0.0,120645.93289251007,0.0,162931.9343783328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26372.237723811035,0.0,0.0,0.0,3133.8952062899634,136559.69665452177,1.0
 ,1777,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,121802.61687135944,0.0,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26385.350642957084,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1778,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,122959.3008502088,0.0,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26385.350642957084,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1779,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.6839788493817,0.0,124115.98482905819,0.0,160506.83133879158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23947.13468426981,0.0,0.0,0.0,3133.8952062899634,136559.69665452177,1.0
 ,1780,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,124115.98482905819,0.0,157671.7572199393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72200.623128734,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1781,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,2981.088928441905,1824.404949592532,125272.66880790757,0.0,138274.63730713874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3133.8952062899634,138274.63730713874,1.0
 ,1782,52101.06288778122,65482.210186828845,31220.04437359983,2775.115055431096,1977.2112274405904,0.0,0.0,0.0,797.9038279905055,0.0,126070.57263589808,0.0,120713.05010386845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775.1150554310966,120713.05010386846,1.0
 ,1783,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,126070.57263589808,6073.965922097364,102338.42610987632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22941.257940768402,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1784,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,126070.57263589808,9012.981690854152,87251.94150958372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10793.789109232586,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1785,52101.06288778122,65482.210186828845,0.0,0.0,1977.2112274405904,0.0,0.0,0.0,0.0,1977.2112274405904,124093.36140845748,17438.160227956945,72796.99628702404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90235.15651498099,0.0,0.0,0.0,0.0,0.0,1.0
 ,1786,52101.06288778122,65482.210186828845,25280.17014144157,2247.1262347948064,1977.2112274405904,0.0,0.0,0.0,269.91500735421596,0.0,124363.27641581169,16850.35707420559,80542.41680119662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2247.1262347948064,97392.7738754022,1.0
 ,1787,52101.06288778122,65482.210186828845,22876.607287335537,2033.4762033187144,1977.2112274405904,0.0,0.0,0.0,56.26497587812401,0.0,124419.54139168981,19005.635304627234,68950.61727428503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2033.4762033187149,87956.25257891227,1.0
 ,1788,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,124419.54139168981,27430.813841730032,80222.42859019942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22182.108340724164,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1789,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,124419.54139168981,17046.291458789376,70746.1901743683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2321.3475419523893,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1790,52101.06288778122,65482.210186828845,19296.781069073448,1715.2694283620842,1977.2112274405904,0.0,0.0,0.0,0.0,261.94179907850616,124157.59959261131,11168.259921275798,62979.62133663894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715.2694283620842,74147.88125791473,1.0
 ,1791,52101.06288778122,65482.210186828845,19140.195359722456,1701.3506986419961,1977.2112274405904,0.0,0.0,0.0,0.0,275.86052879859426,123881.73906381271,5290.22838376222,68255.97228597132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701.3506986419961,73546.20066973355,1.0
 ,1792,52101.06288778122,65482.210186828845,20658.57401677341,1836.3176903798587,1977.2112274405904,0.0,0.0,0.0,0.0,140.89353706073166,123740.84552675197,1175.6063075027155,78204.96435194912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836.3176903798587,79380.57065945183,1.0
 ,1793,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,123740.84552675197,0.0,99097.47782072393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13626.343729518645,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1794,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,123740.84552675197,0.0,118483.5117362825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33012.37764507721,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1795,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,124897.52950560136,0.0,143379.06799835232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6819.371343830571,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1796,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,126054.21348445072,0.0,162674.6297194749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26114.933064953162,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1797,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.6839788493671,0.0,127210.89746330009,0.0,162846.9439258403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26287.24727131857,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1798,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,128367.58144214946,0.0,162747.5354775038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26187.83882298207,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1799,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,128367.58144214946,0.0,162834.72241521752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77363.58832401223,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1800,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,129524.26542099882,0.0,162918.0439988696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26358.347344347858,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1801,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,130680.94939984819,0.0,162943.7549367535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26384.058282231766,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1802,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,131837.63337869756,0.0,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26385.350642957084,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1803,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,131837.63337869756,0.0,162905.95829557293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77434.82420436764,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1804,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,132994.31735754697,0.0,162691.70723992793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26132.010585406184,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1805,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,132994.31735754697,0.0,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77473.91320627354,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1806,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,134151.00133639635,0.0,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26385.350642957084,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1807,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.6839788493526,0.0,135307.6853152457,18613.766535459665,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44999.11717841675,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1808,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,136464.3692940951,54273.824529708705,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80659.1751726658,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1809,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.6839788493526,0.0,137621.05327294444,65050.21568181693,162635.3801806274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91125.89920792259,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1810,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,137621.05327294444,51922.61191470327,162832.08936452278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129283.56718802077,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1811,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,138777.73725179382,53294.15260678978,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79679.50324974686,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1812,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,139934.4212306432,68381.10021974129,162830.7383100309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94652.14187525044,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1813,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,141091.10520949258,57996.57783680063,162872.07853820376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84308.95972048264,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1814,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,141091.10520949258,41929.958300930186,162877.30561195724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119336.12982168215,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1815,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,142247.78918834194,24491.79807297324,162936.455111061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50868.55652951248,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1816,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,143404.47316719132,8425.178537102795,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34810.52918005988,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1817,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,144561.1571460407,1763.4094612540732,162945.04729747883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28148.760104211156,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1818,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,144561.1571460407,0.0,162925.05445607353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77453.92036486825,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1819,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,145717.84112489005,0.0,162937.7168013222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26378.020146800467,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
 ,1820,52101.06288778122,65482.210186828845,22243.62630870664,1977.2112274405904,1977.2112274405904,0.0,0.0,0.0,0.0,0.0,145717.84112489005,0.0,162814.42503204392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77343.29094083863,0.0,0.0,0.0,1977.2112274405904,85471.13409120528,1.0
 ,1821,52101.06288778122,65482.210186828845,35256.32107076209,3133.8952062899634,1977.2112274405904,0.0,0.0,0.0,1156.683978849373,0.0,146874.52510373943,0.0,162808.95161566304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26249.254961141298,0.0,0.0,0.0,3133.8952062899634,136559.69665452174,1.0
