Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_AEC,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas AEC - Bench fuel,1,1030.7490420295305,1295.4769380699015,440.0600532535245,39.11644917809107,39.116449178091074,0.0,222.02496553484485,0.0,312.93159342472853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949.099319202069,0.0,0.0,0.0,0.0,0.0,39.11644917809107,1949.099319202069,1.0
Profile: 2019,2,799.4449091757789,1004.7668257400499,341.30884915736186,30.338564369543278,30.33856436954328,0.0,172.20169136152762,0.0,242.70851495634622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.7137777261487,0.0,0.0,0.0,0.0,0.0,30.338564369543278,1511.7137777261487,1.0
Location: Bornholm,3,1237.838523475155,1555.7533355152218,528.47324067087,46.975399170744005,46.975399170744005,0.0,266.63236569314296,0.0,375.80319336595204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.6960618047287,0.0,0.0,0.0,0.0,0.0,46.975399170744005,2340.6960618047283,1.0
Fuel: MeOH,4,1569.9768017448387,1973.194887438868,670.2737978027035,59.579893138018086,59.579893138018086,0.0,338.1754734513906,0.0,476.6391451041447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968.7543627678074,0.0,0.0,0.0,0.0,0.0,59.579893138018086,2968.7543627678074,1.0
Electrolyser: AEC,5,2131.5469451919544,2678.9934283833304,1330.7589516742469,118.28968459326639,80.89122022189335,0.0,671.4122497513799,0.0,946.3174767461311,37.398464371373045,0.0,37.398464371373045,0.0,0.0,0.0,0.0,0.0,5929.307746632941,0.0,0.0,0.0,0.0,0.0,118.28968459326639,5929.307746632942,1.0
CO2 capture: None,6,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572545,0.0,85.8892013970985,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
CO2taxWTTup: 0,7,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572546,0.0,134.37993842282395,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
CO2taxWTTop: 0,8,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572545,0.0,182.87067544854986,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,-9.573628439715034e-13,9.573628439715034e-13,129.3819572476188,6492.441631283187,1.0
CO2WTTop_treshhold -1,9,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572545,0.0,231.3614124742753,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,1.7232531191487044e-11,1.818989403545855e-11,0.0,129.3819572476188,6492.441631283189,1.0
Renewable criterion: None,10,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572545,0.0,279.85214950000056,0.0,299.53609251873996,0.0,0.0,0.0,6492.441631283188,0.0,299.5360925187406,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
Renewable application: 0,11,0.0,0.0,1455.5470190357114,129.3819572476188,0.0,0.0,734.3719893374843,0.0,1035.0556579809504,129.3819572476188,0.0,409.23410674761936,0.0,851.8057631001668,0.0,0.0,0.0,6492.441631283188,0.0,775.7680160915879,0.0,0.0,0.0,129.3819572476188,6568.479378291767,1.0
 ,12,0.0,0.0,1455.5470190357114,129.3819572476188,0.0,0.0,734.3719893374843,0.0,1035.0556579809504,129.3819572476188,0.0,538.6160639952382,0.0,468.02514456053126,0.0,0.0,0.0,6492.441631283188,0.0,391.9873975519522,0.0,0.0,0.0,129.3819572476188,6568.479378291767,1.0
 ,13,0.0,0.0,1455.5470190357114,129.3819572476188,0.0,0.0,734.3719893374843,0.0,1035.0556579809504,129.3819572476188,0.0,667.998021242857,0.0,383.7806185396356,0.0,0.0,0.0,6492.441631283188,0.0,307.74287153105706,0.0,0.0,0.0,129.3819572476188,6568.479378291767,1.0
 ,14,0.0,0.0,1455.5470190357114,129.3819572476188,0.0,0.0,734.3719893374843,0.0,1035.0556579809504,129.3819572476188,0.0,797.3799784904759,0.0,224.652069389055,0.0,0.0,0.0,6492.441631283188,0.0,148.61432238047655,0.0,0.0,0.0,129.3819572476188,6568.479378291767,1.0
 ,15,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572545,0.0,845.8707155162014,0.0,159.12854915058062,0.0,0.0,0.0,6492.441631283188,0.0,159.12854915058142,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
 ,16,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572546,0.0,894.3614525419268,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
 ,17,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572545,0.0,942.8521895676523,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.38195724761883,6492.441631283189,1.0
 ,18,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572546,0.0,991.3429265933781,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
 ,19,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572546,0.0,1039.8336636191036,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
 ,20,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572546,0.0,1088.324400644829,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
 ,21,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572546,0.0,1136.8151376705543,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
 ,22,2131.5469451919544,2678.9934283833304,1455.5470190357114,129.3819572476188,80.89122022189335,0.0,734.3719893374843,0.0,1035.0556579809504,48.49073702572546,0.0,1185.3058746962797,0.0,0.0,0.0,0.0,0.0,6492.441631283188,0.0,0.0,0.0,0.0,0.0,129.3819572476188,6492.441631283187,1.0
 ,23,2131.5469451919544,2678.9934283833304,1429.1961407336546,127.03965695410264,80.89122022189335,0.0,721.0770928714865,0.0,1016.3172556328211,46.1484367322093,0.0,1231.4543114284888,0.0,0.0,0.0,0.0,0.0,6373.527437194422,0.0,0.0,0.0,0.0,0.0,127.03965695410264,6373.5274371944215,1.0
 ,24,2131.5469451919544,2678.9934283833304,1413.5976323134716,125.65312287230859,80.89122022189335,0.0,713.2071254232235,0.0,1005.2249829784687,44.76190265041524,0.0,1276.2162140789042,0.0,0.0,0.0,0.0,0.0,6303.1357016131415,0.0,0.0,0.0,0.0,0.0,125.65312287230859,6303.1357016131415,1.0
 ,25,2131.5469451919544,2678.9934283833304,1413.9005159721157,125.68004586418807,80.89122022189335,0.0,713.3599403251314,0.0,1005.4403669135046,44.78882564229473,0.0,1321.005039721199,0.0,0.0,0.0,0.0,0.0,6304.502531430254,0.0,0.0,0.0,0.0,0.0,125.68004586418807,6304.502531430253,1.0
 ,26,2131.5469451919544,2678.9934283833304,1409.8115865804173,125.31658547381488,80.89122022189335,0.0,711.2969391493732,0.0,1002.5326837905191,44.42536525192153,0.0,1365.4304049731204,0.0,0.0,0.0,0.0,0.0,6286.050328899239,0.0,0.0,0.0,0.0,0.0,125.31658547381488,6286.050328899239,1.0
 ,27,2131.5469451919544,2678.9934283833304,1284.8720773896305,114.2108513235227,80.89122022189335,0.0,648.2607921123148,0.0,913.6868105881816,33.31963110162935,0.0,1398.7500360747497,0.0,0.0,0.0,0.0,0.0,5722.233029340436,0.0,0.0,0.0,0.0,0.0,114.2108513235227,5722.233029340436,1.0
