Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_AEC,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,16,3719.7794136251655,4675.132596359497,2488.7773289786246,221.22465146476665,141.1639074631413,0.0,1255.6711217140153,0.0,1769.7972117181332,80.06074400162535,0.0,1788.750751652762,0.0,0.0,0.0,0.0,11098.46668562935,0.0,0.0,0.0,1.9147256879430067e-12,5.7441770638290205e-12,221.22465146476665,11098.466685629352,1.0
 ,17,3719.7794136251655,4675.132596359497,2488.7773289786246,221.22465146476665,141.1639074631413,0.0,1255.6711217140153,0.0,1769.7972117181332,80.06074400162535,0.0,1868.8114956543873,0.0,0.0,0.0,0.0,11098.46668562935,0.0,0.0,0.0,3.8294513758860134e-12,1.9147256879430067e-12,221.22465146476665,11098.466685629353,1.0
 ,18,3719.7794136251655,4675.132596359497,2488.7773289786246,221.22465146476665,141.1639074631413,0.0,1255.6711217140153,0.0,1769.7972117181332,80.06074400162535,0.0,1948.8722396560127,0.0,0.0,0.0,0.0,11098.46668562935,0.0,0.0,0.0,1.9147256879430067e-12,0.0,221.22465146476665,11098.466685629352,1.0
 ,19,3719.7794136251655,4675.132596359497,2488.7773289786246,221.22465146476665,141.1639074631413,0.0,1255.6711217140153,0.0,1769.7972117181332,80.06074400162535,0.0,2028.932983657638,0.0,0.0,0.0,0.0,11098.46668562935,0.0,0.0,-1.1165382180504419e-10,-1.2034817586936687e-10,8.69435406432268e-12,221.22465146476665,11098.46668562934,1.0
 ,20,3719.7794136251655,4675.132596359497,2488.7773289786246,221.22465146476665,141.1639074631413,0.0,1255.6711217140153,0.0,1769.7972117181332,80.06074400162515,0.0,2108.993727659263,0.0,0.0,0.0,0.0,11098.46668562935,0.0,0.0,0.0,3.0946005991656996e-12,5.59975346515698e-12,221.22465146476665,11098.466685629352,1.0
 ,21,3719.7794136251655,4675.132596359497,2488.7773289786246,221.22465146476665,141.1639074631413,0.0,1255.6711217140153,0.0,1769.7972117181332,80.06074400162535,0.0,2189.0544716608897,0.0,0.0,0.0,0.0,11098.46668562935,0.0,0.0,-2.79987673257849e-12,0.0,2.79987673257849e-12,221.22465146476665,11098.466685629352,1.0
 ,22,3719.7794136251655,4675.132596359497,2488.7773289786246,221.22465146476665,141.1639074631413,0.0,1255.6711217140153,0.0,1769.7972117181332,80.06074400162535,0.0,2269.115215662515,0.0,0.0,0.0,0.0,11098.46668562935,0.0,0.0,-2.79987673257849e-12,0.0,0.0,221.22465146476665,11098.466685629352,1.0
 ,23,3719.7794136251655,4675.132596359497,2443.731972919774,217.22061981509103,141.1639074631413,0.0,1232.9442380704565,0.0,1737.7649585207282,76.05671235194968,0.0,2345.1719280144644,0.0,0.0,0.0,0.0,10895.189506334664,0.0,0.0,0.0,0.0,0.0,217.220619815091,10895.189506334664,1.0
 ,24,3719.7794136251655,4675.132596359497,2417.067193183788,214.85041717189227,141.1639074631413,0.0,1219.4909678676604,0.0,1718.8033373751382,73.68650970875096,0.0,2418.8584377232155,0.0,0.0,0.0,0.0,10774.85876226942,0.0,0.0,0.0,0.0,0.0,214.85041717189227,10774.85876226942,1.0
 ,25,3719.7794136251655,4675.132596359497,2417.584955897108,214.8964405241874,141.1639074631413,0.0,1219.7521964152875,0.0,1719.1715241934992,73.73253306104606,0.0,2492.5909707842616,0.0,0.0,0.0,0.0,10777.195281571658,0.0,0.0,0.0,0.0,0.0,214.89644052418743,10777.19528157166,1.0
 ,26,3719.7794136251655,4675.132596359497,2410.5951592672864,214.27512526820325,141.1639074631413,0.0,1216.2256110223216,0.0,1714.201002145626,73.11121780506191,0.0,2565.7021885893237,0.0,0.0,0.0,0.0,10745.652270991448,0.0,0.0,0.0,0.0,0.0,214.27512526820323,10745.652270991446,1.0
 ,27,3719.7794136251655,4675.132596359497,2197.0180400227387,195.29049244646566,141.1639074631413,0.0,1108.4688351261389,0.0,1562.3239395717253,54.126584983324356,0.0,2619.828773572648,0.0,0.0,0.0,0.0,9781.838058818374,0.0,0.0,0.0,0.0,0.0,195.29049244646575,9781.838058818375,1.0
 ,28,3719.7794136251655,4675.132596359497,1739.8335641610768,154.6518723698735,141.1639074631413,0.0,877.8040275714019,0.0,1237.214978958988,13.487964906732223,0.0,2633.31673847938,0.0,0.0,0.0,0.0,7718.691514942432,0.0,0.0,0.0,0.0,0.0,154.65187236987353,7718.691514942433,1.0
 ,29,3147.1488791036845,3955.4330174527176,1343.6194911306643,119.43284365605906,119.43284365605905,0.0,677.9008205917911,0.0,955.4627492484725,0.0,0.0,2633.31673847938,0.0,0.0,0.0,0.0,5951.114662799569,0.0,0.0,0.0,0.0,0.0,119.43284365605908,5951.114662799569,1.0
 ,30,2130.8434401312547,2678.109241695019,909.7258784667574,80.86452253037844,80.86452253037844,0.0,458.987029882428,0.0,646.9161802430275,0.0,0.0,2633.31673847938,0.0,0.0,0.0,0.0,4029.327536709013,0.0,0.0,0.0,0.0,0.0,80.86452253037844,4029.327536709013,1.0
 ,31,1425.298873987476,1791.3592405307074,608.5061181857957,54.08943272762629,54.089432727626296,0.0,307.01162016200675,0.0,432.7154618210103,0.0,0.0,2633.31673847938,0.0,0.0,0.0,0.0,2695.1750151312535,0.0,0.0,0.0,0.0,0.0,54.08943272762629,2695.1750151312535,1.0
 ,32,3719.7794136251655,4675.132596359497,392.2187246390455,34.863886634581824,141.1639074631413,0.0,197.8874205378864,0.0,278.9110930766546,0.0,106.30002082855947,2527.0167176508207,0.0,0.0,0.0,0.0,1737.202101213773,0.0,0.0,0.0,0.0,0.0,34.86388663458184,1737.2021012137732,1.0
 ,33,898.1060224705011,1128.7671320667498,383.43046460416394,34.082707964814574,34.082707964814574,0.0,193.4534504082875,0.0,272.6616637185166,0.0,0.0,2527.0167176508207,45.190026476063196,0.0,0.0,0.0,1653.0874063332135,0.0,0.0,0.0,0.0,0.0,34.08270796481459,1698.2774328092767,1.0
