Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_AEC,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,319,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,187.53786098169655,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,1.7899132468588314e-12,134.16266164033468,6687.211381359875,1.0
 ,320,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,189.81180439932928,0.0,0.0,0.0,0.0,0.0,0.0,6687.2113813598735,0.0,0.0,1.7899132468588314e-12,0.0,134.16266164033468,6687.211381359875,1.0
 ,321,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,192.085747816962,0.0,232.51778099304158,0.0,0.0,0.0,0.0,6454.693600366833,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,322,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,194.35969123459472,0.0,1320.700996040476,0.0,0.0,0.0,0.0,5366.5103853194,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,323,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,196.63363465222744,0.0,2260.072831252364,0.0,0.0,0.0,0.0,4427.138550107512,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,324,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,198.90757806986016,0.0,2864.619061834272,0.0,0.0,0.0,0.0,3822.5923195256037,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,325,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,201.1815214874929,0.0,3617.976672251727,0.0,0.0,0.0,0.0,3069.2347091081488,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,326,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,203.4554649051256,0.0,2920.423329272602,0.0,0.0,0.0,0.0,3766.7880520872736,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,327,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,205.72940832275833,0.0,1664.8273119101775,0.0,0.0,0.0,0.0,5022.384069449698,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,328,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,208.00335174039105,0.0,260.41991471220655,0.0,0.0,0.0,0.0,6426.791466647669,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,329,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,210.27729515802378,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359875,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,330,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,212.5512385756565,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,1.7899132468588314e-12,134.16266164033468,6687.211381359875,1.0
 ,331,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,214.82518199328922,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,3.5798264937176627e-12,134.16266164033468,6687.211381359875,1.0
 ,332,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,217.09912541092194,0.0,0.0,0.0,0.0,0.0,0.0,6687.21138135987,0.0,0.0,5.369739740576494e-12,-1.7899132468588314e-12,134.16266164033468,6687.211381359875,1.0
 ,333,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,219.37306882855466,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,0.0,134.16266164033468,6687.211381359875,1.0
 ,334,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,221.6470122461874,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359875,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,335,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,223.9209556638201,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,1.7899132468588314e-12,134.16266164033468,6687.211381359875,1.0
 ,336,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,226.19489908145283,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,3.5798264937176627e-12,134.16266164033468,6687.211381359875,1.0
 ,337,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,228.46884249908555,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,5.369739740576494e-12,134.16266164033468,6687.211381359875,1.0
 ,338,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,230.74278591671828,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,7.1596529874353254e-12,134.16266164033468,6687.211381359875,1.0
 ,339,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,233.016729334351,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,8.949566234294157e-12,134.16266164033468,6687.211381359875,1.0
 ,340,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,235.29067275198372,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,1.0739479481152989e-11,134.16266164033468,6687.211381359875,1.0
 ,341,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,237.56461616961644,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,1.252939272801182e-11,134.16266164033468,6687.211381359875,1.0
 ,342,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,239.83855958724916,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,1.4319305974870651e-11,134.16266164033468,6687.211381359875,1.0
 ,343,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,242.1125030048819,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359862,0.0,0.0,1.4319305974870651e-11,0.0,134.16266164033468,6687.211381359876,1.0
 ,344,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,244.3864464225146,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,1.7899132468588314e-12,134.16266164033468,6687.211381359875,1.0
 ,345,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,246.66038984014733,0.0,93.00711239721663,0.0,0.0,0.0,0.0,6594.204268962657,0.0,0.0,1.7899132468588314e-12,0.0,134.16266164033468,6687.211381359875,1.0
 ,346,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,248.93433325778005,0.0,669.6512092599596,0.0,0.0,0.0,0.0,6017.560172099916,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,347,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,251.20827667541278,0.0,1571.8201995129612,0.0,0.0,0.0,0.0,5115.391181846914,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,348,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,253.4822200930455,0.0,2446.0870560467974,0.0,0.0,0.0,0.0,4241.124325313078,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,349,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,255.75616351067822,0.0,3376.1581800189633,0.0,0.0,0.0,0.0,3311.0532013409124,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,350,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,258.03010692831094,0.0,3106.4375540670353,0.0,0.0,0.0,0.0,3580.7738272928405,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,351,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,260.30405034594366,0.0,1869.4429591840542,0.0,0.0,0.0,0.0,4817.768422175821,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,352,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,262.5779937635764,0.0,399.93058330803143,0.0,0.0,0.0,0.0,6287.280798051844,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,353,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,264.85193718120917,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,354,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,267.1258805988419,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359875,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,355,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,269.3998240164746,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359864,0.0,0.0,1.1419169703386663e-11,-1.1419169703386663e-11,134.16266164033468,6687.211381359876,1.0
 ,356,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,271.67376743410733,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359875,0.0,0.0,0.0,-1.1419169703386663e-11,134.16266164033468,6687.211381359875,1.0
 ,357,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,273.94771085174006,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.5678686419338e-12,-9.851301061452863e-12,134.16266164033468,6687.211381359875,1.0
 ,358,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,276.2216542693728,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,-8.061387814594032e-12,134.16266164033468,6687.211381359875,1.0
 ,359,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,278.4955976870055,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.5678686419338e-12,-6.4935191726602315e-12,134.16266164033468,6687.211381359875,1.0
 ,360,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,280.7695411046382,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.5678686419338e-12,-4.925650530726432e-12,134.16266164033468,6687.211381359875,1.0
 ,361,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,283.04348452227094,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.5678686419338e-12,-3.3577818887926314e-12,134.16266164033468,6687.211381359875,1.0
 ,362,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,285.31742793990367,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.7899132468588314e-12,-1.5678686419338e-12,134.16266164033468,6687.211381359875,1.0
 ,363,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,287.5913713575364,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.5678686419338e-12,0.0,134.16266164033468,6687.211381359875,1.0
 ,364,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,289.8653147751691,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,1.6194453185865616e-12,0.0,1.6194453185865616e-12,134.16266164033468,6687.211381359875,1.0
 ,365,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,289.8653147751691,0.0,0.0,0.0,0.0,0.0,0.0,6571.767537690569,0.0,0.0,1.6194453185865616e-12,0.0,131.88871822270195,6571.767537690571,1.0
 ,366,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,289.8653147751691,0.0,0.0,0.0,0.0,0.0,0.0,6571.767537690571,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,367,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,289.8653147751691,0.0,0.0,0.0,0.0,0.0,0.0,6571.767537690571,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,368,3475.3709198813062,4367.952522255193,0.0,0.0,131.88871822270195,0.0,0.0,0.0,0.0,0.0,131.88871822270193,157.97659655246719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,369,3475.3709198813062,4367.952522255193,0.0,0.0,131.88871822270195,0.0,0.0,0.0,0.0,0.0,131.88871822270195,26.087878329765218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,370,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,26.087878329765218,0.0,9.300711239721663,0.0,0.0,0.0,0.0,6562.466826450849,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,371,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,26.087878329765218,0.0,55.80426743832997,0.0,0.0,0.0,0.0,6515.963270252241,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,372,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,26.087878329765218,0.0,139.51066859582494,0.0,0.0,0.0,0.0,6432.2568690947455,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,373,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,28.36182174739794,0.0,288.3220484313715,0.0,0.0,0.0,0.0,6398.889332928504,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,374,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,30.635765165030662,0.0,409.2312945477531,0.0,0.0,0.0,0.0,6277.980086812122,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,375,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,30.635765165030662,0.0,251.11920347248488,0.0,0.0,0.0,0.0,6320.648334218086,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,376,3475.3709198813062,4367.952522255193,1432.5843531086607,127.34083138743651,131.88871822270195,0.0,722.7865589550895,0.0,1018.7266510994921,0.0,4.5478868352654445,26.087878329765218,0.0,9.300711239721663,0.0,0.0,0.0,0.0,6335.854152737387,0.0,0.0,0.0,0.0,127.34083138743651,6345.154863977109,1.0
 ,377,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,26.087878329765218,0.0,0.0,0.0,0.0,0.0,0.0,6571.767537690571,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,378,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,26.087878329765218,0.0,0.0,0.0,0.0,0.0,0.0,6571.767537690571,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,379,3475.3709198813062,4367.952522255193,1483.748080005397,131.88871822270195,131.88871822270195,0.0,748.6003646320562,0.0,1055.1097457816156,0.0,0.0,26.087878329765218,0.0,0.0,0.0,0.0,0.0,0.0,6571.767537690571,0.0,0.0,0.0,0.0,131.88871822270195,6571.767537690571,1.0
 ,380,3475.3709198813062,4367.952522255193,1509.3299434537653,134.1626616403347,131.88871822270195,0.0,761.5072674705397,0.0,1073.3012931226776,2.2739434176327507,0.0,28.36182174739797,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,0.0,0.0,134.1626616403347,6687.211381359877,1.0
 ,381,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,30.63576516503069,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359875,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,382,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,32.90970858266341,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359875,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,383,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,35.183652000296135,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359863,0.0,0.0,1.3625124420526077e-11,-1.3625124420526077e-11,134.16266164033468,6687.211381359876,1.0
 ,384,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,37.45759541792886,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.9147256879430067e-12,-1.171039873258307e-11,134.16266164033468,6687.211381359875,1.0
 ,385,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,39.73153883556158,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.9147256879430067e-12,-9.795673044640064e-12,134.16266164033468,6687.211381359875,1.0
 ,386,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,42.0054822531943,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.9147256879430067e-12,-7.880947356697058e-12,134.16266164033468,6687.211381359875,1.0
 ,387,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,44.279425670827024,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.9147256879430067e-12,-5.966221668754052e-12,134.16266164033468,6687.211381359875,1.0
 ,388,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,46.553369088459746,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-2.1367702928680384e-12,-3.8294513758860134e-12,134.16266164033468,6687.211381359875,1.0
 ,389,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,48.82731250609247,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.9147256879430067e-12,-1.9147256879430067e-12,134.16266164033468,6687.211381359875,1.0
 ,390,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,51.10125592372519,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-1.9147256879430067e-12,0.0,134.16266164033468,6687.211381359875,1.0
 ,391,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,53.37519934135791,0.0,0.0,0.0,0.0,0.0,0.0,6687.211381359877,0.0,0.0,-2.1367702928680384e-12,2.1367702928680384e-12,134.16266164033468,6687.211381359875,1.0
 ,392,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,55.649142758990635,0.0,0.0,0.0,0.0,0.0,0.0,6687.2113813598735,0.0,0.0,2.1367702928680384e-12,0.0,134.16266164033468,6687.211381359875,1.0
 ,393,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,57.92308617662336,0.0,9.300711239721663,0.0,0.0,0.0,0.0,6677.910670120154,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,394,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,60.19702959425608,0.0,288.3220484313715,0.0,0.0,0.0,0.0,6398.889332928504,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,395,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,62.4709730118888,0.0,558.0426743832998,0.0,0.0,0.0,0.0,6129.168706976576,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,396,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,64.74491642952152,0.0,892.8682790132796,0.0,0.0,0.0,0.0,5794.3431023465955,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,397,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,67.01885984715425,0.0,957.9732576913311,0.0,0.0,0.0,0.0,5729.238123668544,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,398,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,69.29280326478697,0.0,604.546230581908,0.0,0.0,0.0,0.0,6082.665150777967,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,399,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,71.56674668241969,0.0,353.42702710942314,0.0,0.0,0.0,0.0,6333.784354250452,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
 ,400,3475.3709198813062,4367.952522255193,1509.329943453765,134.16266164033468,131.88871822270195,0.0,761.5072674705395,0.0,1073.3012931226774,2.2739434176327222,0.0,73.84069010005241,0.0,37.20284495888665,0.0,0.0,0.0,0.0,6650.008536400988,0.0,0.0,0.0,0.0,134.16266164033468,6687.211381359875,1.0
