Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas SOEC - Best fuel,1,1829.8622153356596,1976.2511925625124,781.2272736549899,69.442424324888,69.442424324888,0.0,0.0,0.0,555.539394599104,0.0,0.0,0.0,0.0,0.0,0.0,722.9858634302283,0.0,2278.879935589071,0.0,0.0,0.0,0.0,0.0,69.442424324888,3001.865799019299,1.0
Profile: 2019,2,1415.4671662907963,1528.7045395940602,604.3086446629923,53.71632397004376,53.71632397004376,0.0,0.0,0.0,429.7305917603501,0.0,0.0,0.0,0.0,0.0,0.0,554.565638392785,0.0,1767.4903287247632,0.0,0.0,0.0,0.0,0.0,53.71632397004376,2322.0559671175483,1.0
Location: Bornholm,3,2199.5447927983278,2375.5083762221943,939.056704575248,83.47170707335538,83.47170707335538,0.0,0.0,0.0,667.773656586843,0.0,0.0,0.0,0.0,0.0,0.0,871.5919443456194,0.0,2736.7334429847715,0.0,0.0,0.0,0.0,0.0,83.47170707335538,3608.32538733039,1.0
Fuel: MeOH,4,2792.248933893042,3015.6288486044855,1192.1012433120122,105.96455496106776,105.96455496106778,0.0,0.0,0.0,847.7164396885421,0.0,0.0,0.0,0.0,0.0,0.0,1109.59207083492,0.0,3471.056956591488,0.0,0.0,0.0,0.0,0.0,105.96455496106776,4580.649027426407,1.0
Electrolyser: SOEC,5,3713.6448602308883,4010.7364490493596,2344.398045233448,208.3909373540843,140.93110400052052,0.0,0.0,0.0,1667.1274988326743,67.45983335356378,0.0,67.45983335356378,0.0,0.0,0.0,2139.2363741076065,0.0,6932.52535805427,0.0,0.0,0.0,0.0,0.0,208.3909373540843,9071.761732161876,1.0
CO2 capture: None,6,3713.6448602310757,4010.736449049562,2524.7188453660774,224.41945292142913,140.93110400052763,0.0,0.0,0.0,1795.355623371433,83.4883489209015,0.0,150.9481822744653,0.0,0.0,0.0,2188.771734412737,0.0,7590.939476892066,0.0,0.0,0.0,0.0,0.0,224.41945292142913,9779.711211304802,1.0
CO2taxWTTup: 0,7,3713.6448602308883,4010.7364490493596,2524.7188453660774,224.41945292142913,140.93110400052052,0.0,0.0,0.0,1795.355623371433,83.4883489209086,0.0,234.43653119537396,0.0,0.0,0.0,2188.771734412737,0.0,7590.939476892066,0.0,0.0,-6.061606243401045e-12,0.0,-6.061606243401045e-12,224.41945292142913,9779.711211304808,1.0
CO2taxWTTop: 0,8,3713.6448602308883,4010.7364490493596,2524.7188453660774,224.41945292142913,140.93110400052052,0.0,0.0,0.0,1795.355623371433,83.4883489209086,0.0,317.92488011628257,0.0,0.0,0.0,2188.771734412737,0.0,7590.939476892066,0.0,0.0,-6.061606243401045e-12,0.0,-1.212321248680209e-11,224.41945292142913,9779.711211304808,1.0
CO2WTTop_treshhold -1,9,3713.6448602308883,4010.7364490493596,2524.7188453660774,224.41945292142913,140.93110400052052,0.0,0.0,0.0,1795.355623371433,83.4883489209086,0.0,401.413229037191,0.0,0.0,0.0,2188.771734412737,0.0,7590.939476892066,0.0,0.0,-1.7885291131711865e-10,-1.9097612380392075e-10,0.0,224.41945292142913,9779.71121130479,1.0
Renewable criterion: None,10,3713.6448602308883,4010.7364490493596,2524.7188453660774,224.41945292142913,140.93110400052052,0.0,0.0,0.0,1795.355623371433,83.4883489209086,0.0,484.9015779580996,0.0,423.9258921306024,0.0,2188.771734412737,0.0,7590.939476892066,0.0,423.92589213059694,0.0,0.0,0.0,224.41945292142913,9779.711211304808,1.0
