Informations,Time,Biomass wheat 2,Biochar,DME-W2,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_Wheat-2,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,4007,6075.538444231871,1168.3727777368981,3338.2079363911375,6484.4311351659835,576.3938786814208,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4611.151029451366,68.2952582261496,0.0,15101.872882758504,0.0,0.0,0.0,0.0,21929.532350765414,0.0,0.0,0.0,0.0,0.0,576.3938786814207,21929.532350765414,1.0
 ,4008,6075.538444231871,1168.3727777368981,3338.2079363911375,5268.163884883915,468.28123421190355,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,3746.2498736952284,0.0,39.817386243368446,15062.055496515135,0.0,0.0,0.0,0.0,18164.84169904964,0.0,0.0,0.0,0.0,0.0,468.28123421190355,18164.84169904964,1.0
 ,4009,6075.538444231871,1168.3727777368981,3338.2079363911375,3291.494510644013,292.5772898350234,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,2340.6183186801873,0.0,215.5213306202495,14846.534165894886,0.0,0.0,0.0,0.0,12150.82512792474,0.0,0.0,0.0,0.0,0.0,292.5772898350234,12150.825127924738,1.0
 ,4010,6075.538444231871,1168.3727777368981,3338.2079363911375,2405.432972121626,213.81626418858897,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,1710.5301135087118,0.0,294.2823562666831,14552.251809628202,0.0,0.0,0.0,0.0,9454.982896970376,0.0,0.0,0.0,0.0,0.0,213.81626418858897,9454.982896970376,1.0
 ,4011,6075.538444231871,1168.3727777368981,3338.2079363911375,2116.499861733891,188.13332104301253,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,1505.0665683441002,0.0,319.9652994122595,14232.286510215943,0.0,0.0,0.0,0.0,8575.903908615692,0.0,0.0,0.0,0.0,0.0,188.13332104301253,8575.903908615692,1.0
 ,4012,6075.538444231871,1168.3727777368981,3338.2079363911375,2481.5645535888702,220.58351587456625,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,1764.66812699653,0.0,287.51510458070584,13944.771405635238,0.0,0.0,0.0,0.0,9686.613233584467,0.0,0.0,0.0,0.0,0.0,220.58351587456625,9686.613233584467,1.0
 ,4013,6075.538444231871,1168.3727777368981,3338.2079363911375,2648.9393363051986,235.4612743382399,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,1883.690194705919,0.0,272.63734611703217,13672.134059518206,860.8693717563011,0.0,0.0,0.0,9334.981638242594,0.0,0.0,0.0,0.0,0.0,235.4612743382399,10195.851009998896,1.0
 ,4014,6075.538444231871,1168.3727777368981,3338.2079363911375,3508.24851556445,311.8443124946178,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,2494.7544999569423,0.0,196.25430796065427,13475.879751557552,2945.079429692609,0.0,0.0,0.0,9865.21975820256,0.0,0.0,0.0,0.0,0.0,311.8443124946178,12810.299187895169,1.0
 ,4015,6075.538444231871,1168.3727777368981,3338.2079363911375,5385.2780420769095,478.69138151794755,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,3829.5310521435804,0.0,29.407238937324507,13446.472512620227,6479.174745323739,0.0,0.0,0.0,12041.986776985588,0.0,0.0,0.0,0.0,0.0,478.69138151794755,18521.16152230933,1.0
 ,4016,6075.538444231871,1168.3727777368981,3338.2079363911375,5856.635053260629,520.589782512056,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4164.718260096448,12.491162056783935,0.0,13458.96367467701,12459.951433314885,0.0,0.0,0.0,7507.0554878542835,0.0,0.0,0.0,0.0,0.0,520.5897825120559,19967.00692116917,1.0
 ,4017,6075.538444231871,1168.3727777368981,3338.2079363911375,6997.942107112949,622.0392984100399,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4976.314387280319,113.94067795476786,0.0,13572.904352631778,18893.81726433566,0.0,0.0,0.0,4640.978913123298,0.0,0.0,0.0,0.0,0.0,622.0392984100398,23534.796177458957,1.0
 ,4018,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13790.778421423367,20706.173836454192,0.0,0.0,0.0,7403.798590809446,0.0,920.0337691814821,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,4019,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,14008.652490214956,22291.985837057902,0.0,0.0,0.0,7152.633165565251,0.0,2254.680344540997,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,4020,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,14226.526559006545,26505.71486723348,0.0,0.0,0.0,7024.259725995996,0.0,6340.03593514732,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,4021,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,14444.400627798133,32124.02024080092,0.0,0.0,0.0,8324.738483371497,0.0,13258.820066090262,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,4022,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879159062,0.0,14662.274696589724,32350.564812315737,0.0,0.0,0.0,7989.851249712569,0.0,13150.477403946152,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,4023,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,4668.274636754372,4450.400567962783,14880.148765381313,31852.16675498314,0.0,0.0,0.0,8506.13573493675,0.0,0.0,8557.130759954976,0.0,8557.130759954976,725.9726892468615,31801.17172996492,1.0
 ,4024,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,15098.022834172902,30674.1349831061,0.0,0.0,0.0,10124.75736428823,0.0,13608.953689312177,0.0,0.0,8557.130759954976,725.9726892468615,27189.938658082156,1.0
 ,4025,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,15315.896902964492,27955.600124928304,0.0,0.0,0.0,12209.430393815052,0.0,12975.0918606612,0.0,0.0,8557.130759954976,725.9726892468615,27189.938658082156,1.0
 ,4026,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,15533.770971756081,21431.116465301602,0.0,0.0,0.0,14020.612182520414,0.0,0.0,7868.371418799873,0.0,16425.50217875485,725.9726892468615,27583.35722902215,1.0
 ,4027,6075.538444231871,1168.3727777368981,3338.2079363911375,5944.112232970676,528.3655318196156,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4226.924254556925,20.26691136434357,0.0,15554.037883120425,10149.19680386376,0.0,0.0,0.0,10091.268640922337,0.0,0.0,0.0,0.0,16425.50217875485,528.3655318196156,20240.465444786092,1.0
 ,4028,6075.538444231871,1168.3727777368981,3338.2079363911375,2951.3232454740323,262.33984404213624,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,2098.71875233709,0.0,245.75877641313582,15308.279106707289,4259.037944478542,0.0,0.0,0.0,6856.816109166532,0.0,0.0,0.0,0.0,16425.50217875485,262.33984404213624,11115.854053645075,1.0
 ,4029,6075.538444231871,1168.3727777368981,3338.2079363911375,1095.064579173422,97.33907370430418,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,778.7125896344335,0.0,410.75954675096784,14897.519559956321,271.8534858177793,0.0,0.0,0.0,5196.333575607686,0.0,0.0,0.0,0.0,16425.50217875485,97.33907370430418,5468.187061425465,1.0
 ,4030,6075.538444231871,1168.3727777368981,3338.2079363911375,0.0,0.0,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,0.0,0.0,508.09862045527206,14389.42093950105,0.0,0.0,0.0,0.0,6128.436375958366,0.0,3991.983296668038,0.0,0.0,16425.50217875485,0.0,2136.453079290328,1.0
 ,4031,6075.538444231871,1168.3727777368981,3338.2079363911375,830.5182085160992,73.8238407569866,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,590.5907260558928,0.0,434.27477969828544,13955.146159802764,0.0,0.0,0.0,0.0,4663.30472870056,0.0,0.0,0.0,0.0,16425.50217875485,73.8238407569866,4663.30472870056,1.0
 ,4032,6075.538444231871,1168.3727777368981,3338.2079363911375,626.8891592904574,55.72348082581844,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,445.78784660654753,0.0,452.3751396294536,13502.77102017331,0.0,0.0,0.0,0.0,4043.763346431545,0.0,0.0,0.0,0.0,16425.50217875485,55.72348082581844,4043.763346431545,1.0
 ,4033,6075.538444231871,1168.3727777368981,3338.2079363911375,892.8910704410704,79.36809515031737,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,634.944761202539,0.0,428.73052530495465,13074.040494868355,0.0,0.0,0.0,0.0,4853.074161107285,0.0,0.0,0.0,0.0,16425.50217875485,79.36809515031737,4853.074161107284,1.0
 ,4034,6075.538444231871,1168.3727777368981,3338.2079363911375,0.0,0.0,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,0.0,0.0,508.09862045527206,12565.941874413083,0.0,0.0,0.0,0.0,5556.337351791032,0.0,3419.8842725007044,0.0,0.0,16425.50217875485,0.0,2136.453079290328,1.0
 ,4035,6075.538444231871,1168.3727777368981,3338.2079363911375,694.7655090323378,61.75693413620781,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,494.0554730896625,0.0,446.34168631906425,12119.600188094018,0.0,0.0,0.0,0.0,4250.277140521216,0.0,0.0,0.0,0.0,16425.50217875485,61.75693413620781,4250.277140521216,1.0
 ,4036,6075.538444231871,1168.3727777368981,3338.2079363911375,5493.686902880752,488.32772470051134,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,3906.6217976040907,0.0,19.770895754760716,12099.829292339258,271.8534858177793,0.0,0.0,0.0,2974.9149256701357,0.0,0.0,0.0,16425.50217875485,0.0,488.32772470051134,19672.270590242762,1.0
 ,4037,6075.538444231871,1168.3727777368981,3338.2079363911375,2645.9471218550507,235.19529972044896,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,1881.5623977635917,0.0,272.90332073482386,11826.925971604434,7158.808459868188,0.0,0.0,0.0,3027.9387376661325,0.0,0.0,0.0,0.0,0.0,235.19529972044896,10186.747197534321,1.0
 ,4038,6075.538444231871,1168.3727777368981,3338.2079363911375,6136.977032466329,545.5090695525626,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4364.0725564205,37.410449097290496,0.0,11864.336420701726,17851.712235367508,0.0,0.0,0.0,2991.659287353082,0.0,0.0,0.0,0.0,0.0,545.5090695525626,20843.37152272059,1.0
 ,4039,6075.538444231871,1168.3727777368981,3338.2079363911375,5716.1094801218105,508.09862045527206,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,4064.7889636421764,0.0,0.0,11864.336420701726,22518.53040857272,0.0,0.0,0.0,2927.4725675684545,0.0,5918.286803580231,0.0,0.0,0.0,508.09862045527206,19527.71617256094,1.0
 ,4040,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,12082.210489493315,27411.893153292745,0.0,0.0,0.0,2307.931185299439,0.0,2529.8856805100295,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,4041,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,12300.084558284905,31670.93109777129,0.0,0.0,0.0,3173.0565389183344,0.0,7654.048978607469,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,4042,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,12517.958627076494,33392.66984128389,0.0,0.0,0.0,3281.8948898574854,0.0,9484.626073059218,0.0,0.0,0.0,725.9726892468615,27189.938658082156,1.0
 ,4043,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,1327.8437761590853,1109.9697073674959,12735.832695868083,33936.37681291945,0.0,0.0,0.0,3870.7382757077658,0.0,0.0,9117.909433923438,0.0,9117.909433923438,725.9726892468615,28689.205654703772,1.0
 ,4044,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,12953.706764659673,33166.12526976907,0.0,0.0,0.0,2659.5627806413127,0.0,8635.74939232823,0.0,0.0,9117.909433923438,725.9726892468615,27189.938658082156,1.0
 ,4045,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13171.580833451262,32214.638069406847,0.0,0.0,0.0,2693.0515040072055,0.0,7717.750915331897,0.0,0.0,9117.909433923438,725.9726892468615,27189.938658082156,1.0
 ,4046,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13389.454902242851,32169.329155103882,0.0,0.0,0.0,3175.847265865492,0.0,8155.237762887216,0.0,0.0,9117.909433923438,725.9726892468615,27189.938658082156,1.0
 ,4047,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13607.32897103444,32984.88961255722,0.0,0.0,0.0,3187.010173654123,0.0,8981.961128129187,0.0,0.0,9117.909433923438,725.9726892468615,27189.938658082156,1.0
 ,4048,6075.538444231871,1168.3727777368981,3338.2079363911375,8167.192754027192,725.9726892468615,508.09862045527206,0.0,5541.425174409288,3672.0287300302516,5807.781513974892,217.87406879158942,0.0,13825.203039826029,30945.98846892388,0.0,0.0,0.0,3036.3109185076055,0.0,0.0,6468.914980332695,0.0,15586.824414256134,725.9726892468615,27513.38440709879,1.0
