Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas - Grid conn. 2030hgp,1,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,17.885920765535644,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
Profile: 2030hgp,2,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,35.77184153107129,0.0,0.0,0.0,0.0,0.0,6491.289581533012,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
Location: Bornholm,3,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,53.65776229660693,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,6.90241514738383e-13,0.0,6.90241514738383e-13,149.7746389882376,6491.289581533012,1.0
Fuel: MeOH,4,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,71.54368306214258,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,6.90241514738383e-13,0.0,2.1908401019269754e-12,149.7746389882376,6491.289581533012,1.0
Electrolyser: SOEC,5,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,89.42960382767822,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,1.8947806286936003e-13,0.0,2.3803181647963356e-12,149.7746389882376,6491.289581533012,1.0
CO2 capture: Biogas,6,3475.3709198813062,4367.952522255193,1684.9646886176736,149.77463898823765,131.88871822270195,0.0,0.0,0.0,1198.1971119059012,17.8859207655357,0.0,107.31552459321392,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,-2.3803181647963356e-12,0.0,0.0,149.77463898823765,6491.289581533015,1.0
CO2taxWTTup: 0,7,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,125.20144535874957,0.0,0.0,0.0,0.0,0.0,6491.289581533012,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
CO2taxWTTop: 0,8,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,143.0873661242852,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
CO2WTTop_treshhold 0.037,9,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,160.97328688982086,0.0,0.0,0.0,0.0,0.0,6491.289581533012,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
Renewable criterion: None,10,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,178.8592076553565,261.2846120868634,0.0,0.0,0.0,0.0,6230.004969446149,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
Renewable application: 0,11,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,196.74512842089214,743.0281156220177,0.0,0.0,0.0,0.0,5748.261465910995,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,12,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,214.6310491864278,408.25720638572403,0.0,0.0,0.0,0.0,6083.032375147288,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,13,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,232.51696995196343,334.77090923629373,0.0,0.0,0.0,0.0,6156.518672296718,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,14,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,250.40289071749908,195.96345906514753,0.0,0.0,0.0,0.0,6295.3261224678645,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,15,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,268.2888114830347,138.80745017114617,0.0,0.0,0.0,0.0,6352.482131361866,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,16,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,286.1747322485703,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,17,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,304.0606530141059,0.0,0.0,0.0,0.0,0.0,6491.289581533012,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,18,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,321.94657377964154,0.0,0.0,0.0,0.0,0.0,6491.289581533012,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,19,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,339.83249454517716,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,20,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,357.71841531071277,0.0,0.0,0.0,0.0,0.0,6491.289581533012,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,21,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,375.6043360762484,0.0,0.0,0.0,0.0,0.0,6491.289581533012,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,22,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,393.490256841784,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,23,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,411.3761776073196,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,24,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,429.26209837285523,0.0,0.0,0.0,0.0,0.0,6491.289581533012,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
 ,25,3475.3709198813062,4367.952522255193,1684.964688617673,149.7746389882376,131.88871822270195,0.0,0.0,0.0,1198.1971119059008,17.885920765535644,0.0,447.14801913839085,0.0,0.0,0.0,0.0,0.0,6491.289581533013,0.0,0.0,0.0,0.0,149.7746389882376,6491.289581533012,1.0
