Informations,Time,MeOH biogas H2,Biogas w H2,H2O wwtp,H2_from_SOEC_A,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: MeOH Biogas - 2030hgp ren crit,1,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,66.9505792596211,0.0,0.0,0.0,0.0,2681.2843540098916,6275.208542045786,0.0,0.0,0.0,0.0,205.73548705967775,8956.492896055677,1.0
Profile: 2030hgp,2,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,133.9011585192422,0.0,0.0,0.0,0.0,2079.593615382146,7321.586342190593,0.0,423.51148715910654,0.0,423.51148715910654,205.73548705967775,8977.668470413631,1.0
Location: Bornholm,3,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,200.85173777886328,0.0,0.0,0.0,0.0,3219.9855934375455,5736.507302618132,0.0,0.0,0.0,423.51148715910654,205.73548705967775,8956.492896055677,1.0
Fuel: MeOH,4,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,267.8023170384844,0.0,0.0,0.0,0.0,4083.975888435824,4872.517007619854,0.0,0.0,0.0,423.51148715910654,205.73548705967775,8956.492896055677,1.0
Electrolyser: SOEC,5,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,334.7528962981055,0.0,0.0,0.0,0.0,8156.670075522377,498.0708859324581,0.0,0.0,317.63361536930705,105.87787178979949,205.73548705967775,8972.374576824142,1.0
CO2 capture: Biogas,6,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,401.7034755577266,0.0,0.0,0.0,0.0,8931.3469015056,0.0,0.0,0.0,26.46946794744987,79.40840384234961,205.73548705967775,8957.81636945305,1.0
CO2taxWTTup: 0,7,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,468.65405481734774,0.0,0.0,0.0,0.0,8931.3469015056,0.0,0.0,0.0,26.46946794744987,52.93893589489974,205.73548705967775,8957.81636945305,1.0
CO2taxWTTop: 0,8,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,535.6046340769689,0.0,0.0,0.0,0.0,8931.3469015056,0.0,0.0,0.0,26.46946794744987,26.46946794744987,205.73548705967775,8957.81636945305,1.0
CO2WTTop_treshhold -1,9,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967775,138.78490780005666,0.0,0.0,0.0,1645.883896477422,66.9505792596211,0.0,602.55521333659,0.0,0.0,0.0,0.0,8931.3469015056,0.0,0.0,0.0,26.46946794744987,0.0,205.73548705967775,8957.81636945305,1.0
Renewable criterion: MinPricehourly30,10,3657.0909110837206,4596.343768028719,2314.5242294213745,205.73548705967772,138.78490780005666,0.0,0.0,0.0,1645.8838964774218,66.95057925962107,0.0,669.505792596211,372.1803867021153,0.0,0.0,0.0,8931.3469015056,0.0,347.0343921520398,0.0,0.0,0.0,205.73548705967772,8956.492896055675,1.0
