Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1393,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,79505.09802149418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,339077.28238929925,0.0,35048.098708064026,1.0
 ,1394,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,69347.08975186884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806406,304029.1836812352,0.0,35048.098708064026,1.0
 ,1395,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,59189.081482243506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,268981.0849731712,0.0,35048.098708064026,1.0
 ,1396,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,49031.07321261817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806409,233932.9862651071,0.0,35048.098708064026,1.0
 ,1397,56433.379275696316,44191.22669087851,3928.109039189201,10158.008269625338,0.0,0.0,0.0,31424.87231351361,0.0,6229.899230436136,42801.17398218203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191875.26781543027,42057.71844967682,3928.109039189201,191875.26781543024,1.0
 ,1398,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,32643.165712556693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806401,7009.619741612805,0.0,35048.098708064026,1.0
 ,1399,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,30611.564058631626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,0.0,0.0,7009.619741612805,1.0
 ,1400,23086.731301269974,0.0,0.0,4155.611634228596,0.0,0.0,0.0,0.0,0.0,4155.611634228596,26455.952424403033,0.0,13621.171467749284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13621.171467749284,1.0
 ,1401,33056.35976769605,66939.1285295845,5950.144758185289,5950.144758185289,0.0,0.0,0.0,47601.15806548231,0.0,0.0,26455.952424403033,0.0,245181.08641948708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5950.144758185289,245181.08641948705,1.0
 ,1402,56433.379275696316,146096.20937931573,12986.329722605842,10158.008269625338,0.0,0.0,0.0,103890.63778084674,2828.321452980503,0.0,29284.273877383537,0.0,528501.4529486722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12986.329722605842,528501.4529486722,1.0
 ,1403,56433.379275696316,214301.72474468788,19049.042199527812,10158.008269625338,0.0,0.0,0.0,152392.3375962225,8891.033929902473,0.0,38175.30780728601,0.0,764147.7193407349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19049.042199527812,764147.7193407349,1.0
 ,1404,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,47802.27793380906,0.0,928963.8941005012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136211.7146774932,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,1405,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,57429.24806033212,0.0,1.0365711486957205e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232208.54216448806,0.0,232208.54216448806,19784.978396148388,804362.6065312324,1.0
 ,1406,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,67056.21818685517,0.0,1.0815210145392932e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215214.50919044006,70051.7389769954,0.0,302260.28114148346,19784.978396148388,796254.7663718578,1.0
 ,1407,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,76683.18831337822,0.0,1.0815210145392932e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275017.93820598593,0.0,577278.2193474694,19784.978396148388,806503.0763333073,1.0
 ,1408,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,86310.15843990128,0.0,1.0433817344295951e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238694.81429198766,0.0,815973.0336394571,19784.978396148388,804686.9201376074,1.0
 ,1409,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,95937.12856642433,0.0,986172.814265048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184210.12842099048,0.0,1.0001831620604475e6,19784.978396148388,801962.6858440576,1.0
 ,1410,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,105564.09869294737,0.0,892186.7311375781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94699.57306149538,0.0,1.0948827351219428e6,19784.978396148388,797487.1580760828,1.0
 ,1411,56433.379275696316,181973.09896456928,16175.386574628381,10158.008269625338,0.0,0.0,0.0,129403.09259702705,6017.378305003041,0.0,111581.47699795042,0.0,652454.1133051907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,16175.386574628381,652454.1133051907,1.0
 ,1412,56433.379275696316,114277.59303328508,10158.008269625341,10158.008269625338,0.0,0.0,0.0,81264.06615700273,0.0,0.0,111581.47699795042,0.0,207041.8063097891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222661.15248868975,872221.5826332531,10158.008269625341,429702.95879847894,1.0
 ,1413,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,101423.46872832508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,837173.483925189,0.0,35048.098708064026,1.0
 ,1414,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,91265.46045869974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,802125.3852171251,0.0,35048.09870806402,1.0
 ,1415,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,81107.4521890744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,767077.286509061,0.0,35048.098708064026,1.0
 ,1416,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,70949.44391944907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,732029.187800997,0.0,35048.09870806402,1.0
 ,1417,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,68917.842265524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,725019.5680593842,0.0,7009.619741612805,1.0
 ,1418,56433.379275696316,114277.59303328504,10158.008269625338,10158.008269625338,0.0,0.0,0.0,81264.0661570027,0.0,0.0,68917.842265524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440599.8959726782,284419.67208670604,10158.008269625338,440599.8959726782,1.0
 ,1419,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,58759.83399589867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064324,249371.5733786417,0.0,35048.09870806404,1.0
 ,1420,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,48601.82572627333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,214323.47467057768,0.0,35048.098708064026,1.0
 ,1421,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,38443.817456647994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064004,179275.37596251367,0.0,35048.098708064026,1.0
 ,1422,56433.379275696316,29777.37258561705,2646.87756316596,10158.008269625338,0.0,0.0,0.0,21175.02050532768,0.0,7511.130706459378,30932.686750188608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140722.94405064711,38552.43191186656,2646.87756316596,140722.94405064711,1.0
 ,1423,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,20774.67848056327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,3504.333203802533,0.0,35048.098708064026,1.0
 ,1424,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,10616.670210937937,0.0,29966.57722904842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3504.333203802533,0.0,0.0,33470.91043285095,1.0
 ,1425,56433.379275696316,151221.47932006622,13441.909272894776,10158.008269625338,0.0,0.0,0.0,107535.27418315821,3283.901003269438,0.0,13900.571214207375,0.0,546208.9758567463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13441.909272894776,546208.9758567463,1.0
 ,1426,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,23527.541340730433,0.0,869030.7396424043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76278.56021939625,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,1427,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,33154.51146725347,0.0,1.006604571466672e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213852.392043664,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,1428,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,42781.48159377652,0.0,1.0556407887505696e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250370.1041214872,0.0,250370.1041214872,19784.978396148388,805270.6846290823,1.0
 ,1429,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,52408.45172029958,0.0,1.0692619602183187e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276509.78079531074,0.0,0.0,250370.1041214872,19784.978396148388,792752.179423008,1.0
 ,1430,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,62035.42184682263,0.0,1.0706240773650936e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264639.9028019863,0.0,515010.00692347356,19784.978396148388,805984.1745631073,1.0
 ,1431,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,63242.21952085642,53615.24939433337,71662.39197334569,0.0,1.065175608777994e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211452.4713564883,0.0,726462.4782799619,19784.978396148388,853723.1374215058,1.0
 ,1432,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,81289.36209986874,0.0,1.0542786716037944e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249072.84969598707,0.0,975535.3279759489,19784.978396148388,805205.8219078074,1.0
 ,1433,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,90916.3322263918,0.0,1.0175015086408715e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224749.3292178635,0.0,0.0,975535.3279759489,19784.978396148388,792752.179423008,1.0
 ,1434,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,100543.30235291485,0.0,918066.9569263017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119347.40714599389,0.0,1.0948827351219428e6,19784.978396148388,798719.5497803077,1.0
 ,1435,56433.379275696316,185127.11123580034,16455.74322096003,10158.008269625338,0.0,0.0,0.0,131645.94576768024,6297.734951334691,0.0,106841.03730424953,0.0,663351.0504793901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,16455.74322096003,663351.0504793901,1.0
 ,1436,56433.379275696316,55171.67345218501,4904.148751305334,10158.008269625338,0.0,0.0,0.0,39233.190010442675,0.0,5253.859518320001,101587.17778592953,0.0,219300.86063076346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,4904.148751305334,219300.86063076343,1.0
 ,1437,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,91429.16951630419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,1.0598346364138788e6,0.0,35048.098708064026,1.0
 ,1438,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,81271.16124667885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,1.0247865377058147e6,0.0,35048.098708064026,1.0
 ,1439,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,71113.15297705351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,989738.4389977506,0.0,35048.098708064026,1.0
 ,1440,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,60955.14470742817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,954690.3402896866,0.0,35048.098708064026,1.0
 ,1441,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,58923.5430535031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,947680.7205480738,0.0,7009.619741612805,1.0
 ,1442,56433.379275696316,96592.17118013935,8585.970771567943,10158.008269625338,0.0,0.0,0.0,68687.76617254355,0.0,1572.037498057396,57351.505555445685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377837.33309793286,569843.3874501411,8585.970771567943,377837.33309793286,1.0
 ,1443,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,47193.49728582035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,534795.2887420771,0.0,35048.098708064026,1.0
 ,1444,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,37035.48901619501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,499747.19003401307,0.0,35048.098708064026,1.0
 ,1445,56433.379275696316,114277.59303328508,10158.008269625341,10158.008269625338,0.0,0.0,0.0,81264.06615700273,0.0,0.0,37035.48901619501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440599.8959726784,59147.29406133469,10158.008269625341,440599.8959726784,1.0
 ,1446,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,26877.480746569676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806402,24099.19535327067,0.0,35048.098708064026,1.0
 ,1447,38803.789128147684,0.0,0.0,6984.682043066583,0.0,0.0,0.0,0.0,0.0,6984.682043066583,19892.79870350309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24099.19535327067,0.0,0.0,24099.19535327067,1.0
 ,1448,56433.379275696316,9921.147491927033,881.8797770601807,10158.008269625338,0.0,0.0,0.0,7055.0382164814455,0.0,9276.128492565154,10616.670210937937,0.0,66743.74019197149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.8797770601807,66743.74019197149,1.0
 ,1449,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,20243.640337460987,0.0,854047.4510278801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61295.271604872076,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,1450,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,29870.610463984034,0.0,1.027036328668296e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234284.149245288,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,1451,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,39497.58059050709,0.0,1.0910558345667177e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284098.71918448556,0.0,284098.71918448556,19784.978396148388,806957.1153822322,1.0
 ,1452,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,49124.55071703014,0.0,1.1155739432086663e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322821.7637856582,0.0,0.0,284098.71918448556,19784.978396148388,792752.179423008,1.0
 ,1453,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,58751.5208435532,0.0,1.1169360603554412e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308746.5532689839,0.0,592845.2724534695,19784.978396148388,808189.5070864572,1.0
 ,1454,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,9626.97012652306,0.0,68378.49097007625,0.0,1.1060391231812418e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313286.94375823333,0.0,0.0,592845.2724534695,19784.978396148395,792752.1794230083,1.0
 ,1455,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,176268.9614872868,166641.99136076376,78005.46109659929,0.0,1.0924179517134926e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136211.714677492,0.0,729056.9871309615,19784.978396148388,956206.2370360006,1.0
 ,1456,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,87632.43122312234,0.0,1.0706240773650936e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277871.89794208563,0.0,0.0,729056.9871309615,19784.978396148388,792752.179423008,1.0
 ,1457,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,97259.4013496454,0.0,1.0283984458150709e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224425.0156114886,0.0,953482.0027424501,19784.978396148388,803973.4302035824,1.0
 ,1458,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,106886.37147616845,0.0,941222.9484214754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141400.7323794927,0.0,1.0948827351219428e6,19784.978396148388,799822.2160419826,1.0
 ,1459,56433.379275696316,204445.43639709073,18172.9276797414,10158.008269625338,0.0,0.0,0.0,145383.4214379312,8014.919410116059,0.0,114901.2908862845,0.0,730094.7906713616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,18172.9276797414,730094.7906713616,1.0
 ,1460,56433.379275696316,69312.46281476563,6161.107805756945,10158.008269625338,0.0,0.0,0.0,49288.86244605556,0.0,3996.900463868391,110904.39042241611,0.0,266974.96076788596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,6161.107805756945,266974.96076788596,1.0
 ,1461,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,100746.38215279077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,1.0598346364138788e6,0.0,35048.098708064026,1.0
