Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,6701,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,33216.689759784334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,346234.72011331527,0.0,35048.09870806402,1.0
 ,6702,56433.379275696316,77811.13517544535,6916.545348928476,10158.008269625338,0.0,0.0,0.0,55332.36279142781,0.0,3241.462920696862,29975.226839087474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311186.62140525127,35048.098708064026,6916.545348928476,311186.62140525127,1.0
 ,6703,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,19817.218569462137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,0.0,0.0,35048.098708064026,1.0
 ,6704,56433.379275696316,11133.215151576798,989.6191245846044,10158.008269625338,0.0,0.0,0.0,7916.952996676835,0.0,9168.389145040734,10648.829424421403,0.0,70830.09163229627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.6191245846044,70830.09163229627,1.0
 ,6705,56433.379275696316,206416.69406661013,18348.15058369868,10158.008269625338,0.0,0.0,0.0,146785.20466958944,8190.14231407334,0.0,18838.971738494743,0.0,736905.3764052363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18348.15058369868,736905.3764052363,1.0
 ,6706,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,28465.941865017798,0.0,990259.1657053728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197506.9862823648,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6707,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,38092.91199154085,0.0,1.0828831316860681e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290130.95226306014,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6708,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,47719.882118063906,0.0,1.122384528942541e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329632.3495195329,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6709,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,57346.85224458696,0.0,1.137367817557065e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344615.63813405694,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6710,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,173370.83989840318,163743.86977188013,66973.82237110987,0.0,1.1482647547312644e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191993.65497398964,0.0,191993.65497398964,19784.978396148388,956271.0997572748,1.0
 ,6711,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,76600.79249763292,0.0,1.1577995747586892e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365047.39533568104,0.0,0.0,191993.65497398964,19784.978396148388,792752.179423008,1.0
 ,6712,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,86227.76262415596,0.0,1.1659722776393385e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355447.7125869814,0.0,547441.3675609711,19784.978396148388,810524.565052357,1.0
 ,6713,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,95854.73275067902,0.0,1.160523809052239e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367771.62962923094,0.0,0.0,547441.3675609711,19784.978396148388,792752.179423008,1.0
 ,6714,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,105481.70287720207,0.0,1.1291951146764155e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320421.8430984834,0.0,867863.2106594545,19784.978396148388,808773.2715779322,1.0
 ,6715,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,115108.67300372513,0.0,1.0311226801086208e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227019.52446248836,0.0,1.0948827351219428e6,19784.978396148388,804103.1556461324,1.0
 ,6716,56433.379275696316,114277.59303328517,10158.008269625348,10158.008269625338,0.0,0.0,0.0,81264.06615700279,0.0,0.0,115108.67300372513,0.0,404548.7925921537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14759.061665148352,1.0801236734567946e6,10158.008269625348,419307.8542573022,1.0
 ,6717,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,104950.66473409979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806418,1.0450755747487304e6,0.0,35048.09870806403,1.0
 ,6718,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,94792.65646447445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,1.0100274760406663e6,0.0,35048.098708064026,1.0
 ,6719,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,84634.64819484911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,974979.3773326024,0.0,35048.09870806402,1.0
 ,6720,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,74476.63992522378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,939931.2786245383,0.0,35048.098708064026,1.0
 ,6721,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,64318.63165559844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806383,904883.1799164745,0.0,35048.09870806401,1.0
 ,6722,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,54160.6233859731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,869835.0812084104,0.0,35048.098708064026,1.0
 ,6723,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,44002.61511634776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,834786.9825003465,0.0,35048.09870806402,1.0
 ,6724,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,33844.606846722425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,799738.8837922824,0.0,35048.098708064026,1.0
 ,6725,37338.06768860128,0.0,0.0,6720.852183948231,0.0,0.0,0.0,0.0,0.0,6720.852183948231,27123.754662774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23188.90519607882,776549.9785962036,0.0,23188.905196078696,1.0
 ,6726,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,16965.74639314886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,741501.8798881395,0.0,35048.098708064026,1.0
 ,6727,56433.379275696316,91882.0466343963,8167.293034168561,10158.008269625338,0.0,0.0,0.0,65338.344273348484,0.0,1990.715235456777,14975.031157692083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361121.8998781424,380379.98000999715,8167.293034168561,361121.8998781424,1.0
 ,6728,56433.379275696316,114277.59303328503,10158.008269625336,10158.008269625338,0.0,0.0,0.0,81264.06615700269,0.0,0.0,14975.031157692083,0.0,57208.920164546995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380379.98000999715,0.0,10158.008269625336,437588.9001745441,1.0
 ,6729,56433.379275696316,189858.12964264696,16876.27819045751,10158.008269625338,0.0,0.0,0.0,135010.22552366008,6718.2699208321665,0.0,21693.30107852425,0.0,679696.4562406893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16876.27819045751,679696.4562406893,1.0
 ,6730,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,31320.271205047306,0.0,954844.1198892246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162091.94046621665,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6731,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,40947.24133157044,0.0,1.0583650230441194e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265612.84362111136,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6732,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,50574.211458093494,0.0,1.103314888887692e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310562.7094646839,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6733,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,60201.18158461654,0.0,1.122384528942541e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329632.3495195329,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6734,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,69828.1517111396,0.0,1.1360057004102902e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326908.11522598297,0.0,326908.11522598297,19784.978396148388,809097.5851843072,1.0
 ,6735,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,79455.12183766263,0.0,1.1509889890248145e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358236.80960180645,0.0,0.0,326908.11522598297,19784.978396148388,792752.179423008,1.0
 ,6736,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,89082.09196418569,0.0,1.159161691905464e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348961.4404594819,0.0,675869.5556854649,19784.978396148388,810200.2514459821,1.0
 ,6737,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,98709.06209070874,0.0,1.156437457611914e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363685.2781889059,0.0,0.0,675869.5556854649,19784.978396148388,792752.179423008,1.0
 ,6738,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,144389.62400957505,134762.653883052,108336.0322172318,0.0,1.1264708803828657e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197182.67267598945,0.0,873052.2283614543,19784.978396148388,929288.2077068763,1.0
 ,6739,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,117963.00234375485,0.0,1.025674211521521e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221830.50676048856,0.0,1.0948827351219428e6,19784.978396148388,803843.7047610325,1.0
 ,6740,56433.379275696316,114277.59303328513,10158.008269625345,10158.008269625338,0.0,0.0,0.0,81264.06615700276,0.0,0.0,117963.00234375485,0.0,407273.02688570356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11891.446619306225,1.0829912885026366e6,10158.008269625345,419164.4735050099,1.0
 ,6741,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,107804.99407412951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,1.0479431897945725e6,0.0,35048.098708064026,1.0
 ,6742,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,97646.98580450418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,1.0128950910865086e6,0.0,35048.09870806402,1.0
 ,6743,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,87488.97753487884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,977846.9923784445,0.0,35048.098708064026,1.0
 ,6744,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,77330.9692652535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,942798.8936703806,0.0,35048.09870806402,1.0
 ,6745,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,67172.96099562815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,907750.7949623165,0.0,35048.098708064026,1.0
 ,6746,56433.379275696316,114277.59303328508,10158.008269625341,10158.008269625338,0.0,0.0,0.0,81264.06615700273,0.0,0.0,67172.96099562815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440599.8959726784,467150.8989896382,10158.008269625341,440599.8959726784,1.0
 ,6747,56433.379275696316,82255.38326082788,7311.589623184701,10158.008269625338,0.0,0.0,0.0,58492.71698547761,0.0,2846.4186464406384,64326.54234918751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326958.5041573821,140192.3948322561,7311.589623184701,326958.5041573822,1.0
 ,6748,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,54168.534079562174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,105144.29612419207,0.0,35048.098708064026,1.0
 ,6749,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,44010.525809936844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806402,70096.19741612805,0.0,35048.098708064026,1.0
 ,6750,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,33852.517540311506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,35048.098708064026,0.0,35048.098708064026,1.0
 ,6751,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,23694.50927068617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,0.0,0.0,35048.098708064026,1.0
 ,6752,56433.379275696316,8709.079832277263,774.1404295357568,10158.008269625338,0.0,0.0,0.0,6193.123436286054,0.0,9383.86784008958,14310.641430596586,0.0,62657.3887516467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.1404295357568,62657.3887516467,1.0
 ,6753,56433.379275696316,189069.6265748392,16806.189028874596,10158.008269625338,0.0,0.0,0.0,134449.51223099677,6648.180759249257,0.0,20958.822189845843,0.0,676972.2219471394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16806.189028874596,676972.2219471394,1.0
 ,6754,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,30585.792316368897,0.0,945309.2998618002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152557.12043879216,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6755,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,40212.76244289195,0.0,1.0488302030166949e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256078.02359368687,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6756,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,49839.732569415006,0.0,1.0937800688602675e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301027.8894372594,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6757,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,59466.70269593806,0.0,1.1142118260618914e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321459.6466388834,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,6758,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,69093.67282246111,0.0,1.1278329975296406e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319124.5886729834,0.0,319124.5886729834,19784.978396148388,808708.4088566572,1.0
 ,6759,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,78720.64294898417,0.0,1.140092051850615e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347339.87242760696,0.0,0.0,319124.5886729834,19784.978396148388,792752.179423008,1.0
 ,6760,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,88347.61307550722,0.0,1.1482647547312644e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338583.4050554824,0.0,657707.9937284659,19784.978396148388,809681.3496757821,1.0
 ,6761,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,97974.58320203028,0.0,1.1455405204377146e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352788.34101470653,0.0,0.0,657707.9937284659,19784.978396148388,792752.179423008,1.0
 ,6762,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,107601.55332855333,0.0,1.1128497089151163e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304854.78999248415,0.0,962562.78372095,19784.978396148388,807994.9189226322,1.0
 ,6763,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,87876.25302635989,78249.28289983683,117228.52345507639,0.0,1.0052424543198971e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132319.9514009928,0.0,1.0948827351219428e6,19784.978396148388,872922.5029189043,1.0
 ,6764,56433.379275696316,114277.59303328504,10158.008269625338,10158.008269625338,0.0,0.0,0.0,81264.0661570027,0.0,0.0,117228.52345507639,0.0,403186.67544537876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16192.869188069059,1.0786898659338737e6,10158.008269625338,419379.5446334478,1.0
 ,6765,56433.379275696316,114277.59303328507,10158.00826962534,10158.008269625338,0.0,0.0,0.0,81264.06615700272,0.0,0.0,117228.52345507639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440599.8959726783,638089.9699611954,10158.00826962534,440599.8959726783,1.0
 ,6766,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,107070.51518545105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,603041.8712531313,0.0,35048.098708064026,1.0
 ,6767,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,96912.50691582571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806369,567993.7725450676,0.0,35048.098708064004,1.0
 ,6768,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,86754.49864620037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,532945.6738370035,0.0,35048.098708064026,1.0
 ,6769,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,76596.49037657504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,497897.5751289395,0.0,35048.098708064026,1.0
