Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Renewable application: 0,11,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,6578.217624631802,0.0,351735.7398993783,480887.4103462514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359568.78832204075,3892.9191107351144,0.0,3892.9191107351144,11415.725910786543,469161.44281285384,1.0
 ,12,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,7189.26593465114,0.0,370300.96440191334,474019.29458736617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375353.4621319624,0.0,0.0,3892.9191107351144,11415.725910786543,468966.7968573171,1.0
 ,13,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,7800.314244670478,0.0,368795.6759287348,445900.43514375656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345729.31421517435,0.0,0.0,3892.9191107351144,11415.725910786543,468966.7968573171,1.0
 ,14,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,8411.362554689815,0.0,362272.75921162794,406827.9901908571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300133.952545168,0.0,0.0,3892.9191107351144,11415.725910786543,468966.7968573171,1.0
 ,15,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,9022.410864709153,0.0,354244.55402134254,352875.922754506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238153.67991853144,0.0,0.0,3892.9191107351144,11415.725910786543,468966.7968573171,1.0
 ,16,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,9633.45917472849,0.0,334675.80387002195,287015.2079710907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152724.21498379554,0.0,0.0,3892.9191107351144,11415.725910786543,468966.7968573171,1.0
 ,17,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,10244.507484747828,0.0,278478.36753802426,240587.17259441342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47713.08883344824,0.0,51606.00794418335,11415.725910786543,471352.4512989895,1.0
 ,18,51832.17371463813,104960.1517721422,9329.791268634863,9329.791268634863,0.0,0.0,0.0,74638.3301490789,0.0,0.0,10244.507484747828,0.0,144507.6934251369,239934.7785271913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51606.00794418335,9329.791268634866,384442.4719523283,1.0
 ,19,43179.09941293461,87437.67631119257,7772.237894328229,7772.237894328229,0.0,0.0,0.0,62177.903154625834,0.0,0.0,10244.507484747828,0.0,1003.525648785673,270232.84584368946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51606.00794418335,0.0,7772.237894328231,322842.3794366585,1.0
 ,20,45504.15519745316,92145.91427484265,8190.747935541569,8190.747935541569,0.0,0.0,0.0,65525.98348433255,0.0,0.0,10244.507484747828,0.0,0.0,337507.1631092099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8190.747935541567,337507.16310920985,1.0
 ,21,53347.704772343226,108029.10216399503,9602.586859021781,9602.586859021781,0.0,0.0,0.0,76820.69487217425,0.0,0.0,10244.507484747828,0.0,0.0,395683.260528018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9602.586859021781,395683.260528018,1.0
 ,22,60025.98667092892,121706.59203176845,10818.363736157196,10804.677600767205,0.0,0.0,0.0,86546.90988925757,13.686135389991028,0.0,10258.193620137827,0.0,0.0,445748.4491835519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10818.363736157198,445748.4491835519,1.0
 ,23,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,10869.241930157164,0.0,0.0,475206.5388083176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6239.7419510005275,0.0,0.0,0.0,11415.725910786543,468966.7968573171,1.0
 ,24,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,3444.090872720575,2833.0425627012373,11480.290240176506,0.0,0.0,477480.2741324473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571.825967801139,0.0,5571.825967801139,11415.725910786543,471908.4481646463,1.0
 ,25,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,12091.338550195844,0.0,0.0,473688.8029302305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4497.148640869972,0.0,10068.974608671111,11415.725910786543,469191.65428936057,1.0
 ,26,60025.98667092892,128426.9164963486,11415.725910786543,10804.677600767205,0.0,0.0,0.0,91325.80728629234,611.0483100193378,0.0,12702.386860215185,0.0,0.0,467609.4937880084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.7400729564558,8640.234535714655,11415.725910786543,469038.2338609649,1.0
