Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Arica - offshore,1,21471.222374688456,43479.22530874413,3864.8200274439223,3864.8200274439223,0.0,21936.7184757717,0.0,30918.56021955138,0.0,0.0,0.0,0.0,0.0,202238.785498589,0.0,0.0,0.0,0.0,0.0,0.0,3864.8200274439223,202238.785498589,1.0
Profile: 2020ma,2,32426.579899754626,65663.82429700311,5836.784381955833,5836.784381955833,0.0,33129.588151981305,0.0,46694.27505564666,0.0,0.0,0.0,0.0,0.0,305427.9827370326,0.0,0.0,0.0,0.0,0.0,0.0,5836.784381955833,305427.9827370326,1.0
Location: Arica,3,37362.637691324184,75659.34132493148,6725.274784438354,6725.274784438353,0.0,38172.65967647209,0.0,53802.19827550683,0.0,0.0,0.0,0.0,0.0,351921.01957943826,0.0,0.0,0.0,0.0,0.0,0.0,6725.274784438354,351921.01957943826,1.0
Fuel: NH3,4,19846.196247249893,40188.54740068104,3572.315324504981,3572.3153245049807,0.0,20276.46178189027,0.0,28578.52259603985,0.0,0.0,0.0,0.0,0.0,186932.5628401122,0.0,0.0,0.0,0.0,0.0,0.0,3572.315324504981,186932.56284011222,1.0
Electrolyser: AEC,5,16689.998019927498,33797.245990353185,3004.19964358695,3004.1996435869496,0.0,17051.837176999525,0.0,24033.5971486956,0.0,0.0,0.0,0.0,0.0,157204.13447457337,0.0,0.0,0.0,0.0,0.0,0.0,3004.19964358695,157204.13447457337,1.0
CO2 capture: None,6,32443.226897102733,65697.53446663303,5839.780841478492,5839.780841478492,0.0,33146.596056231916,0.0,46718.24673182794,0.0,0.0,0.0,0.0,0.0,305584.7818454917,0.0,0.0,0.0,0.0,0.0,0.0,5839.780841478492,305584.7818454917,1.0
CO2taxWTTup: 0,7,21636.943320489005,43814.81022399024,3894.6497976880214,3894.649797688021,0.0,22106.032251677207,0.0,31157.19838150417,0.0,0.0,0.0,0.0,0.0,203799.72144464348,0.0,0.0,0.0,0.0,0.0,0.0,3894.6497976880214,203799.72144464348,1.0
CO2taxWTTop: 0,8,12164.205885775145,24632.51691869467,2189.5570594395263,2189.5570594395263,0.0,12427.925869378749,0.0,17516.45647551621,0.0,0.0,0.0,0.0,0.0,114575.41550098396,0.0,0.0,0.0,0.0,0.0,0.0,2189.5570594395263,114575.41550098395,1.0
CO2WTTop_treshhold -1,9,8317.561805170393,16843.062655470043,1497.1611249306707,1497.161124930671,0.0,8497.886545106485,0.0,11977.288999445365,0.0,0.0,0.0,0.0,0.0,78343.63449051276,0.0,0.0,0.0,0.0,0.0,0.0,1497.161124930671,78343.63449051276,1.0
Renewable criterion: None,10,4658.341100898229,9433.140729318913,838.5013981616812,838.5013981616813,0.0,4759.333935965702,0.0,6708.01118529345,0.0,0.0,0.0,0.0,0.0,43877.20597567923,0.0,0.0,0.0,0.0,0.0,0.0,838.5013981616812,43877.20597567922,1.0
Renewable application: 0,11,8915.198205472796,18053.27636608241,1604.735676985103,1604.7356769851033,0.0,9108.479702567443,0.0,12837.885415880824,0.0,0.0,0.0,0.0,0.0,83972.80909723611,0.0,0.0,0.0,0.0,0.0,0.0,1604.7356769851033,83972.8090972361,1.0
 ,12,46780.93174111817,94731.3867757643,8420.567713401271,8420.567713401271,0.0,47795.14234126561,0.0,67364.54170721017,0.0,0.0,0.0,0.0,0.0,440632.5198778259,0.0,0.0,0.0,0.0,0.0,0.0,8420.567713401271,440632.51987782586,1.0
 ,13,45427.03670458862,91989.74932679195,8176.866606825952,8176.866606825953,0.0,46411.894860344095,0.0,65414.932854607614,0.0,0.0,0.0,0.0,0.0,427880.0979103143,0.0,0.0,0.0,0.0,0.0,0.0,8176.866606825952,427880.0979103143,1.0
 ,14,25268.236678742305,51168.17927445316,4548.282602173615,4548.2826021736155,0.0,25816.052049937432,0.0,36386.26081738892,0.0,0.0,0.0,0.0,0.0,238003.10054186618,0.0,0.0,0.0,0.0,0.0,0.0,4548.282602173615,238003.10054186615,1.0
 ,15,31474.358693945152,63735.57635523893,5665.384564910128,5665.384564910128,0.0,32156.72279042988,0.0,45323.07651928102,0.0,0.0,0.0,0.0,0.0,296458.95168568776,0.0,0.0,0.0,0.0,0.0,0.0,5665.384564910128,296458.95168568776,1.0
 ,16,49271.09235219976,99773.96201320452,8868.796623395958,8868.796623395958,0.0,50339.28963439545,0.0,70950.37298716766,0.0,0.0,0.0,0.0,0.0,464087.4983086416,0.0,0.0,0.0,0.0,0.0,0.0,8868.796623395958,464087.49830864155,1.0
 ,17,64851.052196106946,147214.42899262888,13085.727021567012,11673.18939529925,0.0,74274.58657441435,0.0,104685.8161725361,1412.5376262677632,0.0,1412.5376262677632,0.0,0.0,682548.0006034586,0.0,0.0,0.0,0.0,0.0,0.0,13085.727021567012,682548.0006034586,1.0
 ,18,64851.052196106946,231427.23292525994,20571.30959335644,11673.18939529925,0.0,116762.75325189113,0.0,164570.47674685152,8898.12019805719,0.0,10310.65782432495,0.0,0.0,1.072477102576268e6,0.0,0.0,0.0,9428.676447982696,0.0,9428.676447982696,20571.30959335644,1.0630484261282848e6,1.0
 ,19,64851.052196106946,231427.23292525994,20571.30959335644,11673.18939529925,0.0,116762.75325189113,0.0,164570.47674685152,8898.12019805719,0.0,19208.77802238214,0.0,0.0,1.2379181992590474e6,0.0,0.0,0.0,166991.6256696777,0.0,176420.3021176604,20571.30959335644,1.0709265735893697e6,1.0
