Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Arica - offshore,1,21508.93469114723,43555.59274957314,3871.6082444065014,3871.608244406502,0.0,16481.436296438475,0.0,30972.86595525201,0.0,0.0,0.0,0.0,0.0,194087.2164939852,0.0,0.0,0.0,0.0,0.0,0.0,3871.6082444065014,194087.2164939852,1.0
Profile: 2020ma,2,32483.534339586466,65779.15703766259,5847.036181125563,5847.036181125564,0.0,24890.83302305152,0.0,46776.28944900451,0.0,0.0,0.0,0.0,0.0,293117.2023341547,0.0,0.0,0.0,0.0,0.0,0.0,5847.036181125563,293117.2023341547,1.0
Location: Arica,3,37428.26188317321,75792.23031342575,6737.087138971178,6737.087138971178,0.0,28679.779950600303,0.0,53896.69711176943,0.0,0.0,0.0,0.0,0.0,337736.26036918117,0.0,0.0,0.0,0.0,0.0,0.0,6737.087138971178,337736.26036918117,1.0
Fuel: NH3,4,19881.05434802861,40259.135054757935,3578.5897826451496,3578.58978264515,0.0,15234.0567047204,0.0,28628.718261161197,0.0,0.0,0.0,0.0,0.0,179397.9364753329,0.0,0.0,0.0,0.0,0.0,0.0,3578.5897826451496,179397.93647533288,1.0
Electrolyser: Mix,5,16719.31253570308,33856.60788479874,3009.4762564265543,3009.4762564265548,0.0,12811.34042360784,0.0,24075.810051412434,0.0,0.0,0.0,0.0,0.0,150867.76162295023,0.0,0.0,0.0,0.0,0.0,0.0,3009.4762564265548,150867.76162295023,1.0
CO2 capture: None,6,32500.21057592344,65812.92641624497,5850.03790366622,5850.03790366622,0.0,24903.611355907095,0.0,46800.30322932976,0.0,0.0,0.0,0.0,0.0,293267.6813950062,0.0,0.0,0.0,0.0,0.0,0.0,5850.03790366622,293267.6813950062,1.0
CO2taxWTTup: 0,7,21674.94671123516,43891.767090251196,3901.4904080223287,3901.4904080223287,0.0,16608.64466695105,0.0,31211.92326417863,0.0,0.0,0.0,0.0,0.0,195585.2363329999,0.0,0.0,0.0,0.0,0.0,0.0,3901.4904080223287,195585.2363329999,1.0
CO2taxWTTop: 0,8,12185.571245130503,24675.78177138927,2193.4028241234905,2193.4028241234905,0.0,9337.315822293698,0.0,17547.222592987924,0.0,0.0,0.0,0.0,0.0,109957.2637286379,0.0,0.0,0.0,0.0,0.0,0.0,2193.4028241234905,109957.26372863792,1.0
CO2WTTop_treshhold -1,9,8332.17087201755,16872.64601583554,1499.790756963159,1499.790756963159,0.0,6384.609252392168,0.0,11998.326055705273,0.0,0.0,0.0,0.0,0.0,75185.86462432986,0.0,0.0,0.0,0.0,0.0,0.0,1499.790756963159,75185.86462432986,1.0
Renewable criterion: None,10,4666.5230679378465,9449.709212574138,839.9741522288124,839.9741522288124,0.0,3575.769966038054,0.0,6719.793217830499,0.0,0.0,0.0,0.0,0.0,42108.6625612289,0.0,0.0,0.0,0.0,0.0,0.0,839.9741522288124,42108.662561228906,1.0
