Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Base case,1,60036.20670933744,121573.31858640834,10806.517207680741,10806.51720768074,0.0,46003.34375309691,0.0,86452.13766144593,0.0,0.0,0.0,0.0,541740.4635046257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10806.517207680741,541740.4635046258,1.0
Profile: 2020,2,65782.44384203573,133209.44878012236,11840.839891566433,11840.839891566433,0.0,50406.4554183983,0.0,94726.71913253146,0.0,0.0,0.0,0.0,593591.9934113496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11840.839891566435,593591.9934113496,1.0
Location: Bornholm,3,67867.4500238655,137431.58629832763,12216.14100429579,12216.14100429579,0.0,52004.112255287175,0.0,97729.12803436632,0.0,0.0,0.0,0.0,612406.1770059769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12216.14100429579,612406.1770059768,1.0
Fuel: NH3,4,75328.47859875411,169663.8350118823,15081.229778833984,13559.12614777574,0.0,64200.79516849626,0.0,120649.83823067187,1522.1036310582467,0.0,1522.1036310582467,0.0,752477.3237678907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15081.229778833986,752477.3237678907,1.0
Electrolyser: Mix,5,75328.47859875411,153008.67797656206,13600.771375694405,13559.12614777574,0.0,57898.483746331076,0.0,108806.17100555524,41.64522791866685,0.0,1563.7488589769173,0.0,681721.5902493404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13600.771375694405,681721.5902493404,1.0
CO2 capture: None,6,75328.47859875411,170892.84151067186,15190.47480094861,13559.12614777574,0.0,64665.85122763823,0.0,121523.79840758888,1631.3486531728695,0.0,3195.097512149787,0.0,757698.4847654428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15190.474800948612,757698.4847654428,1.0
CO2taxWTTup: 0,7,75328.47859875411,184327.15392847479,16384.635904753315,13559.12614777574,0.0,69749.39504653486,0.0,131077.08723802652,2825.509756977586,0.0,6020.607269127373,0.0,828454.2182839931,0.0,0.0,0.0,13683.042614274193,0.0,0.0,0.0,16384.635904753315,814771.1756697189,1.0
CO2taxWTTop: 0,8,75328.47859875411,184327.15392847479,16384.635904753315,13559.12614777574,0.0,69749.39504653486,0.0,131077.08723802652,2825.5097569775753,0.0,8846.117026104948,0.0,835745.8396771261,0.0,0.0,0.0,0.0,19975.870483245013,0.0,19975.870483245013,16384.635904753315,815769.9691938811,1.0
CO2WTTop_treshhold -1,9,75328.47859875411,184327.15392847479,16384.635904753315,13559.12614777574,0.0,69749.39504653486,0.0,131077.08723802652,2825.5097569775753,0.0,11671.626783082524,0.0,839166.6003306947,0.0,0.0,0.0,0.0,23233.73777235793,0.0,43209.60825560294,16384.635904753315,815932.8625583368,1.0
Renewable criterion: None,10,75328.47859875411,184327.15392847479,16384.635904753315,13559.12614777574,0.0,69749.39504653486,0.0,131077.08723802652,2825.5097569775753,0.0,14497.136540060099,0.0,848078.5820334129,0.0,0.0,0.0,0.0,31721.339393994283,0.0,74930.94764959722,16384.635904753315,816357.2426394187,1.0
Renewable application: 0,11,75328.47859875411,184327.15392847479,16384.635904753315,13559.12614777574,0.0,69749.39504653486,0.0,131077.08723802652,2825.5097569775753,0.0,17322.646297037674,0.0,855190.1633921475,0.0,0.0,0.0,0.0,38494.2740213606,0.0,113425.22167095782,16384.635904753315,816695.889370787,1.0
 ,12,75328.47859875411,184327.15392847479,16384.635904753315,13559.12614777574,0.0,69749.39504653486,0.0,131077.08723802652,2885.9935311243116,60.48377414673632,20148.15605401525,0.0,855190.1633921475,0.0,0.0,0.0,0.0,38440.12664260061,0.0,151865.34831355844,16384.635904753315,816750.0367495469,1.0
 ,13,75328.47859875411,184327.15392847479,16384.635904753315,13559.12614777574,0.0,69749.39504653486,0.0,131077.08723802652,2825.5097569775753,0.0,22973.665810992832,0.0,855190.1633921475,0.0,0.0,0.0,0.0,38494.27402136027,0.0,190359.6223349187,16384.635904753322,816695.8893707873,1.0
