Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_tank,H2_from_tank,H2_stored_tank,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,2399,72920.78485329179,161423.06242209362,14348.716659741656,13125.74127359252,0.0,61082.48682052023,0.0,114789.73327793325,1222.9753861491363,0.0,183021.58500219756,0.0,719585.8921634225,0.0,0.0,0.0,0.0,0.0,0.0,418708.3501559237,14348.716659741658,719585.8921634224,1.0
 ,2400,72920.78485329179,131261.03979360338,11667.647981653634,13125.74127359252,0.0,49669.17745789952,0.0,93341.18385322907,0.0,1458.0932919388852,181563.49171025868,0.0,589689.0324038576,0.0,0.0,0.0,0.0,0.0,0.0,418708.3501559237,11667.647981653636,589689.0324038576,1.0
 ,2401,60832.73357723403,123186.2854938989,10949.892043902126,10949.892043902126,0.0,46613.69043089134,0.0,87599.136351217,0.0,0.0,181563.49171025868,0.0,548927.9734800198,0.0,0.0,0.0,0.0,0.0,0.0,418708.3501559237,10949.892043902126,548927.9734800198,1.0
 ,2402,72920.78485329179,83729.47655198138,7442.620137953901,13125.74127359252,0.0,31683.233927269754,0.0,59540.961103631205,0.0,5683.12113563862,175880.37057462006,0.0,391733.2747145135,0.0,0.0,0.0,0.0,0.0,0.0,418708.3501559237,7442.620137953902,391733.2747145135,1.0
 ,2403,72920.78485329179,41258.73172304614,3667.442819826324,13125.74127359252,0.0,15612.30408400066,0.0,29339.542558610592,0.0,9458.298453766198,166422.07212085387,0.0,214854.41993111736,0.0,0.0,0.0,0.0,0.0,0.0,418708.3501559237,3667.4428198263236,214854.41993111736,1.0
 ,2404,18274.515364202918,37005.89361251091,3289.4127655565253,3289.4127655565253,0.0,14003.030142974127,0.0,26315.302124452202,0.0,0.0,166422.07212085387,0.0,164901.23154609528,0.0,0.0,0.0,0.0,0.0,0.0,418708.3501559237,3289.4127655565253,164901.23154609528,1.0
 ,2405,15527.164236814304,31442.50757954896,2794.8895626265744,2794.889562626575,0.0,11897.844868101327,0.0,22359.116501012595,0.0,0.0,166422.07212085387,0.0,140110.33693865867,0.0,0.0,0.0,0.0,0.0,0.0,418708.3501559237,2794.889562626575,140110.33693865867,1.0
 ,2406,14584.156970658358,9326.334219021133,829.0074861352119,2625.1482547185046,0.0,3529.084868477597,0.0,6632.0598890816955,0.0,1796.1407685832924,164625.93135227056,0.0,47446.24398651728,0.0,0.0,0.0,0.0,0.0,0.0,418708.3501559237,829.0074861352119,47446.24398651728,1.0
 ,2407,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,162000.78309755205,0.0,3992.5410791002796,0.0,0.0,0.0,0.0,0.0,4854.854245882265,413853.4959100367,0.0,8847.395324982544,1.0
 ,2408,72920.78485329179,47223.678911687864,4197.660347705588,13125.74127359252,0.0,17869.440100182685,0.0,33581.2827816447,0.0,8928.080925886934,153072.70217166512,0.0,5942.3867223818115,0.0,0.0,0.0,0.0,0.0,246057.2434943722,167796.25241566452,4197.660347705586,251999.63021675404,1.0
 ,2409,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,150447.5539169466,0.0,4921.039004472438,0.0,0.0,0.0,0.0,0.0,3877.4880086484136,163918.7644070161,0.0,8798.52701312085,1.0
 ,2410,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,147822.4056622281,0.0,4085.390871637496,0.0,0.0,0.0,0.0,0.0,4757.117622158879,159161.64678485724,0.0,8842.508493796375,1.0
 ,2411,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,145197.25740750958,0.0,278.5493776116474,0.0,0.0,0.0,0.0,0.0,8764.319194817668,150397.32759003958,0.0,9042.868572429314,1.0
 ,2412,33362.97630150805,0.0,0.0,6005.33573427145,0.0,0.0,0.0,0.0,0.0,6005.33573427145,139191.92167323813,0.0,19684.156017889753,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,0.0,19684.15601788975,1.0
 ,2413,72920.78485329179,13792.087298243932,1225.9633153994607,13125.74127359252,0.0,5218.925833655504,0.0,9807.706523195686,0.0,11899.777958193059,127292.14371504507,0.0,100463.47552526751,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,1225.9633153994607,100463.47552526751,1.0
 ,2414,18963.92557219931,38401.9492837036,3413.5066029958757,3413.506602995876,0.0,14531.297608953442,0.0,27308.052823967006,0.0,0.0,127292.14371504507,0.0,171122.16764608872,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,3413.5066029958757,171122.16764608872,1.0
 ,2415,22071.416360481566,44694.61812997517,3972.854944886682,3972.854944886682,0.0,16912.443500382604,0.0,31782.839559093456,0.0,0.0,127292.14371504507,0.0,199162.8049923279,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,3972.8549448866816,199162.8049923279,1.0
 ,2416,18933.056458408428,38339.43932827706,3407.9501625135167,3407.950162513517,0.0,14507.64384182004,0.0,27263.601300108134,0.0,0.0,127292.14371504507,0.0,170843.6182684771,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,3407.9501625135167,170843.61826847706,1.0
 ,2417,14584.156970658358,25155.325730067863,2236.0289537838103,2625.1482547185046,0.0,9518.775256257679,0.0,17888.231630270482,0.0,389.1193009346939,126903.0244140333,0.0,113369.5966879405,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,2236.0289537838103,113369.5966879405,1.0
 ,2418,72920.78485329179,15731.696117203184,1398.3729881958386,13125.74127359252,0.0,5952.873810749685,0.0,11186.983905566709,0.0,11727.368285396682,115175.65612863662,0.0,108541.40747600528,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,1398.3729881958382,108541.40747600528,1.0
 ,2419,15064.127529951054,30504.858248150882,2711.5429553911895,2711.54295539119,0.0,11543.038361100293,0.0,21692.343643129516,0.0,0.0,115175.65612863662,0.0,135932.09627448395,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,2711.54295539119,135932.09627448395,1.0
 ,2420,19252.03730091422,38985.37553435128,3465.3667141645587,3465.3667141645597,0.0,14752.066102198525,0.0,27722.93371331647,0.0,0.0,115175.65612863662,0.0,173721.96183713077,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,3465.36671416456,173721.96183713077,1.0
 ,2421,72920.78485329179,37357.21973088674,3320.6417538565993,13125.74127359252,0.0,14135.971946167541,0.0,26565.134030852794,0.0,9805.099519735923,105370.55660890069,0.0,198605.7062371046,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,3320.6417538565993,198605.7062371046,1.0
 ,2422,28811.172871491086,58342.625064769454,5186.011116868396,5186.011116868395,0.0,22076.84932450876,0.0,41488.08893494717,0.0,0.0,105370.55660890069,0.0,259979.41910420428,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,5186.011116868396,259979.4191042043,1.0
 ,2423,72920.78485329179,75837.27515069893,6741.091124506572,13125.74127359252,0.0,28696.824917024474,0.0,53928.728996052574,0.0,6384.650149085949,98985.90645981474,0.0,358864.4481563391,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,6741.091124506573,358864.4481563391,1.0
 ,2424,35561.21908709757,72011.46865137258,6401.019435677562,6401.019435677563,0.0,27249.13973767938,0.0,51208.155485420495,0.0,0.0,98985.90645981474,0.0,320888.88300861785,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,6401.019435677563,320888.88300861785,1.0
 ,2425,72920.78485329179,43220.63489624631,3841.8342129996718,13125.74127359252,0.0,16354.688244739602,0.0,30734.673703997374,0.0,9283.90706059285,89701.9993992219,0.0,223025.20167439236,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,3841.834212999671,223025.20167439233,1.0
 ,2426,14584.156970658358,27696.882113531705,2461.945076758374,2625.1482547185046,0.0,10480.500191760397,0.0,19695.56061406699,0.0,163.20317796012387,89538.79622126177,0.0,123954.47303718311,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,2461.945076758374,123954.47303718311,1.0
 ,2427,14584.156970658358,10842.350307403074,963.7644717691622,2625.1482547185046,0.0,4102.745356321323,0.0,7710.115774153298,0.0,1661.3837829493568,87877.41243831241,0.0,53760.02987904795,0.0,0.0,0.0,0.0,0.0,0.0,150397.32759003958,963.764471769162,53760.02987904794,1.0
 ,2428,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,85252.26418359391,0.0,7427.983402977265,0.0,0.0,0.0,0.0,0.0,1238.5991681170171,149158.72842192257,0.0,8666.582571094283,1.0
 ,2429,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,82627.11592887541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,140101.19935593475,0.0,9057.529065987823,1.0
 ,2430,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,80001.96767415691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,131043.67028994692,0.0,9057.529065987823,1.0
 ,2431,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,77376.81941943841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,121986.1412239591,0.0,9057.529065987823,1.0
 ,2432,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,74751.67116471991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,112928.61215797128,0.0,9057.529065987823,1.0
 ,2433,72920.78485329179,0.0,0.0,13125.74127359252,0.0,0.0,0.0,0.0,0.0,13125.74127359252,61625.929891127395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45287.64532993911,67640.96682803218,0.0,45287.64532993911,1.0
 ,2434,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,59000.78163640889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,58583.437762044356,0.0,9057.529065987823,1.0
 ,2435,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,56375.63338169038,0.0,7149.434025365617,0.0,0.0,0.0,0.0,0.0,1531.8090392871723,57051.62872275718,0.0,8681.24306465279,1.0
 ,2436,19828.93874523592,0.0,0.0,3569.2089741424656,0.0,0.0,0.0,0.0,0.0,3569.2089741424656,52806.424407547915,0.0,11699.073859689192,0.0,0.0,0.0,0.0,0.0,0.0,57051.62872275718,0.0,11699.073859689192,1.0
 ,2437,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,50181.27615282941,0.0,6963.734440291185,0.0,0.0,0.0,0.0,0.0,1727.2822867339432,55324.34643602325,0.0,8691.016727025128,1.0
 ,2438,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,47556.12789811089,0.0,2135.5452283559634,0.0,0.0,0.0,0.0,0.0,6809.5867203499665,48514.75971567328,0.0,8945.13194870593,1.0
 ,2439,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,44930.97964339239,0.0,3621.141908951416,0.0,0.0,0.0,0.0,0.0,5245.800740775805,43268.958974897476,0.0,8866.942649727222,1.0
 ,2440,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,42305.83138867389,0.0,6592.335270142323,0.0,0.0,0.0,0.0,0.0,2118.2287816274825,41150.73019326999,0.0,8710.564051769805,1.0
 ,2441,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,39680.68313395538,0.0,5106.738589546869,0.0,0.0,0.0,0.0,0.0,3682.0147612016444,37468.715432068304,0.0,8788.753350748513,1.0
 ,2442,24392.742107234662,0.0,0.0,4390.693579302239,0.0,0.0,0.0,0.0,0.0,4390.693579302239,35289.98955465314,0.0,14391.71784326845,0.0,0.0,0.0,0.0,0.0,0.0,37468.715432068304,0.0,14391.71784326845,1.0
 ,2443,72920.78485329179,0.0,0.0,13125.74127359252,0.0,0.0,0.0,0.0,0.0,13125.74127359252,22164.24828106062,0.0,7427.983402977265,0.0,0.0,0.0,0.0,0.0,37468.715432068304,0.0,0.0,44896.698835045565,1.0
 ,2444,14584.156970658358,10106.636617453014,898.3676993291568,2625.1482547185046,0.0,3824.3512960442204,0.0,7186.941594633255,0.0,1726.7805553893472,20437.46772567127,0.0,50695.98672531983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.3676993291571,50695.98672531984,1.0
 ,2445,72920.78485329179,15798.579179925913,1404.318149326748,13125.74127359252,0.0,5978.182361683966,0.0,11234.545194613984,0.0,11721.423124265773,8716.044601405498,0.0,108819.95685361692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.3181493267477,108819.95685361692,1.0
 ,2446,24695.291032706642,50007.96434123095,4445.152385887196,4445.152385887196,0.0,18923.01370672179,0.0,35561.21908709757,0.0,0.0,8716.044601405498,0.0,222839.50208931792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4445.152385887196,222839.50208931792,1.0
 ,2447,48238.135150553644,97682.22367987112,8682.864327099656,8682.864327099656,0.0,36962.953440463236,0.0,69462.91461679725,0.0,0.0,8716.044601405498,0.0,435279.8274144677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8682.864327099656,435279.8274144677,1.0
 ,2448,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,8716.044601405498,0.0,687738.4133231575,0.0,0.0,0.0,29733.15365042584,0.0,0.0,0.0,13125.74127359252,658005.2596727316,1.0
 ,2449,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,8716.044601405498,0.0,800458.0614633374,0.0,0.0,0.0,142452.80179060576,0.0,0.0,0.0,13125.74127359252,658005.2596727316,1.0
 ,2450,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,11764.553052520188,0.0,852732.49466179,0.0,0.0,0.0,0.0,39262.19798716561,0.0,39262.19798716561,16174.249724707211,813470.2966746243,1.0
 ,2451,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,11764.553052520188,0.0,843726.06478568,0.0,0.0,0.0,185720.8051129484,0.0,0.0,39262.19798716561,13125.74127359252,658005.2596727316,1.0
 ,2452,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,14813.061503634879,0.0,830355.694660321,0.0,0.0,0.0,0.0,17950.95989052849,0.0,57213.1578776941,16174.249724707211,812404.7347697925,1.0
 ,2453,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,17861.569954749568,0.0,846047.3095991104,0.0,0.0,0.0,34540.122823844315,0.0,0.0,57213.1578776941,16174.249724707211,811507.1867752661,1.0
 ,2454,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,20910.07840586426,0.0,852918.1942468644,0.0,0.0,0.0,0.0,39439.054734855556,0.0,96652.21261254966,16174.249724707211,813479.1395120089,1.0
 ,2455,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,23958.586856978953,0.0,850132.7004707479,0.0,0.0,0.0,38625.513695481815,0.0,0.0,96652.21261254966,16174.249724707211,811507.1867752661,1.0
 ,2456,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,27007.095308093645,0.0,863317.3710110325,0.0,0.0,0.0,0.0,49343.03260549182,0.0,145995.24521804147,16174.249724707211,813974.3384055407,1.0
 ,2457,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,30055.603759208338,0.0,869538.307111026,0.0,0.0,0.0,58031.120335759944,0.0,0.0,145995.24521804147,16174.249724707211,811507.1867752661,1.0
 ,2458,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,33104.11221032303,0.0,868516.9593931166,0.0,0.0,0.0,0.0,54295.02154081006,0.0,200290.26675885153,16174.249724707211,814221.9378523065,1.0
 ,2459,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,36152.62066143772,0.0,710858.0116649242,0.0,0.0,0.0,0.0,0.0,105946.50011614934,94343.76664270219,16174.249724707211,816804.5117810735,1.0
 ,2460,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,39201.129112552415,0.0,782816.6008812664,0.0,0.0,0.0,60935.9924165674,0.0,94343.76664270219,0.0,16174.249724707211,816224.3751074012,1.0
 ,2461,72920.78485329179,176670.41245334008,15704.036662519118,13125.74127359252,0.0,66852.08407234387,0.0,125632.29330015295,2578.2953889265973,0.0,41779.424501479014,0.0,787830.4896782761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15704.036662519115,787830.4896782761,1.0
 ,2462,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,41779.424501479014,0.0,803707.8042021401,0.0,0.0,0.0,145702.54452940845,0.0,0.0,0.0,13125.74127359252,658005.2596727316,1.0
 ,2463,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,41779.424501479014,0.0,835648.1328349423,0.0,0.0,0.0,177642.8731622107,0.0,0.0,0.0,13125.74127359252,658005.2596727316,1.0
 ,2464,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,44827.93295259371,0.0,852268.2456991039,0.0,0.0,0.0,40761.058923837845,0.0,0.0,0.0,16174.249724707211,811507.1867752661,1.0
 ,2465,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,44827.93295259371,0.0,871116.7535841587,0.0,0.0,0.0,213111.4939114271,0.0,0.0,0.0,13125.74127359252,658005.2596727316,1.0
 ,2466,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,47876.4414037084,0.0,880216.0332528058,0.0,0.0,0.0,68708.84647753974,0.0,0.0,0.0,16174.249724707211,811507.1867752661,1.0
 ,2467,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,50924.94985482309,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217529,0.0,67205.56412217529,16174.249724707211,814867.4649813748,1.0
 ,2468,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,53973.458305937784,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,67205.56412217529,16174.249724707211,811507.1867752661,1.0
 ,2469,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,57021.966757052476,0.0,880401.7328378803,0.0,0.0,0.0,68894.54606261419,0.0,0.0,67205.56412217529,16174.249724707211,811507.1867752661,1.0
 ,2470,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,60070.47520816717,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,67205.56412217529,16174.249724707211,811507.1867752661,1.0
 ,2471,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,63118.98365928186,0.0,873809.397567738,0.0,0.0,0.0,0.0,59335.43884997322,0.0,126541.0029721485,16174.249724707211,814473.9587177647,1.0
 ,2472,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,66167.49211039655,0.0,871859.5519244564,0.0,0.0,0.0,60352.3651491903,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2473,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,69216.00056151123,0.0,873716.5477752007,0.0,0.0,0.0,62209.36099993461,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2474,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,72264.50901262592,0.0,875944.9427960939,0.0,0.0,0.0,64437.7560208278,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2475,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,75313.0174637406,0.0,870188.2556587865,0.0,0.0,0.0,58681.068883520435,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2476,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,78361.52591485529,0.0,880401.7328378803,0.0,0.0,0.0,68894.54606261419,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2477,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,78361.52591485529,0.0,875016.4448707218,0.0,0.0,0.0,217011.18519799015,0.0,0.0,126541.0029721485,13125.74127359252,658005.2596727316,1.0
 ,2478,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,81410.03436596997,0.0,870931.0539990842,0.0,0.0,0.0,59423.86722381809,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2479,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,84458.54281708466,0.0,868609.8091856538,0.0,0.0,0.0,57102.62241038773,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2480,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,87507.05126819934,0.0,868609.8091856538,0.0,0.0,0.0,57102.62241038773,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2481,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,90555.55971931403,0.0,868238.410015505,0.0,0.0,0.0,56731.22324023896,0.0,0.0,126541.0029721485,16174.249724707211,811507.1867752661,1.0
 ,2482,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.508451114708,0.0,93604.06817042874,0.0,869166.9079408773,0.0,0.0,0.0,0.0,54914.02015772497,0.0,181455.02312987403,16174.249724707208,814252.8877831523,1.0
 ,2483,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,96652.57662154343,0.0,862574.5726707348,0.0,0.0,0.0,51067.38589546876,0.0,0.0,181455.02312987403,16174.249724707211,811507.1867752661,1.0
 ,2484,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,99701.08507265811,0.0,879751.7842901198,0.0,0.0,0.0,68244.5975148537,0.0,0.0,181455.02312987403,16174.249724707211,811507.1867752661,1.0
 ,2485,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,102749.5935237728,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,181455.02312987403,16174.249724707211,811507.1867752661,1.0
 ,2486,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,105798.10197488748,0.0,869724.0066961005,0.0,0.0,0.0,58216.81992083439,0.0,0.0,181455.02312987403,16174.249724707211,811507.1867752661,1.0
 ,2487,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.508451114708,0.0,108846.6104260022,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217533,0.0,248660.58725204936,16174.24972470721,814867.4649813748,1.0
 ,2488,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,111895.11887711688,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,248660.58725204936,16174.249724707211,811507.1867752661,1.0
 ,2489,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,114943.62732823157,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,248660.58725204936,16174.249724707211,811507.1867752661,1.0
 ,2490,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,117992.13577934625,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217533,0.0,315866.1513742247,16174.249724707211,814867.4649813748,1.0
 ,2491,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146415,0.0,121040.6442304609,0.0,877523.3892692266,0.0,0.0,0.0,0.0,62872.5738037721,0.0,378738.7251779968,16174.24972470721,814650.8154654544,1.0
 ,2492,72920.78485329179,166021.5186482963,14757.468324293006,13125.74127359252,0.0,62822.542656515325,0.0,118059.74659434405,1631.7270507005098,0.0,122672.37128116141,0.0,850689.7992259712,0.0,0.0,0.0,0.0,105259.03181279679,0.0,483997.75699079357,14757.468324293006,745430.7674131744,1.0
 ,2493,72920.78485329179,181026.7981765533,16091.27094902696,13125.74127359252,0.0,68500.54043000776,0.0,128730.16759221569,2965.52967543444,0.0,125637.90095659585,0.0,807328.9461110915,0.0,0.0,0.0,0.0,0.0,0.0,483997.75699079357,16091.270949026963,807328.9461110915,1.0
