Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_tank,H2_from_tank,H2_stored_tank,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,8309,55255.71368568113,111892.82021350425,9946.0284634226,9946.028463422603,0.0,42340.24316879001,0.0,79568.2277073808,0.0,0.0,136310.96352274873,0.0,498603.3859248489,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,9946.0284634226,498603.3859248489,1.0
 ,8310,54607.46229607256,110580.11114954691,9829.34321329306,9829.343213293061,0.0,41843.51405898855,0.0,78634.74570634447,0.0,0.0,136310.96352274873,0.0,492753.84899500426,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,9829.343213293063,492753.84899500426,1.0
 ,8311,53300.66981225851,107933.85636982348,9594.120566206531,9594.120566206531,0.0,40842.1712503412,0.0,76752.96452965225,0.0,0.0,136310.96352274873,0.0,480961.9253427779,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,9594.120566206531,480961.92534277786,1.0
 ,8312,49977.09522744007,101203.61783556615,8995.877140939214,8995.877140939212,0.0,38295.44898897823,0.0,71967.01712751371,0.0,0.0,136310.96352274873,0.0,450971.4423532572,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,8995.877140939216,450971.4423532573,1.0
 ,8313,54309.06086276069,109975.84824709038,9775.630955296923,9775.630955296925,0.0,41614.860976699,0.0,78205.04764237539,0.0,0.0,136310.96352274873,0.0,490061.2050114251,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,9775.630955296927,490061.20501142513,1.0
 ,8314,51325.046529641986,103933.219222525,9238.508375335556,9238.508375335558,0.0,39328.33015380346,0.0,73908.06700268445,0.0,0.0,136310.96352274873,0.0,463134.76517563243,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,9238.508375335556,463134.76517563243,1.0
 ,8315,45706.86781970122,92556.40733489496,8227.236207546219,8227.23620754622,0.0,35023.34453552425,0.0,65817.88966036975,0.0,0.0,136310.96352274873,0.0,412438.7784503126,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,8227.236207546219,412438.7784503126,1.0
 ,8316,32690.39150454542,66198.04279670447,5884.2704708181745,5884.270470818175,0.0,25049.339394272967,0.0,47074.163766545396,0.0,0.0,136310.96352274873,0.0,294983.7908907346,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,5884.2704708181745,294983.7908907345,1.0
 ,8317,29088.994895609037,58905.21466360828,5236.019081209625,5236.019081209627,0.0,22289.733228709374,0.0,41888.152649677,0.0,0.0,136310.96352274873,0.0,262486.3635027091,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,5236.019081209626,262486.3635027091,1.0
 ,8318,21536.351721439587,43611.11223591517,3876.543309859126,3876.5433098591257,0.0,16502.4448700703,0.0,31012.34647887301,0.0,0.0,136310.96352274873,0.0,194334.6157803927,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,3876.543309859126,194334.6157803927,1.0
 ,8319,14806.884915027025,29983.941952929727,2665.2392847048645,2665.2392847048645,0.0,11345.923634988607,0.0,21321.914277638916,0.0,0.0,136310.96352274873,0.0,133610.85146105353,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,2665.2392847048645,133610.85146105353,1.0
 ,8320,14584.156970658358,26247.749087872497,2333.133252255333,2625.1482547185046,0.0,9932.148254850952,0.0,18665.066018042664,0.0,292.0150024631712,136018.94852028554,0.0,117919.23652226408,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,2333.1332522553334,117919.23652226408,1.0
 ,8321,14584.156970658358,23884.54753833594,2123.070892296528,2625.1482547185046,0.0,9037.912788506319,0.0,16984.567138372226,0.0,502.077362421976,135516.87115786356,0.0,108077.1585133192,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,2123.0708922965287,108077.15851331923,1.0
 ,8322,14584.156970658358,23951.430601058673,2129.016053427438,2625.1482547185046,0.0,9063.221339440603,0.0,17032.128427419502,0.0,496.1322012910664,135020.7389565725,0.0,108355.70789093085,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,2129.0160534274382,108355.70789093086,1.0
 ,8323,14584.156970658358,28833.89417981816,2563.0128159838364,2625.1482547185046,0.0,10910.745557643191,0.0,20504.10252787069,0.0,62.13543873466779,134958.6035178385,0.0,128689.8124565811,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,2563.0128159838364,128689.8124565811,1.0
 ,8324,14584.156970658358,29525.019161286393,2624.4461476699016,2625.1482547185046,0.0,11172.26725063077,0.0,20995.569181359213,0.0,0.7021070486025565,134957.9014107899,0.0,131568.15602523478,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,2624.4461476699016,131568.15602523478,1.0
 ,8325,14584.156970658358,26069.394253945215,2317.2794892395746,2625.1482547185046,0.0,9864.658785692867,0.0,18538.235913916596,0.0,307.8687654789301,134650.03264531097,0.0,117176.43818196635,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,2317.2794892395746,117176.43818196635,1.0
 ,8326,14584.156970658358,16683.471118521724,1482.9752105352645,2625.1482547185046,0.0,6313.02547124862,0.0,11863.801684282116,0.0,1142.1730441832399,133507.85960112774,0.0,78086.67552379849,0.0,0.0,0.0,0.0,0.0,0.0,226275.31405874662,1482.9752105352648,78086.6755237985,1.0
 ,8327,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,130882.71134640923,0.0,6313.785892530675,0.0,0.0,0.0,0.0,0.0,2411.4386527976385,223863.8754059489,0.0,8725.224545328312,1.0
 ,8328,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,128257.56309169072,0.0,185.6995850744316,0.0,0.0,0.0,0.0,0.0,8862.055818541052,215001.81958740784,0.0,9047.755403615483,1.0
 ,8329,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,125632.41483697222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,205944.29052142001,0.0,9057.529065987823,1.0
 ,8330,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,123007.26658225372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,196886.76145543222,0.0,9057.529065987823,1.0
 ,8331,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,120382.11832753522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,187829.2323894444,0.0,9057.529065987823,1.0
 ,8332,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,117756.97007281672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,178771.70332345658,0.0,9057.529065987823,1.0
 ,8333,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,115131.82181809822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,169714.17425746875,0.0,9057.529065987823,1.0
 ,8334,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,112506.67356337972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,160656.64519148093,0.0,9057.529065987823,1.0
 ,8335,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,109881.52530866122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,151599.1161254931,0.0,9057.529065987823,1.0
 ,8336,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,107256.37705394272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,142541.58705950528,0.0,9057.529065987823,1.0
 ,8337,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.1482547185046,104631.22879922422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,133484.05799351746,0.0,9057.529065987823,1.0
 ,8338,31039.29440465467,0.0,0.0,5587.0729928378405,0.0,0.0,0.0,0.0,0.0,5587.0729928378405,99044.15580638638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19277.035472364478,114207.02252115298,0.0,19277.035472364478,1.0
 ,8339,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,96419.00755166788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,105149.49345516515,0.0,9057.529065987823,1.0
 ,8340,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,93793.85929694933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,96091.96438917733,0.0,9057.529065987823,1.0
 ,8341,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,91168.71104223083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,87034.43532318951,0.0,9057.529065987823,1.0
 ,8342,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,88543.56278751233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,77976.90625720168,0.0,9057.529065987823,1.0
 ,8343,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,85918.41453279383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,68919.37719121388,0.0,9057.529065987823,1.0
 ,8344,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,83293.26627807533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,59861.84812522605,0.0,9057.529065987823,1.0
 ,8345,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,80668.11802335683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,50804.31905923823,0.0,9057.529065987823,1.0
 ,8346,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,78042.96976863833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,41746.78999325041,0.0,9057.529065987823,1.0
 ,8347,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,75417.82151391983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,32689.260927262585,0.0,9057.529065987823,1.0
 ,8348,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,72792.67325920133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,23631.731861274762,0.0,9057.529065987823,1.0
 ,8349,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,70167.52500448283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.529065987823,14574.202795287141,0.0,9057.529065987823,1.0
 ,8350,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,67542.37674976433,0.0,1578.4464731326686,0.0,0.0,0.0,0.0,0.0,7396.006462690276,7178.196332596865,0.0,8974.452935822945,1.0
 ,8351,14584.156970658358,0.0,0.0,2625.1482547185046,0.0,0.0,0.0,0.0,0.0,2625.148254718504,64917.22849504582,0.0,2506.944398504827,0.0,0.0,0.0,0.0,0.0,6418.6402254564255,759.5561071404403,0.0,8925.584623961253,1.0
 ,8352,14584.156970658358,13918.971192648774,1237.2418837910022,2625.1482547185046,0.0,5266.938699298296,0.0,9897.935070328018,0.0,1387.906370927502,63529.32212411832,0.0,66573.30124918373,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,1237.2418837910025,66573.30124918374,1.0
 ,8353,72920.78485329179,15040.571135734943,1336.9396565097727,13125.74127359252,0.0,5691.352117762102,0.0,10695.517252078182,0.0,11788.801617082749,51740.52050703557,0.0,105663.06390735159,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,1336.939656509773,105663.0639073516,1.0
 ,8354,14584.156970658358,19693.208941044697,1750.5074614261953,2625.1482547185046,0.0,7451.910263291313,0.0,14004.059691409562,0.0,874.6407932923089,50865.87971374326,0.0,90621.39751632263,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,1750.5074614261955,90621.39751632264,1.0
 ,8355,14584.156970658358,19916.152483453803,1770.3246651958937,2625.1482547185046,0.0,7536.272099738919,0.0,14162.59732156715,0.0,854.8235895226105,50011.05612422065,0.0,91549.89544169478,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,1770.3246651958939,91549.8954416948,1.0
 ,8356,14584.156970658358,18177.192852662756,1615.750475792245,2625.1482547185046,0.0,6878.249775447586,0.0,12926.00380633796,0.0,1009.3977789262592,49001.658345294396,0.0,84307.61162379196,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,1615.7504757922452,84307.61162379196,1.0
 ,8357,14584.156970658358,3396.0359909388385,301.8698658612301,2625.1482547185046,0.0,1285.0600189712563,0.0,2414.9589268898408,0.0,2323.278388857274,46678.37995643712,0.0,22748.199171617875,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,301.86986586123004,22748.199171617875,1.0
 ,8358,14584.156970658358,8389.971340902875,745.7752303024778,2625.1482547185046,0.0,3174.7651553976475,0.0,5966.201842419822,0.0,1879.3730244160265,44799.0069320211,0.0,43546.55269995421,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,745.7752303024779,43546.55269995421,1.0
 ,8359,14584.156970658358,27830.64823897717,2473.835399020193,2625.1482547185046,0.0,10531.11729362896,0.0,19790.683192161545,0.0,151.31285569831107,44647.69407632278,0.0,124511.5717924064,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,2473.835399020193,124511.57179240641,1.0
 ,8360,22575.611885732655,45715.61406860863,4063.6101394318785,4063.610139431878,0.0,17298.788363561504,0.0,32508.881115455028,0.0,0.0,44647.69407632278,0.0,203712.44482665148,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,4063.6101394318785,203712.44482665148,1.0
 ,8361,32381.700366636585,65572.94324243908,5828.7060659945855,5828.7060659945855,0.0,24812.801722938948,0.0,46629.648527956684,0.0,0.0,44647.69407632278,0.0,292198.2971146181,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,5828.7060659945855,292198.2971146181,1.0
 ,8362,40510.56699823586,82033.89817142762,7291.902059682455,7291.902059682455,0.0,31041.627068068206,0.0,58335.21647745964,0.0,0.0,44647.69407632278,0.0,365549.63321901864,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,7291.902059682455,365549.63321901864,1.0
 ,8363,51036.93480092707,103349.79297187731,9186.648264166872,9186.648264166874,0.0,39107.56166055837,0.0,73493.18611333497,0.0,0.0,44647.69407632278,0.0,460534.9709845904,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,9186.648264166872,460534.9709845904,1.0
 ,8364,64938.325711421516,131500.10956562855,11688.898628055871,11688.898628055873,0.0,49759.641459633836,0.0,93511.18902444697,0.0,0.0,44647.69407632278,0.0,585975.040702369,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,11688.898628055871,585975.0407023688,1.0
 ,8365,70309.55151103521,142376.8418098463,12655.719271986338,12655.71927198634,0.0,53875.396940845836,0.0,101245.7541758907,0.0,0.0,44647.69407632278,0.0,634442.6324067956,0.0,0.0,0.0,0.0,0.0,0.0,759.5561071404403,12655.719271986338,634442.6324067956,1.0
 ,8366,72920.78485329179,147664.5893279163,13125.74127359256,13125.74127359252,0.0,55876.280601683524,0.0,105005.93018874049,0.0,0.0,44647.69407632278,0.0,657283.6813709507,0.0,0.0,0.0,0.0,0.0,759.5561071404403,0.0,13125.741273592572,658043.2374780911,1.0
 ,8367,72920.78485329179,150615.07688974077,13388.006834643624,13125.74127359252,0.0,56992.7450950779,0.0,107104.05467714899,262.265561051103,0.0,44909.95963737389,0.0,671211.150251533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13388.006834643624,671211.1502515329,1.0
 ,8368,72920.78485329179,160779.9769105717,14291.553503161931,13125.74127359252,0.0,60839.14326296034,0.0,114332.42802529545,1165.8122295694093,0.0,46075.77186694335,0.0,716707.5485947689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14291.55350316193,716707.5485947689,1.0
 ,8369,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,49124.280318058045,0.0,855146.5892677576,0.0,0.0,0.0,0.0,41561.335707134785,0.0,41561.335707134785,16174.249724707211,813585.2535606228,1.0
 ,8370,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,52172.78876917274,0.0,848925.6531677641,0.0,0.0,0.0,0.0,35636.6346595219,0.0,77197.9703666567,16174.249724707211,813289.0185082421,1.0
 ,8371,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,55221.29722028743,0.0,853568.1427946249,0.0,0.0,0.0,0.0,40058.05335176876,0.0,117256.02371842545,16174.249724707246,813510.0894428561,1.0
 ,8372,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,58269.80567140212,0.0,838619.3261961332,0.0,0.0,0.0,0.0,25821.085162730553,0.0,143077.10888115602,16174.249724707211,812798.2410334026,1.0
 ,8373,72920.78485329179,162688.4887512175,14461.199000108223,13125.74127359252,0.0,61561.324143460704,0.0,115689.59200086578,1335.4577265157052,0.0,59605.26339791783,0.0,725249.7295081926,0.0,0.0,0.0,0.0,0.0,0.0,143077.10888115602,14461.199000108221,725249.7295081926,1.0
 ,8374,72920.78485329179,129271.95674474754,11490.840599533116,13125.74127359252,0.0,48916.50843221247,0.0,91926.72479626493,0.0,1634.900674059405,57970.36272385842,0.0,558491.5021113531,0.0,0.0,0.0,0.0,0.0,24119.52833377787,118957.58054737815,11490.840599533116,582611.030445131,1.0
 ,8375,59145.22202333241,119769.07459724812,10646.139964199834,10646.139964199834,0.0,45320.61782759869,0.0,85169.11971359867,0.0,0.0,57970.36272385842,0.0,533700.6075039165,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,10646.139964199834,533700.6075039164,1.0
 ,8376,56243.52532698938,113893.13878715347,10123.834558858087,10123.834558858089,0.0,43097.16371705887,0.0,80990.6764708647,0.0,0.0,57970.36272385842,0.0,507516.96600842156,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,10123.834558858089,507516.96600842156,1.0
 ,8377,38020.45848577127,76991.4284336868,6843.6825274388275,6843.682527438828,0.0,29133.556519307087,0.0,54749.46021951062,0.0,0.0,57970.36272385842,0.0,343079.9834250124,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,6843.682527438829,343079.9834250124,1.0
 ,8378,72920.78485329179,61881.009395888716,5500.534168523442,13125.74127359252,0.0,23415.77395540429,0.0,44004.27334818753,0.0,7625.207105069079,50345.155618789344,0.0,300740.478028042,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,5500.534168523442,300740.478028042,1.0
 ,8379,33585.59580448104,68010.8315040741,6045.407244806586,6045.407244806587,0.0,25735.298641141635,0.0,48363.25795845269,0.0,0.0,50345.155618789344,0.0,303061.7228414724,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,6045.407244806587,303061.7228414724,1.0
 ,8380,28111.472958897728,56925.7327417679,5060.065132601591,5060.065132601591,0.0,21540.697269484972,0.0,40480.52106081273,0.0,0.0,50345.155618789344,0.0,253665.6332116736,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,5060.065132601591,253665.6332116736,1.0
 ,8381,24787.898374079297,50195.49420751057,4461.821707334273,4461.821707334274,0.0,18993.975008121997,0.0,35694.573658674184,0.0,0.0,50345.155618789344,0.0,223675.15022215288,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,4461.821707334273,223675.15022215288,1.0
 ,8382,31548.234294282734,63885.17444592254,5678.682172970893,5678.682172970893,0.0,24174.15001033709,0.0,45429.45738376714,0.0,0.0,50345.155618789344,0.0,284677.46391910367,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,5678.682172970894,284677.46391910367,1.0
 ,8383,39193.48480982484,79366.80673989531,7054.827265768472,7054.827265768471,0.0,30032.399670376384,0.0,56438.618126147776,0.0,0.0,50345.155618789344,0.0,353664.859774255,0.0,0.0,0.0,0.0,0.0,0.0,118957.58054737815,7054.827265768471,353664.859774255,1.0
 ,8384,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,50345.155618789344,0.0,594981.4705784789,0.0,0.0,0.0,0.0,0.0,66340.83062552927,52616.74992184888,13125.741273592519,661322.301204008,1.0
 ,8385,72920.78485329179,178247.0091912648,15844.178594779094,13125.74127359252,0.0,67448.6682779746,0.0,126753.42875823275,2718.4373211865736,0.0,53063.59293997592,0.0,794887.0739111045,0.0,0.0,0.0,0.0,0.0,0.0,52616.74992184888,15844.178594779098,794887.0739111045,1.0
 ,8386,72920.78485329179,180383.71266503131,16034.107792447228,13125.74127359252,0.0,68257.19687244785,0.0,128272.86233957783,2908.3665188547066,0.0,55971.95945883063,0.0,804450.6025424377,0.0,0.0,0.0,0.0,0.0,0.0,52616.74992184888,16034.10779244723,804450.6025424377,1.0
 ,8387,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,55971.95945883063,0.0,641034.9676769379,0.0,0.0,0.0,0.0,0.0,17863.465258730208,34753.28466311902,13125.74127359252,658898.4329356682,1.0
 ,8388,72920.78485329179,170716.6852982819,15174.816470958393,13125.74127359252,0.0,64599.19371686987,0.0,121398.53176766714,2049.0751973658753,0.0,58021.0346561965,0.0,761182.5992200952,0.0,0.0,0.0,0.0,0.0,0.0,34753.28466311902,15174.816470958396,761182.5992200952,1.0
 ,8389,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,61069.54310731119,0.0,830819.943623007,0.0,0.0,0.0,0.0,18393.101759753285,0.0,53146.3864228723,16174.249724707211,812426.8418632537,1.0
 ,8390,72920.78485329179,179263.4991933479,15934.533261630924,13125.74127359252,0.0,67833.30809476283,0.0,127476.2660930474,2808.791988038405,0.0,63878.3350953496,0.0,799436.7137454281,0.0,0.0,0.0,0.0,0.0,0.0,53146.3864228723,15934.533261630928,799436.7137454281,1.0
 ,8391,72920.78485329179,152274.6524033458,13535.524658075183,13125.74127359252,0.0,57620.728469426045,0.0,108284.19726460146,409.7833844826632,0.0,64288.11847983226,0.0,678639.1336545104,0.0,0.0,0.0,0.0,0.0,0.0,53146.3864228723,13535.524658075183,678639.1336545103,1.0
 ,8392,72920.78485329179,147664.58932791583,13125.741273592519,13125.74127359252,0.0,55876.28060168335,0.0,105005.93018874015,0.0,0.0,64288.11847983226,0.0,607516.192571003,0.0,0.0,0.0,0.0,0.0,53146.3864228723,0.0,13125.741273592519,660662.5789938753,1.0
 ,8393,72920.78485329179,164762.9581432238,14645.596279397672,13125.74127359252,0.0,62346.30336139588,0.0,117164.77023518138,1519.8550058051521,0.0,65807.97348563741,0.0,734534.7087619143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14645.596279397674,734534.7087619143,1.0
 ,8394,72920.78485329179,155365.61179743524,13810.276604216466,13125.74127359252,0.0,58790.34750414949,0.0,110482.21283373173,684.5353306239466,0.0,66492.50881626135,0.0,692473.7527425555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13810.276604216464,692473.7527425555,1.0
 ,8395,50398.97311591548,102057.92055972885,9071.815160864788,9071.815160864788,0.0,38618.717139801396,0.0,72574.5212869183,0.0,0.0,66492.50881626135,0.0,454778.28384728305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9071.815160864786,454778.28384728305,1.0
 ,8396,36425.5542732423,73761.74740331566,6556.599769183615,6556.599769183614,0.0,27911.445217414646,0.0,52452.79815346892,0.0,0.0,66492.50881626135,0.0,328688.2655817439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6556.599769183613,328688.2655817439,1.0
 ,8397,37444.23502834145,75824.57593239142,6739.9623051014605,6739.962305101461,0.0,28692.019532816914,0.0,53919.698440811684,0.0,0.0,66492.50881626135,0.0,337880.39504292834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6739.962305101462,337880.39504292834,1.0
 ,8398,72920.78485329179,94319.29481641403,8383.937317014581,13125.74127359252,0.0,35690.42115853107,0.0,67071.49853611665,0.0,4741.80395657794,61750.704859683414,0.0,435836.92616969097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8383.937317014583,435836.92616969097,1.0
 ,8399,40109.26851895437,81221.2687508826,7219.668333411787,7219.668333411787,0.0,30734.128095333974,0.0,57757.346667294296,0.0,0.0,61750.704859683414,0.0,361928.4913100672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7219.668333411786,361928.4913100671,1.0
 ,8400,41323.45366139579,83679.99366432647,7438.221659051242,7438.221659051243,0.0,31664.509602581133,0.0,59505.77327240993,0.0,0.0,61750.704859683414,0.0,372884.7668294587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7438.221659051241,372884.76682945865,1.0
 ,8401,42352.4241210919,85763.65884521109,7623.4363417965415,7623.436341796542,0.0,32452.968507027876,0.0,60987.49073437233,0.0,0.0,61750.704859683414,0.0,382169.7460831803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7623.436341796542,382169.7460831803,1.0
 ,8402,35890.48963420033,72678.24150925565,6460.288134156058,6460.288134156059,0.0,27501.446587102335,0.0,51682.30507324846,0.0,0.0,61750.704859683414,0.0,323860.07636980875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6460.28813415606,323860.07636980875,1.0
 ,8403,72920.78485329179,57266.07806802017,5090.318050490682,13125.74127359252,0.0,21669.483940938833,0.0,40722.54440392546,0.0,8035.423223101839,53715.281636581574,0.0,281520.5709728383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.318050490681,281520.5709728383,1.0
 ,8404,49874.19818147046,100995.25131747767,8977.355672664682,8977.355672664684,0.0,38216.603098533546,0.0,71818.84538131746,0.0,0.0,53715.281636581574,0.0,450042.94442788506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8977.355672664684,450042.94442788506,1.0
 ,8405,50543.02898027294,102349.63368505269,9097.745216449128,9097.74521644913,0.0,38729.101386423936,0.0,72781.96173159302,0.0,0.0,53715.281636581574,0.0,456078.1809428041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9097.745216449128,456078.180942804,1.0
 ,8406,45778.89575187994,92702.26389755687,8240.201235338389,8240.20123533839,0.0,35078.53665883552,0.0,65921.60988270711,0.0,0.0,53715.281636581574,0.0,413088.72699807317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8240.20123533839,413088.72699807317,1.0
