Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Flex,1,59119.804112027945,119717.60332685658,10641.56474016503,10641.564740165031,0.0,60401.5214651767,0.0,85132.51792132024,0.0,0.0,0.0,0.0,556853.1299189483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10641.564740165031,556853.1299189482,1.0
Profile: 2020,2,64778.329729928926,131176.11770310608,11660.099351387207,11660.099351387207,0.0,66182.72391847378,0.0,93280.79481109766,0.0,0.0,0.0,0.0,610151.1363718087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11660.099351387209,610151.1363718088,1.0
Location: Bornholm,3,66831.51003225759,135333.8078153216,12029.671805806365,12029.671805806367,0.0,68280.41716975693,0.0,96237.37444645092,0.0,0.0,0.0,0.0,629490.1699632113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12029.671805806367,629490.1699632113,1.0
Fuel: NH3,4,82117.38826394842,166287.71123449554,14781.129887510715,14781.129887510717,0.0,83897.6932415108,0.0,118249.03910008572,0.0,0.0,0.0,0.0,773468.8123948968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14781.12988751072,773468.8123948969,1.0
Electrolyser: AEC,5,74395.85851452104,150651.61349190513,13391.25453261379,13391.254532613788,0.0,76008.76072711586,0.0,107130.03626091032,0.0,0.0,0.0,0.0,700739.2410894309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13391.254532613788,700739.2410894309,1.0
CO2 capture: None,6,82687.17035741762,167441.51997377072,14883.690664335174,14883.690664335172,0.0,84479.82821076644,0.0,119069.52531468139,0.0,0.0,0.0,0.0,778835.625544664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14883.690664335176,778835.6255446641,1.0
CO2taxWTTup: 0,7,84947.3681480551,183417.44408690007,16303.772807724452,15290.526266649918,0.0,92540.21445664398,0.0,130430.18246179562,1013.2465410745339,0.0,1013.2465410745339,0.0,851565.1968501298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16303.772807724452,851565.1968501298,1.0
CO2taxWTTop: 0,8,84947.3681480551,185078.31125052145,16451.405444490796,15290.526266649918,0.0,93378.17730292975,0.0,131611.24355592637,1160.8791778408809,0.0,2174.125718915413,0.0,859060.2290075633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16451.4054444908,859060.2290075633,1.0
CO2WTTop_treshhold -1,9,84947.3681480551,185857.48350012163,16520.66520001081,15290.526266649918,0.0,93771.29567526135,0.0,132165.3216000865,1230.138933360895,0.0,3404.264652276308,0.0,862576.4169332728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16520.665200010815,862576.416933273,1.0
Renewable criterion: None,10,84947.3681480551,187518.350663743,16668.297836777157,15290.526266649918,0.0,94609.25852154713,0.0,133346.38269421726,1377.7715701272555,0.0,4782.036222403563,0.0,871737.0117923582,0.0,0.0,0.0,1665.5627016520593,0.0,0.0,0.0,16668.297836777157,870071.4490907062,1.0
Renewable application: 0,11,84947.3681480551,187518.350663743,16668.297836777157,15290.526266649918,0.0,94609.25852154713,0.0,133346.38269421726,1377.771570127239,0.0,6159.8077925308025,0.0,879046.9814273859,0.0,0.0,0.0,8975.532336679753,0.0,0.0,0.0,16668.297836777157,870071.4490907062,1.0
 ,12,84947.3681480551,187518.350663743,16668.297836777157,15290.526266649918,0.0,94609.25852154713,0.0,133346.38269421726,1377.771570127239,0.0,7537.579362658042,0.0,879046.9814273859,0.0,0.0,0.0,8975.532336679753,0.0,0.0,0.0,16668.297836777157,870071.4490907062,1.0
 ,13,84947.3681480551,187518.350663743,16668.297836777157,15290.526266649918,0.0,94609.25852154713,0.0,133346.38269421726,1377.771570127239,0.0,8915.35093278528,0.0,879046.9814273859,0.0,0.0,0.0,8975.532336679753,0.0,0.0,0.0,16668.297836777157,870071.4490907062,1.0
 ,14,84947.3681480551,187518.350663743,16668.297836777157,15290.526266649918,0.0,94609.25852154713,0.0,133346.38269421726,1377.771570127239,0.0,10293.12250291252,0.0,879046.9814273859,0.0,0.0,0.0,8975.532336679753,0.0,0.0,0.0,16668.297836777157,870071.4490907062,1.0
 ,15,84947.3681480551,187518.350663743,16668.297836777157,15290.526266649918,0.0,94609.25852154713,0.0,133346.38269421726,1377.771570127239,0.0,11670.894073039759,0.0,879046.9814273859,0.0,0.0,0.0,8975.532336679753,0.0,0.0,0.0,16668.297836777157,870071.4490907062,1.0
 ,16,84947.3681480551,187518.350663743,16668.297836777157,15290.526266649918,0.0,94609.25852154713,0.0,133346.38269421726,1377.771570127239,0.0,13048.665643166998,0.0,879046.9814273859,0.0,0.0,0.0,8975.532336679753,0.0,0.0,0.0,16668.297836777157,870071.4490907062,1.0
