Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Morocco,1,0.0,69649.81266225885,6191.094458867454,0.0,0.0,0.0,0.0,49528.75567093963,6191.094458867455,0.0,6191.094458867455,0.0,0.0,0.0,240636.23331406756,0.0,0.0,0.0,0.0,0.0,6191.094458867454,240636.23331406753,1.0
Profile: 2020ma,2,0.0,96766.39630348574,8601.457449198733,0.0,0.0,0.0,0.0,68811.65959358987,8601.457449198731,0.0,14792.551908066187,0.0,0.0,0.0,334322.5233176375,0.0,0.0,0.0,0.0,0.0,8601.457449198733,334322.5233176375,1.0
Location: Morocco,3,60805.84164910572,123131.8293394391,10945.05149683903,10945.05149683903,0.0,0.0,0.0,87560.41197471225,0.0,0.0,14792.551908066187,0.0,0.0,0.0,451000.72787652025,0.0,0.0,0.0,0.0,0.0,10945.05149683903,451000.72787652025,1.0
Fuel: NH3,4,69252.1531668717,146310.39031640458,13005.36802812485,12465.387570036908,0.0,0.0,0.0,104042.9442249988,539.980458087943,0.0,15332.532366154126,0.0,0.0,0.0,534635.5762407798,0.0,0.0,0.0,0.0,0.0,13005.36802812485,534635.5762407798,1.0
Electrolyser: SOEC,5,69252.1531668717,156330.2183542737,13896.019409268774,12465.387570036908,0.0,0.0,0.0,111168.1552741502,1430.6318392318624,0.0,16763.16420538598,0.0,0.0,0.0,569253.5254545044,0.0,0.0,0.0,0.0,0.0,13896.019409268774,569253.5254545044,1.0
CO2 capture: None,6,69252.1531668717,155787.7081919687,13847.796283730553,12465.387570036908,0.0,0.0,0.0,110782.37026984442,1382.4087136936457,0.0,18145.572919079626,0.0,0.0,0.0,567379.1829831942,0.0,0.0,0.0,0.0,0.0,13847.796283730553,567379.1829831942,1.0
CO2taxWTTup: 0,7,69252.1531668717,149840.44594232767,13319.150750429128,12465.387570036908,0.0,0.0,0.0,106553.20600343302,853.7631803922192,0.0,18999.336099471846,0.0,0.0,0.0,546831.7223141427,0.0,0.0,0.0,0.0,0.0,13319.150750429128,546831.7223141427,1.0
CO2taxWTTop: 0,8,63218.899035686416,128018.27054726498,11379.401826423555,11379.401826423555,0.0,0.0,0.0,91035.21461138844,0.0,0.0,18999.336099471846,0.0,0.0,0.0,468898.5253288759,0.0,0.0,0.0,0.0,0.0,11379.401826423555,468898.52532887587,1.0
CO2WTTop_treshhold -1,9,60012.61384815097,121525.5430425057,10802.270492667174,10802.270492667174,0.0,0.0,0.0,86418.16394133739,0.0,0.0,18999.336099471846,0.0,0.0,0.0,445117.3077001013,0.0,0.0,0.0,0.0,0.0,10802.270492667174,445117.3077001012,1.0
Renewable criterion: None,10,58406.26964842279,118272.69603805614,10513.128536716102,10513.128536716104,0.0,0.0,0.0,84105.02829372881,0.0,0.0,18999.336099471846,0.0,0.0,0.0,433202.9523742049,0.0,0.0,0.0,0.0,0.0,10513.128536716102,433202.9523742049,1.0
Renewable application: 0,11,69252.1531668717,161339.92029116317,14341.326248103394,12465.387570036908,0.0,0.0,0.0,114730.60998482716,1875.9386780664881,0.0,20875.274777538336,0.0,0.0,0.0,593790.7657976556,0.0,0.0,6884.760445687754,0.0,6884.760445687754,14341.326248103394,586906.0053519678,1.0
 ,12,69252.1531668717,140780.5901212454,12513.830232999591,12465.387570036908,0.0,0.0,0.0,100110.64186399673,48.44266296268362,0.0,20923.71744050102,0.0,0.0,0.0,515530.4237776268,0.0,0.0,0.0,0.0,6884.760445687754,12513.830232999591,515530.4237776268,1.0
 ,13,55470.28790394844,112327.33300549559,9984.651822710719,9984.651822710719,0.0,0.0,0.0,79877.21458168575,0.0,0.0,20923.71744050102,0.0,0.0,0.0,411426.5922765796,0.0,0.0,0.0,0.0,6884.760445687754,9984.651822710719,411426.5922765796,1.0
 ,14,0.0,89851.99946965434,7986.844397302609,0.0,0.0,0.0,0.0,63894.75517842087,7986.844397302608,0.0,28910.561837803627,0.0,0.0,0.0,310433.6663899075,0.0,0.0,0.0,0.0,6884.760445687754,7986.844397302609,310433.6663899075,1.0
 ,15,30659.221699462694,62084.92394141196,5518.659905903285,5518.659905903285,0.0,0.0,0.0,44149.27924722628,0.0,0.0,28910.561837803627,0.0,0.0,0.0,227401.36354627102,0.0,0.0,0.0,0.0,6884.760445687754,5518.659905903285,227401.36354627102,1.0
 ,16,23906.71633553389,48411.100579456135,4303.208940396101,4303.2089403961,0.0,0.0,0.0,34425.67152316881,0.0,0.0,28910.561837803627,0.0,0.0,0.0,170777.08680702248,0.0,0.0,0.0,6884.760445687754,0.0,4303.208940396101,177661.84725271023,1.0
 ,17,22968.9670743916,46512.15832564299,4134.414073390488,4134.414073390488,0.0,0.0,0.0,33075.3125871239,0.0,0.0,28910.561837803627,0.0,0.0,0.0,170362.26435120465,0.0,0.0,0.0,0.0,0.0,4134.414073390488,170362.26435120462,1.0
 ,18,28550.658929214154,57815.08433165866,5139.118607258548,5139.118607258548,0.0,0.0,0.0,41112.94885806838,0.0,0.0,28910.561837803627,0.0,0.0,0.0,211762.02169416446,0.0,0.0,0.0,0.0,0.0,5139.118607258548,211762.02169416446,1.0
 ,19,35583.067549442676,72055.71178762145,6404.952158899684,6404.952158899682,0.0,0.0,0.0,51239.61727119747,0.0,0.0,28910.561837803627,0.0,0.0,0.0,263921.83595593827,0.0,0.0,0.0,0.0,0.0,6404.952158899684,263921.83595593827,1.0
 ,20,0.0,94978.9369449908,8442.57217288807,0.0,0.0,0.0,0.0,67540.57738310457,8442.572172888069,0.0,37353.1340106917,0.0,0.0,0.0,328146.9505373352,0.0,0.0,0.0,0.0,0.0,8442.57217288807,328146.9505373351,1.0
 ,21,58701.57209235981,118870.68348702863,10566.282976624767,10566.282976624767,0.0,0.0,0.0,84530.26381299814,0.0,0.0,37353.1340106917,0.0,0.0,0.0,435393.22905728855,0.0,0.0,0.0,0.0,0.0,10566.282976624767,435393.22905728855,1.0
 ,22,69252.1531668717,161339.92029116317,14341.326248103394,12465.387570036908,0.0,0.0,0.0,114730.60998482716,1875.9386780664881,0.0,39229.072688758184,0.0,0.0,0.0,603628.6377056952,0.0,0.0,16254.16226286847,0.0,16254.16226286847,14341.326248103394,587374.4754428267,1.0
 ,23,69252.1531668717,161339.92029116317,14341.326248103394,12465.387570036908,0.0,0.0,0.0,114730.60998482716,1875.9386780664881,0.0,41105.01136682467,0.0,0.0,0.0,670165.4675321233,0.0,0.0,79622.5716213714,0.0,95876.73388423987,14341.326248103394,590542.8959107519,1.0
 ,24,69252.1531668717,161339.92029116317,14341.326248103394,12465.387570036908,0.0,0.0,0.0,114730.60998482716,1875.9386780664881,0.0,42980.95004489116,0.0,0.0,0.0,646190.4368379156,0.0,0.0,56789.20905545952,0.0,152665.9429396994,14341.326248103394,589401.2277824563,1.0
