Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Esbjerg - offshore,1,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,3610.3682217872356,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
Profile: 2020ma,2,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,7220.736443574468,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
Location: Esbjerg,3,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,10831.104665361703,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
Fuel: NH3,4,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,14441.472887148962,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
Electrolyser: SOEC,5,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,18051.841108936198,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
CO2 capture: None,6,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,21662.20933072343,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
CO2taxWTTup: 0,7,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,25272.577552510666,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
CO2taxWTTop: 0,8,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,28882.9457742979,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
CO2WTTop_treshhold -1,9,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,32493.313996085133,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
Renewable criterion: None,10,77179.39040371771,196904.90806263476,17502.658494456424,13892.290272669188,0.0,0.0,0.0,140021.2679556514,3610.3682217872356,0.0,36103.68221787237,0.0,0.0,0.0,853267.2348502721,0.0,140494.62917354354,0.0,0.0,0.0,17502.658494456424,712772.6056767285,1.0
