Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Renewable application: 0,11,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.1896190699189901e-9,0.0,0.0,0.0,0.0,379513.2140301392,0.0,1.0889466682870295e-10,0.0,1.0889466682870295e-10,9210.16622489362,379513.21403013915,1.0
 ,12,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.178705133497715e-9,0.0,0.0,0.0,0.0,379513.2140301392,0.0,1.0889466682870295e-10,0.0,2.177893336574059e-10,9210.16622489362,379513.21403013915,1.0
 ,13,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.1677911970764399e-9,0.0,0.0,0.0,0.0,379513.2140301392,0.0,1.0889466682870295e-10,0.0,3.2668400048610885e-10,9210.16622489362,379513.21403013915,1.0
 ,14,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.1568772606551647e-9,0.0,0.0,0.0,0.0,379513.2140301392,0.0,1.0889466682870295e-10,0.0,4.355786673148118e-10,9210.16622489362,379513.21403013915,1.0
 ,15,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.1459633242338896e-9,0.0,0.0,0.0,0.0,379513.2140301386,0.0,-4.355786673148118e-10,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,16,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.1350493878126144e-9,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,17,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.1241354513913393e-9,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,18,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.1132215149700642e-9,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,19,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.102307578548789e-9,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,20,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.0913936421275139e-9,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,21,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.0804797057062387e-9,0.0,0.0,0.0,0.0,379513.21403013915,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,22,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.0695657692849636e-9,0.0,0.0,0.0,0.0,379513.2140301392,0.0,0.0,-1.2035726333698748e-10,1.2035726333698748e-10,9210.16622489362,379513.2140301391,1.0
 ,23,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.0586518328636885e-9,0.0,0.0,0.0,0.0,379513.214030139,0.0,-1.2035726333698748e-10,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,24,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.0477378964424133e-9,0.0,0.0,0.0,0.0,379513.214030139,0.0,-1.0889466682870295e-10,0.0,-1.0889466682870295e-10,9210.16622489362,379513.2140301391,1.0
 ,25,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.0368239600211382e-9,0.0,0.0,0.0,0.0,379513.2140301392,0.0,1.0889466682870295e-10,0.0,0.0,9210.16622489362,379513.21403013915,1.0
 ,26,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.025910023599863e-9,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,27,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,0.0,1.0913936421275139e-11,1.014996087178588e-9,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.21403013915,1.0
 ,28,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,1.0040821507573128e-9,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,29,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,9.931682143360376e-10,0.0,0.0,0.0,0.0,379513.2140301391,0.0,0.0,0.0,0.0,9210.16622489362,379513.2140301391,1.0
 ,30,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,9.822542779147625e-10,0.0,0.0,0.0,0.0,379513.2140301392,0.0,1.0889466682870295e-10,0.0,1.0889466682870295e-10,9210.16622489362,379513.21403013915,1.0
 ,31,51167.59013829795,103614.37003005324,9210.16622489362,9210.166224893632,0.0,0.0,0.0,73681.32979914897,-1.0913936421275139e-11,0.0,9.713403414934874e-10,0.0,0.0,0.0,0.0,379513.2140301392,0.0,1.0889466682870295e-10,0.0,2.177893336574059e-10,9210.16622489362,379513.21403013915,1.0
