Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Morocco,1,31686.56104586426,64165.28611787511,5703.580988255566,5703.580988255567,0.0,32373.52568933859,0.0,45628.64790604453,0.0,0.0,0.0,0.0,0.0,0.0,298457.6989010608,0.0,0.0,0.0,0.0,0.0,5703.580988255566,298457.6989010608,1.0
Profile: 2020ma,2,44023.00891356414,89146.59304996739,7924.1416044415455,7924.1416044415455,0.0,44977.42774681021,0.0,63393.132835532364,0.0,0.0,0.0,0.0,0.0,0.0,414655.47239491774,0.0,0.0,0.0,0.0,0.0,7924.1416044415455,414655.4723949177,1.0
Location: Morocco,3,59386.99213653766,120258.65907648875,10689.658584576779,10689.658584576779,0.0,60674.502126057785,0.0,85517.26867661423,0.0,0.0,0.0,0.0,0.0,0.0,559369.7906210568,0.0,0.0,0.0,0.0,0.0,10689.658584576779,559369.7906210567,1.0
Fuel: NH3,4,70399.88363570321,142559.764362299,12671.979054426578,12671.979054426578,0.0,71926.15311292524,0.0,101375.83243541262,0.0,0.0,0.0,0.0,0.0,0.0,663100.9039574158,0.0,0.0,0.0,0.0,0.0,12671.979054426578,663100.9039574157,1.0
Electrolyser: AEC,5,70765.05851016875,152051.50947984768,13515.689731542016,12737.710531830375,0.0,76715.05491623248,0.0,108125.51785233612,777.9791997116396,0.0,777.9791997116396,0.0,0.0,0.0,706037.0541817968,0.0,0.0,0.0,0.0,0.0,13515.689731542016,706037.0541817968,1.0
CO2 capture: None,6,70765.05851016875,151536.36137101895,13469.89878853502,12737.710531830375,0.0,76455.14552372476,0.0,107759.19030828016,732.1882567046459,0.0,1510.167456416284,0.0,0.0,0.0,703712.3338633499,0.0,0.0,0.0,0.0,0.0,13469.89878853502,703712.3338633497,1.0
CO2taxWTTup: 0,7,0.0,150292.3462011493,13359.319662324384,0.0,0.0,75827.4984033532,0.0,106874.55729859507,13359.319662324382,0.0,14869.487118740666,0.0,0.0,0.0,678227.6105318421,0.0,0.0,0.0,0.0,0.0,13359.319662324384,678227.6105318421,1.0
CO2taxWTTop: 0,8,61743.74300381209,125031.07958271947,11113.873740686175,11113.873740686176,0.0,63082.34735213472,0.0,88910.9899254894,0.0,0.0,14869.487118740666,0.0,0.0,0.0,581568.1743368438,0.0,0.0,0.0,0.0,0.0,11113.873740686175,581568.1743368437,1.0
CO2WTTop_treshhold -1,9,58612.27359140794,118689.8540226011,10550.20924645343,10550.209246453429,0.0,59882.987682869665,0.0,84401.67397162745,0.0,0.0,14869.487118740666,0.0,0.0,0.0,552072.6682245709,0.0,0.0,0.0,0.0,0.0,10550.20924645343,552072.6682245709,1.0
Renewable criterion: None,10,57043.411985834995,115512.90927131588,10267.8141574503,10267.814157450299,0.0,58280.1131576879,0.0,82142.5132596024,0.0,0.0,14869.487118740666,0.0,0.0,0.0,537295.462707829,0.0,0.0,0.0,0.0,0.0,10267.8141574503,537295.462707829,1.0
