Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,61,70617.30779224623,240859.98513907404,21409.776456806583,12711.11540260432,0.0,121521.89116883415,0.0,171278.21165445267,8698.661054202263,0.0,191672.85968988133,0.0,0.0,1.183304229389799e6,457549.030409175,0.0,534089.7123896978,0.0,0.0,0.0,21409.776456806583,1.1067635474092762e6,1.0
 ,62,70617.30779224623,240859.98513907404,21409.776456806583,12711.11540260432,0.0,121521.89116883415,0.0,171278.21165445267,8698.661054202263,0.0,200371.5207440836,0.0,0.0,1.1674746761878103e6,454349.55178460025,0.0,515060.68056313426,0.0,0.0,0.0,21409.776456806583,1.1067635474092762e6,1.0
 ,63,70617.30779224623,240859.98513907404,21409.776456806583,12711.11540260432,0.0,121521.89116883415,0.0,171278.21165445267,8698.661054202263,0.0,209070.18179828586,0.0,0.0,955055.8003571418,417623.33112375916,0.0,148090.89135136723,112213.99306691196,0.0,112213.99306691196,21409.776456806583,1.1123742470626219e6,1.0
 ,64,70617.30779224623,240859.98513907407,21409.776456806583,12711.11540260432,0.0,121521.89116883415,0.0,171278.21165445267,8698.661054202263,0.0,217768.84285248813,0.0,0.0,745089.0146635378,335232.5276278207,0.0,0.0,0.0,27833.6895978081,84380.30346910386,21409.776456806583,1.1081552318891666e6,1.0
 ,65,70617.30779224623,214146.0426760743,19035.203793428827,12711.11540260432,0.0,108043.81673150201,0.0,152281.63034743062,6324.088390824503,0.0,224092.93124331263,0.0,0.0,685605.4355304972,300605.5100828343,0.0,0.0,0.0,0.0,84380.30346910386,19035.203793428827,986210.9456133315,1.0
 ,66,70617.30779224623,204408.93939318098,18169.683501616088,12711.11540260432,0.0,103131.1235551729,0.0,145357.4680129287,5458.568099011763,0.0,229551.4993423244,0.0,0.0,665876.7090244126,276393.39422413334,0.0,0.0,0.0,0.0,84380.30346910386,18169.683501616088,942270.1032485459,1.0
 ,67,70617.30779224623,207573.03881708387,18450.936783740788,12711.11540260432,0.0,104727.5171845127,0.0,147607.4942699263,5739.821381136467,0.0,235291.32072346084,0.0,0.0,686317.1688616731,270231.63617044,0.0,0.0,0.0,0.0,84380.30346910386,18450.936783740788,956548.805032113,1.0
 ,68,70617.30779224623,222384.95262936899,19767.5513448328,12711.11540260432,0.0,112200.62143327095,0.0,158140.4107586624,7056.4359422284515,0.0,242347.7566656893,0.0,0.0,733192.4302923745,287136.0039190977,0.0,0.0,0.0,3223.6036157676717,81156.69985333619,19767.5513448328,1.0235520378272407e6,1.0
 ,69,70617.30779224623,240859.98513907404,21409.776456806583,12711.11540260432,0.0,121521.89116883415,0.0,171278.21165445267,8698.661054202263,0.0,251046.41771989156,0.0,0.0,817469.6775894797,321904.0276940512,0.0,0.0,31057.29321357577,0.0,112213.99306691196,21409.776456806583,1.1083164120699551e6,1.0
 ,70,70617.30779224623,235081.57801815408,20896.140268280364,12711.11540260432,0.0,118606.49216275933,0.0,167169.1221462429,8185.024865676045,0.0,259231.4425855676,0.0,0.0,776615.3764408195,304071.82474483445,0.0,0.0,0.0,0.0,112213.99306691196,20896.140268280364,1.0806872011856537e6,1.0
 ,71,70617.30779224623,219337.24303453922,19496.643825292376,12711.11540260432,0.0,110662.95035235952,0.0,155973.150602339,6785.52842268805,0.0,266016.97100825567,0.0,0.0,725843.5557542396,283793.8350767445,0.0,0.0,0.0,0.0,112213.99306691196,19496.643825292376,1.0096373908309841e6,1.0
 ,72,70617.30779224623,195617.2222899997,17388.197536888863,12711.11540260432,0.0,98695.40921938118,0.0,139105.5802951109,4677.082134284544,0.0,270694.0531425402,0.0,0.0,648407.0126597014,254188.51344582724,0.0,0.0,0.0,0.0,112213.99306691196,17388.197536888863,902595.5261055287,1.0
 ,73,70617.30779224623,150728.03125954772,13398.047223070907,12711.11540260432,0.0,76047.31603815046,0.0,107184.37778456726,686.9318204665856,0.0,271380.9849630068,0.0,0.0,503535.49535856105,196487.5808462683,0.0,0.0,0.0,0.0,112213.99306691196,13398.047223070907,700023.0762048294,1.0
 ,74,67791.81768681038,137278.430815791,12202.527183625869,12202.527183625869,0.0,69261.54429426043,0.0,97620.21746900695,0.0,0.0,271380.9849630068,0.0,0.0,383750.7770255951,148181.2973415109,0.0,0.0,0.0,112213.99306691196,0.0,12202.527183625869,644146.0674340179,1.0
 ,75,66355.38416420114,134369.65293250734,11943.96914955621,11943.969149556206,0.0,67793.96889288104,0.0,95551.75319644967,0.0,0.0,271380.9849630068,0.0,0.0,450520.53534963797,174484.9753044829,0.0,0.0,0.0,0.0,0.0,11943.96914955621,625005.5106541209,1.0
 ,76,70617.30779224623,150122.20253143887,13344.195780572345,12711.11540260432,0.0,75741.65525052862,0.0,106753.56624457876,633.0803779680251,0.0,272014.06534097483,0.0,0.0,502079.08726194635,195210.0521786858,0.0,0.0,0.0,0.0,0.0,13344.195780572345,697289.1394406321,1.0
 ,77,70617.30779224623,150196.99123288906,13350.843665145696,12711.11540260432,0.0,75779.38864336695,0.0,106806.74932116557,639.7282625413733,0.0,272653.7936035162,0.0,0.0,502501.28107127914,195125.35900435838,0.0,0.0,0.0,0.0,0.0,13350.843665145696,697626.6400756376,1.0
 ,78,70617.30779224623,149085.33531359542,13252.029805652928,12711.11540260432,0.0,75218.52117688602,0.0,106016.23844522343,540.9144030486052,0.0,273194.70800656476,0.0,0.0,499289.8650540838,193320.18065109247,0.0,0.0,0.0,0.0,0.0,13252.029805652928,692610.0457051762,1.0
 ,79,70617.30779224623,156137.46816338072,13878.886058967177,12711.11540260432,0.0,78776.55727069768,0.0,111031.08847173741,1167.7706563628535,0.0,274362.47866292764,0.0,0.0,522417.25997188693,202017.10235857873,0.0,0.0,0.0,0.0,0.0,13878.886058967177,724434.3623304657,1.0
 ,80,70617.30779224623,177479.37403733123,15775.944358873889,12711.11540260432,0.0,89544.26018096818,0.0,126207.55487099111,3064.8289562695672,0.0,277427.3076191972,0.0,0.0,591866.4246156622,228878.03061675504,0.0,0.0,0.0,0.0,0.0,15775.944358873889,820744.4552324171,1.0
 ,81,70617.30779224623,188202.9956558763,16729.155169411228,12711.11540260432,0.0,94954.68474157812,0.0,133833.24135528982,4018.0397668069068,0.0,281445.3473860041,0.0,0.0,626015.8725263624,243121.30828676568,0.0,0.0,0.0,0.0,0.0,16729.155169411228,869137.1808131281,1.0
 ,82,70617.30779224623,190934.16421427365,16971.925707935436,12711.11540260432,0.0,96332.65031824152,0.0,135775.40566348349,4260.810305331115,0.0,285706.15769133525,0.0,0.0,634321.6954402347,247140.49041900778,0.0,0.0,0.0,0.0,0.0,16971.925707935436,881462.1858592423,1.0
 ,83,70617.30779224623,190783.55819088419,16958.538505856373,12711.11540260432,0.0,96256.66455924076,0.0,135668.308046851,4247.423103252053,0.0,289953.5807945873,0.0,0.0,632632.465917193,248150.07679349938,0.0,0.0,0.0,0.0,0.0,16958.538505856373,880782.5427106923,1.0
 ,84,70617.30779224623,197893.90028690224,17590.56891439131,12711.11540260432,0.0,99844.06915808507,0.0,140724.5513151305,4879.453511786988,0.0,294833.0343063743,0.0,0.0,655058.5788642139,257810.96263078117,0.0,0.0,0.0,0.0,0.0,17590.56891439131,912869.541494995,1.0
 ,85,70617.30779224623,211798.64434047684,18826.54616359794,12711.11540260432,0.0,106859.4760245819,0.0,150612.36930878353,6115.4307609936195,0.0,300948.46506736794,0.0,0.0,700922.7185627343,274695.0704171393,0.0,0.0,0.0,0.0,0.0,18826.54616359794,975617.7889798734,1.0
 ,86,70617.30779224623,187852.45000869787,16697.9955563287,12711.11540260432,0.0,94777.8227777217,0.0,133583.9644506296,3986.880153724377,0.0,304935.34522109234,0.0,0.0,623098.9576097925,244456.30807141017,0.0,0.0,0.0,0.0,0.0,16697.9955563287,867555.2656812028,1.0
 ,87,70617.30779224623,158573.79109227346,14095.448097090975,12711.11540260432,0.0,80005.76339908836,0.0,112763.5847767278,1384.3326944866544,0.0,306319.677915579,0.0,0.0,528013.640327956,207415.17062423358,0.0,0.0,0.0,0.0,0.0,14095.448097090975,735428.8109521894,1.0
 ,88,70617.30779224623,134335.12476452385,11940.899979068787,12711.11540260432,0.0,67776.54828119442,0.0,95527.1998325503,0.0,770.2154235355356,305549.46249204344,0.0,0.0,450092.872396555,176677.5728794927,0.0,0.0,0.0,0.0,0.0,11940.899979068787,626770.4452760477,1.0
 ,89,70617.30779224623,144541.28514328218,12848.114234958415,12711.11540260432,0.0,72925.89639762396,0.0,102784.91387966732,136.99883235409288,0.0,305686.46132439753,0.0,0.0,482950.18093778344,189153.8285849275,0.0,0.0,0.0,0.0,0.0,12848.114234958415,672104.0095227109,1.0
 ,90,70617.30779224623,168138.01883663816,14945.601674367837,12711.11540260432,0.0,84831.23510371184,0.0,119564.8133949427,2234.4862717635133,0.0,307920.94759616104,0.0,0.0,558949.9243948096,219639.58963776863,0.0,0.0,0.0,0.0,0.0,14945.601674367837,778589.5140325783,1.0
 ,91,70617.30779224623,150618.55797436417,13388.316264387928,12711.11540260432,0.0,75992.08311666586,0.0,107106.53011510342,677.2008617836052,0.0,308598.1484579446,0.0,0.0,502431.80371986184,197097.24995818024,0.0,0.0,0.0,0.0,0.0,13388.316264387928,699529.053678042,1.0
 ,92,67207.90261321368,136096.00279175772,12097.422470378464,12097.422470378462,0.0,68664.96994186816,0.0,96779.37976302771,0.0,0.0,308598.1484579446,0.0,0.0,455874.5649074083,177160.87030036468,0.0,0.0,0.0,0.0,0.0,12097.422470378464,633035.435207773,1.0
