Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,15,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,16,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,17,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,18,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,19,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,20,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,698413.4842040761,0.0,0.0,0.0,24370.10998013371,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,21,90410.85549140016,183081.98237008532,16273.953988452029,16273.953988452029,0.0,0.0,0.0,130191.63190761623,0.0,670582.9658581832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16273.953988452029,670582.9658581832,1.0
 ,22,79362.62512667371,160709.31588151425,14285.272522801268,14285.272522801268,0.0,0.0,0.0,114282.18018241014,0.0,588637.5507286093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14285.27252280127,588637.5507286093,1.0
 ,23,67162.9170240243,136004.9069736492,12089.325064324374,12089.325064324374,0.0,0.0,0.0,96714.60051459499,0.0,498151.55324950226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12089.325064324375,498151.55324950226,1.0
 ,24,80911.16415353565,163845.1074109097,14564.009547636417,14564.009547636417,0.0,0.0,0.0,116512.07638109133,0.0,600123.1614745335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14564.009547636419,600123.1614745336,1.0
 ,25,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,679565.3024671751,0.0,0.0,0.0,5521.928243232658,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,26,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,679565.3024671751,0.0,0.0,0.0,5521.928243232658,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,27,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,679049.9224978066,0.0,0.0,0.0,5006.548273864202,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,28,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,687296.0020077009,0.0,0.0,0.0,13252.627783758566,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,29,90797.99024811563,183865.93025243416,16343.638244660815,16343.638244660815,0.0,0.0,0.0,130749.10595728652,0.0,673454.3685446641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16343.638244660813,673454.3685446641,1.0
 ,30,87591.72033993356,177373.23368836544,15766.50966118804,15766.50966118804,0.0,0.0,0.0,126132.07728950432,0.0,649673.2642438085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15766.509661188044,649673.2642438086,1.0
 ,31,89785.48396132128,181815.6050216756,16161.387113037832,16161.387113037832,0.0,0.0,0.0,129291.09690430266,0.0,665944.5461338676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16161.387113037834,665944.5461338677,1.0
 ,32,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,678387.2911086187,0.0,0.0,0.0,4343.9168846763205,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,33,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,678681.7939482578,0.0,0.0,0.0,4638.419724315521,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,34,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,679049.9224978066,0.0,0.0,0.0,5006.548273864319,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,35,88514.88783671665,179242.6478693512,15932.679810608997,15932.679810608997,0.0,0.0,0.0,127461.43848487198,0.0,656520.4552654171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15932.679810608995,656520.4552654171,1.0
 ,36,89735.85130020394,181715.09888291298,16152.45323403671,16152.45323403671,0.0,0.0,0.0,129219.62587229368,0.0,665576.4175843188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16152.453234036706,665576.4175843188,1.0
 ,37,89775.55742909781,181795.50379392307,16159.600337237607,16159.600337237607,0.0,0.0,0.0,129276.80269790086,0.0,665870.9204239579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16159.600337237607,665870.9204239579,1.0
 ,38,86936.5692131843,176046.5526566982,15648.582458373174,15648.582458373174,0.0,0.0,0.0,125188.65966698539,0.0,644813.9673897637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15648.582458373174,644813.9673897637,1.0
 ,39,85179.5730096294,172488.63534449952,15332.323141733292,15332.323141733292,0.0,0.0,0.0,122658.58513386633,0.0,631782.2167357345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15332.323141733297,631782.2167357346,1.0
 ,40,84583.98107622097,171282.56167934745,15225.116593719775,15225.116593719775,0.0,0.0,0.0,121800.9327497582,0.0,627364.6741411482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15225.116593719775,627364.6741411482,1.0
 ,41,87363.41009879365,176910.90545005715,15725.413817782859,15725.413817782859,0.0,0.0,0.0,125803.31054226287,0.0,647979.8729158838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15725.41381778286,647979.8729158838,1.0
 ,42,90301.66363694193,182860.86886480742,16254.299454649548,16254.299454649548,0.0,0.0,0.0,130034.39563719639,0.0,669773.0830491756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16254.299454649547,669773.0830491756,1.0
 ,43,90738.43105477477,183745.32288591893,16332.91758985946,16332.91758985946,0.0,0.0,0.0,130663.34071887568,0.0,673012.6142852055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16332.917589859462,673012.6142852055,1.0
 ,44,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,686265.242068964,0.0,0.0,0.0,12221.867845021654,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,45,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,689799.276144633,0.0,0.0,0.0,15755.90192069055,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,46,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,696278.3386166928,0.0,0.0,0.0,22234.964392750408,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,47,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,688326.7619464376,0.0,0.0,0.0,14283.387722495361,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,48,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,694290.4444491289,0.0,0.0,0.0,20247.07022518653,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,49,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,50,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,51,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,52,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,53,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,54,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,55,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,56,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,57,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,58,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,59,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,60,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,61,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,62,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,63,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,64,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,65,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,697088.2214257002,0.0,0.0,0.0,23044.84720175783,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,66,81199.03358801636,164428.04301573313,14615.826045842945,14615.826045842945,0.0,0.0,0.0,116926.60836674356,0.0,602258.3070619167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14615.826045842949,602258.3070619167,1.0
 ,67,70657.05636668712,143080.5391425414,12718.27014600368,12718.27014600368,0.0,0.0,0.0,101746.16116802944,0.0,524067.8031377413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12718.270146003682,524067.8031377413,1.0
 ,68,66329.0883172525,134316.40384243632,11939.235897105451,11939.235897105451,0.0,0.0,0.0,95513.88717684361,0.0,491966.99361708167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11939.235897105453,491966.99361708167,1.0
 ,69,82598.67463152618,167262.31612884052,14867.761433674714,14867.761433674714,0.0,0.0,0.0,118942.09146939771,0.0,612639.5321591942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14867.761433674714,612639.5321591942,1.0
 ,70,90768.21065144519,183805.6265691765,16338.277917260135,16338.277917260135,0.0,0.0,0.0,130706.22333808108,0.0,673233.4914149349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16338.27791726014,673233.4914149349,1.0
 ,71,90877.40250590308,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,674043.3742239423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16357.93245106262,674043.3742239422,1.0
 ,72,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,73,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,74,90877.40250590345,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,75,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,76,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,77,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,78,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,79,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,80,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,81,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,82,90877.40250590345,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,83,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,84,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,85,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,86,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,87,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,88,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,89,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,90,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,91,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,92,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,93,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,94,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,95,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,699444.2441428128,0.0,0.0,0.0,25400.86991887039,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,96,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,699444.2441428128,0.0,0.0,0.0,25400.869918870507,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,97,90877.40250590343,184026.74007445443,16357.932451062617,16357.932451062617,0.0,0.0,0.0,130863.45960850094,0.0,695836.5843572342,0.0,0.0,0.0,21793.210133291897,0.0,0.0,0.0,16357.932451062617,674043.3742239423,1.0
 ,98,90877.40250590343,184026.74007445446,16357.93245106262,16357.93245106262,0.0,0.0,0.0,130863.45960850095,0.0,688326.7619464376,0.0,0.0,0.0,14283.387722495245,0.0,0.0,0.0,16357.93245106262,674043.3742239424,1.0
 ,99,88892.09606120863,180006.49452394748,16000.577291017555,16000.577291017555,0.0,0.0,0.0,128004.61832814044,0.0,659318.2322419883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.577291017555,659318.2322419883,1.0
 ,100,77496.4370686606,156930.28506403771,13949.358672358909,13949.358672358909,0.0,0.0,0.0,111594.86937887127,0.0,574795.9172655726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13949.35867235891,574795.9172655726,1.0
 ,101,64641.57783926194,130899.19512450544,11635.48401106715,11635.48401106715,0.0,0.0,0.0,93083.8720885372,0.0,479450.6229324208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11635.48401106715,479450.62293242075,1.0
 ,102,48630.08136279856,98475.91475966708,8753.414645303741,8753.414645303741,0.0,0.0,0.0,70027.31716242993,0.0,360692.3528479621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8753.414645303741,360692.35284796206,1.0
 ,103,27149.065631201076,54976.85790318219,4886.831813616194,4886.831813616194,0.0,0.0,0.0,39094.654508929554,0.0,201366.31660322036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4886.831813616195,201366.3166032204,1.0
 ,104,17778.41921224173,36001.2989047895,3200.1154582035115,3200.1154582035115,0.0,0.0,0.0,25600.923665628092,0.0,131863.6464483977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.1154582035115,131863.6464483977,1.0
 ,105,10432.785366871052,21126.390367913882,1877.9013660367896,1877.9013660367896,0.0,0.0,0.0,15023.210928294317,0.0,77380.62111516803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877.9013660367896,77380.62111516803,1.0
 ,106,10462.564963541474,21186.694051171482,1883.2616934374653,1883.2616934374653,0.0,0.0,0.0,15066.093547499722,0.0,77601.49824489735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.2616934374657,77601.49824489735,1.0
 ,107,6889.013363090877,13950.252060259027,1240.022405356358,1240.022405356358,0.0,0.0,0.0,9920.179242850863,0.0,51096.24267738023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.0224053563577,51096.24267738022,1.0
 ,108,9330.940290065453,18895.15408738254,1679.5692522117815,1679.5692522117815,0.0,0.0,0.0,13436.554017694252,0.0,69208.16731518359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.5692522117815,69208.16731518359,1.0
 ,109,15713.70050975916,31820.2435322623,2828.466091756649,2828.466091756649,0.0,0.0,0.0,22627.72873405319,0.0,116549.49878716555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828.466091756649,116549.49878716555,1.0
 ,110,22930.289436224677,46433.83610835497,4127.452098520442,4127.452098520442,0.0,0.0,0.0,33019.616788163534,0.0,170075.3898915682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4127.452098520442,170075.3898915682,1.0
 ,111,34464.91987990133,69791.4627568002,6203.68557838224,6203.68557838224,0.0,0.0,0.0,49629.48462705792,0.0,255628.46480672067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6203.68557838224,255628.46480672067,1.0
 ,112,53543.71481341813,108426.02249717173,9637.868666415265,9637.868666415265,0.0,0.0,0.0,77102.94933132212,0.0,397137.0792532982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9637.868666415265,397137.0792532982,1.0
 ,113,74627.66925607667,151121.03024355526,13432.9804660938,13432.9804660938,0.0,0.0,0.0,107463.8437287504,0.0,553518.0871016491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13432.9804660938,553518.0871016491,1.0
