Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Flex,1,59502.60743034312,120492.78004644484,10710.469337461764,10710.469337461762,0.0,0.0,0.0,85683.75469969411,0.0,0.0,0.0,0.0,441334.55822381936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10710.469337461762,441334.5582238193,1.0
Profile: 2020,2,65197.77224919949,132025.48880462896,11735.599004855909,11735.599004855909,0.0,0.0,0.0,93884.79203884727,0.0,0.0,0.0,0.0,483575.9516330782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11735.599004855909,483575.9516330782,1.0
Location: Bornholm,3,67264.24698381926,136210.100142234,12107.564457087467,12107.564457087468,0.0,0.0,0.0,96860.51565669973,0.0,0.0,0.0,0.0,498903.12389442394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12107.564457087467,498903.12389442394,1.0
Fuel: NH3,4,82649.10194586875,167364.4314403842,14876.838350256376,14876.838350256376,0.0,0.0,0.0,119014.706802051,0.0,0.0,0.0,0.0,613013.5547013802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14876.83835025638,613013.5547013802,1.0
Electrolyser: SOEC,5,74877.574953471,151627.08928077875,13477.963491624778,13477.963491624781,0.0,0.0,0.0,107823.70793299822,0.0,0.0,0.0,0.0,555371.653278329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13477.96349162478,555371.653278329,1.0
CO2 capture: None,6,83222.57340332305,168525.71114172915,14980.063212598146,14980.06321259815,0.0,0.0,0.0,119840.50570078517,0.0,0.0,0.0,0.0,617267.0283432847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14980.063212598148,617267.0283432847,1.0
CO2taxWTTup: 0,7,84698.2018235523,185029.87145478674,16447.099684869932,15245.676328239415,0.0,0.0,0.0,131576.79747895946,1201.4233566305177,0.0,1201.4233566305177,0.0,674908.9297663359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16447.099684869932,674908.9297663359,1.0
CO2taxWTTop: 0,8,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840538,0.0,2531.148018414571,0.0,680849.125714513,0.0,0.0,0.0,953.3647818063619,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
CO2WTTop_treshhold -1,9,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840538,0.0,3860.872680198625,0.0,683635.884307485,0.0,0.0,0.0,3740.1233747783117,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
Renewable criterion: None,10,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840574,0.0,5190.597341982682,0.0,690896.1237997013,0.0,0.0,0.0,11000.362866994692,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
Renewable application: 0,11,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840538,0.0,6520.322003766736,0.0,696689.648242985,0.0,0.0,0.0,16793.88731027837,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
 ,12,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840538,0.0,7850.04666555079,0.0,696689.648242985,0.0,0.0,0.0,16793.88731027837,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
 ,13,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.724661784052,0.0,9179.771327334842,0.0,696689.648242985,0.0,0.0,0.0,16793.88731027837,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
 ,14,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840538,0.0,10509.495989118905,0.0,696689.648242985,0.0,0.0,0.0,16793.88731027837,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
 ,15,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840538,0.0,11839.220650902958,0.0,696689.648242985,0.0,0.0,0.0,16793.88731027837,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
 ,16,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840538,0.0,13168.945312687012,0.0,696689.648242985,0.0,0.0,0.0,16793.88731027837,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
 ,17,84698.2018235523,186473.261137764,16575.400990023467,15245.676328239415,0.0,0.0,0.0,132603.20792018773,1329.7246617840538,0.0,14498.669974471066,0.0,696689.648242985,0.0,0.0,0.0,16793.88731027837,0.0,0.0,0.0,16575.400990023467,679895.7609327066,1.0
