Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,380,57670.14835966684,116782.05042832535,10380.626704740032,10380.626704740032,0.0,44190.327882078316,0.0,83045.01363792026,0.0,0.0,114000.22986258558,0.0,0.0,520390.18810772616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10380.62670474003,520390.1881077261,1.0
 ,381,56607.407554348385,114630.00029755548,10189.33335978271,10189.33335978271,0.0,43375.99211259499,0.0,81514.66687826168,0.0,0.0,114000.22986258558,0.0,4729.4729161529485,506071.00711348176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10189.33335978271,510800.4800296348,1.0
 ,382,60824.34908013177,123169.30688726684,10948.382834423719,10948.382834423719,0.0,46607.26572614177,0.0,87587.06267538975,0.0,0.0,114000.22986258558,0.0,52024.20207768243,496828.11336870416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10948.38283442372,548852.3154463866,1.0
 ,383,57463.43397611444,116363.45380163174,10343.418115700599,10343.418115700599,0.0,44031.930918537444,0.0,82747.34492560479,0.0,0.0,114000.22986258558,0.0,277856.5338239857,240668.3541241064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10343.4181157006,518524.8879480922,1.0
 ,384,42772.00079958451,86613.30161915864,7698.960143925212,7698.960143925212,0.0,32774.473332689624,0.0,61591.681151401695,0.0,0.0,114000.22986258558,0.0,293227.3208014828,92728.501663618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,7698.960143925212,385955.8224651008,1.0
 ,385,61258.40056505206,63148.678730598,5613.215887164267,11026.512101709372,0.0,23895.460031658284,0.0,44905.727097314135,0.0,5413.296214545105,108586.93364804047,0.0,299139.161946674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,5613.215887164268,299139.161946674,1.0
 ,386,52966.21405749162,107256.58346642053,9533.918530348492,9533.918530348492,0.0,40585.89118369353,0.0,76271.34824278794,0.0,0.0,108586.93364804047,0.0,295592.0572595593,182351.88567659492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,9533.918530348492,477943.9429361542,1.0
 ,387,61258.40056505206,140925.16594810004,12526.681417608892,11026.512101709372,0.0,53326.08279476105,0.0,100213.45134087114,1500.1693158995208,0.0,110087.10296394,0.0,351163.3640243564,273303.4217603765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,12526.681417608894,624466.7857847329,1.0
 ,388,58079.51482314911,117611.01751687695,10454.31266816684,10454.31266816684,0.0,44504.00902838624,0.0,83634.50134533472,0.0,0.0,110087.10296394,0.0,380722.56975031237,143361.5622260501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10454.31266816684,524084.1319763624,1.0
 ,389,45397.0457018399,91929.0175462258,8171.468226331182,8171.468226331182,0.0,34785.94023949184,0.0,65371.74581064946,0.0,0.0,110087.10296394,0.0,353528.10048243287,56114.9787234759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,8171.468226331184,409643.07920590875,1.0
 ,390,36870.19356687162,74662.14197291502,6636.634842036891,6636.634842036891,0.0,28252.154522551045,0.0,53093.07873629513,0.0,0.0,110087.10296394,0.0,260121.01038841216,72579.48564935182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,6636.634842036891,332700.49603776395,1.0
 ,391,29619.291415784326,59979.065116963255,5331.472454841179,5331.472454841179,0.0,22696.078240258896,0.0,42651.77963872943,0.0,0.0,110087.10296394,0.0,158437.34269112378,108834.18460491956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,5331.472454841179,267271.5272960433,1.0
 ,392,61258.40056505206,42630.329703011324,3789.3626402676737,11026.512101709372,0.0,16131.316759619485,0.0,30314.90112214139,0.0,7237.149461441698,102849.95350249829,0.0,111142.6135295943,102543.32425857778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,3789.362640267674,213685.93778817204,1.0
 ,393,15377.236435924015,31138.90378274613,2767.9025584663227,2767.9025584663227,0.0,11782.961191391136,0.0,22143.22046773058,0.0,0.0,102849.95350249829,0.0,69759.72551325598,68997.72854358163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,2767.902558466323,138757.4540568376,1.0
 ,394,12251.680113010414,14214.520997531916,1263.5129775583925,2205.3024203418745,0.0,5378.774745466077,0.0,10108.10382046714,0.0,941.789442783482,101908.1640597148,0.0,13006.050519420607,53421.97222392109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,1263.5129775583925,66428.0227433417,1.0
 ,395,61258.40056505206,60874.146048348644,5411.035204297657,11026.512101709372,0.0,23034.776864695126,0.0,43288.28163438126,0.0,5615.476897411715,96292.68716230309,0.0,0.0,289666.36513973936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,5411.0352042976565,289666.3651397393,1.0
 ,396,41256.14689223685,83543.69745677963,7426.1064406026335,7426.1064406026335,0.0,31612.935117645407,0.0,59408.85152482107,0.0,0.0,96292.68716230309,0.0,0.0,372277.41999128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,7426.106440602634,372277.41999128,1.0
 ,397,55960.42872535409,113319.86816884205,10072.877170563737,10072.877170563737,0.0,42880.23811508983,0.0,80583.0173645099,0.0,0.0,96292.68716230309,0.0,0.0,504962.4261300279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10072.877170563735,504962.42613002786,1.0
 ,398,52994.25349960843,107313.36333670707,9538.965629929518,9538.965629929518,0.0,40607.376686609954,0.0,76311.72503943615,0.0,0.0,96292.68716230309,0.0,0.0,478196.95859456045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,9538.96562992952,478196.95859456045,1.0
 ,399,45659.35335098084,92460.19053573621,8218.683603176552,8218.683603176552,0.0,34986.93609872258,0.0,65749.46882541242,0.0,0.0,96292.68716230309,0.0,0.0,303391.12033526745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,0.0,8218.68360317655,417726.81332147017,1.0
 ,400,61258.40056505206,58704.52596173459,5218.180085487519,11026.512101709372,0.0,22213.792623920366,0.0,41745.44068390015,0.0,5808.332016221852,90484.35514608123,0.0,0.0,280630.5001512381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5218.180085487519,280630.5001512381,1.0
 ,401,25430.92346521076,51497.620017051784,4577.5662237379365,4577.5662237379365,0.0,19486.699414452396,0.0,36620.52978990349,0.0,0.0,90484.35514608123,0.0,0.0,229477.52732104587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4577.566223737937,229477.52732104587,1.0
 ,402,17704.33172752606,35851.27174824027,3186.779710954691,3186.779710954691,0.0,13566.121229534117,0.0,25494.237687637527,0.0,0.0,90484.35514608123,0.0,0.0,159756.14386406436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3186.779710954691,159756.14386406436,1.0
 ,403,21255.790199224382,43042.975153429375,3826.042235860389,3826.042235860389,0.0,16287.461798057675,0.0,30608.337886883113,0.0,0.0,90484.35514608123,0.0,0.0,191802.95134958866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3826.042235860389,191802.95134958866,1.0
 ,404,61258.40056505206,50572.5324849927,4495.33622088824,11026.512101709372,0.0,19136.646292321235,0.0,35962.68976710592,0.0,6531.175880821132,83953.1792652601,0.0,0.0,246763.00620768504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4495.336220888241,246763.00620768507,1.0
 ,405,25045.998185106433,50718.14632484053,4508.279673319158,4508.279673319158,0.0,19191.746569319654,0.0,36066.237386553265,0.0,0.0,83953.1792652601,0.0,10641.314061344134,215362.81593685035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4508.279673319159,226004.1299981945,1.0
 ,406,61258.40056505206,67989.11808621515,6043.477163219125,11026.512101709372,0.0,25727.082283823813,0.0,48347.817305753,0.0,4983.0349384902465,78970.14432676985,0.0,198637.86247842386,120660.38481790789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6043.477163219124,319298.24729633174,1.0
 ,407,49395.235249118974,100025.35137946592,8891.142344841415,8891.142344841415,0.0,37849.5929619899,0.0,71129.13875873132,0.0,0.0,78970.14432676985,0.0,339339.681733974,106381.31073865417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8891.142344841417,445720.9924726282,1.0
 ,408,61258.40056505206,152361.38654754352,13543.234359781647,11026.512101709372,0.0,57653.54866959047,0.0,108345.87487825318,2516.7222580722746,0.0,81486.86658484206,0.0,494229.9197379831,178821.10788112992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13543.234359781645,673051.027619113,1.0
 ,409,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.63421590667,0.0,86669.50080074873,0.0,678679.363467948,197514.3654020725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75730.43781113438,0.0,0.0,0.0,16209.14631761602,800463.291058886,1.0
 ,410,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,91852.13501665537,0.0,748439.0889812041,228007.31113360345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132484.7103732829,41427.046364417765,0.0,41427.046364417765,16209.14631761602,802534.6433771069,1.0
 ,411,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,97034.76923256202,0.0,621925.6884741128,255091.68153764735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72908.64662178492,0.0,114335.69298620269,16209.14631761602,804108.7233899753,1.0
 ,412,61258.40056505206,171808.07656018913,15271.829027572368,11026.512101709372,0.0,65012.17617037557,0.0,122174.63222057895,4245.316925862997,0.0,101280.08615842501,0.0,470582.5551572184,280094.8950845459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5251.0720098989505,109084.62097630373,15271.829027572367,755928.5222516634,1.0
 ,413,61258.40056505206,177335.74856983655,15763.177650652138,11026.512101709372,0.0,67103.84725882615,0.0,126105.4212052171,4736.665548942767,0.0,106016.75170736777,0.0,520242.0207768243,258907.03403577342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109084.62097630373,15763.177650652138,779149.0548125978,1.0
 ,414,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,111199.38592327441,0.0,496594.6561960596,309382.2604732202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5251.0720098989505,0.0,114335.69298620269,16209.14631761602,800725.844659381,1.0
 ,415,61258.40056505206,170998.84911538844,15199.89769914564,11026.512101709372,0.0,64705.964505262986,0.0,121599.18159316512,4173.385597436268,0.0,115372.77152071068,0.0,339339.681733974,412888.4639462798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,15199.897699145642,752228.145680254,1.0
 ,416,61258.40056505206,149906.9010966292,13325.05787525593,11026.512101709372,0.0,56724.77137496449,0.0,106600.46300204744,2298.545773546559,0.0,117671.31729425724,0.0,166713.92029439143,495909.7713277236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,13325.057875255932,662623.691622115,1.0
 ,417,61258.40056505206,132440.14693311474,11772.457505165754,11026.512101709372,0.0,50115.35159949061,0.0,94179.66004132603,745.9454034563818,0.0,118417.26269771362,0.0,68577.35728421775,519842.7107751311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,11772.45750516575,588420.0680593487,1.0
 ,418,58143.02702355148,117739.62972269177,10465.744864239268,10465.744864239268,0.0,44552.67588706656,0.0,83725.95891391415,0.0,0.0,118417.26269771362,0.0,11823.682290382372,512833.55599582347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10465.744864239268,524657.2382862058,1.0
 ,419,55446.17902233785,112278.51252023413,9980.312224020812,9980.312224020812,0.0,42486.18913765659,0.0,79842.4977921665,0.0,0.0,118417.26269771362,0.0,0.0,500322.0617942546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,9980.312224020816,500322.0617942546,1.0
 ,420,55618.5168840018,112627.49669010365,10011.333039120325,10011.333039120325,0.0,42618.244747535224,0.0,80090.6643129626,0.0,0.0,118417.26269771362,0.0,0.0,501877.16326009546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10011.333039120325,501877.1632600955,1.0
 ,421,57474.27883894989,116385.41464887353,10345.370191010981,10345.370191010981,0.0,44040.240903133745,0.0,82762.96152808785,0.0,0.0,118417.26269771362,0.0,0.0,518622.7472456918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,10345.370191010981,518622.7472456918,1.0
 ,422,55425.670490442026,112236.9827431451,9976.620688279565,9976.620688279565,0.0,42470.4742700061,0.0,79812.96550623652,0.0,0.0,118417.26269771362,0.0,0.0,500137.00177490927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,9976.620688279565,500137.0017749092,1.0
 ,423,48777.69950420891,98774.84149602304,8779.985910757605,8779.985910757605,0.0,37376.40002209512,0.0,70239.88728606084,0.0,0.0,118417.26269771362,0.0,0.0,440148.6200824481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,8779.985910757605,440148.6200824481,1.0
 ,424,42909.461625400545,86891.6597914361,7723.703092572098,7723.703092572098,0.0,32879.80406507942,0.0,61789.624740576786,0.0,0.0,118417.26269771362,0.0,0.0,387196.20881815336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,7723.703092572097,387196.20881815336,1.0
 ,425,30854.85691860204,62481.08526016913,5553.874245348367,5553.874245348367,0.0,23642.842662447998,0.0,44430.99396278694,0.0,0.0,118417.26269771362,0.0,0.0,278420.7298335629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,5553.874245348368,278420.729833563,1.0
 ,426,61258.40056505206,35261.82343271856,3134.3843051305385,11026.512101709372,0.0,13343.0739869407,0.0,25075.074441044308,0.0,7892.127796578833,110525.13490113479,0.0,0.0,182998.1559797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,3134.3843051305394,182998.1559797,1.0
 ,427,17229.949099450292,34890.64692638684,3101.3908379010527,3101.3908379010527,0.0,13202.62079694478,0.0,24811.12670320842,0.0,0.0,110525.13490113479,0.0,0.0,155475.52257070845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,3101.3908379010536,155475.52257070845,1.0
 ,428,26848.262843631714,54367.73225835422,4832.687311853709,4832.687311853709,0.0,20572.749886561236,0.0,38661.49849482967,0.0,0.0,110525.13490113479,0.0,0.0,133648.06944904593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114335.69298620269,0.0,4832.687311853709,247983.76243524862,1.0
 ,429,18265.923736677425,36988.49556677179,3287.8662726019365,3287.8662726019365,0.0,13996.446722466442,0.0,26302.930180815492,0.0,0.0,110525.13490113479,0.0,4729.4729161529485,160094.23154198937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3287.8662726019365,164823.70445814228,1.0
 ,430,61258.40056505206,50676.83429670892,4504.607493040793,11026.512101709372,0.0,19176.114097874655,0.0,36036.859944326345,0.0,6521.9046086685785,104003.2302924662,0.0,49659.465619605966,197537.9286611517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4504.607493040794,247197.39428075764,1.0
 ,431,37060.24233595429,75046.99073030743,6670.843620471772,6670.843620471772,0.0,28397.78129234833,0.0,53366.748963774175,0.0,0.0,104003.2302924662,0.0,131242.8734232443,203172.53955565166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6670.843620370681,334415.41297889594,1.0
 ,432,55316.4433773945,112015.79783922387,9956.95980793101,9956.95980793101,0.0,42386.77790236231,0.0,79655.67846344809,0.0,0.0,104003.2302924662,0.0,262485.7468464886,236665.63724714174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9956.95980793101,499151.38409363036,1.0
 ,433,61258.40056505206,148261.90434549356,13178.83594182165,11026.512101709372,0.0,56102.30460433476,0.0,105430.6875345732,2152.323840112278,0.0,106155.55413257849,0.0,485953.3421347154,169681.94634503318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13178.83594182165,655635.2884797486,1.0
 ,434,61258.40056505206,182352.89607318022,16209.14631761602,11026.512101709372,0.0,69002.3358740914,0.0,129673.17054092816,5182.634215906648,0.0,111338.18834848513,0.0,734250.6702327452,113468.40272160743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,0.0,45005.50656711124,16209.14631761602,802713.5663872415,1.0
 ,435,61258.40056505206,173562.62074430942,15427.788510605282,11026.512101709372,0.0,65676.09568964668,0.0,123422.30808484225,4401.276408895911,0.0,115739.46475738104,0.0,603007.7968095009,160111.96290919496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,15427.788510605284,763119.759718696,1.0
 ,436,61258.40056505206,125563.92633122146,11161.237896108574,11026.512101709372,0.0,47513.389723734195,0.0,89289.9031688686,134.7257943992026,0.0,115874.19055178024,0.0,405552.30256011535,153655.6703211126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,11161.237896108576,559207.972881228,1.0
 ,437,51899.7586488031,105097.01126382628,9341.956556784558,9341.956556784558,0.0,39768.709062231865,0.0,74735.65245427647,0.0,0.0,115874.19055178024,0.0,318057.0536112858,150263.66229110459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,9341.95655678456,468320.7159023904,1.0
 ,438,56817.4148796327,115055.26513125622,10227.134678333887,10227.134678333887,0.0,43536.912325667356,0.0,81817.0774266711,0.0,0.0,115874.19055178024,0.0,268397.58799167984,244297.90626311584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,10227.134678333887,512695.49425479566,1.0
 ,439,61258.40056505206,140600.10024098697,12497.78668808773,11026.512101709372,0.0,53203.077931189466,0.0,99982.29350470184,1471.2745863783584,0.0,117345.46513815859,0.0,214008.6494559209,409077.16690896585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,12497.78668808773,623085.8163648868,1.0
 ,440,52906.89867383991,107136.46981452583,9523.241761291185,9523.241761291185,0.0,40540.44017781657,0.0,76185.93409032948,0.0,0.0,117345.46513815859,0.0,125331.03227805313,352077.67458650836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,9523.241761291183,477408.7068645615,1.0
 ,441,28360.83506668725,57430.69101004168,5104.950312003705,5104.950312003705,0.0,21731.77347819977,0.0,40839.60249602964,0.0,0.0,117345.46513815859,0.0,47294.72916152949,208621.03861491455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,5104.950312003705,255915.76777644406,1.0
 ,442,16238.45875403045,32882.878976911656,2922.922575725481,2922.922575725481,0.0,12442.88140486337,0.0,23383.380605803846,0.0,0.0,117345.46513815859,0.0,5911.841145191186,140616.9063254747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,2922.9225757254812,146528.7474706659,1.0
 ,443,61258.40056505206,29320.02411395295,2606.2243656847068,11026.512101709372,0.0,11094.697124719796,0.0,20849.794925477654,0.0,8420.287736024664,108925.17740213392,0.0,0.0,158252.212316852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,2606.224365684707,158252.212316852,1.0
 ,444,28998.318288537826,58721.5945342891,5219.697291936809,5219.697291936809,0.0,22220.251371774993,0.0,41757.57833549447,0.0,0.0,108925.17740213392,0.0,0.0,261668.1374715141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,5219.697291936809,261668.1374715141,1.0
 ,445,35154.098013558454,71187.04847745587,6327.737642440522,6327.737642440522,0.0,26937.1791438693,0.0,50621.901139524176,0.0,0.0,108925.17740213392,0.0,0.0,317215.20055647055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,6327.737642440522,317215.20055647055,1.0
 ,446,61258.40056505206,68441.22155410048,6083.664138142266,11026.512101709372,0.0,25898.158236071624,0.0,48669.31310513813,0.0,4942.847963567104,103982.32943856681,0.0,0.0,321181.1326557776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,6083.664138142267,321181.1326557776,1.0
 ,447,35854.30723487776,72604.97215062745,6453.775302277996,6453.775302277996,0.0,27473.721461797428,0.0,51630.20241822397,0.0,0.0,103982.32943856681,0.0,0.0,323533.58222812164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,6453.775302277998,323533.5822281217,1.0
 ,448,33377.811953842756,67590.06920653158,6008.006151691697,6008.006151691697,0.0,25576.082187751552,0.0,48064.04921353357,0.0,0.0,103982.32943856681,0.0,0.0,301186.77227874723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,6008.006151691697,301186.77227874723,1.0
 ,449,28598.775870386326,57912.52113753231,5147.779656669539,5147.779656669539,0.0,21914.097998442227,0.0,41182.23725335631,0.0,0.0,103982.32943856681,0.0,0.0,258062.84148992295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,5147.77965666954,258062.84148992292,1.0
 ,450,26793.058505493667,54255.94347362468,4822.75053098886,4822.75053098886,0.0,20530.449010419576,0.0,38582.00424791088,0.0,0.0,103982.32943856681,0.0,0.0,241768.83799047873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,4822.750530988861,241768.83799047873,1.0
 ,451,61258.40056505206,40310.78087164748,3583.1805219242206,11026.512101709372,0.0,15253.599481831407,0.0,28665.444175393764,0.0,7443.331579785151,96538.99785878167,0.0,0.0,204025.66122466145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,3583.1805219242206,204025.66122466145,1.0
 ,452,20776.596243809276,42072.607393713784,3739.7873238856696,3739.7873238856696,0.0,15920.274637781295,0.0,29918.298591085357,0.0,0.0,96538.99785878167,0.0,0.0,187478.91474327826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,3739.7873238856705,187478.91474327826,1.0
 ,453,21254.67045159156,43040.70766447291,3825.840681286481,3825.840681286481,0.0,16286.603780236548,0.0,30606.725450291848,0.0,0.0,96538.99785878167,0.0,20100.259893650033,171692.58734318963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45005.50656711124,3825.840681286482,191792.84723683968,1.0
