Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,29,67573.44874059898,136836.23369971293,12163.220773307816,12163.220773307816,0.0,69038.44110929515,0.0,97305.76618646253,0.0,0.0,90125.49778791856,0.0,843691.0993054814,0.0,61091.95988753863,0.0,0.0,233322.99842374996,0.0,278415.69454490906,12163.220773307816,671460.06076927,1.0
 ,30,67573.44874059898,181903.45304784877,16169.195826475447,12163.220773307816,0.0,91776.35551107462,0.0,129353.56661180357,4005.975053167631,0.0,94131.47284108619,0.0,813898.5744256661,0.0,56950.13209855296,0.0,0.0,0.0,0.0,278415.69454490906,16169.195826475447,870848.7065242191,1.0
 ,31,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,98505.80920678258,0.0,834282.9335539608,0.0,59248.699648114154,0.0,3275.810927278246,0.0,0.0,278415.69454490906,16537.557139004202,890255.8222747967,1.0
 ,32,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,102880.14557247897,0.0,849870.9728873626,0.0,62288.97749322066,0.0,21904.12810578663,0.0,0.0,278415.69454490906,16537.557139004202,890255.8222747967,1.0
 ,33,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,107254.48193817536,0.0,850239.9205638928,0.0,62369.75782243847,0.0,22353.85611153464,0.0,0.0,278415.69454490906,16537.557139004202,890255.8222747967,1.0
 ,34,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,111628.81830387175,0.0,850701.1051595556,0.0,62457.8818179488,0.0,0.0,21812.537812102542,0.0,300228.2323570116,16537.557139004202,891346.4491654017,1.0
 ,35,67573.44874059898,183902.9370554803,16346.927738264914,12163.220773307816,0.0,92785.16184239164,0.0,130775.42190611931,4183.7069649570985,0.0,115812.52526882885,0.0,822476.6079049938,0.0,57735.90439185344,0.0,0.0,0.0,0.0,300228.2323570116,16346.927738264914,880212.5122968472,1.0
 ,36,67573.44874059898,136836.23369971293,12163.220773307816,12163.220773307816,0.0,69038.44110929515,0.0,97305.76618646253,0.0,0.0,115812.52526882885,0.0,833821.748958298,0.0,59153.23198631129,0.0,233181.07009652676,0.0,0.0,300228.2323570116,12163.220773307816,659793.9108480825,1.0
 ,37,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,120186.86163452524,0.0,834190.6966348282,0.0,59226.66864923658,0.0,3161.54300926812,0.0,0.0,300228.2323570116,16537.557139004202,890255.8222747967,1.0
 ,38,67573.44874059898,180482.79511139958,16042.915121013297,12163.220773307816,0.0,91059.58622687146,0.0,128343.32096810637,3879.694347705481,0.0,124066.55598223073,0.0,807810.9377629175,0.0,56384.66979402833,0.0,0.0,0.0,0.0,300228.2323570116,16042.915121013297,864195.6075569458,1.0
 ,39,67573.44874059898,176675.20100283276,15704.462311362913,12163.220773307816,0.0,89138.52807929588,0.0,125635.6984909033,3541.2415380550974,0.0,127607.79752028582,0.0,791485.0030764552,0.0,54879.218204060126,0.0,0.0,0.0,0.0,300228.2323570116,15704.462311362913,846364.2212805153,1.0
 ,40,67573.44874059898,175385.2619049102,15589.801058214241,12163.220773307816,0.0,88487.71080642402,0.0,124718.40846571393,3426.5802849064257,0.0,131034.37780519224,0.0,785950.7879285018,0.0,54372.50522987571,0.0,0.0,0.0,0.0,300228.2323570116,15589.801058214241,840323.2931583775,1.0
 ,41,67573.44874059898,181408.11392927793,16125.165682602483,12163.220773307816,0.0,91526.44041445167,0.0,129001.32546081986,3961.944909294667,0.0,134996.32271448692,0.0,811777.1252856173,0.0,56751.853108654715,0.0,0.0,0.0,0.0,300228.2323570116,16125.165682602483,868528.978394272,1.0
 ,42,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,139370.6590801833,0.0,839079.2533488536,0.0,60181.34526726519,0.0,9004.776341322111,0.0,0.0,300228.2323570116,16537.557139004202,890255.8222747967,1.0
 ,43,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,143744.9954458797,0.0,843137.6777906861,0.0,60974.46122685819,0.0,13856.316742747673,0.0,0.0,300228.2323570116,16537.557139004202,890255.8222747967,1.0
 ,44,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,148119.3318115761,0.0,859740.323234546,0.0,64602.23237536692,0.0,34086.733335116296,0.0,0.0,300228.2323570116,16537.557139004202,890255.8222747967,1.0
 ,45,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,152493.66817727248,0.0,864167.6953529086,0.0,65791.90631475642,0.0,39703.77939286828,0.0,0.0,300228.2323570116,16537.557139004202,890255.8222747967,1.0
 ,46,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,156868.00454296888,0.0,872284.5442365735,0.0,67451.57489686769,0.0,0.0,47124.09224632817,0.0,347352.3246033398,16537.557139004202,892612.0268871131,1.0
 ,47,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,161242.34090866527,0.0,862322.9569702575,0.0,65292.53700686453,0.0,37359.671702325344,0.0,0.0,347352.3246033398,16537.557139004202,890255.8222747967,1.0
 ,48,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,165616.67727436166,0.0,869794.1474199945,0.0,67055.01691707119,0.0,46593.34206226899,0.0,0.0,347352.3246033398,16537.557139004202,890255.8222747967,1.0
 ,49,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,169991.01364005805,0.0,876250.7317592733,0.0,68487.03184411411,0.0,0.0,51887.56317008641,0.0,399239.8877734262,16537.557139004202,892850.200433301,1.0
 ,50,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,174365.35000575444,0.0,876250.7317592733,0.0,68964.37015312842,0.0,0.0,52342.17108343339,0.0,451582.05885685957,16537.557139004202,892872.9308289683,1.0
 ,51,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,178739.68637145084,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,451582.05885685957,16537.557139004202,890255.8222747967,1.0
 ,52,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,183114.02273714723,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,451582.05885685957,16537.557139004202,890255.8222747967,1.0
 ,53,67573.44874059898,178811.2965551094,15894.33747156528,12163.220773307816,0.0,90216.25948860453,0.0,127154.69977252225,3731.116698257465,0.0,186845.13943540468,0.0,876250.7317592733,0.0,69764.82977901395,0.0,0.0,85378.82613572403,0.0,536960.8849925837,15894.33747156528,860636.7354025632,1.0
 ,54,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,191219.47580110107,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,536960.8849925837,16537.557139004202,890255.8222747967,1.0
 ,55,67573.44874059898,136836.23369971293,12163.220773307816,12163.220773307816,0.0,69038.44110929515,0.0,97305.76618646253,0.0,0.0,191219.47580110107,0.0,876250.7317592733,0.0,69764.82977901395,0.0,286221.6506902048,0.0,0.0,536960.8849925837,12163.220773307816,659793.9108480825,1.0
 ,56,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,195593.81216679746,0.0,876250.7317592733,0.0,69764.82977901395,0.0,0.0,53104.51358427663,0.0,590065.3985768603,16537.557139004206,892911.0479540107,1.0
 ,57,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,199968.14853249385,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,590065.3985768603,16537.557139004202,890255.8222747967,1.0
 ,58,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,204342.48489819025,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,590065.3985768603,16537.557139004202,890255.8222747967,1.0
 ,59,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,208716.82126388664,0.0,876250.7317592733,0.0,69764.82977901395,0.0,0.0,53104.51358427675,0.0,643169.912161137,16537.557139004202,892911.0479540105,1.0
 ,60,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,213091.15762958303,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,643169.912161137,16537.557139004202,890255.8222747967,1.0
 ,61,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,217465.49399527942,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,643169.912161137,16537.557139004202,890255.8222747967,1.0
 ,62,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,221839.83036097581,0.0,876250.7317592733,0.0,69764.82977901395,0.0,0.0,53104.513584276814,0.0,696274.4257454138,16537.557139004202,892911.0479540105,1.0
 ,63,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,226214.1667266722,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,696274.4257454138,16537.557139004202,890255.8222747967,1.0
 ,64,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,230588.5030923686,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,696274.4257454138,16537.557139004202,890255.8222747967,1.0
 ,65,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,234962.839458065,0.0,873299.1503470315,0.0,67613.1355553033,0.0,0.0,48244.251073845895,0.0,744518.6768192597,16537.557139004202,892668.034828489,1.0
 ,66,67573.44874059898,168193.90566505224,14950.569392449088,12163.220773307816,0.0,84859.43187154102,0.0,119604.5551395927,2787.348619141272,0.0,237750.18807720626,0.0,754497.9985043006,0.0,52147.37434323979,0.0,0.0,0.0,0.0,744518.6768192597,14950.569392449088,806645.3728475404,1.0
 ,67,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,242124.52444290265,0.0,656542.3903855272,0.0,46022.75665527162,0.0,519602.0677442987,0.0,744518.6768192597,0.0,16537.557139004202,927481.7561157596,1.0
 ,68,67573.44874059898,136845.7157678988,12164.063623813228,12163.220773307816,0.0,69043.22512876388,0.0,97312.50899050583,0.8428505054125708,0.0,242125.36729340805,0.0,616327.0936437331,0.0,43511.222783227124,0.0,0.0,0.0,0.0,0.0,12164.063623813228,659838.3164269602,1.0
 ,69,67573.44874059898,171145.05335902225,15212.893631913088,12163.220773307816,0.0,86348.38425473867,0.0,121703.1490553047,3049.6728586052723,0.0,245175.04015201333,0.0,767503.4041019909,0.0,52962.521301710374,0.0,0.0,0.0,0.0,0.0,15212.893631913088,820465.9254037013,1.0
 ,70,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,249549.37651770972,0.0,843414.3885480837,0.0,61025.866890905876,0.0,14184.433164192946,0.0,0.0,0.0,16537.557139004202,890255.8222747967,1.0
 ,71,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,253923.71288340611,0.0,844428.9946585419,0.0,61231.48954709666,0.0,15404.66193084186,0.0,0.0,0.0,16537.557139004202,890255.8222747967,1.0
 ,72,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,258298.0492491025,0.0,876250.7317592733,0.0,69228.74213965941,0.0,0.0,52593.95392774874,0.0,52593.95392774874,16537.557139004202,892885.5199711841,1.0
 ,73,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,63693.207922601396,59318.87155690501,262672.38561479887,0.0,876250.7317592733,0.0,69764.82977901395,0.0,0.0,0.0,0.0,52593.95392774874,16537.557139004202,946015.5615382873,1.0
 ,74,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,267046.72198049526,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,52593.95392774874,16537.557139004202,890255.8222747967,1.0
 ,75,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,271421.05834619165,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,52593.95392774874,16537.557139004202,890255.8222747967,1.0
 ,76,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,275795.39471188805,0.0,876250.7317592733,0.0,69764.82977901395,0.0,0.0,53104.513584276814,0.0,105698.46751202556,16537.557139004202,892911.0479540105,1.0
 ,77,67573.44874059898,139324.11441119944,12384.36572543995,12163.220773307816,0.0,70293.65985759714,0.0,99074.9258035196,221.14495213213377,0.0,276016.5396640202,0.0,876250.7317592733,0.0,69764.82977901395,0.0,274570.6288871233,0.0,0.0,105698.46751202556,12384.36572543995,671444.932651164,1.0
 ,78,67573.44874059898,186047.51781379728,16537.557139004202,12163.220773307816,0.0,93867.17432098783,0.0,132300.45711203362,4374.336365696387,0.0,280390.8760297166,0.0,876250.7317592733,0.0,69764.82977901395,0.0,55759.73926349066,0.0,0.0,105698.46751202556,16537.557139004202,890255.8222747967,1.0
