Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1611,61147.65309379941,128479.35716119732,11420.38730321754,11006.577556883894,0.0,64822.11833306275,0.0,91363.09842574032,18982.9610066959,18569.151260362254,36327.665137452575,0.0,0.0,0.0,614416.9133316403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32033.86492219276,11420.38730321754,614416.9133316403,1.0
 ,1612,61147.65309379941,129908.19300553642,11547.39493382546,11006.577556883894,0.0,65543.0136443933,0.0,92379.15947060368,540.817376941568,0.0,36868.48251439414,0.0,0.0,0.0,603409.8504135566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32033.86492219276,11547.39493382546,603409.8504135566,1.0
 ,1613,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,37713.63774739242,0.0,0.0,0.0,588428.3410559925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32033.86492219276,0.0,11851.73278988217,620462.2059781853,1.0
 ,1614,61147.65309379941,128709.42871131097,11440.838107672087,11006.577556883894,0.0,64938.19709914676,0.0,91526.7048613767,434.26055078819445,0.0,38147.89829818062,0.0,0.0,0.0,598000.1601437988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11440.838107672087,598000.1601437988,1.0
 ,1615,61147.65309379941,133072.42294487375,11828.659817322112,11006.577556883894,0.0,67139.4731231203,0.0,94629.2785385769,822.0822604382192,0.0,38969.98055861884,0.0,0.0,0.0,617689.1411770249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11828.659817322112,617689.1411770249,1.0
 ,1616,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982733,0.0,39815.13579161711,117064.14838636329,0.0,0.0,625489.6929773561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123693.32863164379,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1617,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982733,0.0,40660.291024615384,420053.7089157741,0.0,0.0,622497.2230562284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423690.41923992685,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1618,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982751,0.0,41505.44625761366,530231.730926469,0.0,0.0,595044.105341282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506415.3235356753,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1619,61147.65309379941,123823.99751494381,11006.577556883894,11006.577556883894,0.0,62473.33421287298,0.0,88052.62045507116,0.0,0.0,41505.44625761366,554333.1732413085,0.0,0.0,636982.049528729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615361.6565512225,0.0,0.0,0.0,11006.577556883894,575953.566218815,1.0
 ,1620,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,42350.60149061194,556399.011154009,0.0,0.0,635283.4428596138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572821.9412815472,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1621,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.155232998266,0.0,43195.756723610204,555021.7858788754,0.0,0.0,623561.8697186401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559723.1428654399,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1622,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,44040.911956608485,542626.7584026721,0.0,0.0,591181.9731807719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514948.2188513684,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1623,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,44886.067189606765,528165.8930137685,0.0,0.0,571725.3398869807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481030.72016867355,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1624,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,45731.22242260504,509573.3517994637,0.0,0.0,576348.1360069244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467060.9750743125,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1625,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982587,0.0,46576.3776556033,446909.601780881,0.0,0.0,610788.8039207456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438837.892969551,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1626,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,47421.53288860158,305744.0110796782,0.0,0.0,631895.0385603083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318778.53690791083,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1627,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,48266.68812159986,79190.45332018693,0.0,0.0,634556.9645318061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61978.702418340836,31341.145430072866,0.0,31341.145430072866,11851.73278988217,620427.5700035793,1.0
 ,1628,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,49111.84335459814,0.0,0.0,0.0,634975.8446003065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16115.33186823083,0.0,0.0,31341.145430072866,11851.73278988217,618860.5127320756,1.0
 ,1629,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,49956.99858759642,0.0,0.0,0.0,636148.0344289253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17287.52169684961,0.0,0.0,31341.145430072866,11851.73278988217,618860.5127320756,1.0
 ,1630,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,50802.1538205947,0.0,0.0,0.0,634000.9464163384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15140.433684262796,0.0,0.0,31341.145430072866,11851.73278988217,618860.5127320756,1.0
 ,1631,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,51647.30905359297,0.0,0.0,0.0,628705.036712815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9375.737124513724,0.0,40716.88255458659,11851.73278988217,619329.2995883013,1.0
 ,1632,61147.65309379941,129092.47937442295,11474.887055504263,11006.577556883894,0.0,65131.458927042186,0.0,91799.0964440341,468.3094986203705,0.0,52115.618552213346,0.0,0.0,0.0,599728.7613834612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,11474.887055504263,599728.7613834613,1.0
 ,1633,60380.37692080503,122270.2632646302,10868.467845744906,10868.467845744906,0.0,61689.42349244808,0.0,86947.74276595925,0.0,0.0,52115.618552213346,0.0,0.0,0.0,568726.5439906203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,10868.46784574491,568726.5439906203,1.0
 ,1634,58654.30034318785,114215.72697016032,10152.509064014252,10557.774061773815,0.0,57625.64144734488,0.0,81220.07251211401,0.0,405.2649977595629,51710.35355445378,0.0,0.0,0.0,532274.9258597698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,10152.509064014255,532274.9258597698,1.0
 ,1635,58586.79935522292,118638.26869432643,10545.623883940127,10545.623883940127,0.0,59856.96116524415,0.0,84364.99107152101,0.0,0.0,51710.35355445378,0.0,0.0,0.0,513151.6863749472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,0.0,10545.623883940127,553868.5689295337,1.0
 ,1636,61147.65309379941,106797.72631757594,9493.131228228973,11006.577556883894,0.0,53883.012851427644,0.0,75945.04982583178,0.0,1513.4463286549199,50196.907225798874,0.0,0.0,0.0,500541.3733738066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9493.131228228975,500541.3733738066,1.0
 ,1637,49574.23741829651,100387.83077205042,8923.36273529337,8923.36273529337,0.0,50649.00688552517,0.0,71386.90188234697,0.0,0.0,50196.907225798874,0.0,0.0,0.0,466942.84063277347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8923.362735293373,466942.8406327735,1.0
 ,1638,61147.65309379941,89428.74255008121,7949.2215600072195,11006.577556883894,0.0,45119.78157460097,0.0,63593.772480057756,0.0,3057.355996876673,47139.5512289222,0.0,0.0,0.0,423611.2494369445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7949.22156000722,423611.2494369445,1.0
 ,1639,61147.65309379941,78381.89080931131,6967.2791830498945,11006.577556883894,0.0,39546.27664299119,0.0,55738.233464399156,0.0,4039.298373833999,43100.252855088205,0.0,0.0,0.0,374682.9019351178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6967.279183049895,374682.9019351178,1.0
 ,1640,61147.65309379941,89326.34571310454,7940.119618942626,11006.577556883894,0.0,45068.11895711834,0.0,63520.95695154101,0.0,3066.457937941266,40033.79491714694,86765.1923334222,0.0,0.0,336392.5244464131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7940.119618942626,423157.7167798353,1.0
 ,1641,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,40878.95015014522,369096.3737358278,0.0,0.0,315676.3916038434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65912.25260759558,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1642,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,41724.1053831435,503375.8380613621,0.0,0.0,252087.36821890695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136602.69354819338,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1643,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982951,0.0,42569.26061614179,547447.0468656401,0.0,0.0,146119.36144007868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74705.89557364315,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1644,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,43414.415849140074,553644.5606037417,0.0,0.0,127570.21560520178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62354.26347686781,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1645,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,44259.571082138355,556399.011154009,0.0,0.0,139499.22824375101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77037.72666568437,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1646,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,45104.726315136635,545381.2089529396,0.0,0.0,205861.25370863936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132381.94992950332,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1647,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,45949.881548134916,531608.9562016027,0.0,0.0,272951.90718041896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185700.35064994602,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1648,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,46795.03678113319,510261.96443703055,0.0,0.0,264230.6430656778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155632.09477063268,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1649,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,47640.19201413146,440023.4754052126,0.0,0.0,247291.736123836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25701.972114657052,40716.88255458659,0.0,40716.88255458659,11851.73278988217,620896.356859805,1.0
 ,1650,58526.571580392534,118516.30745029489,10534.782884470656,10534.782884470656,0.0,59795.427652255436,0.0,84278.26307576525,0.0,0.0,47640.19201413146,272001.99183890293,0.0,0.0,240582.40536068098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,0.0,10534.78288447066,553301.2797541706,1.0
 ,1651,61147.65309379941,76542.47472233178,6803.775530873936,11006.577556883894,0.0,38618.22991324046,0.0,54430.20424699149,0.0,4202.802026009958,43437.389988121504,55089.01100534743,0.0,0.0,311446.8105111901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6803.775530873935,366535.8215165375,1.0
 ,1652,61147.65309379941,105718.8255902505,9397.2289413556,11006.577556883894,0.0,53338.67147113438,0.0,75177.8315308448,0.0,1609.3486155282935,41828.04137259321,0.0,0.0,0.0,495762.7422356944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9397.228941355603,495762.7422356944,1.0
 ,1653,61147.65309379941,114977.9973100776,10220.266427562454,11006.577556883894,0.0,58010.23224284448,0.0,81762.13142049963,0.0,786.3111293214406,41041.73024327177,0.0,0.0,0.0,536773.1569780952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10220.266427562456,536773.1569780952,1.0
 ,1654,61147.65309379941,107663.78527189394,9570.114246390573,11006.577556883894,0.0,54319.96846251289,0.0,76560.91397112458,0.0,1436.46331049332,39605.26693277845,0.0,0.0,0.0,504377.2928256401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9570.114246390576,504377.2928256402,1.0
 ,1655,49535.53479800803,100309.45796596627,8916.396263641447,8916.396263641447,0.0,50609.46519242885,0.0,71331.17010913158,0.0,0.0,39605.26693277845,0.0,0.0,0.0,466578.29823336256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8916.396263641447,466578.29823336256,1.0
 ,1656,61147.65309379941,95631.9712577119,8500.61966735217,11006.577556883894,0.0,48249.51723189091,0.0,68004.95733881736,0.0,2505.9578895317227,37099.30904324673,0.0,0.0,0.0,451086.3832544921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.61966735217,451086.3832544921,1.0
 ,1657,61147.65309379941,104838.66029318502,9318.99202606089,11006.577556883894,0.0,52894.59873992161,0.0,74551.93620848712,0.0,1687.585530823002,35411.72351242373,0.0,0.0,0.0,491864.3434407751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9318.992026060892,491864.3434407751,1.0
 ,1658,61147.65309379941,109511.35855057191,9734.34298227306,11006.577556883894,0.0,55252.13076738188,0.0,77874.74385818448,0.0,1272.234574610833,34139.488937812894,0.0,0.0,0.0,512560.50280578464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9734.342982273063,512560.50280578464,1.0
 ,1659,52920.692918681736,107164.4031603305,9525.724725362712,9525.724725362712,0.0,54068.01354115875,0.0,76205.7978029017,0.0,0.0,34139.488937812894,0.0,0.0,0.0,498463.3141443707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9525.724725362714,498463.3141443707,1.0
 ,1660,61147.65309379941,99613.88363284637,8854.567434030789,11006.577556883894,0.0,50258.52475555875,0.0,70836.53947224631,0.0,2152.010122853104,31987.478814959857,0.0,0.0,0.0,468722.9368160252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8854.56743403079,468722.9368160252,1.0
 ,1661,49691.49933572,100625.286154833,8944.4698804296,8944.4698804296,0.0,50768.811041318404,0.0,71555.7590434368,0.0,0.0,31987.478814959857,0.0,0.0,0.0,468047.3379618553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8944.469880429604,468047.33796185534,1.0
 ,1662,54837.99497781637,111046.93983007815,9870.839096006946,9870.839096006946,0.0,56026.88270893542,0.0,78966.71276805557,0.0,0.0,31987.478814959857,0.0,0.0,0.0,516522.50207073847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9870.839096006946,516522.50207073847,1.0
 ,1663,59298.243074043654,120078.9422249384,10673.683753327858,10673.683753327858,0.0,60583.82898388891,0.0,85389.47002662286,0.0,0.0,31987.478814959857,0.0,0.0,0.0,558533.8576546093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10673.683753327858,558533.8576546093,1.0
 ,1664,61147.65309379941,132189.67361646498,11750.193210352443,11006.577556883894,0.0,66694.09666196046,0.0,94001.54568281955,743.615653468551,0.0,32731.094468428408,44071.20880427794,0.0,0.0,569634.329861785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11750.193210352443,613705.538666063,1.0
 ,1665,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,33576.249701426685,224487.71984679077,0.0,0.0,551175.3890690639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156802.59618377907,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1666,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,34421.404934424965,384934.4643998652,0.0,0.0,496358.65615919954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262432.6078269891,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1667,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,35266.560167423246,463436.30508248525,0.0,0.0,318436.94032061094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163012.73267102055,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1668,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,36111.715400421526,491669.42322272575,0.0,0.0,327113.99752155226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199922.90801220236,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1669,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.155232998266,0.0,36956.87063341979,497866.9369608273,0.0,0.0,345483.1341432877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224489.5583720394,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1670,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982769,0.0,37802.02586641807,494423.87377299316,0.0,0.0,319282.0584613044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194845.41950222192,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1671,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,845.1552329982751,0.0,38647.181099416346,479963.00838408945,0.0,0.0,276481.9268067347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137584.4224587485,0.0,0.0,0.0,11851.73278988217,618860.5127320756,1.0
 ,1672,61147.65309379941,133331.9938861744,11851.73278988217,11006.577556883894,0.0,67270.43531537119,0.0,94813.86231905736,21554.945094208357,20709.78986121008,39492.33633241462,437957.63749251206,0.0,0.0,243122.80439141704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,0.0,40716.88255458659,11851.73278988217,640363.5593293424,1.0
 ,1673,61147.65309379941,125435.93183082066,11149.860607184059,11006.577556883894,0.0,63286.60880637671,0.0,89198.88485747247,143.2830503001655,0.0,39635.61938271479,354635.5083469241,0.0,0.0,228592.26967991094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,11149.86060718406,583227.7780268351,1.0
 ,1674,48771.12518782905,98761.52850535381,8778.802533809228,8778.802533809228,0.0,49828.483181901174,0.0,70230.42027047383,0.0,0.0,39635.61938271479,201763.50280708494,0.0,0.0,218933.735105544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40716.88255458659,0.0,8778.802533809232,461414.12046721554,1.0
 ,1675,61147.65309379941,53804.01783625168,4782.579363222372,11006.577556883894,0.0,27145.920465650182,0.0,38260.63490577898,0.0,6223.998193661522,33411.621189053265,42693.98352914426,0.0,0.0,223129.4226961307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4782.579363222381,265823.40622527496,1.0
 ,1676,61147.65309379941,67483.63156688737,5998.545028167767,11006.577556883894,0.0,34047.74157988024,0.0,47988.360225342134,0.0,5008.032528716126,28403.58866033714,0.0,0.0,0.0,326412.69537388167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5998.545028167766,326412.69537388167,1.0
 ,1677,61147.65309379941,96453.94395587368,8573.683907188772,11006.577556883894,0.0,48664.22985720346,0.0,68589.47125751017,0.0,2432.893649695121,25970.69501064202,0.0,0.0,0.0,454727.0373301003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.683907188773,454727.0373301003,1.0
 ,1678,61147.65309379941,107528.34967413376,9558.075526589668,11006.577556883894,0.0,54251.63668892295,0.0,76464.60421271734,0.0,1448.5020302942266,24522.19298034779,0.0,0.0,0.0,503777.42599056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9558.075526589666,503777.42599056044,1.0
 ,1679,55586.500933039424,112562.66438940483,10005.570167947097,10005.570167947097,0.0,56791.61627326771,0.0,80044.56134357677,0.0,0.0,24522.19298034779,0.0,0.0,0.0,523572.7264446066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005.570167947097,523572.7264446066,1.0
 ,1680,61147.65309379941,100612.95540255662,8943.373813560589,11006.577556883894,0.0,50762.589765769895,0.0,71546.99050848471,0.0,2063.2037433233036,22458.989237024492,0.0,0.0,0.0,473147.99219603353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8943.37381356059,473147.99219603353,1.0
 ,1681,61147.65309379941,99617.39201672845,8854.879290375862,11006.577556883894,0.0,50260.294852173385,0.0,70839.0343230069,0.0,2151.6982665080322,20307.29097051646,0.0,0.0,0.0,468738.47603296954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8854.879290375864,468738.4760329696,1.0
 ,1682,61147.65309379941,110965.16908369167,9863.570585217038,11006.577556883894,0.0,55985.626641691895,0.0,78908.5646817363,0.0,1143.006971666855,19164.283998849605,0.0,0.0,0.0,518999.6719587274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9863.570585217038,518999.6719587274,1.0
 ,1683,59439.21381552086,120364.40797642975,10699.058486793756,10699.058486793756,0.0,60727.855971041354,0.0,85592.46789435005,0.0,0.0,19164.283998849605,0.0,0.0,0.0,559861.6698792545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10699.058486793758,559861.6698792545,1.0
 ,1684,60879.43736652651,123280.86066721617,10958.298725974772,10958.298725974772,0.0,62199.30356863279,0.0,87666.38980779817,0.0,0.0,19164.283998849605,0.0,0.0,0.0,573427.2255201486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10958.298725974772,573427.2255201486,1.0
 ,1685,58930.01102448559,119333.27232458332,10607.401984407406,10607.401984407406,0.0,60207.61366349643,0.0,84859.21587525925,0.0,0.0,19164.283998849605,0.0,0.0,0.0,555065.4569653189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10607.401984407408,555065.4569653189,1.0
