Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,4025,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,106156.00263575849,0.0,1.1255014708662822e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51714.77100889431,0.0,387377.0730003021,21914.02981347938,1.0737866998573877e6,1.0
 ,4026,56703.885878318484,226779.1908170195,20158.15029484618,10206.699458097328,0.0,85813.24580516017,0.0,161265.20235876943,9951.45083674885,0.0,116107.45347250736,0.0,987281.9919879667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,20158.15029484618,987281.9919879666,1.0
 ,4027,56703.885878318484,134208.18972437124,11929.616864388556,10206.699458097328,0.0,50784.37899170208,0.0,95436.93491510845,1722.9174062912264,0.0,117830.37087879858,0.0,594014.6651794267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,11929.616864388556,594014.6651794267,1.0
 ,4028,56703.885878318484,9639.622779074114,856.8553581399213,10206.699458097328,0.0,3647.633259601645,0.0,6854.842865119371,0.0,9349.844099957405,108480.52677884117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77475.41460006044,309901.65840024163,856.8553581399213,77475.41460006044,1.0
 ,4029,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,98273.82732074385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548199,274685.56085475965,0.0,35216.09754548201,1.0
 ,4030,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,88067.12786264652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,239469.46330927763,0.0,35216.09754548201,1.0
 ,4031,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,86025.78797102705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,232426.24380018123,0.0,7043.219509096401,1.0
 ,4032,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,75819.08851292962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,197210.1462546992,0.0,35216.09754548201,1.0
 ,4033,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,65612.3890548323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,161994.0487092172,0.0,35216.09754548201,1.0
 ,4034,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,55405.68959673496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,126777.95116373518,0.0,35216.09754548201,1.0
 ,4035,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,53364.3497051155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,119734.73165463877,0.0,7043.219509096401,1.0
 ,4036,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,43157.65024701817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548196,84518.63410915682,0.0,35216.097545482,1.0
 ,4037,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,41116.31035539871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,77475.41460006041,0.0,7043.219509096401,1.0
 ,4038,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,30909.610897301383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,42259.31705457841,0.0,35216.09754548201,1.0
 ,4039,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,20702.911439204057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,7043.219509096401,0.0,35216.09754548201,1.0
 ,4040,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,18661.571547584594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096401,0.0,0.0,7043.219509096401,1.0
 ,4041,40846.98000471997,82715.13450955793,7352.4564008495945,7352.4564008495945,0.0,31299.40689841672,0.0,58819.651206796756,0.0,0.0,18661.571547584594,0.0,368585.27700884093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7352.4564008495945,368585.27700884093,1.0
 ,4042,56703.885878318484,224842.5589949976,19986.00524399979,10206.699458097328,0.0,85080.42432370709,0.0,159888.0419519983,9779.30578590246,0.0,28440.87733348705,0.0,979054.6420547337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19986.00524399979,979054.6420547338,1.0
 ,4043,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,40148.20768886911,0.0,1.1485380506793347e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77337.08937239158,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,4044,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,51855.53804425115,0.0,1.2077749701986127e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136574.00889166957,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,4045,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,63562.86839963321,0.0,1.2176477901184922e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139473.1702967133,0.0,139473.1702967133,21914.02981347938,1.0781746198217787e6,1.0
 ,4046,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,75270.19875501527,0.0,1.2127113801585524e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141510.41885160934,0.0,0.0,139473.1702967133,21914.02981347938,1.071200961306943e6,1.0
 ,4047,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,16623.89419723056,4916.563841848503,86977.52911039731,0.0,1.2094204401852593e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127236.1036828367,0.0,266709.27397955,21914.02981347938,1.0821843365024226e6,1.0
 ,4048,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,98684.85946577937,0.0,1.1979021502787329e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120667.79902075206,0.0,387377.0730003021,21914.02981347938,1.0772343512579808e6,1.0
 ,4049,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,97481.82965930183,85774.49930391977,110392.18982116143,0.0,1.1518289906526278e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,21914.02981347938,1.1518289906526278e6,1.0
 ,4050,56703.885878318484,234913.04446951166,20881.159508401037,10206.699458097328,0.0,88891.09602726321,0.0,167049.2760672083,10674.460050303707,0.0,121066.64987146514,0.0,1.0218368617075456e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,20881.159508401037,1.0218368617075456e6,1.0
 ,4051,56703.885878318484,146215.30702090723,12996.916179636199,10206.699458097328,0.0,55327.872176711295,0.0,103975.32943708959,2790.2167215388695,0.0,123856.86659300402,0.0,645024.2347654717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,12996.916179636199,645024.2347654717,1.0
 ,4052,56703.885878318484,3213.2075930247147,285.618452713308,10206.699458097328,0.0,1215.877753200552,0.0,2284.947621706464,0.0,9921.08100538402,113935.78558761999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49302.53656367486,338074.5364366272,285.618452713308,49302.536563674854,1.0
 ,4053,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,103729.08612952266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,302858.4388911452,0.0,35216.09754548201,1.0
 ,4054,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,93522.38667142534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,267642.34134566324,0.0,35216.09754548201,1.0
 ,4055,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,83315.68721332801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,232426.24380018123,0.0,35216.09754548201,1.0
 ,4056,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,81274.34732170854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,225383.02429108482,0.0,7043.219509096401,1.0
 ,4057,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,71067.64786361122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,190166.9267456028,0.0,35216.09754548201,1.0
 ,4058,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,60860.94840551389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545481956,154950.82920012085,0.0,35216.097545482,1.0
 ,4059,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,50654.24894741656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548203,119734.73165463882,0.0,35216.09754548201,1.0
 ,4060,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,48612.9090557971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,112691.51214554242,0.0,7043.219509096401,1.0
 ,4061,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,38406.20959769977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,77475.41460006041,0.0,35216.09754548201,1.0
 ,4062,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,36364.86970608031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096393,70432.19509096401,0.0,7043.219509096401,1.0
 ,4063,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,26158.170247982984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,35216.09754548201,0.0,35216.09754548201,1.0
 ,4064,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,15951.470789885656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,0.0,0.0,35216.09754548201,1.0
 ,4065,44676.38438016246,90469.678369829,8041.749188429244,8041.749188429243,0.0,34233.726295143286,0.0,64333.99350743395,0.0,0.0,15951.470789885656,0.0,403140.14672841976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8041.749188429244,403140.14672841976,1.0
 ,4066,56703.885878318484,231427.10718987216,20571.298416877526,10206.699458097328,0.0,87572.01736064762,0.0,164570.3873350202,10364.598958780196,0.0,26316.069748665846,0.0,1.007027631827726e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20571.298416877526,1.007027631827726e6,1.0
 ,4067,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,38023.400104047905,0.0,1.1584108705992142e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87209.90929227113,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,4068,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382053,0.0,49730.73045942996,0.0,1.2110659101719058e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139864.94886496244,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,4069,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,112901.39341591598,101194.06306053392,61438.060814811935,0.0,1.2192932601051389e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50447.504305994094,0.0,50447.504305994094,21914.02981347938,1.1688457557991447e6,1.0
 ,4070,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,73145.391170194,0.0,1.2127113801585524e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141510.41885160934,0.0,0.0,50447.504305994094,21914.02981347938,1.071200961306943e6,1.0
 ,4071,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,84852.72152557605,0.0,1.2110659101719058e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133204.7132047261,0.0,183652.21751072022,21914.02981347938,1.0778611969671794e6,1.0
 ,4072,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,96560.05188095811,0.0,1.2011930902520262e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123802.02756674579,0.0,307454.245077466,21914.02981347938,1.0773910626852803e6,1.0
 ,4073,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,108267.38223634017,0.0,1.155119930625921e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79922.82792283609,0.0,387377.0730003021,21914.02981347938,1.075197102703085e6,1.0
 ,4074,56703.885878318484,234525.71810510723,20846.730498231755,10206.699458097328,0.0,88744.53173097258,0.0,166773.84398585404,10640.031040134427,0.0,118907.4132764746,0.0,1.0201913917208989e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,20846.730498231755,1.0201913917208988e6,1.0
 ,4075,56703.885878318484,141180.06428365016,12549.339047435571,10206.699458097328,0.0,53422.53632493322,0.0,100394.71237948457,2342.639589338243,0.0,121250.05286581285,0.0,623633.1249390657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,12549.339047435571,623633.1249390655,1.0
 ,4076,56703.885878318484,9639.622779074129,856.8553581399226,10206.699458097328,0.0,3647.63325960165,0.0,6854.842865119381,0.0,9349.844099957405,111900.20876585545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77475.41460006038,309901.6584002417,856.8553581399226,77475.41460006048,1.0
 ,4077,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,109858.86887423598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,302858.4388911453,0.0,7043.219509096401,1.0
 ,4078,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,99652.16941613865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545482044,267642.34134566324,0.0,35216.09754548201,1.0
 ,4079,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,89445.46995804107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,232426.24380018126,0.0,35216.09754548201,1.0
 ,4080,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,79238.77049994374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545482015,197210.14625469924,0.0,35216.09754548201,1.0
 ,4081,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,77197.43060832427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,190166.92674560283,0.0,7043.219509096401,1.0
 ,4082,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,66990.73115022694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,154950.8292001208,0.0,35216.09754548201,1.0
 ,4083,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,56784.03169212962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548196,119734.73165463883,0.0,35216.097545482,1.0
 ,4084,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,46577.33223403229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,84518.63410915682,0.0,35216.09754548201,1.0
 ,4085,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,44535.99234241283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,77475.41460006041,0.0,7043.219509096401,1.0
 ,4086,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,34329.2928843155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,42259.31705457841,0.0,35216.09754548201,1.0
 ,4087,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,32287.95299269604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,35216.09754548201,0.0,7043.219509096401,1.0
 ,4088,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,22081.25353459871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,0.0,0.0,35216.09754548201,1.0
 ,4089,56703.885878318484,65059.95848069729,5783.107420506426,10206.699458097328,0.0,24618.688289095855,0.0,46264.85936405141,0.0,4423.592037590902,17657.661497007808,0.0,304411.94752962305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5783.107420506426,304411.947529623,1.0
 ,4090,56703.885878318484,208574.8516900134,18539.98681689008,10206.699458097328,0.0,78924.72387950106,0.0,148319.89453512063,8333.287358792753,0.0,25990.94885580056,0.0,909944.902615576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18539.98681689008,909944.9026155759,1.0
 ,4091,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382053,0.0,37698.27921118261,0.0,1.100819421066583e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29618.45975963981,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,4092,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,49405.60956656467,0.0,1.171574630492387e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100373.66918544401,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,4093,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,61112.93992194673,0.0,1.1946112103054398e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117533.57047475863,0.0,117533.57047475863,21914.02981347938,1.077077639830681e6,1.0
