Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1993,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,78071.9313643997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,211296.58527289203,0.0,35216.09754548201,1.0
 ,1994,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,67865.23190630238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,176080.48772741,0.0,35216.09754548201,1.0
 ,1995,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,57658.53244820505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,140864.390181928,0.0,35216.09754548201,1.0
 ,1996,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,47451.83299010772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,105648.29263644599,0.0,35216.09754548201,1.0
 ,1997,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,37245.1335320104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,70432.19509096397,0.0,35216.09754548201,1.0
 ,1998,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,27038.43407391307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,35216.09754548196,0.0,35216.09754548201,1.0
 ,1999,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,16831.73461581574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548196,0.0,0.0,35216.097545482,1.0
 ,2000,19522.52526529878,0.0,0.0,3514.0545477537808,0.0,0.0,0.0,0.0,0.0,3514.0545477537808,13317.68006806196,0.0,11518.289906526279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11518.289906526279,1.0
 ,2001,56703.885878318484,208574.8516900134,18539.98681689008,10206.699458097328,0.0,78924.72387950106,0.0,148319.89453512063,8333.287358792753,0.0,21650.967426854713,0.0,909944.902615576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18539.98681689008,909944.9026155759,1.0
 ,2002,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,33358.29778223677,0.0,1.2011930902520262e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129992.12894508312,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,2003,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,45065.62813761883,0.0,1.3048576994107629e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233656.73810381978,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,2004,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,107649.89345853268,95942.56310315062,56772.95849300088,0.0,1.3344761591704017e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164846.84623475897,0.0,164846.84623475897,21914.02981347938,1.1696293129356427e6,1.0
 ,2005,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,68480.28884838293,0.0,1.3394125691303415e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268211.60782339843,0.0,0.0,164846.84623475897,21914.02981347938,1.071200961306943e6,1.0
 ,2006,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,80187.61920376499,0.0,1.3344761591704017e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263275.19786345866,0.0,0.0,164846.84623475897,21914.02981347938,1.071200961306943e6,1.0
 ,2007,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,91894.94955914703,0.0,1.3246033392505222e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253402.3779435791,0.0,0.0,164846.84623475897,21914.02981347938,1.071200961306943e6,1.0
 ,2008,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,103602.27991452909,0.0,1.3032122294241162e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232011.2681171731,0.0,0.0,164846.84623475897,21914.02981347938,1.071200961306943e6,1.0
 ,2009,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,115309.61026991073,0.0,1.2472662498781313e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167681.22721065534,0.0,332528.0734454143,21914.02981347938,1.079585022667476e6,1.0
 ,2010,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,127016.94062529279,0.0,1.1287924108395753e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54848.99955488774,0.0,387377.0730003021,21914.02981347938,1.0739434112846875e6,1.0
 ,2011,56703.885878318484,201215.65076633004,17885.83562367378,10206.699458097328,0.0,76140.00224997928,0.0,143086.68498939025,7679.136165576454,0.0,134696.07679086924,0.0,878680.9728692905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,17885.83562367378,878680.9728692903,1.0
 ,2012,56703.885878318484,39352.42698008333,3497.9935093407407,10206.699458097328,0.0,14890.958369263531,0.0,27983.948074725926,0.0,6708.705948756586,127987.37084211265,0.0,192519.98843765352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5081.296181983949,382295.77681831806,3497.9935093407407,197601.28461963747,1.0
 ,2013,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,117780.67138401532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,347079.6792728361,0.0,35216.09754548201,1.0
 ,2014,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,107573.971925918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545481905,311863.58172735415,0.0,35216.097545482,1.0
 ,2015,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,97367.27246782067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,276647.48418187216,0.0,35216.09754548201,1.0
 ,2016,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,87160.57300972335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,241431.38663639018,0.0,35216.09754548201,1.0
 ,2017,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,76953.87355162602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,206215.28909090816,0.0,35216.09754548201,1.0
 ,2018,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,66747.1740935287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,170999.19154542615,0.0,35216.09754548201,1.0
 ,2019,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,56540.47463543136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,135783.09399994413,0.0,35216.09754548201,1.0
 ,2020,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,46333.775177334035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,100566.99645446213,0.0,35216.09754548201,1.0
 ,2021,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,36127.07571923671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,65350.898908980125,0.0,35216.09754548201,1.0
 ,2022,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,34085.735827617245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,58307.679399883724,0.0,7043.219509096401,1.0
 ,2023,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,23879.03636951992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,23091.581854401717,0.0,35216.09754548201,1.0
 ,2024,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,13672.336911422595,0.0,11518.289906526279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23091.581854401717,0.0,0.0,34609.87176092799,1.0
 ,2025,56703.885878318484,219807.31625774057,19538.428111799163,10206.699458097328,0.0,83175.08847192903,0.0,156307.4248943933,9331.728653701832,0.0,23004.065565124427,0.0,957663.5322283277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19538.428111799163,957663.5322283277,1.0
 ,2026,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,34711.39592050648,0.0,1.2209387300917855e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149737.76878484245,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,2027,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,46418.72627588853,0.0,1.308148639384056e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236947.67807711288,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,2028,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,58126.05663127059,0.0,1.332830689183755e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261629.727876812,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,2029,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,88394.39361479475,76687.0632594127,69833.38698665258,0.0,1.3394125691303415e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186786.44605671457,0.0,186786.44605671457,21914.02981347938,1.1526261230736268e6,1.0
 ,2030,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,81540.71734203464,0.0,1.3394125691303415e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268211.60782339843,0.0,0.0,186786.44605671457,21914.02981347938,1.071200961306943e6,1.0
 ,2031,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,93248.0476974167,0.0,1.3344761591704017e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263275.19786345866,0.0,0.0,186786.44605671457,21914.02981347938,1.071200961306943e6,1.0
 ,2032,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,104955.37805279875,0.0,1.3213123992772289e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250111.43797028577,0.0,0.0,186786.44605671457,21914.02981347938,1.071200961306943e6,1.0
 ,2033,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,116662.70840818081,0.0,1.2818211195977102e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200590.6269435875,0.0,387377.0730003021,21914.02981347938,1.0812304926541224e6,1.0
 ,2034,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,127240.3294178043,115532.99906242224,128370.03876356287,0.0,1.1798019804256202e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,21914.02981347938,1.17980198042562e6,1.0
 ,2035,56703.885878318484,207025.54623239583,18402.270776212965,10206.699458097328,0.0,78338.46669433858,0.0,147218.16620970372,8195.571318115635,0.0,136565.61008167852,0.0,903363.0226689896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,18402.270776212965,903363.0226689896,1.0
 ,2036,56703.885878318484,36612.96184634783,3254.485497453141,10206.699458097328,0.0,13854.34476265802,0.0,26035.883979625127,0.0,6952.213960644187,129613.39612103431,0.0,185938.10849106708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,3254.485497453141,185938.10849106708,1.0
 ,2037,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,119406.69666293699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,352160.9754548201,0.0,35216.09754548201,1.0
 ,2038,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,109199.99720483966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,316944.8779093381,0.0,35216.09754548201,1.0
 ,2039,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,98993.29774674233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,281728.7803638561,0.0,35216.09754548201,1.0
 ,2040,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,88786.59828864501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545481985,246512.68281837413,0.0,35216.09754548201,1.0
 ,2041,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,86745.25839702555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,239469.46330927772,0.0,7043.219509096401,1.0
 ,2042,11340.777175663698,11246.226575586483,999.6645844965763,2041.3398916194656,0.0,4255.572136201925,0.0,7997.31667597261,0.0,1041.6753071228893,85703.58308990266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56345.75607277127,183123.70723650645,999.6645844965763,56345.756072771284,1.0
 ,2043,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,75496.88363180534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,147907.60969102444,0.0,35216.09754548201,1.0
 ,2044,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,65290.18417370801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,112691.51214554242,0.0,35216.09754548201,1.0
 ,2045,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,55083.484715610684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,77475.41460006041,0.0,35216.09754548201,1.0
 ,2046,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,53042.14482399122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096394,70432.19509096401,0.0,7043.219509096401,1.0
 ,2047,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,42835.445365893895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,35216.09754548201,0.0,35216.09754548201,1.0
 ,2048,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,32628.74590779657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,0.0,0.0,35216.09754548201,1.0
 ,2049,23523.48402057534,47635.05514166506,4234.227123703561,4234.227123703561,0.0,18025.10486560606,0.0,33873.81698962849,0.0,0.0,32628.74590779657,0.0,212265.62827741285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4234.227123703561,212265.62827741285,1.0
 ,2050,56703.885878318484,144278.67519888526,12824.771128789802,10206.699458097328,0.0,54595.050695258185,0.0,102598.16903031842,2618.071670692476,0.0,35246.817578489026,0.0,636796.8848322385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12824.771128789802,636796.8848322385,1.0
 ,2051,56703.885878318484,224067.9062661888,19917.147223661228,10206.699458097328,0.0,84787.29573112584,0.0,159337.17778928982,9710.4477655639,0.0,44957.265344052925,0.0,975763.7020814404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19917.147223661228,975763.7020814404,1.0
 ,2052,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,56664.59569943498,0.0,1.202838560238673e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131637.5989317298,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,2053,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,68371.92605481704,0.0,1.2851120595710035e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213911.09826406045,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,2054,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,80079.2564101991,0.0,1.3065031693974093e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224097.34103853925,0.0,224097.34103853925,21914.02981347938,1.08240582835887e6,1.0
 ,2055,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,91786.58676558116,0.0,1.2966303494775298e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225429.38817058667,0.0,0.0,224097.34103853925,21914.02981347938,1.071200961306943e6,1.0
 ,2056,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,103493.91712096319,0.0,1.2670118897178906e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179041.38859587978,15970.990300064615,0.0,240068.33133860386,21914.02981347938,1.0719995108219464e6,1.0
 ,2057,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,115201.24747634525,0.0,1.2094204401852593e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131637.59893172974,0.0,371705.9302703336,21914.02981347938,1.0777828412535295e6,1.0
 ,2058,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,126908.5778317273,0.0,1.08765566117341e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15671.142729968496,0.0,387377.0730003021,21914.02981347938,1.0719845184434415e6,1.0
 ,2059,56703.885878318484,178750.72163087566,15888.953033855614,10206.699458097328,0.0,67639.27306512334,0.0,127111.62427084491,5682.2535757582855,0.0,132590.8314074856,0.0,783243.713643787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,15888.953033855614,783243.713643787,1.0
 ,2060,56703.885878318484,24364.94940655848,2165.773280582976,10206.699458097328,0.0,9219.696855441727,0.0,17326.186244663808,0.0,8040.926177514351,124549.90522997123,0.0,134928.53890502214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,2165.773280582976,134928.53890502214,1.0
