Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Renewable application: 0,11,60522.28417451379,122557.62545339044,10894.011151412484,10894.011151412484,0.0,0.0,0.0,87152.08921129987,0.0,0.0,37299.82166737537,0.0,0.0,384492.6149261123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67794.68362001833,263089.3598671837,10894.011151412484,452287.2985461306,1.0
 ,12,60522.28417451379,110359.4065717516,9809.725028600144,10894.011151412484,0.0,0.0,0.0,78477.80022880115,0.0,1084.2861228123384,36215.535544563034,0.0,0.0,407772.62476333795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263089.3598671837,9809.725028600145,407772.624763338,1.0
 ,13,60522.28417451379,122557.62545339044,10894.011151412484,10894.011151412484,0.0,0.0,0.0,87152.08921129987,0.0,0.0,36215.535544563034,0.0,0.0,405019.1368290405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46187.81845904127,216901.54140814245,10894.011151412484,451206.9552880818,1.0
 ,14,60522.28417451379,93934.2342121001,8349.709707742231,10894.011151412484,0.0,0.0,0.0,66797.67766193785,0.0,2544.3014436702506,33671.23410089282,0.0,0.0,352396.981171924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216901.54140814245,8349.709707742231,352396.981171924,1.0
 ,15,60522.28417451379,122557.62545339044,10894.011151412484,10894.011151412484,0.0,0.0,0.0,87152.08921129987,0.0,0.0,33671.23410089282,0.0,0.0,278526.5043285918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179337.9579331978,37563.583474944666,10894.011151412484,457864.4622617896,1.0
 ,16,60522.28417451379,59755.61496992342,5311.610219548749,10894.011151412484,0.0,0.0,0.0,42492.881756389994,0.0,5582.400931863733,28088.833169029087,0.0,0.0,237167.56402128557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37563.583474944666,5311.61021954875,237167.56402128557,1.0
 ,17,60522.28417451379,62452.27151742263,5551.313023770901,10894.011151412484,0.0,0.0,0.0,44410.50419016721,0.0,5342.698127641581,22746.135041387508,0.0,0.0,246259.04194267388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37563.583474944666,5551.313023770902,246259.04194267388,1.0
 ,18,60522.28417451379,55654.020596319046,4947.024053006137,10894.011151412484,0.0,0.0,0.0,39576.1924240491,0.0,5946.987098406345,16799.147942981162,0.0,0.0,223339.49432338655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37563.583474944666,4947.024053006137,223339.49432338652,1.0
 ,19,60522.28417451379,49491.6313004174,4399.256115592658,10894.011151412484,0.0,0.0,0.0,35194.04892474126,0.0,6494.755035819824,10304.392907161338,0.0,0.0,202563.6835221759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37563.583474944666,4399.256115592658,202563.6835221759,1.0
 ,20,60522.28417451379,59305.14334217738,5271.568297082435,10894.011151412484,0.0,0.0,0.0,42172.54637665948,0.0,5622.442854330047,4681.95005283129,0.0,0.0,199963.4446795456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37563.583474944666,0.0,5271.568297082435,237527.02815449008,1.0
 ,21,60522.28417451379,134947.35541581849,11995.320481406088,10894.011151412484,0.0,0.0,0.0,95962.5638512487,1101.3093299936054,0.0,5783.2593828248955,0.0,321828.10879159556,169875.28427539192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11995.320481406092,491703.3930669875,1.0
 ,22,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,9513.24154956243,0.0,490015.1147985029,123441.02184299377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19581.159171841573,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,23,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,13243.223716299965,0.0,605473.2216248662,66626.12236429546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78224.36651950667,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,24,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,16973.2058830375,0.0,639110.6228262477,60287.56304648856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100498.29371722027,0.0,100498.29371722027,14623.993318150016,598899.8921555161,1.0
 ,25,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375327,0.0,20703.18804977503,0.0,587290.8425970925,46846.15417734434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38344.78029026838,0.0,138843.07400748864,14623.993318150016,595792.2164841684,1.0
 ,26,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,8710.467119847717,4980.484953110183,24433.17021651254,0.0,560017.2740554318,38539.359270146844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138843.07400748864,14623.993318150016,598556.6333255786,1.0
 ,27,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,28163.152383250075,0.0,527288.991805439,14920.01217823114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54385.23524840522,84457.83875908342,14623.993318150016,596594.2392320753,1.0
 ,28,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,31893.134549987608,0.0,538198.4192221033,26949.568558997773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51507.957132575335,0.0,84457.83875908342,0.0,14623.993318150016,598097.8694076092,1.0
 ,29,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375327,0.0,35623.11671672514,0.0,578199.6530832056,46794.72526168775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31119.400875238352,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,30,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,39353.09888346268,0.0,586381.7236457039,96019.58627644455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88526.33245249331,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,31,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375327,0.0,43083.08105020021,0.0,526379.8728540504,272640.4430268464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107430.03800704144,93062.19086114311,0.0,93062.19086114311,14623.993318150016,598528.0870127121,1.0
 ,32,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375327,0.0,46813.06321693775,0.0,490015.1147985029,353572.80792851397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237821.8526260589,0.0,330884.043487202,14623.993318150016,605766.070100958,1.0
 ,33,60522.28417451379,161797.53368419647,14382.002994150798,10894.011151412484,0.0,0.0,0.0,115056.02395320639,3487.9918427383163,0.0,50301.055059676066,0.0,295463.65920132364,289005.6081063393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330884.043487202,14382.002994150798,584469.2673076629,1.0
 ,34,60522.28417451379,122557.62545339044,10894.011151412484,10894.011151412484,0.0,0.0,0.0,87152.08921129987,0.0,0.0,50301.055059676066,0.0,108185.15521525388,208054.4339458123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139639.97389901435,191244.06958818767,10894.011151412487,455879.5630600806,1.0
 ,35,60522.28417451379,45787.12304624402,4069.9664929994688,10894.011151412484,0.0,0.0,0.0,32559.73194399575,0.0,6824.044658413013,43477.01040126305,0.0,0.0,190074.34555525862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191244.06958818767,4069.966492999469,190074.34555525862,1.0
 ,36,60522.28417451379,109386.38842091705,9723.234526303739,10894.011151412484,0.0,0.0,0.0,77785.87621042991,0.0,1170.7766251086578,42306.23377615439,0.0,0.0,222810.33607214884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191244.06958818767,0.0,9723.234526303739,414054.4056603365,1.0
 ,37,60522.28417451379,74696.85482531913,6639.720428917256,10894.011151412484,0.0,0.0,0.0,53117.76343133805,0.0,4254.290722495225,38051.94305365916,0.0,0.0,287540.29405599047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6639.720428917257,287540.29405599047,1.0
 ,38,60522.28417451379,95152.11792386757,8457.966037677117,10894.011151412484,0.0,0.0,0.0,67663.72830141694,0.0,2436.045113735365,35615.897939923794,0.0,0.0,356502.94078573555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8457.966037677119,356502.9407857356,1.0
 ,39,60522.28417451379,104255.10435964103,9267.120387523648,10894.011151412484,0.0,0.0,0.0,74136.96310018918,0.0,1626.890763888834,33989.00717603496,0.0,0.0,387192.6481110085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9267.12038752365,387192.6481110085,1.0
 ,40,60522.28417451379,105006.94727846983,9333.950869197319,10894.011151412484,0.0,0.0,0.0,74671.60695357855,0.0,1560.0602822151632,32428.946893819797,0.0,0.0,389727.40297373774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9333.95086919732,389727.40297373774,1.0
 ,41,60522.28417451379,111269.06954271089,9890.58395935208,10894.011151412484,0.0,0.0,0.0,79124.67167481664,0.0,1003.4271920604024,31425.519701759393,0.0,0.0,410839.4523962637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9890.58395935208,410839.4523962637,1.0
 ,42,60522.28417451379,130149.54793260786,11568.8487051207,10894.011151412484,0.0,0.0,0.0,92550.7896409656,674.8375537082168,0.0,32100.35725546761,0.0,0.0,475127.2347573549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11568.848705120701,475127.23475735495,1.0
 ,43,60522.28417451379,146351.44627953437,13009.017447069722,10894.011151412484,0.0,0.0,0.0,104072.13957655778,2115.0062956572397,0.0,34215.36355112485,0.0,0.0,531103.8934405223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13009.017447069724,531103.8934405224,1.0
 ,44,60522.28417451379,147053.7520103591,13071.444623143032,10894.011151412484,0.0,0.0,0.0,104571.55698514426,2177.4334717305505,0.0,36392.797022855404,0.0,0.0,533530.3207235368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13071.444623143036,533530.3207235368,1.0
 ,45,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,40122.77918959294,0.0,240916.52211800235,506399.7704506889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153441.31509903626,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,46,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,43852.76135633048,0.0,427285.90715268336,448224.9864947063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281635.9161777347,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,47,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,47582.74352306801,0.0,553653.441395711,374200.6129752431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333979.076901299,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,48,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,51312.72568980555,0.0,610927.9353331984,319195.09444841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336248.0523119533,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,49,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,55042.707856543086,0.0,646383.5744373571,321165.9375721692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373674.5345398713,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,50,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,58772.69002328062,0.0,658202.1208054101,382361.6832854493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446688.82662120427,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,51,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375327,0.0,62502.67219001816,0.0,660020.3587081875,355036.5680658049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421181.9493043374,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,52,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,62305.63955114357,58575.65738440603,66232.6543567557,0.0,652747.407097078,244607.54289992672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236589.38532000768,0.0,236589.38532000768,14623.993318150016,660765.564676997,1.0
 ,53,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375327,0.0,69962.63652349323,0.0,637292.3849234703,153073.21573381007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196490.62318762543,0.0,0.0,236589.38532000768,14623.993318150016,593874.977469655,1.0
 ,54,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,73692.61869023077,0.0,609109.697430421,80391.10324326862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91072.21257527103,0.0,327661.5978952787,14623.993318150016,598428.5880984185,1.0
 ,55,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,77422.6008569683,0.0,552744.3224443223,44514.22289685229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3222.445591923315,0.0,330884.043487202,14623.993318150016,594036.0997492512,1.0
 ,56,60522.28417451379,133246.01094797874,11844.089862042554,10894.011151412484,0.0,0.0,0.0,94752.71889634043,950.0787106300716,0.0,78372.67956759837,0.0,475469.21157628385,10356.130873454356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330884.043487202,11844.089862042556,485825.34244973824,1.0
 ,57,60522.28417451379,122557.62545339044,10894.011151412484,10894.011151412484,0.0,0.0,0.0,87152.08921129987,0.0,0.0,78372.67956759837,0.0,346374.32047909015,2635.4709425954466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105145.02415099384,225739.01933620818,10894.011151412484,454154.8155726794,1.0
 ,58,60522.28417451379,26088.599198931155,2318.986595460547,10894.011151412484,0.0,0.0,0.0,18551.892763684376,0.0,8575.024555951935,69797.65501164644,0.0,120912.82053469552,2750.1405942196757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225739.01933620818,2318.986595460547,123662.9611289152,1.0
 ,59,60522.28417451379,53312.85665217293,4738.920591304261,10894.011151412484,0.0,0.0,0.0,37911.364730434085,0.0,6155.090560108221,63642.564451538216,0.0,0.0,994.451845627241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225739.01933620818,0.0,4738.92059130426,226733.47118183543,1.0
 ,60,60522.28417451379,118157.06289335263,10502.850034964678,10894.011151412484,0.0,0.0,0.0,84022.80027971743,0.0,391.1611164478036,63251.403335090414,0.0,0.0,434061.5566453578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10502.850034964678,434061.5566453578,1.0
 ,61,60522.28417451379,146515.03933144727,13023.559051684202,10894.011151412484,0.0,0.0,0.0,104188.47241347362,2129.5479002717193,0.0,65380.95123536213,0.0,0.0,531669.0983463784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13023.559051684202,531669.0983463784,1.0
 ,62,60522.28417451379,117276.17142972299,10424.548571530933,10894.011151412484,0.0,0.0,0.0,83396.38857224747,0.0,469.46257988154866,64911.488655480585,0.0,0.0,431091.7289525598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10424.548571530935,431091.7289525599,1.0
 ,63,60522.28417451379,107027.84179252248,9513.58593711311,10894.011151412484,0.0,0.0,0.0,76108.68749690488,0.0,1380.4252142993719,63531.06344118121,0.0,0.0,396540.6242840313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9513.58593711311,396540.62428403134,1.0
 ,64,60522.28417451379,96138.40340287429,8545.63585803327,10894.011151412484,0.0,0.0,0.0,68365.08686426617,0.0,2348.375293379211,61182.688147801084,0.0,0.0,359828.0926909313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8545.63585803327,359828.0926909313,1.0
 ,65,60522.28417451379,83523.87351447598,7424.344312397865,10894.011151412484,0.0,0.0,0.0,59394.75449918292,0.0,3469.666839014617,57713.02130878647,0.0,0.0,317299.6067866284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7424.344312397866,317299.6067866284,1.0
 ,66,60522.28417451379,91713.55042110542,8152.315592987149,10894.011151412484,0.0,0.0,0.0,65218.52474389719,0.0,2741.695558425333,54971.32575036114,0.0,0.0,344910.1925132288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152.315592987148,344910.1925132288,1.0
 ,67,60522.28417451379,94352.31512437364,8386.872455499879,10894.011151412484,0.0,0.0,0.0,67094.97964399903,0.0,2507.138695912603,52464.187054448535,0.0,0.0,353806.4945142195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8386.87245549988,353806.4945142196,1.0
 ,68,60522.28417451379,97202.46004334603,8640.218670519647,10894.011151412484,0.0,0.0,0.0,69121.74936415718,0.0,2253.7924808928346,50210.3945735557,0.0,0.0,363415.44142576616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640.21867051965,363415.44142576616,1.0
 ,69,60522.28417451379,151561.6864599104,13472.14990754759,10894.011151412484,0.0,0.0,0.0,107777.19926038072,2578.138756135107,0.0,52788.53332969081,0.0,136367.84270830321,412737.14109763043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13472.149907547591,549104.9838059336,1.0
 ,70,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375218,0.0,56518.51549642833,0.0,357283.7478957544,462685.3446592318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226094.11508533108,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,71,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,60248.497663165865,0.0,525470.7539026616,502687.9243260164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434283.7007590229,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
 ,72,60522.28417451379,164519.9248291877,14623.993318150016,10894.011151412484,0.0,0.0,0.0,116991.94654520013,3729.9821667375345,0.0,63978.4798299034,0.0,557289.9172012658,438230.7334435911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401645.6731752019,0.0,0.0,0.0,14623.993318150016,593874.977469655,1.0
