Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Esbjerg - offshore,1,78085.60104801143,199466.60279541046,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833146,0.0,3674.9565042833165,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,0.0,17730.364692925374,880247.9569855721,1.0
Profile: 2020ma,2,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833165,0.0,7349.913008566633,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,0.0,17730.364692925374,880247.9569855721,1.0
Location: Esbjerg,3,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833146,0.0,11024.869512849946,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,0.0,17730.364692925374,880247.9569855721,1.0
Fuel: NH3,4,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833165,0.0,14699.826017133262,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,0.0,17730.364692925374,880247.9569855721,1.0
Electrolyser: Mix,5,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833146,0.0,18374.78252141658,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.92955770937,0.0,0.0,0.0,17730.364692925374,880247.9569855721,1.0
CO2 capture: None,6,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833146,0.0,22049.739025699895,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,0.0,17730.364692925374,880247.9569855721,1.0
CO2taxWTTup: 0,7,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833165,0.0,25724.6955299832,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,0.0,17730.364692925374,880247.9569855721,1.0
CO2taxWTTop: 0,8,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833146,0.0,29399.652034266517,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,0.0,17730.364692925374,880247.9569855721,1.0
CO2WTTop_treshhold -1,9,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,93071.83213285892,89396.87562857561,33074.60853854983,0.0,0.0,0.0,1.0254048865432816e6,0.0,0.0,58213.20615890311,0.0,58213.20615890311,17730.364692925374,967191.6803843784,1.0
Renewable criterion: None,10,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833146,0.0,36749.56504283314,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,58213.20615890311,17730.364692925374,880247.9569855721,1.0
Renewable application: 0,11,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833165,0.0,40424.521547116456,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.9295577095,0.0,0.0,58213.20615890311,17730.364692925374,880247.9569855721,1.0
 ,12,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833146,0.0,44099.478051399776,0.0,0.0,0.0,1.0254048865432816e6,0.0,145156.92955770937,0.0,0.0,58213.20615890311,17730.364692925374,880247.9569855721,1.0
 ,13,78085.60104801143,199466.60279541044,17730.364692925374,14055.408188642059,0.0,75478.16249778331,0.0,141842.917543403,3674.9565042833165,0.0,47774.434555683096,0.0,0.0,0.0,1.0254048865432816e6,0.0,0.0,138244.69481686607,0.0,196457.90097576918,17730.364692925374,887160.1917264155,1.0
 ,14,78085.60104801143,97675.42620930096,8682.26010749342,14055.408188642059,0.0,36960.38127759948,0.0,69458.08085994735,0.0,5373.14808114864,42401.286474534456,0.0,0.0,0.0,266226.51679024857,0.0,0.0,0.0,196457.90097576918,0.0,8682.26010749342,462684.4177660177,1.0
 ,15,23477.614416957545,47542.16919433902,4225.970595052358,4225.9705950523585,0.0,17989.956823137883,0.0,33807.76476041886,0.0,0.0,42401.286474534456,0.0,0.0,0.0,211851.72104231743,0.0,0.0,0.0,0.0,0.0,4225.970595052358,211851.72104231743,1.0
 ,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42401.286474534456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 ,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42401.286474534456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
