Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,23,70328.2396267088,165582.93824737077,14718.483399766292,12659.083132807586,0.0,62656.583832805096,0.0,117747.86719813033,2059.400266958708,0.0,31142.62631066676,0.0,0.0,0.0,799156.9046628047,0.0,0.0,62971.8709451718,0.0,62971.8709451718,14718.483399766292,736185.0337176329,1.0
 ,24,70328.2396267088,165582.93824737077,14718.483399766292,12659.083132807586,0.0,62656.583832805096,0.0,117747.86719813033,2059.400266958708,0.0,33202.02657762547,0.0,0.0,0.0,770567.2320416017,0.0,0.0,35743.6113059308,0.0,98715.4822511026,14718.483399766292,734823.6207356709,1.0
 ,25,70328.2396267088,156053.9384144521,13871.461192395744,12659.083132807586,0.0,59050.81029602868,0.0,110971.68953916595,1212.3780595881578,0.0,34414.40463721362,0.0,0.0,0.0,692554.6019357379,0.0,0.0,0.0,0.0,98715.4822511026,13871.461192395744,692554.6019357379,1.0
 ,26,52857.48921463446,145865.32281151964,12965.806472135078,9514.348058634203,0.0,55195.438151879025,0.0,103726.45177708063,3451.4584135008786,0.0,37865.8630507145,0.0,0.0,0.0,641918.8409100791,0.0,0.0,0.0,0.0,98715.4822511026,12965.806472135078,641918.840910079,1.0
 ,27,66184.64290788492,134023.90188846693,11913.235723419284,11913.235723419286,0.0,50714.64447459589,0.0,95305.88578735427,0.0,0.0,37865.8630507145,0.0,0.0,0.0,597221.2618194813,0.0,0.0,0.0,0.0,98715.4822511026,11913.235723419284,597221.2618194812,1.0
 ,28,61572.8678268789,124685.05734942977,11083.116208838203,11083.116208838203,0.0,47180.82570102422,0.0,88664.92967070562,0.0,0.0,37865.8630507145,0.0,0.0,0.0,555606.621140081,0.0,0.0,0.0,0.0,98715.4822511026,11083.116208838203,555606.621140081,1.0
 ,29,53479.582062000445,108296.15367555087,9626.324771160078,9626.32477116008,0.0,40979.26455082845,0.0,77010.59816928062,0.0,0.0,37865.8630507145,0.0,0.0,0.0,482576.3512103398,0.0,0.0,0.0,0.0,98715.4822511026,9626.324771160078,482576.35121033975,1.0
 ,30,49251.37431608722,99734.03299007661,8865.247376895699,8865.247376895699,0.0,37739.35808344499,0.0,70921.97901516559,0.0,0.0,37865.8630507145,0.0,0.0,0.0,444422.8543521078,0.0,0.0,0.0,0.0,98715.4822511026,8865.247376895699,444422.8543521077,1.0
 ,31,45815.533694325066,92776.45573100825,8246.796064978511,8246.796064978513,0.0,35106.61084861352,0.0,65974.36851982809,0.0,0.0,37865.8630507145,0.0,0.0,0.0,413419.3317615981,0.0,0.0,0.0,0.0,98715.4822511026,8246.796064978511,413419.33176159806,1.0
 ,32,0.0,96555.67341272283,8582.726525575363,0.0,0.0,36536.66681937432,0.0,68661.8122046029,8582.726525575361,0.0,46448.58957628986,0.0,0.0,0.0,410195.321677639,0.0,0.0,0.0,0.0,98715.4822511026,8582.726525575363,410195.321677639,1.0
 ,33,46941.69687514148,95056.93617216151,8449.505437525468,8449.505437525468,0.0,35969.54464754591,0.0,67596.04350020374,0.0,0.0,46448.58957628986,0.0,0.0,0.0,423581.3356088939,0.0,0.0,0.0,0.0,98715.4822511026,8449.505437525468,423581.33560889383,1.0
 ,34,47237.403791456854,95655.74267770012,8502.732682462234,8502.732682462234,0.0,36196.133029241726,0.0,68021.86145969787,0.0,0.0,46448.58957628986,0.0,0.0,0.0,426249.6654499479,0.0,0.0,0.0,0.0,98715.4822511026,8502.732682462234,426249.6654499479,1.0
 ,35,51065.063267334735,103406.75311635285,9191.711388120253,9191.711388120253,0.0,39129.115379227915,0.0,73533.69110496202,0.0,0.0,46448.58957628986,0.0,0.0,0.0,460788.7899592492,0.0,0.0,0.0,0.0,98715.4822511026,9191.711388120253,460788.78995924914,1.0
 ,36,42004.6396150502,85059.39522047665,7560.835130709036,7560.835130709036,0.0,32186.475151428363,0.0,60486.68104567229,0.0,0.0,46448.58957628986,0.0,0.0,0.0,379031.4908563814,0.0,0.0,0.0,0.0,98715.4822511026,7560.835130709036,379031.49085638137,1.0
 ,37,26240.518928031146,53137.05082926306,4723.293407045606,4723.293407045607,0.0,20107.060033793143,0.0,37786.34725636485,0.0,0.0,46448.58957628986,0.0,0.0,0.0,236782.96257952202,0.0,0.0,0.0,0.0,98715.4822511026,4723.293407045606,236782.96257952202,1.0
 ,38,25946.32922040543,52541.316671320994,4670.339259672977,4670.339259672977,0.0,19881.63422842786,0.0,37362.71407738382,0.0,0.0,46448.58957628986,0.0,0.0,0.0,140348.6152273572,0.0,0.0,0.0,98715.4822511026,0.0,4670.339259672977,239064.0974784598,1.0
 ,39,10929.306794970897,22131.846259816066,1967.2752230947615,1967.2752230947615,0.0,8374.6906247144,0.0,15738.201784758092,0.0,0.0,46448.58957628986,0.0,0.0,0.0,98621.28294609456,0.0,0.0,0.0,0.0,0.0,1967.2752230947615,98621.28294609456,1.0
 ,40,11495.827384111484,23279.05045282576,2069.2489291400675,2069.248929140067,0.0,8808.792691349267,0.0,16553.99143312054,0.0,0.0,46448.58957628986,0.0,0.0,0.0,103733.31688974149,0.0,0.0,0.0,0.0,0.0,2069.2489291400675,103733.31688974149,1.0
 ,41,19989.22162284464,40478.1737862604,3598.0598921120354,3598.0598921120354,0.0,15316.940960720933,0.0,28784.479136896283,0.0,0.0,46448.58957628986,0.0,0.0,0.0,180373.99064009005,0.0,0.0,0.0,0.0,0.0,3598.0598921120354,180373.99064009002,1.0
 ,42,39140.42351860576,79259.35762517668,7045.276233349038,7045.276233349037,0.0,29991.740925366852,0.0,56362.209866792306,0.0,0.0,46448.58957628986,0.0,0.0,0.0,353186.057896609,0.0,0.0,0.0,0.0,0.0,7045.276233349038,353186.057896609,1.0
 ,43,69465.93550497341,140668.51939757116,12503.868390895215,12503.868390895215,0.0,53228.96774004093,0.0,100030.94712716172,0.0,0.0,46448.58957628986,0.0,0.0,0.0,626830.2106500966,0.0,0.0,0.0,0.0,0.0,12503.868390895215,626830.2106500966,1.0
 ,44,70328.2396267088,165582.93824737077,14718.48339976629,12659.083132807586,0.0,62656.58383280509,0.0,117747.86719813032,2059.400266958706,0.0,48507.989843248535,0.0,0.0,0.0,809383.6026971759,0.0,74995.30633639544,1287.482086101183,0.0,1287.482086101183,14718.48339976629,733100.8142746793,1.0
