Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Worst case,1,62712.21624892564,126992.23790407438,11288.198924806613,11288.198924806615,0.0,0.0,0.0,90305.5913984529,0.0,0.0,0.0,0.0,304280.6965297808,0.0,161050.21925887236,0.0,0.0,0.0,0.0,0.0,11288.198924806617,465330.9157886532,1.0
Profile: 2020,2,64272.168247451096,130151.14070108847,11568.990284541198,11568.990284541198,0.0,0.0,0.0,92551.92227632958,0.0,0.0,0.0,0.0,333404.2726682244,0.0,175732.0904776622,0.0,32230.44753297465,0.0,0.0,0.0,11568.990284541198,476905.9156129119,1.0
Location: Bornholm,3,64272.168247451096,143983.82662544888,12798.562366706568,11568.990284541198,0.0,0.0,0.0,102388.49893365255,1229.5720821653722,0.0,1229.5720821653722,0.0,343971.6813712361,0.0,180746.14465667628,0.0,0.0,0.0,0.0,0.0,12798.562366706568,524717.8260279123,1.0
Fuel: NH3,4,64272.168247451096,116318.45477672803,10339.418202375826,11568.990284541198,0.0,0.0,0.0,82715.3456190066,0.0,1229.5720821653722,0.0,0.0,422645.78635633725,0.0,217435.81056539027,0.0,209831.7939665807,0.0,0.0,0.0,10339.418202375826,430249.8029551468,1.0
Electrolyser: SOEC,5,64272.168247451096,155082.00726456015,13785.067312405346,11568.990284541198,0.0,0.0,0.0,110280.53849924277,22180.997387195526,19964.92035933138,2216.0770278641485,0.0,382904.23975075275,0.0,198940.85622842808,0.0,0.0,0.0,0.0,0.0,13785.067312405346,581845.0959791808,1.0
CO2 capture: None,6,64272.168247451096,178608.2714434865,15876.29079497658,11568.990284541198,0.0,0.0,0.0,127010.32635981264,4307.300510435383,0.0,6523.377538299532,0.0,425578.36867583334,0.0,218816.92728535825,0.0,0.0,0.0,0.0,0.0,15876.29079497658,644395.2959611918,1.0
CO2taxWTTup: 0,7,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.612746241666,0.0,11568.990284541198,0.0,465319.91528141784,0.0,253825.2337088939,0.0,0.0,43848.173085517,0.0,43848.173085517,16614.603030782862,675296.9759047948,1.0
CO2taxWTTop: 0,8,64272.168247451096,0.0,0.0,11568.990284541198,0.0,0.0,0.0,0.0,0.0,11568.990284541198,0.0,0.0,469415.4181758865,0.0,260370.52599048117,0.0,691865.3649003715,0.0,0.0,43848.173085517,0.0,37920.579265996144,1.0
CO2WTTop_treshhold -1,9,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.612746241666,0.0,5045.612746241666,0.0,471336.76521279773,0.0,264213.6333851746,0.0,0.0,59472.220330908036,0.0,103320.39341642504,16614.603030782862,676078.1782670644,1.0
Renewable criterion: None,10,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.612746241666,0.0,10091.225492483332,0.0,476342.3798615927,0.0,273611.23193626094,0.0,76849.04454733472,0.0,0.0,103320.39341642504,16614.603030782862,673104.567250519,1.0
Renewable application: 0,11,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.6127462416625,0.0,15136.838238724995,0.0,480336.75922780286,0.0,280186.54849436926,0.0,87418.74047165317,0.0,0.0,103320.39341642504,16614.603030782862,673104.567250519,1.0
 ,12,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.612746241666,0.0,20182.45098496666,0.0,480336.75922780286,0.0,285140.5541203413,0.0,0.0,87974.04390250024,0.0,191294.43731892528,16614.603030782862,677503.269445644,1.0
 ,13,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.612746241666,0.0,25228.063731208327,0.0,480336.75922780286,0.0,285230.6269499044,0.0,92462.81892718835,0.0,0.0,191294.43731892528,16614.603030782862,673104.567250519,1.0
 ,14,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.612746241666,0.0,30273.676477449993,0.0,480336.75922780286,0.0,285230.6269499044,0.0,0.0,88059.82754970316,0.0,279354.26486862847,16614.603030782862,677507.5586280042,1.0
 ,15,64272.168247451096,132400.544588328,11768.937296740265,11568.990284541198,0.0,0.0,0.0,94151.49837392212,199.94701219906892,0.0,30473.623489649064,0.0,480336.75922780286,0.0,285230.6269499044,0.0,0.0,267510.981900414,0.0,546865.2467690425,11768.937296740265,498056.4042772933,1.0
 ,16,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.612746241666,0.0,35519.23623589073,0.0,480336.75922780286,0.0,285230.6269499044,0.0,92462.81892718835,0.0,0.0,546865.2467690425,16614.603030782862,673104.567250519,1.0
 ,17,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.6127462417935,0.0,40564.84898213252,0.0,480336.75922780286,0.0,285230.6269499044,0.0,92462.81892718823,0.0,0.0,546865.2467690425,16614.603030782862,673104.5672505191,1.0
 ,18,64272.168247451096,130151.14070108849,11568.9902845412,11568.990284541198,0.0,0.0,0.0,92551.9222763296,0.0,0.0,40564.84898213252,0.0,480336.75922780286,0.0,285230.6269499044,0.0,0.0,274915.686252186,0.0,821780.9330212285,11568.9902845412,490651.6999255213,1.0
 ,19,64272.168247451096,186914.2840963072,16614.603030782862,11568.990284541198,0.0,0.0,0.0,132916.8242462629,5045.612746241666,0.0,45610.46172837418,0.0,480336.75922780286,0.0,284960.40846121503,0.0,92192.60043849895,0.0,0.0,821780.9330212285,16614.603030782862,673104.567250519,1.0
