Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Non-flex,1,60944.765192496096,123413.1495148046,10970.057734649297,10970.057734649297,0.0,62266.04770186941,0.0,87760.46187719438,0.0,0.0,0.0,0.0,574042.5523959454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10970.057734649301,574042.5523959454,1.0
Profile: 2020,2,66777.96305738107,135225.37519119668,12020.033350328595,12020.033350328593,0.0,68225.7092964651,0.0,96160.26680262876,0.0,0.0,0.0,0.0,628985.8076601635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12020.033350328595,628985.8076601635,1.0
Location: Bornholm,3,67750.85545436169,137195.48229508242,12195.153981785104,12195.153981785104,0.0,69219.69400061225,0.0,97561.23185428084,0.0,0.0,0.0,0.0,648921.8152126315,0.0,0.0,0.0,10772.273259532754,0.0,0.0,0.0,12195.153981785104,638149.5419530987,1.0
Fuel: NH3,4,67750.85545436169,137195.48229508242,12195.153981785104,12195.153981785104,0.0,69219.69400061225,0.0,97561.23185428084,0.0,0.0,0.0,0.0,797344.9145027762,0.0,0.0,0.0,159195.3725496775,0.0,0.0,0.0,12195.153981785104,638149.5419530987,1.0
Electrolyser: AEC,5,67750.85545436169,155858.4351624923,13854.083125554873,12195.153981785104,0.0,78635.77582064945,0.0,110832.66500443898,1658.9291437697684,0.0,1658.9291437697684,0.0,722370.2640901452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13854.083125554873,722370.2640901451,1.0
CO2 capture: None,6,67750.85545436169,173698.4720654919,15439.86418359928,12195.153981785104,0.0,87636.6691061095,0.0,123518.91346879424,3244.710201814176,0.0,4903.639345583944,0.0,802877.395067576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15439.86418359928,802877.3950675759,1.0
CO2taxWTTup: 0,7,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,9194.117199512415,0.0,877852.045480207,0.0,0.0,0.0,21882.987529136008,0.0,0.0,0.0,16485.631835713575,855969.057951071,1.0
CO2taxWTTop: 0,8,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,13484.595053440886,0.0,885578.4407517376,0.0,0.0,0.0,29609.382800666615,0.0,0.0,0.0,16485.631835713575,855969.057951071,1.0
CO2WTTop_treshhold -1,9,67750.85545436169,145137.9068343925,12901.147274168221,12195.153981785104,0.0,73226.91192817882,0.0,103209.17819334577,705.9932923831166,0.0,14190.588345824002,0.0,889203.1693976409,0.0,0.0,0.0,0.0,204963.49688349955,0.0,204963.49688349955,12901.147274168221,684239.6725141412,1.0
Renewable criterion: None,10,67750.85545436169,137195.48229508242,12195.153981785104,12195.153981785104,0.0,69219.69400061225,0.0,97561.23185428084,0.0,0.0,14190.588345824002,0.0,898646.5413961784,0.0,0.0,0.0,0.0,248092.3804219807,0.0,453055.8773054803,12195.153981785104,650554.1609741977,1.0
Renewable application: 0,11,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,18481.066199752473,0.0,906182.1614758193,0.0,0.0,0.0,0.0,47822.00335690319,0.0,500877.8806623835,16485.631835713575,858360.1581189161,1.0
 ,12,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,22771.544053680944,0.0,906182.1614758193,0.0,0.0,0.0,50213.10352474835,0.0,0.0,500877.8806623835,16485.631835713575,855969.057951071,1.0
 ,13,67750.85545436169,137195.48229508242,12195.153981785104,12195.153981785104,0.0,69219.69400061225,0.0,97561.23185428084,0.0,0.0,22771.544053680944,0.0,906182.1614758193,0.0,0.0,0.0,268032.6195227206,0.0,0.0,500877.8806623835,12195.153981785104,638149.5419530987,1.0
 ,14,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,27062.021907609414,0.0,906182.1614758193,0.0,0.0,0.0,0.0,47822.00335690319,0.0,548699.8840192867,16485.631835713575,858360.1581189161,1.0
 ,15,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,31352.499761537885,0.0,906182.1614758193,0.0,0.0,0.0,0.0,47822.00335690319,0.0,596521.8873761898,16485.631835713575,858360.1581189161,1.0
 ,16,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,35642.977615466356,0.0,906182.1614758193,0.0,0.0,0.0,0.0,47822.00335690319,0.0,644343.890733093,16485.631835713575,858360.1581189161,1.0
 ,17,67750.85545436169,137195.48229508242,12195.153981785104,12195.153981785104,0.0,69219.69400061225,0.0,97561.23185428084,0.0,0.0,35642.977615466356,0.0,906182.1614758193,0.0,0.0,0.0,268032.6195227206,0.0,0.0,644343.890733093,12195.153981785104,638149.5419530987,1.0
 ,18,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,39933.45546939483,0.0,906182.1614758193,0.0,0.0,0.0,0.0,47822.00335690319,0.0,692165.8940899962,16485.631835713575,858360.1581189161,1.0
 ,19,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,44223.933323323305,0.0,906182.1614758193,0.0,0.0,0.0,50213.10352474835,0.0,0.0,692165.8940899962,16485.631835713575,855969.057951071,1.0
 ,20,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,48514.41117725178,0.0,904846.7351325918,0.0,0.0,0.0,0.0,46550.16874430557,0.0,738716.0628343017,16485.631835713575,858296.5663882862,1.0
 ,21,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,52804.88903118025,0.0,868790.2238654487,0.0,0.0,0.0,0.0,12210.634204169313,0.0,750926.697038471,16485.631835713575,856579.5896612795,1.0
 ,22,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,57095.36688510873,0.0,762623.8295788607,0.0,0.0,0.0,620035.1338143371,0.0,750926.697038471,0.0,16485.631835713575,893515.3928029945,1.0
 ,23,67750.85545436169,138800.48518533513,12337.820905363124,12195.153981785104,0.0,70029.47145884109,0.0,98702.56724290499,142.66692357801912,0.0,57238.03380868675,0.0,645392.474162673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12337.820905363124,645392.4741626729,1.0
 ,24,67750.85545436169,168075.9011932195,14940.080106063955,12195.153981785104,0.0,84799.894682019,0.0,119520.64084851164,2744.9261242788507,0.0,59982.9599329656,0.0,777504.294546253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14940.080106063959,777504.294546253,1.0
 ,25,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,64273.437786894065,0.0,880427.5105707172,0.0,0.0,0.0,24458.45261964621,0.0,0.0,0.0,16485.631835713575,855969.057951071,1.0
 ,26,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,68563.91564082254,0.0,880427.5105707172,0.0,0.0,0.0,0.0,23293.764399663058,0.0,23293.764399663058,16485.631835713575,857133.7461710541,1.0
 ,27,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,72854.39349475101,0.0,879759.7973991034,0.0,0.0,0.0,23790.73944803246,0.0,0.0,23293.764399663058,16485.631835713575,855969.057951071,1.0
 ,28,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,77144.87134867949,0.0,890443.2081449236,0.0,0.0,0.0,0.0,32832.52399414534,0.0,56126.2883938084,16485.631835713575,857610.6841507782,1.0
 ,29,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,81435.34920260796,0.0,872510.3401072968,0.0,0.0,0.0,0.0,15753.602053548286,0.0,71879.89044735668,16485.63183571358,856756.7380537486,1.0
 ,30,67750.85545436169,182301.4282497583,16204.571399978515,12195.153981785104,0.0,91977.14726627804,0.0,129636.57119982812,4009.4174181934104,0.0,85444.76662080137,0.0,841700.146617119,0.0,0.0,0.0,0.0,0.0,0.0,71879.89044735668,16204.571399978515,841700.146617119,1.0
 ,31,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,89735.24447472984,0.0,862780.8053209248,0.0,0.0,0.0,6811.747369853896,0.0,0.0,71879.89044735668,16485.631835713575,855969.057951071,1.0
 ,32,67750.85545436169,185463.3581517777,16485.631835713575,12195.153981785104,0.0,93572.44629951024,0.0,131885.0546857086,4290.477853928471,0.0,94025.72232865832,0.0,878901.3090355999,0.0,0.0,0.0,22932.25108452898,0.0,0.0,71879.89044735668,16485.631835713575,855969.057951071,1.0
