Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Renewable application: 0,11,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,12,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,13,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,14,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,15,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,16,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,17,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,18,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,19,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,20,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,878664.2837599487,0.0,0.0,0.0,14264.63205766736,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,21,89568.47838965266,181376.16873904667,16122.326110137481,16122.326110137481,0.0,91510.32300114034,0.0,128978.60888109985,0.0,843651.0959820381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16122.326110137485,843651.0959820381,1.0
 ,22,78623.18672873004,159211.95312567832,14152.173611171407,14152.173611171407,0.0,80327.7374170089,0.0,113217.38888937126,0.0,740556.7097470788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14152.173611171409,740556.7097470788,1.0
 ,23,66537.14589200592,134737.720431312,11976.686260561066,11976.686260561066,0.0,67979.6712149446,0.0,95813.49008448853,0.0,626717.5357284221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11976.686260561068,626717.5357284221,1.0
 ,24,80157.29768929062,162318.5278208135,14428.313584072312,14428.313584072312,0.0,81895.10790319442,0.0,115426.5086725785,0.0,755006.596766534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14428.313584072313,755006.596766534,1.0
 ,25,90768.231833168,183805.66946216518,16338.28172997024,16338.28172997024,0.0,92736.08709931107,0.0,130706.25383976192,0.0,854951.6486510992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16338.281729970246,854951.6486510992,1.0
 ,26,90768.231833168,183805.66946216518,16338.28172997024,16338.28172997024,0.0,92736.08709931107,0.0,130706.25383976192,0.0,854951.6486510992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16338.281729970246,854951.6486510992,1.0
 ,27,90699.39352083516,183666.2718796912,16325.890833750329,16325.890833750329,0.0,92665.75637236686,0.0,130607.12667000263,0.0,854303.2562848415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16325.890833750329,854303.2562848415,1.0
 ,28,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,864677.5341449631,0.0,0.0,0.0,277.88244268181734,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,29,89952.0061297928,182152.81241283042,16191.361103362706,16191.361103362706,0.0,91902.1656226867,0.0,129530.88882690165,0.0,847263.5677369017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16191.361103362708,847263.5677369016,1.0
 ,30,86775.60971786288,175720.60967867234,15619.60974921532,15619.60974921532,0.0,88656.90493654614,0.0,124956.87799372256,0.0,817344.891408158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15619.609749215322,817344.891408158,1.0
 ,31,88948.93357865706,180121.59049678055,16010.808044158272,16010.808044158272,0.0,90877.34645864234,0.0,128086.46435326617,0.0,837815.5646857196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16010.808044158273,837815.5646857196,1.0
 ,32,90610.88711926436,183487.0464165103,16309.959681467584,16309.959681467584,0.0,92575.33115201,0.0,130479.67745174067,0.0,853469.608956796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16309.959681467586,853469.608956796,1.0
 ,33,90650.22329774026,183566.70217792402,16317.040193593248,16317.040193593248,0.0,92615.52013883526,0.0,130536.32154874598,0.0,853840.1188803717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16317.04019359325,853840.1188803717,1.0
 ,34,90699.39352083516,183666.2718796912,16325.890833750329,16325.890833750329,0.0,92665.75637236686,0.0,130607.12667000263,0.0,854303.2562848415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16325.890833750329,854303.2562848415,1.0
 ,35,87690.17586742785,177572.6061315414,15784.231656137013,15784.231656137013,0.0,89591.29888023368,0.0,126273.85324909611,0.0,825959.2471312948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15784.231656137017,825959.2471312948,1.0
 ,36,88899.76335556217,180022.0207950134,16001.957404001192,16001.957404001192,0.0,90827.11022511075,0.0,128015.65923200954,0.0,837352.4272812499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16001.957404001194,837352.4272812499,1.0
 ,37,88939.09953403808,180101.6765564271,16009.037916126854,16009.037916126854,0.0,90867.29921193601,0.0,128072.30332901483,0.0,837722.9372048256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16009.037916126856,837722.9372048256,1.0
 ,38,86126.56277301034,174406.28961534594,15502.781299141863,15502.781299141863,0.0,87993.7866539292,0.0,124022.2503931349,0.0,811231.4776691578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15502.781299141865,811231.4776691578,1.0
 ,39,84385.9368754512,170881.52217278868,15189.468637581216,15189.468637581216,0.0,86215.42398691097,0.0,121515.74910064973,0.0,794836.4135509297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15189.468637581222,794836.4135509297,1.0
 ,40,83795.89419831253,169686.68575158285,15083.260955696254,15083.260955696254,0.0,85612.58918453193,0.0,120666.08764557003,0.0,789278.764697293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15083.260955696254,789278.764697293,1.0
 ,41,86549.42669162639,175262.58905054344,15578.89680449275,15578.89680449275,0.0,88425.81826230083,0.0,124631.174435942,0.0,815214.4593475973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15578.896804492753,815214.4593475973,1.0
 ,42,89460.30389884391,181157.1153951589,16102.854701791905,16102.854701791905,0.0,91399.80328737084,0.0,128822.83761433524,0.0,842632.1936922045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16102.854701791906,842632.1936922045,1.0
 ,43,89893.00186207896,182033.3287707099,16180.740335174214,16180.740335174214,0.0,91841.88214244883,0.0,129445.92268139371,0.0,846707.8028515382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16180.740335174214,846707.8028515382,1.0
 ,44,91663.12989349502,185617.83803432743,16499.363380829105,16499.363380829105,0.0,93650.386549586,0.0,131994.90704663284,0.0,863380.749412448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16499.36338082911,863380.7494124481,1.0
 ,45,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,867826.8684953572,0.0,0.0,0.0,3427.2167930759024,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,46,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,875978.0868140243,0.0,0.0,0.0,11578.435111742816,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,47,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,865974.3188774784,0.0,0.0,0.0,1574.667175196926,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,48,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,873477.1448298878,0.0,0.0,0.0,9077.493127606343,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,49,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,50,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,51,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,52,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,53,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,54,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,55,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,56,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,57,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,58,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,59,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,60,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,61,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,62,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,63,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,64,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,65,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,876996.9891038577,0.0,0.0,0.0,12597.337401576224,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,66,80442.48498324097,162896.03209106295,14479.647296983374,14479.647296983374,0.0,82186.47805767762,0.0,115837.17837586699,0.0,757692.7937124583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14479.64729698338,757692.7937124583,1.0
 ,67,69998.72959788622,141747.4274357196,12599.77132761952,12599.77132761952,0.0,71516.30205556839,0.0,100798.17062095617,0.0,659322.4090030902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12599.771327619523,659322.4090030902,1.0
 ,68,65711.08614401177,133064.94944162384,11827.99550592212,11827.99550592212,0.0,67135.70249161393,0.0,94623.96404737695,0.0,618936.8273333309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11827.995505922121,618936.827333331,1.0
 ,69,81829.0852745169,165703.8976808967,14729.235349413042,14729.235349413042,0.0,83603.13984326842,0.0,117833.88279530434,0.0,770753.2685185043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14729.235349413042,770753.2685185043,1.0
 ,70,89922.50399593588,182093.07059177017,16186.05071926846,16186.05071926846,0.0,91872.02388256777,0.0,129488.40575414768,0.0,846985.68529422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16186.050719268464,846985.68529422,1.0
 ,71,90030.67848674464,182312.1239356579,16205.522127614036,16205.522127614036,0.0,91982.54359633726,0.0,129644.17702091229,0.0,848004.5875840533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16205.522127614038,848004.5875840533,1.0
 ,72,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,73,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,74,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,75,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,76,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,77,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,78,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,79,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,80,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,81,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,82,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,83,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,84,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,85,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,86,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,87,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.416790182353,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,88,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,89,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,90,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,91,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,92,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,93,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,94,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,95,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,96,91771.30438430379,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,879961.0684924638,0.0,0.0,0.0,15561.41679018247,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,97,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,875422.3219286606,0.0,0.0,0.0,11022.670226379298,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,98,91771.30438430377,185836.89137821516,16518.83478917468,16518.83478917468,0.0,93760.90626335549,0.0,132150.67831339745,0.0,865974.3188774784,0.0,0.0,0.0,1574.6671751970425,0.0,0.0,0.0,16518.83478917468,864399.6517022813,1.0
 ,99,88063.86956294902,178329.33586497177,15851.496521330824,15851.496521330824,0.0,89973.09425507375,0.0,126811.9721706466,0.0,829479.0914052646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15851.496521330828,829479.0914052647,1.0
 ,100,76774.38634036215,155468.13233923336,13819.389541265187,13819.389541265187,0.0,78438.8550362212,0.0,110555.1163301215,0.0,723142.7433390174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819.38954126519,723142.7433390174,1.0
 ,101,64039.298558785486,129679.5795815406,11527.073740581387,11527.073740581387,0.0,65427.670551539944,0.0,92216.5899246511,0.0,603190.1555813605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11527.073740581389,603190.1555813605,1.0
 ,102,48176.984588373794,97558.39379145693,8671.857225907283,8671.857225907283,0.0,49221.46161424973,0.0,69374.85780725826,0.0,453782.02889942954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8671.857225907283,453782.02889942954,1.0
 ,103,26896.11203290515,54464.62686663292,4841.300165922927,4841.300165922927,0.0,27479.21974177853,0.0,38730.40132738341,0.0,253336.16024493566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4841.300165922927,253336.16024493566,1.0
 ,104,17612.773912589804,35665.86717299435,3170.2993042661647,3170.2993042661647,0.0,17994.618851014748,0.0,25362.394434129317,0.0,165895.81828105293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3170.299304266165,165895.8182810529,1.0
 ,105,10335.580894546,20929.55131145565,1860.40456101828,1860.40456101828,0.0,10559.656288339756,0.0,14883.23648814624,0.0,97351.48241953469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.4045610182802,97351.48241953469,1.0
 ,106,10365.083028402933,20989.293132515937,1865.7149451125279,1865.7149451125279,0.0,10589.798028458707,0.0,14925.719560900223,0.0,97629.3648622165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1865.7149451125279,97629.36486221649,1.0
 ,107,6824.826965570813,13820.274605280894,1228.4688538027463,1228.4688538027463,0.0,6972.789214184387,0.0,9827.75083042197,0.0,64283.47174039684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.4688538027465,64283.47174039684,1.0
 ,108,9244.00194183943,18719.103932224843,1663.9203495310974,1663.9203495310974,0.0,9444.411903938508,0.0,13311.362796248779,0.0,87069.83204030695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663.9203495310976,87069.83204030695,1.0
 ,109,15567.292631842358,31523.767579480773,2802.1126737316245,2802.1126737316245,0.0,15904.791536100698,0.0,22416.901389852996,0.0,146629.30225511265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802.1126737316245,146629.30225511265,1.0
 ,110,22716.643069839447,46001.20221642488,4088.9957525711006,4088.9957525711006,0.0,23209.139891593564,0.0,32711.966020568805,0.0,213969.48086500965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4088.9957525711015,213969.48086500965,1.0
