Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,7196,56848.51696026441,152636.67955540091,13567.70484936897,10232.733052847594,0.0,77010.29272501827,0.0,108541.63879495177,3334.9717965213767,0.0,144099.02000652702,820182.7817729573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109916.93567109056,0.0,296210.693635062,13567.70484936897,710265.8461018668,1.0
 ,7197,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,133866.28695367943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5279510989785194e-10,0.0,26928.244875914883,269282.44875914714,0.0,26928.24487591473,1.0
 ,7198,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,123633.55390083184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,242354.20388323243,0.0,26928.244875914723,1.0
 ,7199,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,113400.82084798426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,215425.95900731772,0.0,26928.244875914723,1.0
 ,7200,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,103168.08779513667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,188497.71413140302,0.0,26928.244875914723,1.0
 ,7201,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,92935.35474228908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,161569.4692554883,0.0,26928.244875914723,1.0
 ,7202,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,82702.6216894415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,134641.2243795736,0.0,26928.244875914723,1.0
 ,7203,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,72469.88863659391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,107712.97950365889,0.0,26928.244875914723,1.0
 ,7204,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,62237.15558374632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,80784.73462774417,0.0,26928.244875914723,1.0
 ,7205,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,52004.42253089872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,53856.489751829446,0.0,26928.244875914723,1.0
 ,7206,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,41771.68947805113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.244875914723,0.0,26928.244875914723,1.0
 ,7207,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,31538.956425203534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,0.0,0.0,26928.244875914723,1.0
 ,7208,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,21306.22337235594,150995.99329711348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125414.1606649945,0.0,0.0,0.0,0.0,25581.832632118985,1.0
 ,7209,56848.51696026441,172508.23925613714,15334.065711656636,10232.733052847594,0.0,87036.15697936306,0.0,122672.52569325309,5101.332658809043,0.0,26407.556031164982,794444.8283700403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15334.065711656636,794444.8283700402,1.0
 ,7210,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,38133.30623145534,1.1479127217701015e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17158.63560194522,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7211,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,49859.056431745696,1.2971928515070204e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166438.76533886418,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7212,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,61584.80663203605,1.3675432574749938e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236789.17130683735,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7213,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,73310.5568323264,1.4052922557992719e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274538.1696311156,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7214,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,85036.30703261675,1.4275984820818002e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296844.395913644,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7215,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,96762.0572329071,1.4447571176837448e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314003.0315155885,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7216,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,108487.80743319745,1.4516205719245228e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320866.4857563663,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7217,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,120213.5576334878,1.4430412541235504e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312287.16795539414,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7218,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,131939.30783377815,1.4001446651186885e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256562.4561433639,0.0,256562.4561433639,21958.48325313795,1.1435822089753246e6,1.0
 ,7219,56848.51696026441,218198.85655371036,19395.453915885366,10232.733052847594,0.0,110088.59642656532,0.0,155163.63132708293,9162.720863037772,0.0,141102.02869681592,1.2903293972662424e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289695.5048703924,0.0,0.0,256562.4561433639,19395.453915885366,1.00063389239585e6,1.0
 ,7220,56848.51696026441,148834.3990787853,13229.724362558694,10232.733052847594,0.0,75091.91548188314,0.0,105837.79490046955,2996.9913097111003,0.0,144099.02000652702,729242.0130826504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39648.23749169813,0.0,296210.693635062,13229.724362558694,689593.7755909523,1.0
 ,7221,56848.51696026441,722.1722109297461,64.19308541597744,10232.733052847594,0.0,364.35995282108786,0.0,513.5446833278195,0.0,10168.539967431616,133930.48003909542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30295.214438275783,265915.47919678624,64.19308541597744,30295.214438275776,1.0
 ,7222,49740.47010639121,0.0,0.0,8953.284619150418,0.0,0.0,0.0,0.0,0.0,8953.284619150418,124977.195419945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23561.27531355373,242354.2038832325,0.0,23561.275313553728,1.0
 ,7223,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,114744.46236709741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.24487591471,215425.95900731778,0.0,26928.24487591472,1.0
 ,7224,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,104511.72931424982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.24487591471,188497.71413140307,0.0,26928.24487591472,1.0
 ,7225,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,94278.99626140224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,161569.46925548834,0.0,26928.244875914723,1.0
 ,7226,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,84046.26320855465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,134641.2243795736,0.0,26928.244875914723,1.0
 ,7227,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,73813.53015570705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.24487591471,107712.97950365889,0.0,26928.24487591472,1.0
 ,7228,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,63580.797102859455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,80784.73462774417,0.0,26928.244875914723,1.0
 ,7229,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,53348.06405001186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,53856.489751829446,0.0,26928.244875914723,1.0
 ,7230,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,43115.33099716427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.244875914723,0.0,26928.244875914723,1.0
 ,7231,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,32882.59794431667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,0.0,0.0,26928.244875914723,1.0
 ,7232,56848.51696026441,21729.703888998338,1931.52923457763,10232.733052847594,0.0,10963.359935462626,0.0,15452.23387662104,0.0,8301.203818269963,24581.39412604671,121826.31277380745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.52923457763,121826.31277380745,1.0
 ,7233,56848.51696026441,156918.88930201335,13948.345715734522,10232.733052847594,0.0,79170.81028250913,0.0,111586.76572587618,3715.612662886928,0.0,28297.006788933642,724094.4224020669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13948.345715734522,724094.422402067,1.0
 ,7234,56848.51696026441,240949.2878352171,21417.714474241522,10232.733052847594,0.0,121566.94735579487,0.0,171341.71579393218,11184.981421393926,0.0,39481.98821032757,1.1033002692050452e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21417.714474241522,1.1033002692050452e6,1.0
 ,7235,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,51207.73841061794,1.262875580303131e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132121.49413497467,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7236,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,62933.488610908295,1.33151012271091e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200756.0365427537,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7237,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,74659.23881119865,1.3761225752759662e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245368.48910780996,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7238,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,86384.989011489,1.4035763922390775e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272822.30607092124,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7239,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,98110.73921177935,1.4224508914012166e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291696.8052330604,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7240,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,142674.9548943186,130949.20469402825,109836.4894120697,1.4155874371604389e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154039.1415046628,0.0,154039.1415046628,21958.48325313795,1.261548295655776e6,1.0
 ,7241,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,121562.23961236005,1.382986029516744e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252231.94334858772,0.0,0.0,154039.1415046628,21958.48325313795,1.1307540861681562e6,1.0
 ,7242,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,133287.9898126504,1.2800342159050757e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142171.5521303992,0.0,296210.693635062,21958.48325313795,1.1378626637746764e6,1.0
 ,7243,56848.51696026441,236006.3232156169,20978.33984138817,10232.733052847594,0.0,119073.05693971923,0.0,167826.71873110536,10745.606788540574,0.0,144033.59660119104,1.080994042922517e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,20978.33984138817,1.080994042922517e6,1.0
 ,7244,56848.51696026441,115854.26015456539,10298.15645818359,10232.733052847594,0.0,58452.33605665005,0.0,82385.25166546872,65.4234053359962,0.0,144099.02000652702,538781.157901064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,10298.15645818359,538781.157901064,1.0
 ,7245,56848.51696026441,1669.5468111730195,148.4041609931573,10232.733052847594,0.0,842.3420177971607,0.0,1187.2332879452583,0.0,10084.328891854437,134014.6911146726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34712.14075432227,261498.5528807398,148.4041609931573,34712.14075432227,1.0
 ,7246,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,123781.95806182502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,234570.30800482506,0.0,26928.244875914723,1.0
 ,7247,40415.847883626404,0.0,0.0,7274.852619052753,0.0,0.0,0.0,0.0,0.0,7274.852619052753,116507.10544277227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19144.348997507244,215425.9590073178,0.0,19144.348997507244,1.0
 ,7248,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,106274.37238992468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914737,188497.71413140307,0.0,26928.244875914723,1.0
 ,7249,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,96041.6393370771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,161569.46925548834,0.0,26928.244875914723,1.0
 ,7250,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,85808.90628422951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914737,134641.2243795736,0.0,26928.244875914723,1.0
 ,7251,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,75576.17323138192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,107712.97950365889,0.0,26928.244875914723,1.0
 ,7252,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,65343.44017853433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,80784.73462774417,0.0,26928.244875914723,1.0
 ,7253,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,55110.707125686735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,53856.489751829446,0.0,26928.244875914723,1.0
 ,7254,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,44877.97407283914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.244875914723,0.0,26928.244875914723,1.0
 ,7255,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,34645.24101999155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,0.0,0.0,26928.244875914723,1.0
 ,7256,56848.51696026441,22891.90686485913,2034.836165765256,10232.733052847594,0.0,11549.730076883592,0.0,16278.689326122048,0.0,8197.896887082337,26447.344132909206,126973.90345439088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.836165765256,126973.90345439088,1.0
 ,7257,56848.51696026441,164903.67830290605,14658.104738036092,10232.733052847594,0.0,83199.40249309284,0.0,117264.83790428874,4425.371685188497,0.0,30872.715818097702,760127.5571661509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14658.104738036092,760127.5571661508,1.0
 ,7258,56848.51696026441,246272.48050247887,21890.8871557759,10232.733052847594,0.0,124252.675496184,0.0,175127.0972462072,11658.154102928307,0.0,42530.86992102601,1.1273223590477677e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21890.8871557759,1.1273223590477677e6,1.0
 ,7259,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,54256.620121316366,1.2834659430254647e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152711.85685730842,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7260,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,65982.37032160672,1.3572480761138268e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226493.9899456706,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7261,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,77708.12052189707,1.3915653473177163e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260811.2611495601,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7262,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,89433.87072218742,1.4138715736002442e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283117.487432088,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7263,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,101159.62092247778,1.4327460727623836e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301991.9865942274,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,7264,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,173706.5299191121,161980.77971882175,112885.37112276815,1.4447571176837448e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154039.14150466278,0.0,154039.14150466278,21958.48325313795,1.290717976179082e6,1.0
 ,7265,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,124611.1213230585,1.4173033007206332e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286549.214552477,0.0,0.0,154039.14150466278,21958.48325313795,1.1307540861681562e6,1.0
