Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1211,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,56296.81163005536,1.3692591210351882e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238505.03486703197,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1212,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,68022.56183034572,1.389849483757522e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259095.39758936572,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1213,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,79748.31203063607,1.3915653473177163e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260811.2611495601,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1214,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,91474.06223092641,1.3778384388361606e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247084.35266800434,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1215,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,103199.81243121676,1.3555322125536324e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224778.1263854762,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1216,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,114925.56263150713,1.3229308049099375e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183025.4464207439,0.0,183025.4464207439,21958.48325313795,1.1399053584891935e6,1.0
 ,1217,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,18548.65479514426,6822.904594853902,126651.31283179749,1.2560121260623531e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113185.24721431814,0.0,296210.693635062,21958.48325313795,1.142826878848035e6,1.0
 ,1218,56848.51696026441,240569.0597875555,21383.916425560492,10232.733052847594,0.0,121375.10963148133,0.0,171071.33140448394,11151.1833727129,0.0,137802.4962045104,1.1015844056448506e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,21383.916425560492,1.1015844056448503e6,1.0
 ,1219,56848.51696026441,162622.3100169367,14455.31644594993,10232.733052847594,0.0,82048.37614721179,0.0,115642.53156759944,4222.583393102335,0.0,142025.07959761273,749832.375804984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,14455.31644594993,749832.375804984,1.0
 ,1220,56848.51696026441,60800.80673295646,5404.516154040574,10232.733052847594,0.0,30676.033690334294,0.0,43236.129232324594,0.0,4828.21689880702,137196.8626988057,253947.80690878176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43085.19180146372,253125.5018335983,5404.516154040574,297032.9987102451,1.0
 ,1221,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,126964.1296459581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,226197.2569576836,0.0,26928.244875914723,1.0
 ,1222,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,124917.58303538858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,220811.60798250066,0.0,5385.648975182944,1.0
 ,1223,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.546610569519,122871.03642481906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,215425.95900731772,0.0,5385.648975182944,1.0
 ,1224,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,112638.30337197147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,188497.71413140302,0.0,26928.244875914723,1.0
 ,1225,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,102405.57031912389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,161569.4692554883,0.0,26928.244875914723,1.0
 ,1226,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,92172.83726627628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,134641.2243795736,0.0,26928.244875914723,1.0
 ,1227,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,81940.10421342868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,107712.97950365889,0.0,26928.244875914723,1.0
 ,1228,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,71707.3711605811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,80784.73462774417,0.0,26928.244875914723,1.0
 ,1229,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,61474.6381077335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,53856.489751829446,0.0,26928.244875914723,1.0
 ,1230,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,51241.90505488591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.244875914723,0.0,26928.244875914723,1.0
 ,1231,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,41009.172002038315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,0.0,0.0,26928.244875914723,1.0
 ,1232,56848.51696026441,11269.877106251235,1001.7668538889986,10232.733052847594,0.0,5686.028662673955,0.0,8014.134831111989,0.0,9230.966198958595,31778.20580307972,75497.99664855674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.7668538889986,75497.99664855674,1.0
 ,1233,56848.51696026441,180112.80020936826,16010.02668527718,10232.733052847594,0.0,90872.91146563327,0.0,128080.21348221744,5777.2936324295815,0.0,37555.49943550931,828762.0995739297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16010.02668527718,828762.0995739298,1.0
 ,1234,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,49281.249635799424,1.1547761760108792e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24022.089842722984,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1235,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,61006.99983608978,1.288613533706048e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157859.4475378918,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1236,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,72732.75003638014,1.3452370311924657e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214482.94502430945,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1237,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,84458.50023667049,1.3589639396740214e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228209.8535058652,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1238,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,67834.09748158141,56108.347281291055,96184.25043696084,1.3452370311924657e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154039.1415046626,0.0,154039.1415046626,21958.48325313795,1.191197889687803e6,1.0
 ,1239,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,107910.00063725119,1.321214941349743e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190460.8551815867,0.0,0.0,154039.1415046626,21958.48325313795,1.1307540861681562e6,1.0
 ,1240,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,119635.75083754155,1.2560121260623531e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119293.37132780635,0.0,273332.51283246896,21958.48325313795,1.1367187547345466e6,1.0
 ,1241,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,131361.50103783188,1.1547761760108792e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22878.180802593095,0.0,296210.693635062,21958.48325313795,1.131897995208286e6,1.0
 ,1242,56848.51696026441,217755.37692786223,19356.033504698866,10232.733052847594,0.0,109864.84617267075,0.0,154848.26803759093,9123.300451851264,0.0,140484.80148968316,998632.5920331823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,19356.033504698866,998632.5920331823,1.0
 ,1243,56848.51696026441,155778.2051590287,13846.95156969144,10232.733052847594,0.0,78595.29710956861,0.0,110775.61255753152,3614.2185168438464,0.0,144099.02000652702,718946.8317214835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,13846.95156969144,718946.8317214835,1.0
 ,1244,56848.51696026441,58858.53360777809,5231.869654024719,10232.733052847594,0.0,29696.092156244304,0.0,41854.957232197754,0.0,5000.863398822875,139098.15660770415,221346.3992650868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68347.04049629765,227863.65313876438,5231.869654024719,289693.4397613843,1.0
 ,1245,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,128865.42355485656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,200935.40826284964,0.0,26928.244875914723,1.0
 ,1246,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,118632.69050200898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.2448759147,174007.16338693493,0.0,26928.24487591472,1.0
 ,1247,48996.761061604164,0.0,0.0,8819.41699108875,0.0,0.0,0.0,0.0,0.0,8819.416991088749,109813.27351092023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23208.992081812503,150798.17130512244,0.0,23208.992081812503,1.0
 ,1248,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,99580.54045807265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,123869.92642920771,0.0,26928.244875914723,1.0
 ,1249,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,97533.99384750312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,118484.27745402476,0.0,5385.648975182944,1.0
 ,1250,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,95487.4472369336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,113098.62847884181,0.0,5385.648975182944,1.0
 ,1251,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,93440.90062636408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,107712.97950365886,0.0,5385.648975182944,1.0
 ,1252,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,83208.16757351649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,80784.73462774414,0.0,26928.244875914723,1.0
 ,1253,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,72975.4345206689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,53856.48975182942,0.0,26928.244875914723,1.0
 ,1254,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,62742.7014678213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.244875914694,0.0,26928.244875914723,1.0
 ,1255,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,52509.96841497371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914694,0.0,0.0,26928.24487591472,1.0
 ,1256,56848.51696026441,10107.674130390445,898.459922701373,10232.733052847594,0.0,5099.658521252993,0.0,7187.679381610984,0.0,9334.27313014622,43175.69528482749,70350.40596797333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.459922701373,70350.40596797333,1.0
 ,1257,56848.51696026441,194941.69406816893,17328.15058383724,10232.733052847594,0.0,98354.58271386016,0.0,138625.20467069792,7095.417530989643,0.0,50271.112815817134,895680.7784215141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17328.15058383724,895680.7784215142,1.0
 ,1258,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,61996.86301610749,1.2440010811409918e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113246.99497283553,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1259,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,73722.61321639785,1.3589639396740214e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228209.8535058652,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,1260,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,85448.3634166882,1.382986029516744e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179715.74989880482,69063.04138074565,0.0,69063.04138074565,21958.48325313795,1.1342072382371936e6,1.0
 ,1261,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,97174.11361697855,1.3606798032342158e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229925.7170660596,0.0,0.0,69063.04138074565,21958.48325313795,1.1307540861681562e6,1.0
 ,1262,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,108899.8638172689,1.2989087150672148e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160147.265618151,0.0,229210.30699889665,21958.48325313795,1.138761449449064e6,1.0
 ,1263,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,120625.61401755924,1.2011044921361299e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67000.38663616536,0.0,296210.693635062,21958.48325313795,1.1341041054999647e6,1.0
 ,1264,56848.51696026441,234485.41102497067,20843.14764666406,10232.733052847594,0.0,118305.70604246519,0.0,166745.18117331248,10610.41459381646,0.0,131236.02861137572,1.074130588681739e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,20843.14764666406,1.074130588681739e6,1.0
 ,1265,56848.51696026441,198363.74649712292,17632.333021966482,10232.733052847594,0.0,100081.12223268174,0.0,141058.66417573186,7399.599969118886,0.0,138635.6285804946,911123.5504632643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,17632.333021966482,911123.5504632643,1.0
 ,1266,56848.51696026441,147793.41615813604,13137.19254738987,10232.733052847594,0.0,74566.7048989849,0.0,105097.54037911896,2904.4594945422773,0.0,141540.08807503688,682913.6969573996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,13137.19254738987,682913.6969573996,1.0
 ,1267,39895.065956148945,80787.50856120163,7181.1118721068115,7181.111872106811,0.0,40759.99098607826,0.0,57448.89497685449,0.0,0.0,141540.08807503688,375774.11968258925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,7181.1118721068115,375774.11968258925,1.0
 ,1268,56848.51696026441,20151.901249506405,1791.280111067236,10232.733052847594,0.0,10167.30591041763,0.0,14330.240888537888,0.0,8441.452941780359,133098.63513325644,94372.49581069592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21542.59590073176,274668.0977343303,1791.280111067236,115915.0917114277,1.0
 ,1269,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,122865.90208040885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,247739.85285841557,0.0,26928.244875914723,1.0
 ,1270,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,112633.16902756126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,220811.60798250086,0.0,26928.244875914723,1.0
 ,1271,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,102400.43597471366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,193883.36310658616,0.0,26928.244875914723,1.0
 ,1272,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,92167.70292186609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,166955.11823067145,0.0,26928.244875914723,1.0
 ,1273,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,81934.9698690185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,140026.87335475674,0.0,26928.244875914723,1.0
 ,1274,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,71702.23681617092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914883,113098.62847884184,0.0,26928.24487591473,1.0
 ,1275,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.546610569519,69655.6902056014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,107712.97950365889,0.0,5385.648975182944,1.0
 ,1276,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,59422.95715275379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,80784.73462774417,0.0,26928.244875914723,1.0
 ,1277,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,49190.2240999062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,53856.489751829446,0.0,26928.244875914723,1.0
 ,1278,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,38957.491047058604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.244875914723,0.0,26928.244875914723,1.0
 ,1279,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,28724.757994211006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,0.0,0.0,26928.244875914723,1.0
 ,1280,56848.51696026441,15143.887025787199,1346.1232911810844,10232.733052847594,0.0,7640.595800743834,0.0,10768.986329448675,0.0,8886.60976166651,19838.148232544496,92656.63225050145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.1232911810844,92656.63225050145,1.0
