Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Esbjerg - offshore,1,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808854,0.0,3739.935803808854,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,0.0,17845.26102227474,927974.7495772784,1.0
Profile: 2020ma,2,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808854,0.0,7479.871607617708,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,0.0,17845.26102227474,927974.7495772784,1.0
Location: Esbjerg,3,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808854,0.0,11219.807411426562,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,0.0,17845.26102227474,927974.7495772784,1.0
Fuel: NH3,4,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808854,0.0,14959.743215235416,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,0.0,17845.26102227474,927974.7495772784,1.0
Electrolyser: AEC,5,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808852,0.0,18699.67901904427,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,0.0,17845.26102227474,927974.7495772784,1.0
CO2 capture: None,6,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808852,0.0,22439.614822853124,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,0.0,17845.26102227474,927974.7495772784,1.0
CO2taxWTTup: 0,7,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808854,0.0,26179.55062666202,0.0,0.0,0.0,1.0657001661767496e6,0.0,127738.0012695581,9511.82412372678,0.0,9511.82412372678,17845.26102227474,928450.3407834647,1.0
CO2taxWTTop: 0,8,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808854,0.0,29919.486430470875,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,9511.82412372678,17845.26102227474,927974.7495772784,1.0
CO2WTTop_treshhold -1,9,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808854,0.0,33659.42223427973,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,9511.82412372678,17845.26102227474,927974.7495772784,1.0
Renewable criterion: None,10,78362.91788036603,200759.18650059082,17845.26102227474,14105.325218465887,0.0,101289.70156243141,0.0,142762.0881781979,3739.935803808854,0.0,37399.35803808858,0.0,0.0,0.0,1.0657001661767496e6,0.0,137725.41659947124,0.0,0.0,9511.82412372678,17845.26102227474,927974.7495772784,1.0
