Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,5322,26157.320791172002,52968.574602123306,4708.317742410961,4708.317742410961,0.0,26724.41150592461,0.0,37666.54193928769,0.0,0.0,96638.93303795542,0.0,246377.43936459857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708.317742410961,246377.43936459854,1.0
 ,5323,26502.248735946217,53667.05369029109,4770.40477247032,4770.40477247032,0.0,27076.817488541532,0.0,38163.23817976256,0.0,0.0,96638.93303795542,0.0,249626.3372344234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4770.404772470319,249626.33723442338,1.0
 ,5324,29435.434558852474,59606.75498167626,5298.378220593446,5298.378220593446,0.0,30073.594780088395,0.0,42387.02576474757,0.0,0.0,96638.93303795542,0.0,277254.1978244914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5298.378220593447,277254.1978244914,1.0
 ,5325,61266.82981796551,60921.47756301407,5415.2424500456955,11028.029367233792,0.0,30736.916146459364,0.0,43321.939600365564,0.0,5612.786917188097,91026.14612076731,0.0,297401.45112426765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5415.242450045696,297401.4511242677,1.0
 ,5326,31146.57917378786,63071.82282692042,5606.3842512818155,5606.3842512818155,0.0,31821.83701027558,0.0,44851.074010254524,0.0,0.0,91026.14612076731,0.0,293371.5758991062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5606.384251281816,293371.5758991063,1.0
 ,5327,28283.184395023753,57273.448399923094,5090.973191104275,5090.973191104275,0.0,28896.363832707862,0.0,40727.7855288342,0.0,0.0,91026.14612076731,32930.91496681923,233470.16654893415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.973191104276,266401.08151575347,1.0
 ,5328,30761.363424968516,62291.760935561244,5537.045416494333,5537.045416494333,0.0,31428.26978402183,0.0,44296.363331954664,0.0,0.0,91026.14612076731,125390.7916044271,164352.41308056546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5537.045416494333,289743.2046849925,1.0
 ,5329,55601.67964913712,112593.40128950268,10008.302336844683,10008.302336844683,0.0,56807.124063930416,0.0,80066.41869475746,0.0,0.0,91026.14612076731,329309.1496681924,194406.54605200834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10008.302336844685,523715.6957202007,1.0
 ,5330,61266.82981796551,142486.17356124602,12665.437649888536,11028.029367233792,0.0,71889.02410076732,0.0,101323.50119910829,1637.4082826547437,0.0,92663.55440342205,421769.02630580025,238435.2212963318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12665.437649888532,660204.2476021319,1.0
 ,5331,61266.82981796551,167664.64762602464,14903.524233424414,11028.029367233792,0.0,84592.40354891696,0.0,119228.19386739531,3875.4948661906215,0.0,96539.04926961267,509162.6083331282,264665.09870277625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14903.524233424412,773827.7070359044,1.0
 ,5332,61266.82981796551,173713.60891915025,15441.209681702245,11028.029367233792,0.0,87644.30615334192,0.0,123529.67745361796,4413.180314468453,0.0,100952.22958408113,486364.28258686874,314760.7064978857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15441.209681702243,801124.9890847544,1.0
 ,5333,61266.82981796551,144448.3610534964,12839.854315866347,11028.029367233792,0.0,72879.01309685738,0.0,102718.83452693078,1811.824948632555,0.0,102764.05453271368,343241.45984646206,325817.59485611477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12839.854315866345,669059.0547025767,1.0
 ,5334,61266.82981796551,131953.93523182347,11729.238687273199,11028.029367233792,0.0,66575.15878896267,0.0,93833.90949818559,701.2093200394056,0.0,103465.26385275308,316643.41314249265,296031.76850071363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11729.238687273197,612675.1816432062,1.0
 ,5335,45406.13092205219,91947.41511715569,8173.103565969394,8173.103565969394,0.0,46390.53584044227,0.0,65384.828527755155,0.0,0.0,103465.26385275308,181120.03231750577,246563.15272048645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8173.103565969395,427683.1850379922,1.0
 ,5336,29354.05701123618,59441.96544775325,5283.730262022512,5283.730262022512,0.0,29990.452967239773,0.0,42269.842096180095,0.0,0.0,103465.26385275308,48129.79879765888,228357.89881973792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.730262022514,276487.6976173968,1.0
 ,5337,61266.82981796551,35191.28728407291,3128.1144252509253,11028.029367233792,0.0,17755.17747772425,0.0,25024.915402007402,0.0,7899.914941982866,95565.34891077022,0.0,183438.15001379073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3128.1144252509253,183438.15001379073,1.0
 ,5338,18180.123251407193,36814.74958409956,3272.4221852532946,3272.4221852532946,0.0,18574.268323497698,0.0,26179.377482026357,0.0,0.0,95565.34891077022,0.0,171239.7171627076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3272.422185253295,171239.7171627076,1.0
 ,5339,17205.893388547465,34841.934111808616,3097.060809938544,3097.060809938544,0.0,17578.917157211174,0.0,24776.486479508352,0.0,0.0,95565.34891077022,0.0,162063.38519506538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3097.0608099385445,162063.38519506538,1.0
 ,5340,16345.862465329814,33100.37149229288,2942.2552437593667,2942.2552437593667,0.0,16700.240763578164,0.0,23538.041950074934,0.0,0.0,95565.34891077022,0.0,153962.7001773456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2942.2552437593663,153962.7001773456,1.0
 ,5341,61266.82981796551,25784.972981784045,2291.997598380804,11028.029367233792,0.0,13009.378368409441,0.0,18335.980787046432,0.0,8736.031768852989,86829.31714191723,0.0,141776.01624990298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.9975983808044,141776.01624990298,1.0
 ,5342,12268.63055956743,24843.976883124044,2208.353500722137,2208.353500722137,0.0,12534.614470098848,0.0,17666.828005777097,0.0,0.0,86829.31714191723,0.0,115558.9980299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.3535007221376,115558.9980299756,1.0
 ,5343,12253.365963593104,17497.013022152907,1555.2900464135917,2205.605873446759,0.0,8827.826303443546,0.0,12442.320371308733,0.0,650.3158270331671,86179.0013148841,0.0,83011.20152756915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.2900464135919,83011.20152756915,1.0
 ,5344,12253.365963593104,12485.204589100495,1109.7959634755996,2205.605873446759,0.0,6299.201888687502,0.0,8878.367707804797,0.0,1095.8099099711544,85083.19140491294,0.0,60813.066676174516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.7959634756,60813.06667617453,1.0
 ,5345,12253.365963593104,9650.846835591756,857.8530520526006,2205.605873446759,0.0,4869.17392345056,0.0,6862.8244164208045,0.0,1347.7528213941582,83735.43858351879,0.0,48259.22379292538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.8530520526006,48259.22379292538,1.0
 ,5346,61266.82981796551,2408.3981037061444,214.07983144054617,11028.029367233792,0.0,1215.11712325654,0.0,1712.6386515243694,0.0,10813.949535793246,72921.48904772554,0.0,38237.27001908294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0798314405461,38237.27001908294,1.0
 ,5347,12253.365963593104,4586.478775779264,407.68700229149016,2205.605873446759,0.0,2314.031425006498,0.0,3261.4960183319213,0.0,1797.9188711552688,71123.57017657027,0.0,25828.293594672552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.68700229149016,25828.293594672552,1.0
 ,5348,12253.365963593104,2938.346792881252,261.18638158944464,2205.605873446759,0.0,1482.4939019016877,0.0,2089.491052715557,0.0,1944.4194918573141,69179.15068471295,0.0,18528.442353753442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.18638158944464,18528.442353753442,1.0
 ,5349,12253.365963593104,3174.157700739157,282.14735117681397,2205.605873446759,0.0,1601.468365279596,0.0,2257.1788094145118,0.0,1923.4585222699448,67255.692162443,0.0,19572.88816647408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.14735117681397,19572.88816647408,1.0
 ,5350,12253.365963593104,5765.105459020706,512.4538185796183,2205.605873446759,0.0,2908.6878742579133,0.0,4099.6305486369465,0.0,1693.1520548671406,65562.54010757586,0.0,31048.627612529443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.4538185796183,31048.62761252944,1.0
 ,5351,61266.82981796551,15661.88798694037,1392.1678210613663,11028.029367233792,0.0,7901.944552344315,0.0,11137.34256849093,0.0,9635.861546172426,55926.67856140343,59528.961670788616,37410.22395611825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.167821061346,96939.18562690687,1.0
 ,5352,23864.3696230054,48325.348486585935,4295.586532140972,4295.586532140972,0.0,24381.749156432154,0.0,34364.692257127776,0.0,0.0,55926.67856140343,192519.1951906355,32260.793811553784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4295.586532140972,224779.98900218928,1.0
 ,5353,46224.96501932131,93605.55416412566,8320.493703477836,8320.493703477836,0.0,47227.12226094019,0.0,66563.94962782269,0.0,0.0,55926.67856140343,417969.3053480903,17426.529229210806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8320.493703477836,435395.8345773011,1.0
 ,5354,61266.82981796551,137997.23619384528,12266.42099500847,11028.029367233792,0.0,69624.20556766806,0.0,98131.36796006776,1238.3916277746766,0.0,57165.07018917811,616821.3688015756,23125.551388523345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12266.420995008466,639946.9201900988,1.0
 ,5355,61266.82981796551,167692.93095934074,14906.038307496954,11028.029367233792,0.0,84606.6734333527,0.0,119248.30645997563,3878.008940263163,0.0,61043.07912944127,748545.0286688525,25410.313193825976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14906.038307496952,773955.3418626784,1.0
 ,5356,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,66648.0813250706,880268.6885361295,30159.683377599176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27734.557877300307,20059.29782015596,0.0,20059.29782015596,16633.031562863118,862634.5162162725,1.0
 ,5357,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.00219562932,0.0,72253.08352069992,890401.2777566892,30643.457936557206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56583.98511236356,0.0,76643.28293251952,16633.031562863118,864460.7505808829,1.0
 ,5358,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.00219562932,0.0,77858.08571632924,833405.4633910407,29289.364691610557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.6445308442981,0.0,77655.92746336381,16633.031562863118,861682.183551807,1.0
 ,5359,61266.82981796551,159439.56261654437,14172.405565915054,11028.029367233792,0.0,80442.57399213384,0.0,113379.24452732044,3144.376198681263,0.0,81002.4619150105,704214.9508289037,32495.232305052134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,14172.40556591505,736710.1831339557,1.0
 ,5360,49942.57562218713,101133.71563492893,8989.663611993683,8989.663611993683,0.0,51025.33066167614,0.0,71917.30889594946,0.0,0.0,81002.4619150105,435701.3364840698,34710.90471228713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,8989.663611993683,470412.24119635695,1.0
 ,5361,12253.365963593104,14031.583894540105,1247.2519017368982,2205.605873446759,0.0,7079.401794258633,0.0,9978.015213895185,0.0,958.3539717098606,80044.10794330065,27864.62035653935,39797.61799331144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,1247.2519017368984,67662.23834985078,1.0
 ,5362,12253.365963593104,9391.919041139477,834.837248101287,2205.605873446759,0.0,4738.536220222904,0.0,6678.697984810296,0.0,1370.768625345474,78673.33931795518,0.0,47112.38943666384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,834.8372481012871,47112.389436663834,1.0
 ,5363,61266.82981796551,20393.91144629092,1812.7921285591929,11028.029367233792,0.0,10289.408121701978,0.0,14502.337028473543,0.0,9215.2372386746,69458.10207928058,0.0,44124.97510875239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,0.0,1812.7921285591926,121780.90257211619,1.0
 ,5364,12253.365963593104,9446.107803094896,839.6540269417685,2205.605873446759,0.0,4765.876256921478,0.0,6717.232215534148,0.0,1365.9518465049903,68092.15023277559,0.0,47352.4004948247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.6540269417684,47352.400494824695,1.0
 ,5365,12253.365963593104,10185.115494677826,905.343599526918,2205.605873446759,0.0,5138.730270914785,0.0,7242.748796215344,0.0,1300.262273919841,66791.88795885575,0.0,50625.58872879411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.3435995269181,50625.58872879411,1.0
 ,5366,12253.365963593104,9945.487029995229,884.0432915551315,2205.605873446759,0.0,5017.829722866926,0.0,7072.346332441052,0.0,1321.5625818916274,65470.325376964116,0.0,49564.234320637435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0432915551314,49564.23432063743,1.0
 ,5367,61266.82981796551,3596.25051769583,319.6667126840738,11028.029367233792,0.0,1814.4282611948026,0.0,2557.3337014725903,0.0,10708.362654549719,54761.9627224144,0.0,43498.466336045596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.6667126840738,43498.46633604559,1.0
 ,5368,12253.365963593104,7508.306521749717,667.4050241555304,2205.605873446759,0.0,3788.1909171067905,0.0,5339.2401932442435,0.0,1538.2008492912282,53223.76187312317,0.0,38769.555652866686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.4050241555304,38769.555652866686,1.0
 ,5369,12253.365963593104,6810.646093295762,605.3907638485122,2205.605873446759,0.0,3436.1979756041546,0.0,4843.126110788097,0.0,1600.2151095982465,51623.54676352492,0.0,35679.501338506045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.3907638485123,35679.501338506045,1.0
 ,5370,12253.365963593104,7462.654753907743,663.3470892362438,2205.605873446759,0.0,3765.1580785049196,0.0,5306.776713889951,0.0,1542.258784210515,50081.28797931441,0.0,38567.35636446661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.3470892362438,38567.35636446661,1.0
 ,5371,12253.365963593104,7346.106281645912,652.9872250351922,2205.605873446759,0.0,3706.3554892997504,0.0,5223.8978002815375,0.0,1552.6186484115665,48528.66933090284,0.0,38051.14375607359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.9872250351923,38051.14375607359,1.0
 ,5372,61266.82981796551,4444.9901051683555,395.1102315705205,11028.029367233792,0.0,2242.645674394274,0.0,3160.881852564164,0.0,10632.919135663271,37895.75019523957,0.0,47257.675425559326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.11023157052057,47257.675425559326,1.0
 ,5373,12253.365963593104,11864.312281413815,1054.6055361256724,2205.605873446759,0.0,5985.941023049316,0.0,8436.84428900538,0.0,1151.0003373210864,36744.74985791848,0.0,58063.031163378924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.6055361256726,58063.031163378924,1.0
 ,5374,12253.365963593104,14794.647537371426,1315.0797810996824,2205.605873446759,0.0,7464.392837521796,0.0,10520.638248797459,0.0,890.5260923470764,35854.223765571405,5066.294610279882,65975.67979094465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.0797810996828,71041.97440122454,1.0
 ,5375,61266.82981796551,132849.52612780454,11808.846766915958,11028.029367233792,0.0,67027.01424901497,0.0,94470.77413532767,780.8173996821653,0.0,36635.04116525357,511695.75563826814,105020.97894325171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11808.846766915956,616716.7345815198,1.0
 ,5376,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629328,0.0,42240.0433608829,781475.9436356719,90316.10186228197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10160.49417268904,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,5377,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,47845.045556512225,896734.1460195391,45077.36557191945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80179.96026619384,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,5378,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,53450.04775214155,937264.5029017782,45705.00537884755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121337.95695536106,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,5379,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,59055.04994777088,941064.2238594881,31730.942477014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111163.61501123733,0.0,0.0,0.0,16633.031562863118,861631.5513252647,1.0
 ,5380,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,21409.470819929204,15804.468624299878,64660.0521434002,932198.2082914984,15102.287204483855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67440.70825131002,0.0,67440.70825131002,16633.031562863118,879859.7872446722,1.0
 ,5381,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629364,0.0,70265.05433902956,916999.3244606587,9383.27422065123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64751.04735604511,0.0,0.0,67440.70825131002,16633.031562863118,861631.5513252647,1.0
 ,5382,61266.82981796551,187121.60508221007,16633.031562863118,11028.029367233792,0.0,94409.08715081104,0.0,133064.25250290494,5605.002195629326,0.0,75870.05653465888,865069.80470529,7287.726792631316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10215.219212053787,0.0,77655.92746336381,16633.031562863118,862142.3122858674,1.0
 ,5383,61266.82981796551,164480.9869175145,14620.532170445735,11028.029367233792,0.0,82986.14059944998,0.0,116964.25736356588,3592.5028032119417,0.0,79462.55933787083,753611.3232791325,5849.407329462612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77655.92746336381,14620.532170445735,759460.730608595,1.0
 ,5384,61266.82981796551,124065.33038138016,11028.029367233792,11028.029367233792,0.0,62595.094688419,0.0,88224.23493787034,0.0,0.0,79462.55933787083,505362.8873754183,6872.716312719432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68253.15320436108,9402.774259002734,11028.029367233792,580488.7568924988,1.0
 ,5385,61266.82981796551,6016.433682001611,534.7941050668098,11028.029367233792,0.0,3035.4913403592122,0.0,4278.352840534479,0.0,10493.235262166982,68969.32407570384,45596.65149251894,8621.209442097683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9402.774259002734,534.79410506681,54217.86093461662,1.0
 ,5386,12253.365963593104,5022.255480774923,446.4227094022154,2205.605873446759,0.0,2533.8952985669744,0.0,3571.381675217723,0.0,1759.1831640445434,67210.1409116593,0.0,27758.421250549163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9402.774259002734,446.42270940221545,27758.42125054916,1.0
 ,5387,12253.365963593104,13479.193973485464,1198.1505754209302,2205.605873446759,0.0,6800.702666089199,0.0,9585.204603367441,0.0,1007.4552980258304,66202.68561363347,0.0,65215.61132451293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9402.774259002734,1198.1505754209302,65215.61132451293,1.0
 ,5388,61266.82981796551,23987.291851851252,2132.2037201645558,11028.029367233792,0.0,12102.388315654018,0.0,17057.629761316446,0.0,8895.825647069236,57306.85996656423,0.0,133813.78691190897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9402.774259002734,2132.2037201645558,133813.78691190897,1.0
 ,5389,21754.570347645724,44053.00495398259,3915.8226625762304,3915.8226625762304,0.0,22226.20943278268,0.0,31326.581300609843,0.0,0.0,57306.85996656423,0.0,204907.65776512184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9402.774259002734,3915.8226625762313,204907.65776512184,1.0
 ,5390,61266.82981796551,55581.73446670333,4940.598619262519,11028.029367233792,0.0,28042.837762934054,0.0,39524.78895410015,0.0,6087.430747971273,51219.42921859296,0.0,264818.2034474722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9402.774259002734,0.0,4940.598619262521,274220.97770647495,1.0
 ,5391,32414.377899943953,65639.11524738651,5834.588021989912,5834.588021989912,0.0,33117.121612814735,0.0,46676.704175919294,0.0,0.0,51219.42921859296,0.0,305313.05133819085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834.588021989912,305313.05133819085,1.0
 ,5392,61266.82981796551,70829.2875998205,6295.9366755395995,11028.029367233792,0.0,35735.736570362766,0.0,50367.493404316796,0.0,4732.092691694193,46487.33652689877,0.0,341284.79307895614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6295.936675539601,341284.79307895614,1.0
 ,5393,38988.82855273374,78952.37781928583,7017.989139492074,7017.989139492074,0.0,39834.10635575701,0.0,56143.91311593659,0.0,0.0,46487.33652689877,0.0,367238.2129399837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7017.989139492075,367238.2129399837,1.0
 ,5394,61266.82981796551,83359.09873207593,7409.697665073416,11028.029367233792,0.0,42057.4439469567,0.0,59277.58132058733,0.0,3618.331702160376,42869.00482473839,0.0,396781.41488557076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7409.697665073416,396781.41488557076,1.0
 ,5395,46161.28197811873,93476.59600569042,8309.030756061371,8309.030756061371,0.0,47162.05857140433,0.0,66472.24604849097,0.0,0.0,42869.00482473839,0.0,434796.000032024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8309.030756061375,434796.0000320241,1.0
 ,5396,52003.368133694334,105306.82047073102,9360.60626406498,9360.60626406498,0.0,53130.80115483282,0.0,74884.85011251984,0.0,0.0,42869.00482473839,0.0,489822.9746617754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9360.606264064983,489822.97466177546,1.0
