Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,82,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,83,54189.016214834584,109732.75783504003,9754.022918670225,9754.022918670225,0.0,55363.83408637219,0.0,78032.1833493618,0.0,0.0,0.0,0.0,510409.73054104036,0.0,0.0,0.0,0.0,9754.022918670225,510409.73054104036,1.0
 ,84,54189.016214834584,109732.75783504003,9754.022918670225,9754.022918670225,0.0,55363.83408637219,0.0,78032.1833493618,0.0,0.0,0.0,0.0,510409.73054104036,0.0,0.0,0.0,0.0,9754.022918670225,510409.73054104036,1.0
 ,85,54189.016214834584,109732.75783504003,9754.022918670225,9754.022918670225,0.0,55363.83408637219,0.0,78032.1833493618,0.0,0.0,0.0,0.0,510409.73054104036,0.0,0.0,0.0,0.0,9754.022918670225,510409.73054104036,1.0
 ,86,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,87,54189.016214834584,109732.75783504003,9754.022918670225,9754.022918670225,0.0,55363.83408637219,0.0,78032.1833493618,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,-3.063561100708811e-10,3.063561100708811e-10,9754.022918670225,510409.7305410403,1.0
 ,88,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,3.063561100708811e-10,9754.02291867023,510409.73054104066,1.0
 ,89,54189.01621483462,109732.7578350401,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104036,0.0,0.0,3.063561100708811e-10,0.0,9754.02291867023,510409.73054104066,1.0
 ,90,54189.01621483461,109732.7578350401,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,91,54189.01621483483,109732.75783504054,9754.02291867027,9754.02291867027,0.0,55363.83408637245,0.0,78032.18334936217,0.0,0.0,0.0,0.0,510409.73054104066,0.0,-1.9956912313188825e-9,0.0,-1.9956912313188825e-9,9754.02291867027,510409.73054104263,1.0
 ,92,54189.016214834584,109732.75783504003,9754.022918670225,9754.022918670225,0.0,55363.83408637219,0.0,78032.1833493618,0.0,0.0,0.0,0.0,510409.73054104066,0.0,2.7717933768317813e-10,0.0,-1.7185118936357043e-9,9754.022918670225,510409.73054104036,1.0
 ,93,54189.016214834584,109732.75783504003,9754.022918670225,9754.022918670225,0.0,55363.83408637219,0.0,78032.1833493618,0.0,0.0,0.0,0.0,510409.73054104066,0.0,2.7717933768317813e-10,0.0,-1.4413325559525261e-9,9754.022918670225,510409.73054104036,1.0
 ,94,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,1.8872015061788258e-11,0.0,-1.4224605408907379e-9,9754.02291867023,510409.73054104066,1.0
 ,95,54189.016214834584,109732.75783504003,9754.022918670225,9754.022918670225,0.0,55363.83408637219,0.0,78032.1833493618,0.0,0.0,0.0,0.0,510409.73054104066,0.0,2.5881620656166756e-10,0.0,-1.1636443343290704e-9,9754.022918670225,510409.73054104036,1.0
 ,96,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,1.1636443343290704e-9,0.0,0.0,9754.022918670207,510409.73054103955,1.0
 ,97,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,98,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,99,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,100,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.7305410403,0.0,-3.063561100708811e-10,0.0,-3.063561100708811e-10,9754.02291867023,510409.73054104066,1.0
 ,101,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,-3.063561100708811e-10,9754.02291867023,510409.73054104066,1.0
 ,102,54189.016214834584,109732.75783504003,9754.022918670225,9754.022918670225,0.0,55363.83408637219,0.0,78032.1833493618,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,-3.063561100708811e-10,0.0,9754.022918670225,510409.7305410403,1.0
 ,103,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,104,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,105,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,106,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104066,0.0,0.0,0.0,0.0,9754.02291867023,510409.73054104066,1.0
 ,107,54189.01621483461,109732.75783504009,9754.02291867023,9754.02291867023,0.0,55363.834086372226,0.0,78032.18334936185,0.0,0.0,0.0,0.0,510409.73054104036,0.0,-2.7717933768317813e-10,0.0,-2.7717933768317813e-10,9754.02291867023,510409.73054104066,1.0
