Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Semi-islanded,1,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
Profile: 2020,2,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
Location: Bornholm,3,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
Fuel: NH3,4,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
Electrolyser: Mix,5,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
CO2 capture: None,6,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
CO2taxWTTup: 0,7,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
CO2taxWTTop: 0,8,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
CO2WTTop_treshhold -1,9,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
Renewable criterion: None,10,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,21.68190071898971,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
Renewable application: 0,11,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,43.36380143797942,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,-9.633463617463254e-12,9.633463617463254e-12,9290.69445809382,465700.2131510592,1.0
 ,12,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,65.04570215696913,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,9.633463617463254e-12,9290.69445809382,465700.2131510592,1.0
 ,13,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,86.72760287595884,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,9.633463617463254e-12,0.0,9290.69445809382,465700.2131510592,1.0
 ,14,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071899153,0.0,108.40950359495037,0.0,0.0,0.0,0.0,465700.2131510592,0.0,-8.715990891990561e-12,0.0,-5.820766091346741e-11,9290.69445809382,465700.2131510592,1.0
 ,15,51494.51420763794,104520.31265355545,9290.694458093818,9269.01255737483,0.0,39550.48630810538,0.0,74325.55566475054,21.68190071898789,0.0,130.09140431393826,0.0,0.0,0.0,0.0,465700.2131510592,0.0,5.820766091346741e-11,0.0,0.0,9290.694458093818,465700.2131510591,1.0
 ,16,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,130.09140431393826,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
 ,17,51494.51420763794,104276.39127046683,9269.01255737483,9269.01255737483,0.0,39458.18645674465,0.0,74152.10045899864,0.0,0.0,130.09140431393826,0.0,0.0,0.0,0.0,464663.967359759,0.0,0.0,0.0,0.0,9269.01255737483,464663.967359759,1.0
 ,18,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071899153,0.0,151.77330503292978,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,19,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,173.4552057519195,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,20,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,195.1371064709092,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,21,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,216.8190071898989,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,22,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,238.50090790888862,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,23,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,260.18280862787833,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,24,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,281.86470934686804,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,25,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,303.54661006585775,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,26,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,325.22851078484746,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,27,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,346.91041150383717,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,28,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,368.5923122228269,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,29,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,390.2742129418166,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,0.0,0.0,9290.69445809382,465700.2131510592,1.0
 ,30,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,411.9561136608063,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,9.633463617463254e-12,-9.633463617463254e-12,9290.69445809382,465700.2131510592,1.0
 ,31,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,433.638014379796,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,9.633463617463254e-12,-1.9266927234926508e-11,9290.69445809382,465700.2131510592,1.0
 ,32,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,455.3199150987857,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,-1.9266927234926508e-11,0.0,9290.69445809382,465700.2131510592,1.0
 ,33,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,477.0018158177754,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,-9.633463617463254e-12,9.633463617463254e-12,9290.69445809382,465700.2131510592,1.0
 ,34,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,498.68371653676513,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,9.633463617463254e-12,0.0,9290.69445809382,465700.2131510592,1.0
 ,35,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,520.3656172557548,0.0,0.0,0.0,0.0,465700.2131510595,0.0,3.159895736883444e-10,0.0,3.159895736883444e-10,9290.69445809382,465700.2131510592,1.0
 ,36,51494.51420763794,104520.31265355553,9290.694458093825,9269.01255737483,0.0,39550.48630810541,0.0,74325.5556647506,21.681900718995166,0.0,542.04751797475,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,3.063561100708811e-10,9.633463617463254e-12,9290.694458093825,465700.21315105946,1.0
 ,37,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,563.7294186937397,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,9.633463617463254e-12,0.0,9290.69445809382,465700.2131510592,1.0
 ,38,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,585.4113194127294,0.0,0.0,0.0,0.0,465700.2131510592,0.0,-8.715990891990561e-12,0.0,-8.715990891990561e-12,9290.69445809382,465700.2131510592,1.0
 ,39,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,607.0932201317191,0.0,0.0,0.0,0.0,465700.2131510592,0.0,-8.715990891990561e-12,0.0,-1.7431981783981122e-11,9290.69445809382,465700.2131510592,1.0
 ,40,51494.51420763794,104520.31265355546,9290.69445809382,9269.01255737483,0.0,39550.486308105385,0.0,74325.55566475056,21.68190071898971,0.0,628.7751208507088,0.0,0.0,0.0,0.0,465700.2131510592,0.0,0.0,9.633463617463254e-12,-2.7065445401444378e-11,9290.69445809382,465700.2131510592,1.0
