Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Renewable application: 0,11,70498.33104691656,237173.5222394953,21082.090865732916,12689.69958844498,0.0,89746.46081542502,0.0,168656.72692586333,8392.391277287934,0.0,29988.6451951575,0.0,0.0,683073.156464419,354171.5452474549,0.0,0.0,0.0,0.0,4755.558004844689,21082.090865732916,1.0372447017118739e6,1.0
 ,12,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,38668.444627131576,0.0,0.0,725153.6713125634,381951.00338629086,0.0,0.0,53451.27535623455,0.0,58206.83336107924,21369.499020419058,1.0536533993426198e6,1.0
 ,13,70498.33104691656,236662.95808378598,21036.70738522542,12689.69958844498,0.0,89553.26333890461,0.0,168293.65908180337,8347.00779678044,0.0,47015.45242391201,0.0,0.0,672320.2771961099,362755.40615893435,0.0,0.0,0.0,0.0,58206.83336107924,21036.70738522542,1.0350756833550441e6,1.0
 ,14,70498.33104691656,200547.49829776512,17826.44429313468,12689.69958844498,0.0,75887.17335587431,0.0,142611.55434507743,5136.744704689698,0.0,52152.19712860171,0.0,0.0,570656.0785812564,310991.0995306084,0.0,0.0,0.0,0.0,58206.83336107924,17826.44429313468,881647.1781118647,1.0
 ,15,70498.33104691656,175642.66402943092,15612.681247060525,12689.69958844498,0.0,66463.18406873665,0.0,124901.4499764842,2922.9816586155457,0.0,55075.17878721725,0.0,0.0,505620.786255705,270223.7378747571,0.0,0.0,0.0,0.0,58206.83336107924,15612.681247060525,775844.524130462,1.0
 ,16,70498.33104691656,187687.90710545765,16683.369520485125,12689.69958844498,0.0,71021.10404870517,0.0,133466.956163881,3993.6699320401453,0.0,59068.848719257396,0.0,0.0,544489.3249071499,282526.7377111282,0.0,0.0,0.0,0.0,58206.83336107924,16683.369520485125,827016.062618278,1.0
 ,17,70498.33104691656,169755.37594248087,15089.366750442743,12689.69958844498,0.0,64235.434256634755,0.0,120714.93400354194,2399.667161997759,0.0,61468.51588125515,0.0,0.0,497425.7251794165,253407.9637998797,0.0,0.0,0.0,0.0,58206.83336107924,15089.366750442743,750833.6889792962,1.0
 ,18,70498.33104691656,136481.01724998886,12131.645977776787,12689.69958844498,0.0,51644.416927395774,0.0,97053.1678222143,0.0,558.0536106681939,60910.462270586955,0.0,0.0,402801.8997663392,207197.6410038646,0.0,0.0,0.0,0.0,58206.83336107924,12131.645977776787,609999.5407702037,1.0
 ,19,70498.33104691656,131486.6397251362,11687.701308900996,12689.69958844498,0.0,49754.54447199154,0.0,93501.61047120797,0.0,1001.9982795439846,59908.46399104297,0.0,0.0,388121.6801271596,201077.66557912322,0.0,0.0,0.0,0.0,58206.83336107924,11687.701308900996,589199.3457062828,1.0
 ,20,63944.578906040355,129487.77228473169,11510.024203087261,11510.024203087265,0.0,48998.173032542465,0.0,92080.19362469809,0.0,0.0,59908.46399104297,0.0,0.0,343068.30065297964,178643.11194883168,0.0,0.0,0.0,58206.83336107924,0.0,11510.024203087261,579918.2459628906,1.0
 ,21,70498.33104691656,105913.56762908788,9414.539344807812,12689.69958844498,0.0,40077.693990846856,0.0,75316.3147584625,0.0,3275.1602436371686,56633.3037474058,0.0,0.0,318164.448363162,164530.15569421733,0.0,0.0,0.0,0.0,0.0,9414.539344807812,482694.60405737924,1.0
 ,22,55735.95130326027,112865.30138910207,10032.47123458685,10032.471234586848,0.0,42708.23004563622,0.0,80259.7698766948,0.0,0.0,56633.3037474058,0.0,0.0,332210.81513860985,170726.02494331572,0.0,0.0,0.0,0.0,0.0,10032.47123458685,502936.8400819255,1.0
 ,23,58430.011675283364,118320.77364244881,10517.402101551006,10517.402101551006,0.0,44772.58074630263,0.0,84139.21681240805,0.0,0.0,56633.3037474058,0.0,0.0,353212.99034293176,174033.8718847174,0.0,0.0,0.0,0.0,0.0,10517.402101551006,527246.8622276491,1.0
 ,24,70498.33104691656,104591.6490622302,9297.03547219824,12689.69958844498,0.0,39577.4800051479,0.0,74376.28377758592,0.0,3392.6641162467404,53240.63963115908,0.0,0.0,317266.00250229164,159923.17792372731,0.0,0.0,0.0,0.0,0.0,9297.03547219824,477189.18042601895,1.0
 ,25,70498.33104691656,60626.0006898743,5388.977839099938,12689.69958844498,0.0,22940.878661048435,0.0,43111.822712799505,0.0,7300.721749345043,45939.917881814035,0.0,0.0,197908.19562460412,96176.27201065593,0.0,0.0,0.0,0.0,0.0,5388.977839099938,294084.46763526,1.0
 ,26,21196.384729091667,42922.67907641063,3815.349251236501,3815.3492512365,0.0,16241.941762513783,0.0,30522.794009892008,0.0,0.0,45939.917881814035,0.0,0.0,136838.8954765293,54428.00690047498,0.0,0.0,0.0,0.0,0.0,3815.349251236501,191266.90237700424,1.0
 ,27,22328.444059455804,45215.099220398,4019.1199307020447,4019.1199307020447,0.0,17109.393544998602,0.0,32152.959445616358,0.0,0.0,45939.917881814035,0.0,0.0,153532.02298911664,47950.08750913654,0.0,0.0,0.0,0.0,0.0,4019.1199307020447,201482.11049825314,1.0
 ,28,17876.170564740918,36199.24539360036,3217.7107016533655,3217.7107016533655,0.0,13697.794456938376,0.0,25741.685613226924,0.0,0.0,45939.917881814035,0.0,0.0,127422.25877710462,33884.483574495345,0.0,0.0,0.0,0.0,0.0,3217.7107016533655,161306.74235159997,1.0
 ,29,67710.51832248499,18690.505440433935,1661.3782613719054,12187.893298047298,0.0,7072.4872586602005,0.0,13291.026090975243,0.0,10526.515036675393,35413.40284513864,0.0,0.0,96409.47341468516,21380.49574792154,0.0,0.0,0.0,0.0,0.0,1661.3782613719054,117789.96916260669,1.0
 ,30,32869.637662666784,66561.01626690025,5916.534779280022,5916.534779280021,0.0,25186.688555395052,0.0,47332.27823424018,0.0,0.0,35413.40284513864,0.0,0.0,233223.71656696586,63377.51323446185,0.0,0.0,0.0,0.0,0.0,5916.534779280022,296601.2298014277,1.0
 ,31,54481.61777045671,110325.27598517484,9806.691198682209,9806.691198682209,0.0,41747.08443279016,0.0,78453.52958945767,0.0,0.0,35413.40284513864,0.0,0.0,386337.7051465974,105280.57790622937,0.0,0.0,0.0,0.0,0.0,9806.691198682209,491618.28305282677,1.0
 ,32,41857.98350606786,84762.41659978741,7534.437031092215,7534.437031092215,0.0,32074.098441359558,0.0,60275.49624873772,0.0,0.0,35413.40284513864,0.0,0.0,307627.6992443029,70080.43104666958,0.0,0.0,0.0,0.0,0.0,7534.437031092215,377708.1302909725,1.0
 ,33,41879.79953603091,84806.5940604626,7538.363916485564,7538.363916485563,0.0,32090.815192479044,0.0,60306.91133188451,0.0,0.0,35413.40284513864,0.0,0.0,308974.654437958,68930.33416288794,0.0,0.0,0.0,0.0,0.0,7538.363916485564,377904.9886008459,1.0
 ,34,70498.33104691656,165173.88105244184,14682.122760217053,12689.69958844498,0.0,62501.79659024399,0.0,117456.98208173642,1992.4231717720725,0.0,37405.826016910636,0.0,0.0,581321.1669811973,150049.05906774383,0.0,0.0,0.0,0.0,0.0,14682.122760217053,731370.226048941,1.0
 ,35,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,46085.62544888472,0.0,0.0,939458.7482158509,273024.11688484997,0.0,161502.0295258928,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,36,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,54765.424880858794,0.0,0.0,951276.5870111833,287408.07148584054,0.0,187703.82292221568,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,37,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,63445.22431283288,0.0,0.0,910374.2938488219,311338.7125075157,0.0,170732.1707815295,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,38,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,72125.02374480695,0.0,0.0,889463.8247318075,326522.8859155231,0.0,165005.87507252255,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,39,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,80804.82317678104,0.0,0.0,864304.2117951614,346100.63041735697,0.0,159424.00663771026,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,40,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,89484.62260875512,0.0,0.0,872844.6806084429,368084.2588399219,0.0,189948.1038735567,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,41,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,98164.42204072919,0.0,0.0,987447.9409313236,432445.025635081,0.0,368912.1309915965,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,42,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,106844.22147270327,0.0,0.0,999176.4785128166,448754.6869227652,0.0,396950.32986077375,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,43,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,115524.02090467735,0.0,0.0,950665.2559958278,446559.10951341153,0.0,346243.5299344313,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,44,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,124203.82033665144,0.0,0.0,936371.87971545,455176.14153748285,0.0,340567.1856781248,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,45,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,132883.6197686255,0.0,0.0,900976.0475733957,447704.03034622,0.0,209673.6196272883,83833.92639763735,0.0,83833.92639763735,21369.499020419058,1.05517253189469e6,1.0
 ,46,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,141563.41920059957,0.0,0.0,827500.5761693409,426751.8069909824,0.0,203271.5475855152,0.0,0.0,83833.92639763735,21369.499020419058,1.050980835574808e6,1.0
 ,47,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,150243.21863257364,0.0,0.0,765045.8690016861,407117.4028896035,0.0,121182.43631648156,0.0,0.0,83833.92639763735,21369.499020419058,1.050980835574808e6,1.0
 ,48,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,158923.0180645477,0.0,0.0,732847.2010662043,393679.3703270048,0.0,0.0,71948.31982704866,0.0,155782.246224686,21369.499020419058,1.0545782515661605e6,1.0
 ,49,70498.33104691656,223680.12325859762,19882.677622986455,12689.69958844498,0.0,84640.55864105333,0.0,159061.42098389164,7192.978034541477,0.0,166115.99609908919,0.0,0.0,646526.3700039071,333394.6246707299,0.0,0.0,0.0,0.0,155782.246224686,19882.677622986455,979920.9946746369,1.0
 ,50,70498.33104691656,200852.48089428846,17853.553857270086,12689.69958844498,0.0,76002.57877039874,0.0,142828.4308581607,5163.854268825106,0.0,171279.8503679143,0.0,0.0,600365.9293641748,282576.8995351091,0.0,0.0,0.0,0.0,155782.246224686,17853.553857270086,882942.8288992838,1.0
 ,51,70498.33104691656,165735.58797571232,14732.052264507762,12689.69958844498,0.0,62714.346490009535,0.0,117856.4181160621,2042.3526760627788,0.0,173322.2030439771,0.0,0.0,507794.175918353,225962.33717034198,0.0,0.0,0.0,0.0,155782.246224686,14732.052264507762,733756.513088695,1.0
 ,52,70498.33104691656,142759.120370006,12689.69958844498,12689.69958844498,0.0,54020.05114801028,0.0,101517.59670755985,0.0,0.0,173322.2030439771,0.0,0.0,341968.69039497775,149221.39739877335,0.0,0.0,0.0,152585.27216188514,3196.974062800873,12689.69958844498,643775.3599556362,1.0
 ,53,70498.33104691656,39001.837218646244,3466.8299749907774,12689.69958844498,0.0,14758.295203535738,0.0,27734.63979992622,0.0,9222.869613454204,164099.33343052288,0.0,0.0,142650.05118625902,61375.78230341153,0.0,0.0,0.0,0.0,3196.974062800873,3466.8299749907774,204025.83348967053,1.0
 ,54,5748.5150930077125,11640.743063340617,1034.7327167413882,1034.7327167413882,0.0,4404.857175168089,0.0,8277.861733931106,0.0,0.0,164099.33343052288,0.0,0.0,35795.36622874827,16076.718995200134,0.0,0.0,0.0,0.0,3196.974062800873,1034.7327167413885,51872.08522394841,1.0
 ,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164099.33343052288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3196.974062800873,0.0,0.0,1.0
 ,56,2013.0803973739341,0.0,0.0,362.35447152730814,0.0,0.0,0.0,0.0,0.0,362.35447152730814,163736.97895899558,0.0,0.0,0.0,1187.717434450621,0.0,0.0,0.0,0.0,3196.974062800873,0.0,1187.717434450621,1.0
 ,57,6352.929818002122,12864.682881454299,1143.527367240382,1143.527367240382,0.0,4867.996002342306,0.0,9148.218937923057,0.0,0.0,163736.97895899558,0.0,0.0,35512.23029425498,18776.703616939965,0.0,0.0,0.0,3196.974062800873,0.0,1143.5273672403819,57485.90797399581,1.0
 ,58,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,172416.77839096964,0.0,0.0,1.0792910894511451e6,425656.0140285344,0.0,453966.2679048715,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,59,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,181096.57782294374,0.0,0.0,1.0913982669474082e6,473343.6298473733,0.0,513761.0612199735,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,60,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,189776.37725491764,0.0,0.0,1.0906791069041453e6,484612.63299149624,0.0,524310.9043208335,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,61,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,198456.1766868917,0.0,0.0,1.0862666114113047e6,485133.8861281426,0.0,520419.6619646392,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,62,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,207135.97611886577,0.0,0.0,1.0717351708148774e6,481741.5163588617,0.0,502495.851598931,0.0,0.0,0.0,21369.499020419058,1.050980835574808e6,1.0
 ,63,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,215815.77555083984,0.0,0.0,876735.8403659632,442801.134087567,0.0,104984.78034280182,155782.246224686,0.0,155782.246224686,21369.499020419058,1.0587699478860423e6,1.0
 ,64,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,224495.5749828139,0.0,0.0,683987.5148386135,355443.12866143795,0.0,0.0,0.0,12158.096920796414,143624.1493038896,21369.499020419058,1.051588740420848e6,1.0
 ,65,70498.33104691656,222154.76855062222,19747.090537833086,12689.69958844498,0.0,84063.36441955544,0.0,157976.7243026647,7057.390949388107,0.0,231552.96593220203,0.0,0.0,629381.9245477847,318728.5069047184,0.0,0.0,0.0,26663.61338211922,116960.53592177038,19747.090537833086,974774.0448346223,1.0
 ,66,70498.33104691656,205886.26650549556,18301.00146715516,12689.69958844498,0.0,77907.36324567952,0.0,146408.0117372413,5611.301878710182,0.0,237164.26781091222,0.0,0.0,611271.0648407453,293056.6836087273,0.0,0.0,0.0,0.0,116960.53592177038,18301.00146715516,904327.7484494725,1.0
 ,67,70498.33104691656,208765.31244522115,18556.916661797437,12689.69958844498,0.0,78996.79422927168,0.0,148455.3332943795,5867.217073352456,0.0,243031.4848842647,0.0,0.0,630035.2917332324,286523.44360317773,0.0,0.0,0.0,0.0,116960.53592177038,18556.916661797437,916558.7353364101,1.0
 ,68,70498.33104691656,223113.41592303815,19832.303637603392,12689.69958844498,0.0,84426.11658527763,0.0,158658.42910082714,7142.604049158412,0.0,250174.0889334231,0.0,0.0,673066.5174558049,304446.94703867123,0.0,0.0,0.0,0.0,116960.53592177038,19832.303637603392,977513.4644944761,1.0
 ,69,70498.33104691656,240406.8639797144,21369.499020419058,12689.69958844498,0.0,90969.95732992393,0.0,170955.99216335246,8679.799431974077,0.0,258853.88836539717,0.0,0.0,750432.5553408447,341311.0760520252,0.0,0.0,38821.710302915635,0.0,155782.246224686,21369.499020419058,1.0529219210899537e6,1.0
 ,70,70498.33104691656,236723.37166191958,21042.077481059518,12689.69958844498,0.0,89576.12383687036,0.0,168336.61984847614,8352.377892614535,0.0,267206.2662580117,0.0,0.0,712928.5372125421,322403.79980396305,0.0,0.0,0.0,0.0,155782.246224686,21042.077481059518,1.0353323370165051e6,1.0
 ,71,70498.33104691656,220691.28430366894,19617.003049215018,12689.69958844498,0.0,83509.58198050833,0.0,156936.02439372014,6927.303460770034,0.0,274133.56971878174,0.0,0.0,666320.2920608841,300903.28450017294,0.0,0.0,0.0,0.0,155782.246224686,19617.003049215018,967223.5765610569,1.0
 ,72,70498.33104691656,196569.39499722698,17472.83511086462,12689.69958844498,0.0,74381.85906695068,0.0,139782.68088691696,4783.135522419633,0.0,278916.7052412014,0.0,0.0,595233.982067649,269513.10819483496,0.0,0.0,0.0,0.0,155782.246224686,17472.83511086462,864747.090262484,1.0
 ,73,70498.33104691656,150863.6124798656,13410.098887099166,12689.69958844498,0.0,57086.79096238114,0.0,107280.79109679333,720.3992986541832,0.0,279637.10453985556,0.0,0.0,462242.7459340003,208333.48414403346,0.0,0.0,0.0,0.0,155782.246224686,13410.098887099166,670576.2300780338,1.0
 ,74,70498.33104691656,142759.120370006,12689.69958844498,12689.69958844498,0.0,54020.05114801028,0.0,101517.59670755985,0.0,0.0,279637.10453985556,0.0,0.0,352281.04982013843,157114.89666257077,0.0,0.0,0.0,133421.21038403467,22361.035840651355,12689.69958844498,642817.1568667437,1.0
 ,75,66335.18528060215,134328.75019321937,11940.33335050839,11940.333350508387,0.0,50829.99907311421,0.0,95522.66680406712,0.0,0.0,279637.10453985556,0.0,0.0,413575.3115306806,185004.3787979129,0.0,0.0,0.0,0.0,22361.035840651355,11940.33335050839,598579.6903285937,1.0
 ,76,70498.33104691656,150230.0561851077,13353.782772009576,12689.69958844498,0.0,56847.05326044476,0.0,106830.2621760766,664.0831835645943,0.0,280301.18772342015,0.0,0.0,460905.7715121667,206978.93543787586,0.0,0.0,0.0,0.0,22361.035840651355,13353.782772009576,667884.7069500425,1.0
 ,77,70498.33104691656,150300.14867199972,13360.013215288864,12689.69958844498,0.0,56873.57625748469,0.0,106880.10572231091,670.3136268438847,0.0,280971.50135026406,0.0,0.0,461293.34304891276,206889.13625558224,0.0,0.0,0.0,0.0,22361.035840651355,13360.013215288864,668182.479304495,1.0
 ,78,70498.33104691656,149155.66812005686,13258.28161067172,12689.69958844498,0.0,56440.50481662951,0.0,106066.25288537376,568.5820222267399,0.0,281540.08337249083,0.0,0.0,458345.28125027486,204975.1267583025,0.0,0.0,0.0,0.0,22361.035840651355,13258.28161067172,663320.4080085773,1.0
 ,79,70498.33104691656,156323.7640217919,13895.445690825947,12689.69958844498,0.0,59152.912305846054,0.0,111163.56552660758,1205.7461023809662,0.0,282745.8294748718,0.0,0.0,479576.099398443,214196.3711384554,0.0,0.0,0.0,0.0,22361.035840651355,13895.445690825947,693772.4705368984,1.0
 ,80,70498.33104691656,178034.7430437582,15825.310492778508,12689.69958844498,0.0,67368.3467677581,0.0,126602.48394222806,3135.610904333531,0.0,285881.44037920533,0.0,0.0,543330.0410046875,242676.69924502986,0.0,0.0,0.0,0.0,22361.035840651355,15825.310492778508,786006.7402497173,1.0
 ,81,70498.33104691656,188968.8165274554,16797.228135773814,12689.69958844498,0.0,71505.80017398912,0.0,134377.8250861905,4107.52854732883,0.0,289988.9689265342,0.0,0.0,574679.0416608015,257778.6799902958,0.0,0.0,0.0,0.0,22361.035840651355,16797.228135773814,832457.7216510973,1.0
 ,82,70498.33104691656,191766.70099805563,17045.928977604945,12689.69958844498,0.0,72564.51965766425,0.0,136367.43182083956,4356.22938915996,0.0,294345.1983156941,0.0,0.0,582303.7402696175,262040.17180272014,0.0,0.0,0.0,0.0,22361.035840651355,17045.928977604945,844343.9120723377,1.0
 ,83,70498.33104691656,191653.65505860015,17035.88044965335,12689.69958844498,0.0,72521.7430741743,0.0,136287.0435972268,4346.180861208364,0.0,298691.37917690247,0.0,0.0,580753.037090912,263110.62442896905,0.0,0.0,0.0,0.0,22361.035840651355,17035.88044965335,843863.6615198811,1.0
 ,84,70498.33104691656,198910.80045709317,17680.960040630503,12689.69958844498,0.0,75267.84689296405,0.0,141447.68032504403,4991.260452185525,0.0,303682.639629088,0.0,0.0,601340.0823435516,273353.9487028497,0.0,0.0,0.0,0.0,22361.035840651355,17680.960040630503,874694.0310464011,1.0
 ,85,70498.33104691656,213035.35794746116,18936.476261996548,12689.69958844498,0.0,80612.5794473193,0.0,151491.81009597238,6246.776673551572,0.0,309929.4163026396,0.0,0.0,643443.104016429,291255.9707372473,0.0,0.0,0.0,0.0,22361.035840651355,18936.476261996548,934699.0747536762,1.0
 ,86,70498.33104691656,188671.70158932512,16770.817919051122,12689.69958844498,0.0,71393.37188140061,0.0,134166.54335240897,4081.11833060614,0.0,314010.5346332457,0.0,0.0,572001.3302122154,259194.16464977726,0.0,0.0,0.0,0.0,22361.035840651355,16770.817919051122,831195.4948619925,1.0
 ,87,70498.33104691656,158880.3186630606,14122.694992272054,12689.69958844498,0.0,60120.31258210213,0.0,112981.55993817643,1432.9954038270716,0.0,315443.5300370728,0.0,0.0,484713.5450143441,219919.8797927306,0.0,0.0,0.0,0.0,22361.035840651355,14122.694992272054,704633.4248070747,1.0
 ,88,70498.33104691656,134202.916443302,11929.148128293513,12689.69958844498,0.0,50782.38358214548,0.0,95433.1850263481,0.0,760.5514601514678,314682.97857692133,0.0,0.0,413182.71935080556,187329.1643653272,0.0,0.0,0.0,0.0,22361.035840651355,11929.148128293513,600511.8837161327,1.0
 ,89,70498.33104691656,144585.04602617497,12852.004091215553,12689.69958844498,0.0,54710.9814163046,0.0,102816.03272972442,162.30450277057213,0.0,314845.28307969193,0.0,0.0,443345.5433504977,200557.592386021,0.0,0.0,0.0,0.0,22361.035840651355,12852.004091215553,643903.1357365187,1.0
 ,90,70498.33104691656,168616.20342563372,14988.106971167443,12689.69958844498,0.0,63804.3713762598,0.0,119904.85576933954,2298.4073827224624,0.0,317143.6904624144,0.0,0.0,513112.87937680806,232881.28831411144,0.0,0.0,0.0,0.0,22361.035840651355,14988.106971167443,745994.1676909194,1.0
 ,91,70498.33104691656,150777.28157317758,13402.425028726895,12689.69958844498,0.0,57054.12334729039,0.0,107219.40022981516,712.7254402819149,0.0,317856.4159026963,0.0,0.0,461229.5632320074,208979.90917360815,0.0,0.0,0.0,0.0,22361.035840651355,13402.425028726895,670209.4724056155,1.0
