Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,2091,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,6.127122201417622e-10,10170.26635311255,509844.63377198984,1.0
 ,2092,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,6.127122201417622e-10,10170.26635311256,509844.63377199025,1.0
 ,2093,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,6.127122201417622e-10,10170.26635311256,509844.63377199025,1.0
 ,2094,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,6.127122201417622e-10,10170.26635311256,509844.63377199025,1.0
 ,2095,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198926,0.0,0.0,6.127122201417622e-10,0.0,10170.26635311255,509844.63377198984,1.0
 ,2096,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2097,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198996,0.0,1.1087173507327125e-10,0.0,1.1087173507327125e-10,10170.26635311255,509844.63377198984,1.0
 ,2098,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,5.543586753663562e-11,10170.26635311256,509844.63377199025,1.0
 ,2099,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2100,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,3.3261520521981376e-10,10170.26635311255,509844.63377198984,1.0
 ,2101,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,2.7717933768317813e-10,10170.26635311256,509844.63377199025,1.0
 ,2102,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,1.6630760260990688e-10,10170.26635311256,509844.63377199025,1.0
 ,2103,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,1.2254244402835243e-10,4.376515858155445e-11,10170.26635311256,509844.63377199025,1.0
 ,2104,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-4.376515858155445e-11,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2105,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2106,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2107,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2108,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2109,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2110,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2111,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2112,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2113,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377198955,0.0,-6.739834421559384e-10,0.0,-6.739834421559384e-10,10170.26635311256,509844.63377199025,1.0
 ,2114,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,6.127122201417621e-11,-7.352546641701146e-10,10170.26635311256,509844.63377199025,1.0
 ,2115,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,-7.352546641701146e-10,10170.26635311255,509844.63377198984,1.0
 ,2116,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,-3.676273320850573e-10,10170.26635311255,509844.6337719898,1.0
 ,2117,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,0.0,10170.26635311255,509844.6337719898,1.0
 ,2118,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,3.3261520521981376e-10,10170.26635311255,509844.63377198984,1.0
 ,2119,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719899,0.0,-3.3261520521981376e-10,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2120,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2121,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2122,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2123,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2124,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2125,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,3.3261520521981376e-10,10170.26635311255,509844.63377198984,1.0
 ,2126,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,2.2174347014654252e-10,10170.26635311256,509844.63377199025,1.0
 ,2127,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719901,0.0,-2.2174347014654252e-10,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2128,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,-5.543586753663562e-11,10170.26635311256,509844.63377199025,1.0
 ,2129,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,2.7717933768317813e-10,10170.26635311255,509844.63377198984,1.0
 ,2130,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,6.097945429029919e-10,10170.26635311255,509844.63377198984,1.0
 ,2131,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719885,0.0,-1.2750249533426194e-9,0.0,-6.652304104396275e-10,10170.26635311255,509844.6337719897,1.0
 ,2132,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,-6.652304104396275e-10,10170.26635311256,509844.63377199025,1.0
 ,2133,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,-3.3261520521981376e-10,10170.26635311255,509844.63377198984,1.0
 ,2134,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2135,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2136,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198845,0.0,-1.289613339536471e-9,0.0,-1.289613339536471e-9,10170.26635311255,509844.6337719897,1.0
 ,2137,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,-1.4004850746097423e-9,10170.26635311256,509844.63377199025,1.0
 ,2138,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,-1.0678698693899284e-9,10170.26635311255,509844.63377198984,1.0
 ,2139,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,-7.352546641701146e-10,10170.26635311255,509844.63377198984,1.0
 ,2140,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,-3.676273320850573e-10,10170.26635311255,509844.6337719898,1.0
 ,2141,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,0.0,10170.26635311255,509844.6337719898,1.0
 ,2142,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2143,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2144,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2145,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2146,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719904,0.0,1.1087173507327125e-10,0.0,1.1087173507327125e-10,10170.26635311256,509844.63377199025,1.0
 ,2147,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2148,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,-5.543586753663562e-11,10170.26635311256,509844.63377199025,1.0
 ,2149,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,-1.1087173507327125e-10,10170.26635311256,509844.63377199025,1.0
 ,2150,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199,0.0,-2.5675559701178604e-10,0.0,-3.676273320850573e-10,10170.26635311256,509844.63377199025,1.0
 ,2151,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,0.0,10170.26635311255,509844.6337719898,1.0
 ,2152,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2153,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2154,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2155,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.633771989,0.0,-7.352546641701146e-10,0.0,-7.352546641701146e-10,10170.26635311255,509844.6337719898,1.0
 ,2156,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,-7.352546641701146e-10,10170.26635311256,509844.63377199025,1.0
 ,2157,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,-7.352546641701146e-10,10170.26635311255,509844.63377198984,1.0
 ,2158,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,-7.352546641701146e-10,10170.26635311256,509844.63377199025,1.0
 ,2159,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,-7.352546641701146e-10,10170.26635311255,509844.63377198984,1.0
 ,2160,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,-7.352546641701146e-10,10170.26635311255,509844.63377198984,1.0
 ,2161,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,-7.352546641701146e-10,10170.26635311255,509844.63377198984,1.0
 ,2162,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,-3.676273320850573e-10,10170.26635311255,509844.6337719898,1.0
 ,2163,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,-3.676273320850573e-10,10170.26635311256,509844.63377199025,1.0
 ,2164,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,-3.676273320850573e-10,10170.26635311255,509844.63377198984,1.0
 ,2165,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,0.0,10170.26635311255,509844.6337719898,1.0
 ,2166,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2167,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2168,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2169,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2170,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719895,0.0,-3.3261520521981376e-10,0.0,-3.3261520521981376e-10,10170.26635311255,509844.6337719898,1.0
 ,2171,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2172,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-1.1087173507327125e-10,0.0,-1.1087173507327125e-10,10170.26635311256,509844.63377199025,1.0
 ,2173,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,-1.6630760260990686e-10,10170.26635311256,509844.63377199025,1.0
 ,2174,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719905,0.0,2.2757882462408306e-10,0.0,6.127122201417621e-11,10170.26635311256,509844.6337719903,1.0
 ,2175,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,6.127122201417621e-11,0.0,10170.26635311256,509844.63377199025,1.0
 ,2176,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,3.3261520521981376e-10,10170.26635311255,509844.63377198984,1.0
 ,2177,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377198996,0.0,-3.3261520521981376e-10,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2178,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198944,0.0,-3.676273320850573e-10,0.0,-3.676273320850573e-10,10170.26635311255,509844.6337719898,1.0
 ,2179,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,-3.676273320850573e-10,10170.26635311255,509844.63377198984,1.0
 ,2180,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,-3.676273320850573e-10,10170.26635311256,509844.63377199025,1.0
 ,2181,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,0.0,10170.26635311255,509844.6337719898,1.0
 ,2182,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.676273320850573e-10,3.676273320850573e-10,10170.26635311255,509844.6337719898,1.0
 ,2183,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198944,0.0,-3.676273320850573e-10,0.0,0.0,10170.26635311255,509844.6337719898,1.0
 ,2184,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.63377199025,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2185,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2186,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2187,56501.47973951421,114415.49647251627,10170.266353112558,10170.266353112558,0.0,43294.82386520016,0.0,81362.13082490047,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,3.051315925075103e-11,-3.051315925075103e-11,10170.266353112558,509844.63377199013,1.0
 ,2188,56501.47973951421,114415.49647251627,10170.266353112558,10170.266353112558,0.0,43294.82386520016,0.0,81362.13082490047,0.0,0.0,0.0,0.0,509844.6337719902,0.0,0.0,-3.051315925075103e-11,0.0,10170.266353112558,509844.63377199013,1.0
 ,2189,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719902,0.0,3.3261520521981376e-10,0.0,3.3261520521981376e-10,10170.26635311255,509844.63377198984,1.0
 ,2190,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.6337719895,0.0,-3.3261520521981376e-10,0.0,0.0,10170.26635311255,509844.6337719898,1.0
 ,2191,56501.479739514165,114415.4964725162,10170.26635311255,10170.26635311255,0.0,43294.823865200124,0.0,81362.1308249004,0.0,0.0,0.0,0.0,509844.63377198984,0.0,0.0,0.0,0.0,10170.26635311255,509844.63377198984,1.0
 ,2192,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719903,0.0,0.0,0.0,0.0,10170.26635311256,509844.63377199025,1.0
 ,2193,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719904,0.0,1.1087173507327125e-10,0.0,1.1087173507327125e-10,10170.26635311256,509844.63377199025,1.0
 ,2194,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,5.543586753663562e-11,10170.26635311256,509844.63377199025,1.0
 ,2195,56501.47973951422,114415.4964725163,10170.26635311256,10170.26635311256,0.0,43294.82386520017,0.0,81362.13082490048,0.0,0.0,0.0,0.0,509844.6337719902,0.0,-5.543586753663562e-11,0.0,0.0,10170.26635311256,509844.63377199025,1.0
