Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_tank,H2_from_tank,H2_stored_tank,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,4294,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,100698.5941631433,0.0,5955.947920854877,0.0,0.0,0.0,0.0,0.0,688.5770664609797,130354.39614417068,0.0,6644.524987315857,1.0
 ,4295,14689.102519984017,372.84214809928835,33.1415242754923,2644.038453597123,0.0,188.11129178769428,0.0,265.1321942039384,0.0,2610.8969293216305,98087.69723382166,0.0,8261.476148282572,0.0,0.0,0.0,0.0,0.0,0.0,130354.39614417068,33.1415242754923,8261.476148282572,1.0
 ,4296,14689.102519984017,698.1753880937889,62.06003449722568,2644.038453597123,0.0,352.25275580625294,0.0,496.48027597780543,0.0,2581.978419099897,95505.71881472177,0.0,9702.431290424882,0.0,0.0,0.0,0.0,0.0,0.0,130354.39614417068,62.060034497225686,9702.431290424882,1.0
 ,4297,14689.102519984017,893.3753320904893,79.41114063026572,2644.038453597123,0.0,450.7376342173882,0.0,635.2891250421258,0.0,2564.627312966857,92941.09150175491,0.0,10567.004375710267,0.0,0.0,0.0,0.0,0.0,0.0,130354.39614417068,79.4111406302657,10567.004375710265,1.0
 ,4298,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,90297.05304815779,0.0,4418.9291025697485,0.0,0.0,0.0,0.0,0.0,2306.4916120242733,128047.9045321464,0.0,6725.420714594022,1.0
 ,4299,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,87653.01459456065,0.0,3746.4833695700036,0.0,0.0,0.0,0.0,0.0,3014.3292257082153,125033.57530643819,0.0,6760.812595278218,1.0
 ,4300,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,85008.97614096352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,118075.57937591943,0.0,6957.995930518746,1.0
 ,4301,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,82364.9376873664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,111117.5834454007,0.0,6957.995930518746,1.0
 ,4302,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,79720.89923376928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,104159.58751488195,0.0,6957.995930518746,1.0
 ,4303,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,77076.86078017215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,97201.5915843632,0.0,6957.995930518746,1.0
 ,4304,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,74432.82232657503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,90243.59565384444,0.0,6957.995930518746,1.0
 ,4305,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,71788.7838729779,0.0,2401.591903570515,0.0,0.0,0.0,0.0,0.0,4430.004453076099,85813.59120076835,0.0,6831.596356646613,1.0
 ,4306,14689.102519984017,4623.863150694097,411.01005783947534,2644.038453597123,0.0,2332.8930882968616,0.0,3288.0804627158027,0.0,2233.0283957576476,69555.75547722026,0.0,27089.956672275413,0.0,0.0,0.0,0.0,0.0,0.0,85813.59120076835,411.01005783947534,27089.956672275413,1.0
 ,4307,14689.102519984017,17116.65956648292,1521.4808503540373,2644.038453597123,0.0,8635.925306609515,0.0,12171.846802832299,0.0,1122.5576032430856,68433.19787397717,0.0,82422.63413054009,0.0,0.0,0.0,0.0,0.0,0.0,85813.59120076835,1521.4808503540378,82422.6341305401,1.0
 ,4308,14689.102519984017,2997.1969507215936,266.4175067308083,2644.038453597123,0.0,1512.185768204068,0.0,2131.3400538464666,0.0,2377.6209468663146,66055.57692711086,0.0,19885.180961563867,0.0,0.0,0.0,0.0,0.0,0.0,85813.59120076835,266.4175067308084,19885.18096156387,1.0
 ,4309,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,63411.538473513734,0.0,2593.7192558561565,0.0,0.0,0.0,0.0,0.0,4227.765134880686,81585.82606588765,0.0,6821.484390736842,1.0
 ,4310,14689.102519984017,546.3532094296888,48.56472972708345,2644.038453597123,0.0,275.65340593092566,0.0,388.5178378166676,0.0,2595.4737238700327,60816.0647496437,0.0,9029.985557425138,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,48.56472972708345,9029.985557425138,1.0
 ,4311,14689.102519984017,16856.39297448732,1498.3460421766508,2644.038453597123,0.0,8504.61213539467,0.0,11986.768337413207,0.0,1145.6924114204721,59670.37233822323,0.0,81269.87001682623,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,1498.3460421766508,81269.87001682623,1.0
 ,4312,27710.295804921512,56113.34900496607,4987.853244885873,4987.853244885872,0.0,28311.055017972212,0.0,39902.825959086986,0.0,0.0,59670.37233822323,0.0,261005.0080800436,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,4987.853244885874,261005.0080800436,1.0
 ,4313,20846.4647130142,42214.091043853754,3752.3636483425557,3752.363648342556,0.0,21298.416067992344,0.0,30018.909186740446,0.0,0.0,59670.37233822323,0.0,196354.15403592534,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,3752.363648342557,196354.15403592537,1.0
 ,4314,14689.102519984017,13516.305043877115,1201.4493372335214,2644.038453597123,0.0,6819.426438137467,0.0,9611.594697868171,0.0,1442.5891163636015,58227.78322185962,0.0,66476.06389083187,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,1201.4493372335214,66476.06389083187,1.0
 ,4315,14900.530795358976,30173.574860601926,2682.0955431646157,2682.0955431646157,0.0,15223.574303002357,0.0,21456.764345316926,0.0,0.0,58227.78322185962,0.0,140349.0308446609,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,2682.095543164616,140349.03084466094,1.0
 ,4316,21886.74817716658,44320.665058762315,3939.6146718899836,3939.6146718899845,0.0,22361.252877647545,0.0,31516.91737511987,0.0,0.0,58227.78322185962,0.0,206152.64900249304,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,3939.6146718899836,206152.64900249304,1.0
 ,4317,25323.763151866075,51280.620382528796,4558.277367335893,4558.277367335893,0.0,25872.782336998527,0.0,36466.21893868715,0.0,0.0,58227.78322185962,0.0,238526.10786262358,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,4558.277367335894,238526.10786262358,1.0
 ,4318,30229.41360536893,61214.562550872084,5441.294448966408,5441.294448966408,0.0,30884.787292333327,0.0,43530.35559173126,0.0,0.0,58227.78322185962,0.0,284732.7360873203,0.0,0.0,0.0,0.0,0.0,0.0,81585.82606588765,5441.294448966409,284732.7360873203,1.0
 ,4319,14689.102519984017,29745.43260296763,2644.038453597123,2644.038453597123,0.0,15007.562262617268,0.0,21152.307628776984,0.0,0.0,58227.78322185962,0.0,116237.04813281294,0.0,0.0,0.0,0.0,0.0,23284.76481244632,58301.06125344133,2644.038453597123,139521.81294525927,1.0
 ,4320,14689.102519984017,21064.036211749524,1872.3587743777357,2644.038453597123,0.0,10627.508403368027,0.0,14978.870195021886,0.0,771.679679219387,57456.10354264024,0.0,99906.22318853343,0.0,0.0,0.0,0.0,0.0,0.0,58301.06125344133,1872.3587743777362,99906.22318853343,1.0
 ,4321,14689.102519984017,29745.432602967627,2644.0384535971225,2644.038453597123,0.0,15007.562262617266,0.0,21152.30762877698,0.0,0.0,57456.10354264024,0.0,135930.10174209115,0.0,0.0,0.0,0.0,0.0,2555.2346974166294,55745.8265560247,2644.038453597123,138485.33643950778,1.0
 ,4322,18184.56290768313,36823.739888058335,3273.2213233829634,3273.2213233829634,0.0,18578.8042315217,0.0,26185.770587063707,0.0,0.0,57456.10354264024,0.0,171281.53456264915,0.0,0.0,0.0,0.0,0.0,0.0,55745.8265560247,3273.2213233829643,171281.53456264918,1.0
 ,4323,15981.609689478108,32362.759621193163,2876.689744106059,2876.6897441060596,0.0,16328.09098754599,0.0,23013.517952848473,0.0,0.0,57456.10354264024,0.0,150531.7805157999,0.0,0.0,0.0,0.0,0.0,0.0,55745.8265560247,2876.6897441060596,150531.78051579988,1.0
 ,4324,14689.102519984017,23384.746657043637,2078.6441472927677,2644.038453597123,0.0,11798.384180033749,0.0,16629.15317834214,0.0,565.3943063043553,56890.70923633588,0.0,110185.03653581523,0.0,0.0,0.0,0.0,0.0,0.0,55745.8265560247,2078.6441472927677,110185.03653581523,1.0
 ,4325,14689.102519984017,8354.350969297704,742.6089750486849,2644.038453597123,0.0,4215.048542376335,0.0,5940.871800389479,0.0,1901.429478548438,54989.279757787444,0.0,43612.90896884056,0.0,0.0,0.0,0.0,0.0,0.0,55745.8265560247,742.6089750486849,43612.90896884056,1.0
 ,4326,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,52345.24130419034,0.0,6532.329977711801,0.0,0.0,0.0,0.0,0.0,81.8591118747444,55663.96744414996,0.0,6614.189089586545,1.0
 ,4327,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,49701.20285059322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,48705.971513631215,0.0,6957.995930518746,1.0
 ,4328,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,47057.16439699609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,41747.97558311247,0.0,6957.995930518746,1.0
 ,4329,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,44413.12594339897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,34789.97965259373,0.0,6957.995930518746,1.0
 ,4330,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,41769.087489801845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,27831.98372207498,0.0,6957.995930518746,1.0
 ,4331,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,39125.04903620472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,20873.987791556236,0.0,6957.995930518746,1.0
 ,4332,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,36481.010582607596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,13915.99186103749,0.0,6957.995930518746,1.0
 ,4333,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,33836.97212901047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,6957.995930518746,0.0,6957.995930518746,1.0
 ,4334,14689.102519984017,0.0,0.0,2644.038453597123,0.0,0.0,0.0,0.0,0.0,2644.038453597123,31192.933675413347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.995930518746,0.0,0.0,6957.995930518746,1.0
 ,4335,14689.102519984017,2997.1969507215936,266.4175067308083,2644.038453597123,0.0,1512.185768204068,0.0,2131.3400538464666,0.0,2377.6209468663146,28815.312728547033,0.0,19885.180961563867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.4175067308084,19885.18096156387,1.0
 ,4336,14689.102519984017,8397.728734630304,746.4647764115826,2644.038453597123,0.0,4236.9340709121425,0.0,5971.718211292661,0.0,1897.5736771855402,26917.739051361492,0.0,43805.0363211262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.4647764115828,43805.0363211262,1.0
 ,4337,14689.102519984017,11087.15018525151,985.5244609112455,2644.038453597123,0.0,5593.836840132229,0.0,7884.195687289964,0.0,1658.5139926858774,25259.225058675613,0.0,55716.932162835954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.5244609112452,55716.93216283595,1.0
 ,4338,14689.102519984017,7183.151305317501,638.5023382504446,2644.038453597123,0.0,3624.1392719095234,0.0,5108.018706003557,0.0,2005.5361153466783,23253.688943328936,0.0,38425.47045712824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.5023382504446,38425.47045712824,1.0
 ,4339,14689.102519984017,2021.1972307380915,179.66197606560814,2644.038453597123,0.0,1019.7613761483917,0.0,1437.2958085248652,0.0,2464.376477531515,20789.312465797422,0.0,15562.315535136939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.6619760656082,15562.31553513694,1.0
 ,4340,14689.102519984017,1045.1975107545898,92.90644540040797,2644.038453597123,0.0,527.3369840927156,0.0,743.2515632032638,0.0,2551.132008196715,18238.180457600705,0.0,11239.450108710013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.906445400408,11239.450108710013,1.0
 ,4341,14689.102519984017,633.1087400948888,56.27633245287901,2644.038453597123,0.0,319.42446300254124,0.0,450.2106596230321,0.0,2587.762121144244,15650.418336456463,0.0,9414.24026199642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.276332452879004,9414.24026199642,1.0
 ,4342,14689.102519984017,741.5531534263889,65.91583586012347,2644.038453597123,0.0,374.13828434206073,0.0,527.3266868809877,0.0,2578.1226177369995,13072.295718719464,0.0,9894.558642710523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91583586012348,9894.558642710523,1.0
 ,4343,14689.102519984017,9265.284041282304,823.5808036695382,2644.038453597123,0.0,4674.644641628299,0.0,6588.646429356306,0.0,1820.4576499275863,11251.838068791878,0.0,47647.58336683902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.5808036695383,47647.58336683902,1.0
 ,4344,14689.102519984017,13407.860630545614,1191.8098338262769,2644.038453597123,0.0,6764.712616797947,0.0,9534.478670610215,0.0,1452.2286197708459,9799.609449021033,0.0,65995.74551011776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.8098338262769,65995.74551011776,1.0
 ,4345,14689.102519984017,21953.28040106783,1951.4027023171407,2644.038453597123,0.0,11076.16173835209,0.0,15611.221618537125,0.0,692.6357512799823,9106.97369774105,0.0,103844.83391038908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.4027023171407,103844.83391038908,1.0
 ,4346,14689.102519984017,26811.590118319044,2383.252454961693,2644.038453597123,0.0,13527.340934362566,0.0,19066.019639693543,0.0,260.78599863543013,8846.18769910562,0.0,125363.0973663809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383.252454961693,125363.0973663809,1.0
 ,4347,29403.30614854205,59541.69495079764,5292.595106737568,5292.595106737569,0.0,30040.76982584243,0.0,42340.760853900545,0.0,0.0,8846.18769910562,0.0,276951.57831975183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5292.595106737568,276951.57831975183,1.0
 ,4348,56593.460221387366,114601.75694830943,10186.822839849727,10186.822839849727,0.0,57820.40643898704,0.0,81494.58271879781,0.0,0.0,8846.18769910562,0.0,533057.3389165115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10186.822839849729,533057.3389165115,1.0
 ,4349,67302.2605876618,136287.07769001514,12114.406905779124,12114.406905779126,0.0,68761.3735972023,0.0,96915.25524623299,0.0,0.0,8846.18769910562,0.0,633924.1988664733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12114.406905779128,633924.1988664734,1.0
 ,4350,73445.51259992008,172187.47495604822,15305.553329426508,13220.192267985616,0.0,86874.32069782485,0.0,122444.42663541206,2085.3610614408917,0.0,10931.548760546511,0.0,802996.2688778375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15305.553329426513,802996.2688778376,1.0
 ,4351,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.183189153353,0.0,13997.731949699864,0.0,884650.3935992351,0.0,0.0,0.0,29348.719691982027,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,4352,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533475,0.0,17063.915138853212,0.0,905592.2749983699,0.0,0.0,0.0,50290.60109111667,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,4353,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.183189153351,0.0,20130.098328006563,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,4354,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,19438.540174736972,16372.356985583623,23196.281517159914,0.0,912604.9233567958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16286.375457138964,912604.9233567958,1.0
 ,4355,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,26262.464706313258,0.0,906552.9117597981,0.0,0.0,0.0,51251.23785254487,0.0,0.0,0.0,16286.375457138964,855301.6739072532,1.0
 ,4356,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,29328.64789546661,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527878,0.0,54574.52328527878,16286.375457138964,858030.4000715171,1.0
 ,4357,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,32394.83108462002,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,54574.52328527878,16286.375457138964,855301.6739072532,1.0
 ,4358,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,35461.01427377337,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527878,0.0,109149.04657055756,16286.375457138964,858030.4000715171,1.0
 ,4359,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,38527.19746292672,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,109149.04657055756,16286.375457138964,855301.6739072532,1.0
 ,4360,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,41593.38065208007,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,109149.04657055756,16286.375457138964,855301.6739072532,1.0
 ,4361,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533475,0.0,44659.56384123342,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,109149.04657055756,16286.375457138964,855301.6739072532,1.0
 ,4362,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,6882.007259026037,3815.824069872693,47725.74703038677,0.0,912604.9233567958,0.0,0.0,0.0,0.0,41855.10971903645,0.0,151004.15628959402,16286.375457138964,870749.8136377594,1.0
 ,4363,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,50791.93021954012,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,151004.15628959402,16286.375457138964,855301.6739072532,1.0
 ,4364,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,53858.11340869347,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527878,0.0,205578.6795748728,16286.375457138964,858030.4000715171,1.0
 ,4365,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,56924.29659784682,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,205578.6795748728,16286.375457138964,855301.6739072532,1.0
 ,4366,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.183189153344,0.0,59990.479787000164,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,205578.6795748728,16286.375457138964,855301.6739072532,1.0
 ,4367,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,63056.662976153515,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,205578.6795748728,16286.375457138964,855301.6739072532,1.0
 ,4368,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,19438.540174736972,16372.356985583621,66122.84616530687,0.0,912604.9233567958,0.0,0.0,0.0,0.0,0.0,0.0,205578.6795748728,16286.375457138964,912604.9233567958,1.0
 ,4369,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.183189153351,0.0,69189.02935446022,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,205578.6795748728,16286.375457138964,855301.6739072532,1.0
 ,4370,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,72255.21254361357,0.0,912604.9233567958,0.0,0.0,0.0,0.0,54574.52328527864,0.0,260153.20286015145,16286.375457138965,858030.4000715172,1.0
 ,4371,73445.51259992008,183221.72389281334,16286.375457138964,13220.192267985616,0.0,92441.46709472075,0.0,130291.00365711171,3066.1831891533493,0.0,75321.39573276692,0.0,912604.9233567958,0.0,0.0,0.0,57303.24944954261,0.0,0.0,260153.20286015145,16286.375457138964,855301.6739072532,1.0
