Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,1203,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,515092.207264806,0.0,0.0,0.0,0.0,0.0,77934.85977265617,3.2857476725438572e6,11751.839512253537,593027.0670374623,1.0
 ,1204,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,645186.6998221581,0.0,0.0,0.0,56056.375773328706,0.0,0.0,3.2857476725438572e6,11751.839512253537,589130.3240488294,1.0
 ,1205,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,718216.5269045191,0.0,0.0,0.0,129086.20285568968,0.0,0.0,3.2857476725438572e6,11751.839512253537,589130.3240488294,1.0
 ,1206,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,552200.4207305848,0.0,0.0,0.0,0.0,0.0,38873.582440257494,3.2468740901035997e6,11751.839512253537,591074.0031708423,1.0
 ,1207,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,468383.3222918927,0.0,0.0,0.0,0.0,0.0,127102.10711256492,3.1197719829910346e6,11751.839512253537,595485.4294044577,1.0
 ,1208,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,491791.70113513106,0.0,0.0,0.0,0.0,0.0,102461.70833020876,3.0173102746608257e6,11751.839512253537,594253.4094653398,1.0
 ,1209,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,482730.393195813,0.0,0.0,0.0,0.0,0.0,111999.92721370146,2.9053103474471243e6,11751.839512253537,594730.3204095145,1.0
 ,1210,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,650040.9719325071,0.0,0.0,0.0,60910.64788367774,0.0,0.0,2.9053103474471243e6,11751.839512253537,589130.3240488294,1.0
 ,1211,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,726846.3439895839,0.0,0.0,0.0,2.897760850015523e6,0.0,2.9053103474471243e6,0.0,11751.839512253537,734395.8414211856,1.0
 ,1212,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,964705.6773966828,0.0,0.0,0.0,375575.3533478534,0.0,0.0,0.0,11751.839512253537,589130.3240488294,1.0
 ,1213,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,0.0,11751.839512253537,589130.3240488294,1.0
 ,1214,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,0.0,11751.839512253537,589130.3240488294,1.0
 ,1215,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,414914.7188596354,11751.839512253537,609876.0599918112,1.0
 ,1216,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,829829.4377192708,11751.839512253537,609876.0599918112,1.0
 ,1217,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,829829.4377192708,11751.839512253537,589130.3240488294,1.0
 ,1218,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,829829.4377192708,11751.839512253537,589130.3240488294,1.0
 ,1219,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,829829.4377192708,11751.839512253537,589130.3240488294,1.0
 ,1220,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,829829.4377192708,11751.839512253537,589130.3240488294,1.0
 ,1221,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,1.2447441565789063e6,11751.839512253537,609876.0599918112,1.0
 ,1222,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.2447441565789063e6,11751.839512253537,589130.3240488294,1.0
 ,1223,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.2447441565789063e6,11751.839512253537,589130.3240488294,1.0
 ,1224,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.2447441565789063e6,11751.839512253537,589130.3240488294,1.0
 ,1225,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,1.2447441565789063e6,11751.839512253537,589130.3240488294,1.0
 ,1226,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.2447441565789063e6,11751.839512253537,589130.3240488294,1.0
 ,1227,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,1.6596588754385416e6,11751.839512253537,609876.0599918112,1.0
 ,1228,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.6596588754385416e6,11751.839512253537,589130.3240488294,1.0
 ,1229,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.6596588754385416e6,11751.839512253537,589130.3240488294,1.0
 ,1230,65287.99729029743,132208.1945128523,11751.839512253538,11751.839512253538,0.0,50027.58080366331,0.0,94014.71609802831,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,1.6596588754385416e6,11751.839512253538,589130.3240488295,1.0
 ,1231,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.6596588754385416e6,11751.839512253537,589130.3240488294,1.0
 ,1232,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,1.6596588754385416e6,11751.839512253537,589130.3240488294,1.0
 ,1233,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.6596588754385416e6,11751.839512253537,589130.3240488294,1.0
 ,1234,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,1.6596588754385416e6,11751.839512253537,589130.3240488294,1.0
 ,1235,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596353,0.0,2.074573594298177e6,11751.839512253537,609876.0599918112,1.0
 ,1236,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1237,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1238,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1239,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1240,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1241,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1242,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1243,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1244,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.074573594298177e6,11751.839512253537,589130.3240488294,1.0
 ,1245,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,2.489488313157812e6,11751.839512253537,609876.0599918112,1.0
 ,1246,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1247,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1248,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1249,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1250,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1251,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1252,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1253,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1254,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1255,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1256,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.489488313157812e6,11751.839512253537,589130.3240488294,1.0
 ,1257,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,2.9044030320174475e6,11751.839512253537,609876.0599918112,1.0
 ,1258,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1259,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1260,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1261,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1262,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1263,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1264,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1265,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1266,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1267,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,2.9044030320174475e6,11751.839512253537,589130.3240488294,1.0
 ,1268,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,3.319317750877083e6,11751.839512253537,609876.0599918112,1.0
 ,1269,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.319317750877083e6,11751.839512253537,589130.3240488294,1.0
 ,1270,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.319317750877083e6,11751.839512253537,589130.3240488294,1.0
 ,1271,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,3.319317750877083e6,11751.839512253537,589130.3240488294,1.0
 ,1272,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.319317750877083e6,11751.839512253537,589130.3240488294,1.0
 ,1273,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.319317750877083e6,11751.839512253537,589130.3240488294,1.0
 ,1274,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.319317750877083e6,11751.839512253537,589130.3240488294,1.0
 ,1275,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.319317750877083e6,11751.839512253537,589130.3240488294,1.0
 ,1276,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.319317750877083e6,11751.839512253537,589130.3240488294,1.0
 ,1277,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,3.734232469736718e6,11751.839512253537,609876.0599918112,1.0
 ,1278,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.734232469736718e6,11751.839512253537,589130.3240488294,1.0
 ,1279,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.734232469736718e6,11751.839512253537,589130.3240488294,1.0
 ,1280,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.734232469736718e6,11751.839512253537,589130.3240488294,1.0
 ,1281,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.734232469736718e6,11751.839512253537,589130.3240488294,1.0
 ,1282,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.734232469736718e6,11751.839512253537,589130.3240488294,1.0
 ,1283,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,3.734232469736718e6,11751.839512253537,589130.3240488294,1.0
 ,1284,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596353,0.0,4.1491471885963534e6,11751.839512253537,609876.0599918112,1.0
 ,1285,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,4.1491471885963534e6,11751.839512253537,589130.3240488294,1.0
 ,1286,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,4.1491471885963534e6,11751.839512253537,589130.3240488294,1.0
 ,1287,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,4.1491471885963534e6,11751.839512253537,589130.3240488294,1.0
 ,1288,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,997822.6004606191,0.0,0.0,0.0,408692.2764117897,0.0,0.0,4.1491471885963534e6,11751.839512253537,589130.3240488294,1.0
 ,1289,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,951760.9517690856,0.0,0.0,0.0,362630.6277202562,0.0,0.0,4.1491471885963534e6,11751.839512253537,589130.3240488294,1.0
 ,1290,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,992536.8374960169,0.0,0.0,0.0,0.0,384196.6794735119,0.0,4.533343868069865e6,11751.839512253537,608340.158022505,1.0
 ,1291,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0061287994049939e6,0.0,0.0,0.0,416998.4753561645,0.0,0.0,4.533343868069865e6,11751.839512253537,589130.3240488294,1.0
 ,1292,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,4.533343868069865e6,11751.839512253537,589130.3240488294,1.0
 ,1293,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,4.533343868069865e6,11751.839512253537,589130.3240488294,1.0
 ,1294,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,4.9482585869295e6,11751.839512253537,609876.0599918112,1.0
 ,1295,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,5.363173305789135e6,11751.839512253537,609876.0599918112,1.0
 ,1296,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026171,0.0,0.0,5.363173305789135e6,11751.839512253537,589130.3240488294,1.0
 ,1297,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,5.363173305789135e6,11751.839512253537,589130.3240488294,1.0
 ,1298,65287.997290297426,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596353,0.0,5.778088024648771e6,11751.839512253537,609876.0599918112,1.0
 ,1299,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,0.0,414914.7188596354,0.0,6.193002743508406e6,11751.839512253537,609876.0599918112,1.0
 ,1300,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0247907788514466e6,0.0,0.0,0.0,435660.4548026172,0.0,0.0,6.193002743508406e6,11751.839512253537,589130.3240488294,1.0
 ,1301,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,1.0240356698565035e6,0.0,0.0,0.0,434905.3458076741,0.0,0.0,6.193002743508406e6,11751.839512253537,589130.3240488294,1.0
 ,1302,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,999548.563877632,0.0,0.0,0.0,0.0,390874.5141226692,0.0,6.583877257631076e6,11751.839512253537,608674.0497549629,1.0
 ,1303,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,967294.6225222023,0.0,0.0,0.0,378164.29847337294,0.0,0.0,6.583877257631076e6,11751.839512253537,589130.3240488294,1.0
 ,1304,65287.99729029742,132208.1945128523,11751.839512253537,11751.839512253537,0.0,50027.5808036633,0.0,94014.7160980283,0.0,969883.5676477217,0.0,0.0,0.0,380753.24359889235,0.0,0.0,6.583877257631076e6,11751.839512253537,589130.3240488294,1.0
