Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
Scenario: Worst case,1,61875.32158677622,125297.52621322183,11137.557885619719,11137.557885619719,0.0,47412.58391908314,0.0,89100.46308495775,0.0,0.0,0.0,0.0,396909.72610511037,0.0,177485.07171709192,0.0,0.0,0.0,0.0,0.0,11137.557885619719,574394.7978222023,1.0
Profile: 2020,2,64807.95249453941,131236.1038014423,11665.431449017095,11665.431449017095,0.0,49659.74167846577,0.0,93323.45159213676,0.0,0.0,0.0,0.0,434899.0917143732,0.0,193665.19850114448,0.0,26945.586413458746,0.0,0.0,0.0,11665.431449017095,601618.7038020589,1.0
Location: Bornholm,3,64807.95249453941,131236.10380144228,11665.431449017093,11665.431449017095,0.0,49659.74167846576,0.0,93323.45159213674,0.0,0.0,0.0,0.0,448683.4274996786,0.0,199190.92687115833,0.0,0.0,44053.00054169349,0.0,44053.00054169349,11665.431449017093,603821.3538291435,1.0
Fuel: NH3,4,64807.95249453941,131236.1038014423,11665.431449017095,11665.431449017095,0.0,49659.74167846577,0.0,93323.45159213676,0.0,0.0,0.0,0.0,551307.4776524788,0.0,239624.6997343735,0.0,189313.4735847934,0.0,0.0,44053.00054169349,11665.431449017095,601618.7038020589,1.0
Electrolyser: Mix,5,64807.95249453941,157991.03980396732,14043.647982574872,11665.431449017095,0.0,59783.80946182123,0.0,112349.18386059898,2378.2165335577793,0.0,2378.2165335577793,0.0,499467.8224981723,0.0,219242.37233360382,0.0,0.0,0.0,0.0,44053.00054169349,14043.647982574872,718710.1948317761,1.0
CO2 capture: None,6,64807.95249453941,175715.32684128077,15619.1401636694,11665.431449017095,0.0,66490.67967674063,0.0,124953.1213093552,3953.708714652308,0.0,6331.925248210087,0.0,555132.7957173005,0.0,241146.75665066479,0.0,0.0,0.0,0.0,44053.00054169349,15619.1401636694,796279.5523679652,1.0
CO2taxWTTup: 0,7,64807.95249453941,131236.1038014423,11665.431449017095,11665.431449017095,0.0,49659.74167846577,0.0,93323.45159213676,0.0,0.0,6331.925248210087,0.0,606972.450871607,0.0,279727.59065926453,0.0,285081.33772881265,0.0,0.0,44053.00054169349,11665.431449017095,601618.7038020589,1.0
CO2taxWTTop: 0,8,64807.95249453941,189115.90340995943,16810.302525329727,11665.431449017095,0.0,71561.45785032865,0.0,134482.42020263782,5144.871076312635,0.0,11476.796324522722,0.0,612314.7054104096,0.0,286940.81691473175,0.0,0.0,42218.1819817428,0.0,86271.18252343629,16810.302525329727,857037.3403433985,1.0
CO2WTTop_treshhold -1,9,64807.95249453941,189115.90340995943,16810.302525329727,11665.431449017095,0.0,71561.45785032865,0.0,134482.42020263782,5144.871076312633,0.0,16621.667400835355,0.0,614820.9482804651,0.0,291176.1057252813,0.0,51070.62276143499,0.0,0.0,86271.18252343629,16810.302525329727,854926.4312443114,1.0
Renewable criterion: None,10,64807.95249453941,189115.90340995943,16810.302525329727,11665.431449017095,0.0,71561.45785032865,0.0,134482.42020263782,5144.871076312633,0.0,21766.538477147988,0.0,621350.3704945572,0.0,301532.71039482823,0.0,67956.64964507404,0.0,0.0,86271.18252343629,16810.302525329727,854926.4312443114,1.0
